科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"2,347,886.34","5,887,903.41","6,757,219.52","11,925,743.34","13,197,679.38","9,535,994.37","4,577,408.40","10,321,111.90","15,344,478.91","14,191,546.49","8,874,813.26","14,892,128.76","7,375,683.44","9,794,846.72","6,031,311.55","15,041,308.93","13,490,998.70"
应收利息,,,,,,,,,,,,,,"158,448.98",,,
应付利息,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,
存货,"45,348,681.96","60,102,147.55","49,688,630.67","52,266,263.09","56,315,211.58","44,460,775.16","51,244,745.37","50,752,965.03","48,413,864.70","37,465,613.39","51,306,646.28","50,053,987.45","52,090,602.35","48,487,729.90","67,107,807.47","67,792,790.57","70,177,136.77"
其他应付款,"69,093.00","71,049.00","43,783.91","20,039,899.00","20,039,499.00","20,047,299.00","315,497.00","10,195,999.00","10,584,574.93","52,076,595.00","110,834,315.77","114,610,090.87","87,298,465.67","89,465,990.07","89,632,489.07","43,629,714.04","46,488,447.35"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,"38,100.00",,,,,,,,,,,,,,,,
一年内到期的非流动负债,"10,000,000.00",,,,,,,,,"2,440.54",,,,,,,
其他流动资产,,,,,"131,733.95",,,,,,"12,534.01","928,270.65","578,612.29","17,062,250.20","17,404,777.32","18,458,080.17","16,566,163.01"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"175,723,144.59","226,243,735.42","238,677,185.75","267,720,503.45","566,659,452.68","568,299,784.54","546,956,954.69","568,307,913.54","632,297,853.71","674,157,442.20","627,246,261.61","650,751,153.94","573,906,095.96","595,520,167.34","614,770,462.65","511,235,087.74","546,237,555.59"
流动负债合计,"98,101,501.97","117,187,486.95","77,861,007.71","92,706,177.80","100,531,738.43","80,180,442.72","49,306,318.90","66,476,380.77","75,462,478.20","116,722,199.22","169,391,506.20","188,042,041.99","167,387,833.70","181,926,188.57","198,163,456.82","152,568,332.30","169,056,562.53"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,"420,865.77","310,957.68","201,235.90","184,669.62","126,687.64",,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","15,300,000.00","15,300,000.00","15,300,000.00","15,300,000.00","20,300,000.00","20,300,000.00","20,300,000.00","24,320,000.00","27,585,500.00","24,325,500.00","24,325,500.00","24,325,500.00","26,025,500.00"
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"141,105,645.94","168,223,068.52","171,316,736.39","171,940,646.89","169,145,261.57","166,801,324.73","166,155,084.67","166,008,351.31","162,795,673.84","143,729,219.47","147,299,920.13","149,862,470.52","221,297,598.83","223,711,102.39","221,545,718.04","323,437,251.84","323,572,674.00"
递延所得税负债,,,,,,,,,,,"269,442.19","173,436.02","122,372.54","88,546.29","58,486.87","32,382.14","16,980.89"
在建工程,"6,332,391.94","1,994,417.33","1,079,535.10","899,730.56","839,487.55","5,215,576.95","6,766,579.85","10,395,893.49","13,624,536.68","21,035,517.06","25,654,551.41","25,457,348.78","46,603,883.85","73,365,597.71","88,960,902.55","33,319,061.67","46,331,080.04"
其他非流动负债,"10,500,000.00","15,324,081.27","13,086,856.41","11,968,244.01","11,408,937.81","13,161,469.83","76,988.80","52,139.38","24,534,000.00",,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"20,920,865.77","25,635,038.95","23,288,092.31","22,152,913.63","26,835,625.45","28,461,469.83","27,548,750.60","26,964,594.98","55,914,439.36","30,991,238.87","30,736,241.17","34,095,027.73","36,854,756.98","36,835,516.33","37,579,764.32","37,168,518.78","38,254,505.46"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"119,022,367.74","142,822,525.90","101,149,100.02","114,859,091.43","127,367,363.88","108,641,912.55","76,855,069.50","93,440,975.75","131,376,917.56","147,713,438.09","200,127,747.37","222,137,069.72","204,242,590.68","218,761,704.90","235,743,221.14","189,736,851.08","207,311,067.99"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"48,400,000.00","48,400,000.00","48,400,000.00","48,400,000.00","64,600,000.00","64,600,000.00","64,600,000.00","129,200,000.00","131,000,000.00","131,000,000.00","131,000,000.00","196,800,000.00","196,800,000.00","196,800,000.00","196,800,000.00","295,173,000.00","295,173,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"43,887,667.71","43,887,667.71","43,887,667.71","43,887,667.71","299,667,939.17","298,228,198.61","298,228,198.61","233,628,198.61","256,362,198.61","259,032,894.61","259,032,894.61","199,357,310.84","204,841,711.95","208,147,511.94","208,791,594.79","110,864,288.93","111,211,061.25"
无形资产,"9,290,026.18","8,945,087.29","8,601,037.09","8,429,011.99","8,342,999.44","8,256,986.89","8,170,974.34","9,016,426.41","8,906,931.57","15,935,625.85","15,801,284.71","15,752,166.58","27,588,873.98","27,385,848.29","27,182,822.60","26,979,796.91","28,049,512.45"
盈余公积,"17,014,568.74","23,152,618.74","29,940,143.94","29,940,143.94","29,940,143.94","36,690,009.12","36,690,009.12","36,690,009.12","36,690,009.12","44,814,557.91","44,814,557.91","44,814,557.91","44,814,557.91","53,940,812.62","53,940,812.62","53,940,812.62","53,940,812.62"
开发支出,,,"1,173,091.40","3,529,901.88","4,697,826.96","7,347,425.52","8,034,787.97","7,804,944.63","8,296,396.61","9,887,431.31","10,186,275.13","10,576,756.30","11,236,241.40","11,961,606.66","12,281,195.69","13,722,742.75","16,809,290.94"
减:库存股,,,,,,,,,"24,534,000.00","24,534,000.00","24,534,000.00","28,503,000.00","18,689,400.00","18,419,400.00","18,419,400.00","16,274,340.00","9,129,420.00"
商誉,,,,,,,,,,,"100,087,106.59","100,087,106.59","100,087,106.59","100,087,106.59","100,087,106.59","100,087,106.59","100,108,552.19"
未分配利润,"104,590,583.92","148,324,297.88","198,583,328.28","217,750,092.70","230,601,938.53","249,363,091.33","261,451,861.25","270,467,317.63","297,360,206.47","309,266,522.66","318,832,114.57","320,150,393.69","350,840,004.13","375,421,373.24","390,625,352.13","379,325,638.77","404,496,921.05"
长期待摊费用,,,,,,,,,,,,,,,"95,000.00",,
少数股东权益,,,,,,,,,,,-290.40,"499,814.82","491,169.61","575,400.00","627,765.58","705,497.18","2,262,572.76"
递延所得税资产,"463,979.46","1,180,801.67","1,112,654.22","2,317,201.01","2,492,357.32","1,602,112.98","1,740,756.96","1,892,971.73","2,333,939.35","2,548,177.38","2,997,624.48","2,769,144.27","2,620,833.67","3,195,973.72","3,186,138.14","4,690,701.08","4,157,350.46"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"157,192,043.52","180,343,374.81","183,283,054.20","187,116,492.33","185,517,932.84","189,223,427.07","190,868,183.79","195,118,587.57","195,957,478.05","193,135,971.07","302,026,762.45","304,504,993.04","409,434,538.32","439,707,235.36","453,338,883.61","502,236,660.84","519,028,460.08"
所有者权益(或股东权益)合计,"213,892,820.37","263,764,584.33","320,811,139.93","339,977,904.35","624,810,021.64","648,881,299.06","660,970,068.98","669,985,525.36","696,878,414.20","719,579,975.18","729,145,276.69","733,119,077.26","779,098,043.60","816,465,697.80","832,366,125.12","823,734,897.50","857,954,947.68"
资产总计,"332,915,188.11","406,587,110.23","421,960,239.95","454,836,995.78","752,177,385.52","757,523,211.61","737,825,138.48","763,426,501.11","828,255,331.76","867,293,413.27","929,273,024.06","955,256,146.98","983,340,634.28","1,035,227,402.70","1,068,109,346.26","1,013,471,748.58","1,065,266,015.67"
负债和所有者(或股东权益)合计,"332,915,188.11","406,587,110.23","421,960,239.95","454,836,995.78","752,177,385.52","757,523,211.61","737,825,138.48","763,426,501.11","828,255,331.76","867,293,413.27","929,273,024.06","955,256,146.98","983,340,634.28","1,035,227,402.70","1,068,109,346.26","1,013,471,748.58","1,065,266,015.67"
