科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"278,728,413.63","320,200,643.98","360,274,663.25","110,754,323.31","197,390,093.95","301,858,781.09","437,440,268.22","128,846,817.28","261,242,553.76","366,365,590.85","486,243,589.49","139,591,161.18","273,413,802.85","384,300,157.90","502,553,636.15","98,591,507.20","280,462,570.06","435,233,801.98","549,994,136.92","145,888,152.83","286,283,432.89","422,696,681.87","554,808,496.45","129,056,232.09","281,502,603.09","461,721,176.26","650,567,189.27","164,701,739.42","326,120,641.92","486,881,253.17","654,125,647.42","167,404,688.51","320,911,489.67","492,787,789.48","917,006,880.25","234,263,890.53","490,627,387.46","720,904,514.88","980,054,007.48","256,378,526.65"
二、营业利润,"24,060,649.62","25,215,579.63","30,960,482.53","8,750,454.49","17,248,425.55","32,268,179.01","36,798,457.95","11,520,395.73","26,891,352.14","38,924,894.74","48,168,199.60","13,780,657.44","28,183,141.77","44,689,252.10","53,166,812.49","16,395,289.33","33,971,008.50","53,907,306.56","62,308,338.94","18,819,079.47","37,005,621.69","51,790,323.81","58,107,121.96","20,523,014.47","39,239,445.12","60,460,227.62","65,861,696.81","20,543,055.60","34,789,827.96","54,519,808.25","65,281,252.14","18,207,962.34","33,330,464.23","54,323,663.01","90,034,449.86","29,734,552.57","59,225,909.98","85,918,770.01","99,559,497.82","32,132,577.73"
减:营业成本,"227,638,743.78","264,529,833.45","296,155,179.67","92,858,592.40","161,581,965.17","246,328,033.42","357,442,375.82","109,859,171.21","217,520,011.67","303,830,890.38","403,824,693.28","117,026,940.33","223,267,785.11","308,048,952.07","409,140,153.35","73,969,923.84","224,131,760.30","347,730,502.70","441,418,188.60","120,204,566.74","233,246,067.89","343,962,844.88","455,539,780.63","98,020,332.10","218,966,247.64","361,921,069.14","512,253,587.39","134,453,964.72","265,796,731.02","389,421,609.79","512,694,158.21","135,491,337.93","261,309,487.02","399,427,202.69","730,636,471.84","192,818,259.92","395,888,989.32","577,021,973.69","768,196,413.33","194,795,346.59"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"8,302,047.84","10,005,134.40","11,763,651.37","3,705,601.11","5,803,162.00","9,094,959.44","13,617,916.93","4,171,796.91","8,417,643.59","11,670,172.58","15,494,342.70","4,421,270.12","8,598,928.66","11,963,872.48","15,657,643.96","2,882,244.48","8,797,394.63","13,189,919.28","15,257,363.81","4,550,985.53","8,809,539.92","12,848,590.20","15,488,942.55","2,882,319.49","6,778,232.86","10,685,355.96","13,980,299.52","3,894,583.41","6,373,037.85","7,404,855.66","11,612,830.02","582,197.58","2,033,261.16","3,723,061.78","6,732,355.63","504,055.90","2,248,980.39","2,683,194.06","9,341,914.32","275,042.48"
营业外收入,"599,679.35","1,371,287.71","640,000.00","510,055.00","2,663,555.00","3,702,800.00","5,662,800.00",,"15,648.54","2,132,453.80","2,412,513.80","42,000.00","42,600.00","41,465.33","441,465.33",,"212,355.82","268,671.50","1,170,977.50",,,"2,497,679.65","3,737,304.71","1,942.85","52,040.21","52,040.21","2,398,890.87",,"3,932,729.44","4,514,044.62","6,885,819.38","3,042,900.00","6,379,237.81","9,431,873.63","3,485,496.44",,"308,897.54","2,702,695.13","2,645,793.50","35,360.00"
销售费用,"2,745,295.72","3,246,321.41","4,392,025.02","862,959.41","1,718,174.12","2,772,045.88","5,817,096.51","1,114,175.76","2,496,163.45","3,806,181.06","6,669,123.44","1,111,341.43","2,289,857.35","3,481,808.11","5,570,075.38","1,129,910.66","2,322,549.22","3,738,212.77","6,631,059.05","1,152,506.35","2,503,660.03","3,676,087.55","6,630,586.39","1,206,391.20","2,383,944.73","3,553,404.93","7,016,574.08","1,125,249.72","1,963,111.27","2,892,520.13","5,113,764.20","1,235,416.72","2,235,110.77","3,981,618.03","28,183,846.37","5,312,113.77","10,355,957.92","17,647,514.15","28,697,909.83","5,186,162.10"
减:营业外支出,"44,245.52","48,971.83","32,650.27",,"49,945.92","60,915.24","370,554.66","2,600.00","54,700.00","54,700.00","54,700.00",,"56,120.50","57,332.50","57,332.50",,"35,799.35","5,450,645.10","5,450,645.10",,"16,107.82","64,813.10","70,099.30",,"38,941.46","111,241.61","144,789.80",,765.11,"20,652.02","32,262.77",,,"33,068.29","290,812.42",,"2,684.74","24,091.64","24,183.95",
管理费用,"12,898,486.16","14,920,926.13","19,430,450.71","3,587,355.13","6,405,990.07","10,097,098.04","25,697,185.34","4,652,927.17","9,745,832.80","14,023,653.30","23,243,024.88","5,197,751.32","10,610,467.95","16,493,808.77","26,126,880.09","6,821,745.83","14,479,412.34","22,932,659.20","37,670,516.38","7,688,534.38","16,542,234.20","26,362,410.75","42,570,206.88","9,809,292.18","19,050,954.25","30,485,463.74","61,127,176.32","11,632,152.51","25,874,984.68","41,854,880.80","71,395,783.53","12,929,863.28","25,766,910.18","39,616,208.20","83,062,706.52","15,423,463.64","34,522,504.20","40,870,123.64","71,610,076.36","18,664,064.71"
其中:非流动资产处置净损失,,,,,"49,945.92","60,915.24",,,,,,,"56,120.50",,"56,120.50",,"35,799.35","5,450,245.10","5,450,245.10",,"16,107.82","64,524.98","69,811.18",,"38,941.46","111,241.61","144,789.80",,765.11,"20,652.02","32,262.77",,,"33,068.29",,,,,,
