科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"23,435,771.12","52,660,580.62","33,194,216.64","18,988,346.34","105,266,080.09","39,251,223.65","40,337,047.07","23,206,453.56","13,317,184.61","28,340,905.48","21,998,131.29","38,326,490.23","134,935,353.13","102,917,388.33","152,043,514.13","162,628,113.62","83,743,625.25","78,636,837.21","30,474,932.60","33,033,094.66","129,861,813.20","109,267,937.39","308,121,064.28","98,262,397.27","201,633,524.20","107,355,012.03","103,432,218.22","372,404,203.79","313,571,896.91","322,241,980.14","185,129,396.75","155,406,793.88","183,307,062.62","259,544,763.05","743,552,936.33","880,908,609.72","368,888,901.38","486,566,559.53","376,236,967.67","1,827,072,290.17","2,108,496,195.99","1,378,564,800.93","1,307,147,336.52","183,877,903.52","182,467,744.86","194,772,616.89"
短期借款,"121,356,491.84","128,523,969.90","128,523,969.90","120,800,823.90","121,555,823.90","119,712,599.73","99,235,745.73","87,323,969.90","87,323,969.90","187,323,969.90","187,323,969.90","50,000,000.00","50,000,000.00",,"80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,,,"30,000,000.00","30,000,000.00","120,000,000.00","120,000,000.00","90,000,000.00","100,000,000.00","30,000,000.00","30,000,000.00","119,977,309.85","108,830,000.00","108,428,002.44","133,706,399.98","203,363,200.01","199,335,600.00","653,000,000.00","583,000,000.00","915,000,000.00","1,698,690,000.00","2,084,894,830.26","1,937,966,118.15","1,785,641,324.15","1,474,544,771.60","1,119,378,268.42","1,112,278,289.78","1,077,676,652.78"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"960,406.23",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"60,000.00","600,000.00",,,,,,,,,,,,,,"3,600,000.00","3,000,000.00",,,,,"800,000.00",,"3,200,000.00",,,"200,000.00",,"1,600,000.00","300,000.00","6,180,800.00","2,917,121.00","50,000.00","2,700,000.00","1,300,000.00","1,650,000.00","150,000.00","2,000,000.00",,,,"200,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00","15,000,000.00",,"30,000,000.00","57,500,000.00","23,500,000.00","16,000,000.00","45,000,000.00","92,000,000.00","85,300,000.00","67,200,000.00","60,600,000.00","57,000,000.00","33,000,000.00","5,900,000.00",,,"30,000.00","30,000.00","30,000.00","30,000.00"
应收账款,"25,141,326.09","19,271,976.80","19,296,777.80","27,569,875.84","21,943,906.30","21,713,072.84","14,532,939.84","29,070,885.45","10,076,172.73","8,896,249.26","7,484,231.41","6,010,681.25","2,675,011.25","1,909,061.75","1,909,061.75","6,932,813.10","5,169,374.10","3,974,317.10","4,129,370.49","2,283,923.44","2,109,573.44","2,396,479.00","1,887,976.00","385,276.20","405,553.81","441,720.20","381,029.20","384,394.11","384,394.11","6,926,959.52","7,084,444.18","5,959,553.31","6,220,169.72","5,874,745.03","18,380,231.53","67,884,892.75","41,762,734.13","803,336,690.88","1,598,504,279.01","859,222,698.13","1,608,364,190.59","1,668,281,577.62","1,696,456,427.30","3,334,949,970.20","3,423,117,930.15","2,984,519,569.50"
应付账款,"39,882,369.41","35,819,117.18","39,483,878.11","55,211,423.76","51,871,252.71","59,085,156.12","45,220,857.79","26,750,922.02","19,604,736.49","16,841,116.69","24,852,292.31","21,400,061.59","1,285,040.76","22,092,122.17","25,960,123.18","118,066,308.24","109,974,858.11","107,595,001.78","110,150,502.48","71,413,617.62","66,412,679.01","72,475,118.63","137,159,995.21","131,433,878.09","135,305,043.97","212,795,037.90","198,592,990.31","242,046,527.67","231,012,610.91","330,673,551.02","338,390,986.83","315,668,067.79","269,456,439.33","239,919,813.37","225,684,679.65","453,799,813.95","359,980,192.36","317,708,695.92","267,947,372.80","429,085,287.44","318,700,304.20","271,381,447.66","267,002,612.82","250,466,531.57","200,107,199.06","217,149,470.44"
预付款项,"7,419,672.48","15,289,179.29","57,839,767.14","5,236,815.44","7,128,618.02","4,696,610.40","8,250,596.90","13,343,816.75","24,721,007.26","46,646,005.36","67,182,116.77","3,864,782.71","26,455,808.36","67,779,166.56","102,374,642.79","6,021,146.20","52,116,774.71","86,947,969.02","114,628,261.62","618,224.52","32,849,204.21","76,384,229.52","21,024,412.77","45,439,266.33","86,753,964.49","138,743,790.38","177,699,671.48","22,313,357.39","76,911,492.09","180,860,287.94","204,216,395.53","69,851,167.58","67,488,645.25","22,036,463.91","71,521,816.37","3,427,487.89","6,192,880.86","10,343,270.49","13,971,956.71","34,874,169.13","36,240,276.84","7,086,315.95","18,587,081.67","6,851,310.24","10,963,067.33","7,527,402.19"
预收款项,"62,315,632.70","111,262,814.69","100,203,884.30","18,171,028.70","16,551,237.70","6,834,158.70","56,289,615.70","29,140,479.47","12,087,669.47","15,627,757.47","21,277,679.47","151,430,921.97","327,124,412.97","484,618,927.77","544,102,305.00","468,928,619.99","488,612,946.69","529,456,157.77","554,217,364.42","686,102,422.39","692,524,037.41","737,890,223.88","671,537,588.55","708,393,167.40","684,413,226.68","727,121,972.93","750,935,322.24","510,003,776.74","524,519,874.77","615,771,330.26","602,189,581.16","828,465,485.06","860,717,845.96","892,795,620.65","1,100,491,842.55","869,700,149.16","865,663,826.31","1,128,021,390.98","1,355,630,256.40","1,216,595,679.85","1,341,952,764.99","918,429,447.59","933,275,421.35","841,263,890.56","861,015,970.61","704,314,243.21"
