科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"78,887,583.29","122,094,959.22","79,411,195.55","106,065,128.37","164,885,147.40","22,744,849.06","58,357,465.10","101,049,902.93","173,587,014.13","58,241,811.20","128,966,746.79","203,605,401.02","301,500,312.05","50,547,365.43","117,451,764.58","172,226,702.49","262,465,776.70","52,729,859.22","128,747,686.47","202,663,438.09","323,395,965.61","57,880,001.17","141,810,254.84","222,298,617.39","353,313,335.84","37,423,253.83","103,686,305.08","158,973,833.40","308,360,087.65","44,268,769.67","150,088,389.70","220,600,497.24","406,940,126.49","46,615,791.80","125,126,266.55","213,004,908.48","360,420,653.19"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"4,501,380.21",,,,,"84,331.37","5,279,278.30","14,549,278.30","11,549,278.30",,,,,,,,,,,,,,,,"155,895,569.15"
收到的税费返还,"1,211,590.99","856,783.11","297,700.30","1,437,156.11","1,480,771.51","965,909.61","1,090,660.21","1,182,313.72","1,542,682.09","648,936.17","648,936.17","809,047.68","648,936.17","2,324,767.14","2,324,767.14","2,578,406.71","2,852,823.80","887,852.30","1,133,173.68","2,341,398.10","4,058,172.30","1,280,970.49","1,459,938.78","2,730,180.69","3,152,634.61","1,365,345.25","2,576,765.33","2,873,032.41","4,053,494.47","2,659,654.43","4,883,530.19","8,075,202.40","7,883,291.96","416,216.56","4,233,634.86","7,801,762.64","11,573,694.32"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"3,000,000.00",,,,,"8,000,000.00",,,"80,032,757.83",,,,,,"8,100,000.00","4,000,000.00",,"306,181.96","306,181.96","2,306,181.96","306,181.96"
收到其他与经营活动有关的现金,"7,338,397.08","13,870,084.65","985,665.02","2,713,194.40","8,832,976.06","1,029,951.84","6,110,278.28","6,885,391.17","16,144,975.62","1,172,336.41","9,533,361.02","14,689,781.01","22,784,794.17","2,664,180.87","14,928,325.12","20,914,571.56","39,835,712.96","5,103,556.62","40,873,166.81","51,739,785.99","92,025,506.78","13,739,735.12","35,457,672.72","42,890,332.08","66,393,881.30","6,480,022.56","28,053,446.17","90,252,926.89","53,865,254.16","9,857,601.98","25,128,406.31","28,516,162.98","44,558,980.66","7,611,033.51","32,285,743.38","51,281,432.25","76,719,489.86"
投资活动现金流出小计,"20,364,109.50","21,810,257.85","12,251,630.83","19,915,193.91","25,915,771.30","11,949,365.77","23,001,537.47","43,728,508.80","55,535,126.34","12,309,216.91","15,637,026.52","25,740,399.21","80,019,674.65","24,668,496.70","50,125,683.33","62,009,995.57","93,960,482.65","9,643,875.84","29,073,201.40","47,413,183.01","75,436,455.57","22,006,923.11","39,027,724.11","45,265,543.84","123,500,211.05","3,844,716.65","5,923,054.01","6,951,840.01","50,430,092.48","654,019.22","20,853,655.19","19,803,792.56","86,506,343.25","1,275,081.81","9,052,710.91","39,132,302.42","178,433,113.22"
经营活动现金流入小计,"87,437,571.36","136,821,826.98","80,694,560.87","110,215,478.88","175,198,894.97","24,740,710.51","65,558,403.59","109,117,607.82","191,274,671.84","60,063,083.78","139,149,043.98","219,104,229.71","324,934,042.39","55,536,313.44","134,704,856.84","195,719,680.76","305,154,313.46","58,721,268.14","170,754,026.96","256,744,622.18","419,479,644.69","72,900,706.78","178,727,866.34","267,919,130.16","422,859,851.75","45,268,621.64","134,316,516.58","252,099,792.70","366,278,836.28","56,786,026.08","180,100,326.20","257,191,862.62","459,382,399.11","54,643,041.87","161,645,644.79","272,088,103.37","448,713,837.37"
投资活动产生的现金流量净额,"-20,364,109.50","-21,810,257.85","-12,251,630.83","-19,915,193.91","-25,908,191.30","-11,949,365.77","-23,001,537.47","-43,728,508.80","-55,535,126.34","-12,309,216.91","-15,637,026.52","-25,740,399.21","-80,016,525.15","-24,668,496.70","-50,125,683.33","-62,009,995.57","-91,114,072.25","-9,643,875.84","-26,073,201.40","-44,413,183.01","-72,398,955.56","-22,006,923.11","-30,993,576.16","-32,131,395.89","-110,366,063.10","-3,844,716.65","-5,921,754.01","-6,950,540.01","5,910,600.76","18,326,436.41","-3,058,444.20","-1,974,515.85","-53,026,631.50","-1,271,465.81","-4,948,280.06","-23,001,818.78","-178,433,113.22"
购买商品、接受劳务支付的现金,"45,298,812.55","65,338,000.81","47,845,432.28","72,746,134.67","89,031,999.38","47,245,742.51","70,537,087.59","97,152,547.10","124,077,002.02","38,356,822.81","92,795,123.88","173,090,799.46","191,445,815.22","41,636,723.21","87,735,667.53","143,740,507.86","170,655,410.09","44,818,869.88","105,594,907.79","168,590,951.19","230,617,883.77","50,579,314.12","82,573,123.47","156,717,150.50","166,088,056.04","63,306,124.35","112,271,761.74","167,794,414.72","149,409,442.40","66,480,599.66","117,291,981.72","194,767,843.04","179,538,051.87","54,316,930.73","107,228,815.87","186,301,709.40","258,573,833.99"
吸收投资收到的现金,,,,,,"521,900,000.00","521,900,000.00","521,900,000.00","511,700,000.00",,,,,,,,,,,,,,,"59,035,200.00","59,035,200.00",,"40,296,000.00","40,296,000.00","40,296,000.00",,"400,000.00","400,000.00",,"45,462,220.00","45,462,220.00","45,462,220.00","47,838,400.00"
