科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"9,854,256.19","14,019,705.06","8,514,630.31","13,135,953.34","17,379,632.64","5,654,837.81","11,945,940.06","17,986,670.34","25,210,911.55","12,393,015.48","20,726,295.27","33,586,282.17","45,691,395.36","15,463,616.50","31,016,753.33","49,437,304.39","59,740,085.91","19,532,024.01","41,930,046.60","64,550,405.75","101,119,594.64","25,549,604.46","60,803,462.33","86,168,573.07","116,056,226.58","28,781,732.71","65,820,045.09","95,559,889.23","122,360,805.48","30,001,017.71","66,777,935.85","101,837,354.58","138,423,155.98","33,627,196.05","71,701,280.77","116,746,284.37","141,738,765.80"
取得借款收到的现金,"40,000,000.00",,,,,,,,,,,,,,,"360,000.00",,,,,,"1,500,000.00","2,600,000.00","2,400,000.00","7,500,000.00",,"1,000,000.00","1,000,000.00",,,"1,000,000.00","10,240,000.00","10,000,000.00","100,000.00","100,000.00","6,920,000.00","187,074,000.00"
支付的各项税费,"2,565,090.57","4,148,792.13","3,853,605.59","6,734,359.70","7,392,389.35","1,185,102.65","3,504,968.21","4,060,094.50","7,645,663.15","3,284,034.87","10,156,120.36","12,010,774.61","13,639,750.54","5,212,119.39","14,390,851.31","15,798,583.24","16,856,138.64","4,996,965.44","15,237,596.44","18,086,982.95","15,664,410.70","5,481,256.23","7,415,103.25","8,937,912.92","11,375,310.20","8,783,244.55","13,945,796.72","15,615,309.48","25,750,965.72","10,364,180.81","18,448,825.32","20,405,642.87","25,095,907.30","8,709,717.87","17,911,409.40","23,821,074.23","29,729,806.66"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"8,903,360.83",,,"36,367.85","1,377,048.52","1,724.02",,"246,950.63",,,,,,,,,"2,938,005.00"
支付其他与经营活动有关的现金,"19,247,419.60","20,316,590.10","12,286,044.17","20,738,702.27","30,680,320.55","4,801,439.28","10,679,016.30","16,985,553.72","27,591,682.80","11,564,398.90","18,749,395.74","31,747,223.15","41,007,732.96","9,001,962.54","22,478,900.75","31,697,616.57","40,951,192.10","15,735,499.81","28,328,039.46","47,846,885.42","87,546,828.02","18,144,317.89","40,063,341.13","51,302,390.06","119,308,290.97","13,917,166.75","33,083,687.30","49,478,546.92","97,883,417.60","14,312,063.04","46,603,710.70","59,885,522.23","88,980,326.64","17,275,982.03","38,412,744.62","58,939,077.87","109,124,533.52"
筹资活动现金流入小计,"40,000,000.00",,,,,"521,900,000.00","521,900,000.00","521,900,000.00","511,700,000.00",,,,,,,"360,000.00",,,,,"8,903,360.83","1,500,000.00","2,600,000.00","61,471,567.85","67,912,248.52","1,724.02","41,296,000.00","41,542,950.63","40,296,000.00",,"1,400,000.00","10,640,000.00","10,000,000.00","45,562,220.00","45,562,220.00","52,382,220.00","237,850,405.00"
经营活动现金流出小计,"76,965,578.91","103,823,088.10","72,499,712.35","113,355,149.98","144,484,341.92","58,887,122.25","96,667,012.16","136,184,865.66","184,525,259.52","65,598,272.06","142,426,935.25","250,435,079.39","291,784,694.08","71,314,421.64","155,622,172.92","240,674,012.06","288,202,826.74","85,083,359.14","191,090,590.29","299,075,225.31","434,948,717.13","99,754,492.70","190,855,030.18","303,126,026.55","412,827,883.79","114,788,268.36","225,121,290.85","328,448,160.35","395,404,631.20","121,157,861.22","249,122,453.59","376,896,362.72","432,037,441.79","113,929,826.68","235,254,250.66","385,808,145.87","539,166,939.97"
偿还债务支付的现金,"6,000,000.00","10,000,000.00",,,"3,000,000.00","27,000,000.00","27,000,000.00","27,000,000.00","27,000,000.00",,,,,,"331,435.50","331,435.50",,,"300,000.00","300,000.00",,,,"5,100,103.00",,,"1,000,000.00","3,000,000.00","3,000,000.00",,,"1,240,000.00","1,000,000.00","1,000,000.00","4,500,000.00","13,600,000.00","33,654,000.00"
经营活动产生的现金流量净额,"10,471,992.45","32,998,738.88","8,194,848.52","-3,139,671.10","30,714,553.05","-34,146,411.74","-31,108,608.57","-27,067,257.84","6,749,412.32","-5,535,188.28","-3,277,891.27","-31,330,849.68","33,149,348.31","-15,778,108.20","-20,917,316.08","-44,954,331.30","16,951,486.72","-26,362,091.00","-20,336,563.33","-42,330,603.13","-15,469,072.44","-26,853,785.92","-12,127,163.84","-35,206,896.39","10,031,967.96","-69,519,646.72","-90,804,774.27","-76,348,367.65","-29,125,794.92","-64,371,835.14","-69,022,127.39","-119,704,500.10","27,344,957.32","-59,286,784.81","-73,608,605.87","-113,720,042.50","-90,453,102.60"
分配股利、利润或偿还利息支付的现金,"651,429.71","2,508,014.14","1,102,845.66","1,666,158.50","2,146,567.50","390,096.00","12,451,551.84","13,837,605.36","13,790,096.00",,"12,476,197.44","13,476,197.44","13,400,000.00",,"20,100,000.00","20,100,000.00","20,100,000.00",,"6,700,000.00","6,700,000.00","6,700,000.00",,"14,200.00","2,694,200.00","2,904,447.95","54,000.00","8,107,420.00","8,183,820.00","8,977,611.22",,"274,500.00","294,500.00","1,535,686.57",,"4,142,302.84","4,108,662.84","7,813,522.66"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"8,000,000.00","13,134,147.95","5,100,000.00",,,,"3,000,000.00",,,,,,,"12,000,000.00",
支付其他与筹资活动有关的现金,,"340,000.00",,,"1,042,859.06","15,548,630.94","15,876,560.94","15,876,560.94","5,676,560.94",,,,"76,197.44",,"147,831.91","147,831.91","147,831.91",,"110,557.56","110,557.56","10,070.10",,"3,600.00","60,660.00",,"5,400.00","435,354.26","492,394.26","287,832.99",,,,,"108,750.00",,,"2,466,308.51"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,"34,147.95",,,,,,,,,,,,,"22,436.79",
筹资活动现金流出小计,"6,651,429.71","12,848,014.14","1,102,845.66","1,666,158.50","6,189,426.56","42,938,726.94","55,328,112.78","56,714,166.30","46,466,656.94",,"12,476,197.44","13,476,197.44","13,476,197.44",,"20,579,267.41","20,579,267.41","20,247,831.91",,"7,110,557.56","7,110,557.56","6,710,070.10",,"17,800.00","7,854,963.00","2,904,447.95","59,400.00","9,542,774.26","11,676,214.26","12,265,444.21",,"274,500.00","1,534,500.00","2,535,686.57","1,108,750.00","8,642,302.84","17,708,662.84","43,933,831.17"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,"7,580.00",,,,,,,,"3,149.50",,,,,,,,500.00,,,,,,"1,300.00","1,300.00","1,200.00","1,150.00","1,150.00","1,150.00","3,501.66",,,,
筹资活动产生的现金流量净额,"33,348,570.29","-12,848,014.14","-1,102,845.66","-1,666,158.50","-6,189,426.56","478,961,273.06","466,571,887.22","465,185,833.70","465,233,343.06",,"-12,476,197.44","-13,476,197.44","-13,476,197.44",,"-20,579,267.41","-20,219,267.41","-20,247,831.91",,"-7,110,557.56","-7,110,557.56","2,193,290.73","1,500,000.00","2,582,200.00","53,616,604.85","65,007,800.57","-57,675.98","31,753,225.74","29,866,736.37","28,030,555.79",,"1,125,500.00","9,105,500.00","7,464,313.43","44,453,470.00","36,919,917.16","34,673,557.16","193,916,573.83"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"8,370.11","-561,933.11","29,470.43","-2,669.07","3,407.05","-7,638.71","-50,297.54","-177,453.69","-346,083.74","-153,825.66","-159,879.42","-765,242.88","-1,038,636.49","4,157.92","76,505.54","76,446.82","-90,383.20","-49,367.62","-173,168.79","-228,450.14","-488,152.16",,,,"-107,322.33","29,465.37","11,620.92","350,318.15","925,791.56","-5,249.15","282,727.32","335,554.50","661,050.06","-55,977.09","-89,695.27","-160,286.00","-267,517.76"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"2,846,410.40",,"3,000,000.00","3,000,000.00","3,037,000.01",,,,"8,034,147.95",,,,"53,339,493.24","18,979,305.63","17,794,060.99","17,828,126.71","33,476,210.09","3,616.00","4,104,430.85","4,108,046.85",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,"7,580.00",,,,,,,,"3,149.50",,,,"2,846,410.40",,"3,000,000.00","3,000,000.00","3,037,500.01",,"8,034,147.95","13,134,147.95","13,134,147.95",,"1,300.00","1,300.00","56,340,693.24","18,980,455.63","17,795,210.99","17,829,276.71","33,479,711.75","3,616.00","4,104,430.85","16,130,483.64",
五、现金及现金等价物净增加额,"23,464,823.35","-2,221,466.22","-5,130,157.54","-24,723,692.58","-1,379,657.76","432,857,856.84","412,411,443.64","394,212,613.37","416,101,545.30","-17,998,230.85","-31,550,994.65","-71,312,689.21","-61,382,010.77","-40,442,446.98","-91,545,761.28","-127,107,147.46","-94,500,800.64","-36,055,334.46","-53,693,491.08","-94,082,793.84","-86,162,889.43","-47,360,709.03","-40,538,540.00","-13,721,687.43","-35,433,616.90","-73,392,573.98","-64,961,681.62","-53,081,853.14","5,741,153.19","-46,050,647.88","-70,672,344.27","-112,237,961.45","-17,556,310.69","-16,160,757.71","-41,726,664.04","-102,208,590.12","-75,237,159.75"
购建固定资产、无形资产和其他长期资产支付的现金,"20,364,109.50","21,810,257.85","12,251,630.83","19,915,193.91","25,915,771.30","11,949,365.77","23,001,537.47","43,728,508.80","55,535,126.34","12,309,216.91","14,587,026.52","21,439,371.81","75,518,294.44","24,668,496.70","50,125,683.33","62,009,995.57","90,960,482.65","9,559,544.47","23,793,923.10","32,863,904.71","55,787,177.27","6,226,923.11","23,247,724.11","26,485,543.84","34,903,453.22","1,734,820.75","3,813,158.11","4,841,944.11","48,320,196.58","654,019.22","12,753,655.19","12,803,792.56","83,506,343.25","968,899.85","8,746,528.95","25,326,120.46","22,231,362.11"
期初现金及现金等价物余额,"17,427,772.57","40,892,595.92","38,671,129.70","38,671,129.70","38,671,129.70","37,291,471.94","37,291,471.94","37,291,471.94","37,291,471.94","453,393,017.24","453,393,017.24","453,393,017.24","453,393,017.24","392,011,006.47","392,011,006.47","392,011,006.47","392,011,006.47","298,141,023.61","298,141,023.61","298,141,023.61","297,510,205.83","211,897,316.40","211,347,316.40","211,347,316.40","211,347,316.40","175,913,699.50","175,913,699.50","175,913,699.50","175,913,699.50","181,654,852.69","181,654,852.69","181,654,852.69","181,654,852.69","164,098,542.00","164,098,542.00","164,098,542.00","164,098,542.00"
投资支付的现金,,,,,,,,,,,"1,050,000.00","4,301,027.40",,,,,,,,,"8,100,000.00","7,780,000.00","15,780,000.00","18,780,000.00","8,564,000.00","2,109,895.90","2,109,895.90","2,109,895.90","2,109,895.90",,,"3,000,000.00","3,000,000.00",,,"11,500,000.00",
期末现金及现金等价物余额,"40,892,595.92","38,671,129.70","33,540,972.16","13,947,437.12","37,291,471.94","470,149,328.78","449,702,915.58","431,504,085.31","453,393,017.24","435,394,786.39","421,842,022.59","382,080,328.03","392,011,006.47","351,568,559.49","300,465,245.19","264,903,859.01","297,510,205.83","262,085,689.15","244,447,532.53","204,058,229.77","211,347,316.40","164,536,607.37","170,808,776.40","197,625,628.97","175,913,699.50","102,521,125.52","110,952,017.88","122,831,846.36","181,654,852.69","135,604,204.81","110,982,508.42","69,416,891.24","164,098,542.00","147,937,784.29","122,371,877.96","61,889,951.88","88,861,382.25"
