科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"17,063,923,174.46","39,504,222,289.22","58,955,375,396.96","93,514,486,466.69","24,616,452,440.34","61,499,761,418.74","86,137,229,654.94","124,634,807,785.93","13,223,851,836.28","39,506,386,052.01","57,109,030,475.31","101,593,453,681.50","29,346,014,784.71","67,464,515,639.91","101,517,128,269.72","148,068,170,375.12","28,954,180,768.25","74,658,116,577.52","119,393,541,672.57","156,909,826,358.06","35,045,245,440.22","67,122,950,375.10","109,425,161,196.59","147,019,465,122.80","29,943,288,066.36","74,366,945,392.40","131,920,313,323.34","194,229,377,570.33","40,252,984,784.16","68,712,733,920.45","116,250,943,160.79","141,684,432,012.11","19,346,991,911.52","38,931,132,327.61","56,424,693,041.96","62,257,019,406.74","7,963,531,774.33","17,543,821,196.52","30,603,499,197.88","46,600,799,551.44","13,765,725,980.74","28,826,550,924.59","45,562,619,354.26","58,297,475,658.80","11,130,522,843.07","25,536,079,811.44","40,301,285,225.01","57,493,259,076.14","12,920,678,874.95"
取得子公司及其他营业单位支付的现金净额,,,,,,"2,823,378,453.42","2,823,378,453.42","2,822,378,453.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"13,061,497.07","127,304,010.73","165,399,355.66","283,499,438.69","2,509,925.70","41,588,875.08","50,435,323.99","146,702,248.70","31,697,672.53","36,377,321.45","77,779,227.82","71,780,046.62","5,135,729.71","12,685,782.42","79,905,746.45","61,144,931.69","11,460,298.79","15,292,978.92","58,188,338.05","109,290,383.65","22,466,611.23","106,982,467.11","169,212,416.14","197,887,288.08","49,486,223.41","163,788,357.78","244,630,086.20","290,215,825.89","131,988,082.77","310,159,219.92","565,484,817.57","671,535,741.24","388,065,902.70","543,815,406.92","568,045,421.15","664,584,225.53","129,589,976.38","202,424,463.51","219,688,619.58","237,821,931.14","56,724,789.29","52,369,297.29","116,577,327.05","124,977,313.21","27,108,793.75","38,091,739.40","76,794,280.06","108,305,252.16","10,441,848.18"
支付其他与投资活动有关的现金,,,,,,,"50,850.32",,,,"2,156.80",,,,"2,207,472.77",,,,,,,,,,"145,851.60",,"145,851.60",,,,"16,080.40",,,,,"48,326,027.56","14,747,705.34","14,523,193.34","14,523,193.34","14,756,957.09","9,185,795.48","9,564,795.48","9,199,795.48","9,564,795.48",,,"123,158.06","10,234,393.82",
收到其他与经营活动有关的现金,"339,596,480.72","75,107,818.35","97,460,035.87","278,866,474.88","74,384,854.55","117,464,204.14","253,984,086.85","256,667,478.05","269,977,003.09","152,584,037.01","225,885,775.04","228,200,291.23","257,411,192.30","300,680,872.83","457,592,410.83","497,120,159.19","199,551,354.04","260,126,805.00","409,536,571.42","796,556,899.46","248,425,202.77","205,492,292.66","264,113,662.04","475,609,003.15","639,393,495.39","931,337,354.58","1,308,689,941.52","882,689,265.62","468,084,480.69","833,736,846.83","1,156,853,400.58","1,477,711,735.25","1,069,322,997.46","1,623,517,455.66","2,372,061,472.68","1,600,174,217.80","2,182,672,641.56","10,072,474,509.41","13,449,580,590.76","11,493,989,464.01","1,439,199,468.24","2,882,787,075.84","6,067,727,252.34","2,469,247,407.18","1,017,295,176.59","310,609,793.80","3,103,288,614.98","2,000,450,399.84","1,685,416,467.29"
投资活动现金流出小计,"106,855,725.91","665,580,582.43","687,821,208.01","787,226,294.28","3,210,275,236.65","4,489,885,113.68","5,189,234,011.51","6,106,535,680.22","690,776,932.11","1,595,830,752.57","2,382,244,453.23","2,775,291,106.37","257,989,462.80","552,029,708.00","561,152,706.53","767,045,323.16","86,257,083.25","290,134,258.68","434,408,002.99","824,204,206.35","121,910,588.59","223,258,193.30","339,655,201.87","682,816,689.62","364,237,497.85","422,895,707.85","567,063,883.45","726,710,647.27","87,295,583.15","420,074,331.58","359,669,814.84","1,061,952,946.23","96,318,267.22","300,443,036.35","322,017,757.48","577,034,445.82","266,835,765.73","285,411,728.17","299,150,646.65","354,002,529.90","53,778,598.60","70,175,753.30","123,996,891.94","153,651,130.38","51,088,193.09","71,986,361.72","81,339,934.85","113,192,185.59","9,031,435.09"
经营活动现金流入小计,"17,416,581,152.25","39,706,634,118.30","59,218,234,788.49","94,076,852,380.26","24,693,347,220.59","61,658,814,497.96","86,441,649,065.78","125,038,177,512.68","13,525,526,511.90","39,695,347,410.47","57,412,695,478.17","101,893,434,019.35","29,608,561,706.72","67,777,882,295.16","102,054,626,427.00","148,626,435,466.00","29,165,192,421.08","74,933,536,361.44","119,861,266,582.04","157,815,673,641.17","35,316,137,254.22","67,435,425,134.87","109,858,487,274.77","147,692,961,414.03","30,632,167,785.16","75,462,071,104.76","133,473,633,351.06","195,402,282,661.84","40,853,057,347.62","69,856,629,987.20","117,973,281,378.94","143,833,679,488.60","20,804,380,811.68","41,098,465,190.19","59,364,799,935.79","64,521,777,850.07","10,275,794,392.27","27,818,720,169.44","44,272,768,408.22","58,332,610,946.59","15,261,650,238.27","31,761,707,297.72","51,746,923,933.65","60,891,700,379.19","12,174,926,813.41","25,884,781,344.64","43,481,368,120.05","59,602,014,728.14","14,616,537,190.42"
投资活动产生的现金流量净额,"-104,849,215.11","-552,528,271.52","-562,210,766.40","-646,764,442.59","-3,158,349,724.14","-4,168,420,903.47","-5,054,195,584.73","-5,974,278,304.45","-684,626,118.16","-1,531,917,213.58","-1,939,666,648.56","-1,955,145,380.51","-220,094,552.56","-512,513,152.42","-494,479,443.88","-698,598,990.24","-85,472,983.25","-98,504,640.35","-241,354,773.74","301,507,234.66","-120,921,239.27","-220,713,472.77","-330,661,671.52","-381,149,835.74","-363,553,761.38","-391,064,867.10","-514,686,999.71","-684,709,358.89","265,123,494.39","-71,233,889.40","5,421,508.06","-702,968,485.91","-85,326,258.56","-274,574,259.64","-294,165,414.50","-527,714,982.93","-266,256,270.07","-283,194,122.24","-296,174,676.83","-336,372,660.27","-29,335,361.89","1,176,603.89","-44,749,136.72","102,331,577.44","-50,730,599.18","-24,988,174.08","-28,765,127.46","-49,984,303.00","1,275,552.17"
购买商品、接受劳务支付的现金,"16,292,427,326.23","39,701,865,777.28","59,122,099,287.64","92,428,789,514.75","29,038,215,890.88","61,953,967,002.52","85,474,033,211.69","122,960,814,214.46","13,411,462,926.20","38,270,159,272.94","56,360,625,408.55","99,850,456,072.14","28,411,528,483.16","67,991,686,641.49","98,329,806,978.91","144,098,395,548.80","30,861,917,819.64","76,313,070,025.25","124,096,089,597.97","157,047,228,405.49","33,061,243,307.63","62,454,993,359.86","101,621,945,427.35","139,975,146,406.73","30,493,543,208.37","75,826,529,159.33","136,165,037,604.15","194,795,632,124.01","43,376,066,315.52","72,626,045,916.24","120,230,469,265.22","141,588,112,898.78","18,414,622,371.16","38,985,000,538.47","55,250,881,487.68","58,409,082,267.20","8,388,003,112.83","15,895,379,906.69","27,234,317,425.37","44,241,828,332.42","14,056,791,057.53","29,743,860,536.17","44,643,940,483.30","56,653,178,129.41","12,638,726,934.53","26,286,269,743.61","40,449,981,439.27","55,458,578,000.52","12,515,154,553.38"
吸收投资收到的现金,,"27,280,000.00","27,280,000.00","37,280,000.00","4,398,410,040.92","4,469,366,780.78","4,487,766,780.78","4,484,555,068.00",,,"2,250,000,000.00","2,268,000,000.00",,"18,000,000.00","18,000,000.00","221,200,000.00",,"6,000,000.00","6,000,000.00","100,500,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,,,,,,367.92,"33,537,467.92",,,,"3,244,100.00",,,,"12,000,000.00",,"3,000,000.00","3,000,000.00","2,503,000,000.00",,,,,
