科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"94,069,679.80","46,997,710.90","78,194,780.74","519,186,402.26","475,418,516.27","502,420,620.67","520,732,620.65","497,377,032.86","502,902,032.92","524,266,657.63","398,527,544.23","332,770,511.92","312,460,537.64","321,808,672.36","345,935,091.90","343,747,357.70","260,015,915.02","260,324,535.54","698,436,200.90","613,897,438.18","545,746,373.78","481,577,941.66","422,143,631.34","658,163,527.98","509,274,824.00","414,346,804.81","502,473,348.31","402,991,849.79","832,730,136.50"
短期借款,,,,,,,,,,,,,,,,,"45,000,000.00","23,000,000.00","23,000,000.00",,"30,000,000.00",,,"10,000,000.00",,,"55,000,000.00","55,000,000.00","250,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"6,784,000.00","5,280,000.00","5,760,000.00","6,550,000.00","1,200,000.00",,"104,230.36",,"4,740,000.00","28,431,421.19","24,547,061.25","22,418,450.26","20,943,484.77","30,110,853.91","20,567,297.06","19,715,473.98","12,205,019.13","27,061,022.19","20,989,623.13","40,997,188.01","48,745,169.27","109,849,683.69","90,951,109.52","152,828,447.36","166,730,093.85","287,673,609.79","314,296,946.95","217,006,990.76"
应付票据,"2,400,000.00",,,,,,,"1,366,310.00","5,372,429.00","6,142,519.00","2,164,800.00","98,400.00","1,412,713.00","1,208,697.00","688,700.00","2,114,424.00","6,242,522.00","4,034,998.00","1,162,082.00","1,162,082.00","1,823,843.00","1,823,843.00","2,138,070.80","13,013,696.91","14,645,778.63","13,048,003.70","20,918,600.00","59,779,488.27","38,066,797.28"
应收账款,"12,324,082.73","7,608,067.93","5,193,460.00","5,110,160.00","3,657,158.00","5,977,723.00","7,073,643.00","8,637,105.50","8,165,516.00","8,547,530.00","31,008,806.83","38,644,868.29","42,816,589.49","59,658,584.46","50,550,225.79","70,202,072.77","66,366,598.80","64,088,618.93","91,073,138.18","96,941,807.26","100,507,421.95","130,888,101.55","109,733,073.17","148,529,964.37","159,160,725.31","193,163,359.70","288,961,700.23","377,328,627.17","477,531,281.02"
应付账款,"19,076,462.59","9,034,197.34","8,780,331.58","7,287,652.61","8,211,270.55","7,469,422.03","8,097,269.33","9,744,135.37","8,261,707.41","7,140,231.56","12,662,363.37","11,881,661.85","11,893,898.67","11,659,983.35","11,632,020.98","11,595,642.10","15,592,939.24","15,818,055.37","106,054,155.32","83,925,809.21","90,394,510.71","85,889,197.55","86,226,642.86","91,462,170.78","147,983,094.71","161,773,887.54","157,910,023.18","214,288,443.52","179,269,477.83"
预付款项,"29,873,919.42","1,063,555.53","4,499,867.39","10,052,162.48","5,347,978.11","1,767,507.45","2,097,795.97","5,503,381.69","5,449,138.70","8,249,169.27","6,162,386.19","8,541,502.67","14,567,881.67","17,143,882.16","734,244.95","6,042,126.09","2,924,619.35","2,929,305.98","3,796,167.21","6,404,802.49","2,618,467.05","4,677,782.14","2,663,704.92","15,623,400.40","106,078,117.45","131,687,548.15","137,302,001.47","127,309,623.40","176,981,933.16"
预收款项,"1,736,252.44","1,092,500.40","172,650.40","2,058,130.40","1,433,675.40","3,227,850.40","3,600,350.40","3,246,500.40","1,982,100.40","4,670,750.40","11,815,425.09","24,416,618.43","24,130,815.65","26,600,423.60","13,401,033.36","12,190,251.55","13,279,863.65","3,460,019.75","10,558,417.84","7,861,573.43","4,939,915.03","4,203,337.84","19,168,627.89","13,598,030.22","9,202,035.10","6,560,893.06","27,962,363.15","14,902,819.18","18,309,762.14"
