科目,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应收利息,"45,622,190.86","25,645,594.91","113,252,436.05","10,915,982.16","32,300,487.78","26,438,705.22","37,243,637.52","8,865,084.10","32,024,940.95","23,117,635.24"
应付利息,"353,440,506.36","499,449,490.86","691,782,682.95","667,418,207.07","475,680,108.04","695,310,459.09","693,981,998.88","554,836,325.81","386,970,033.07","660,618,583.04"
应收股利,,"47,630,848.59",,,,"76,733,006.98","76,733,006.98","85,730,006.98","69,533,006.98",
应付股利,"12,077,786.81","4,692,392.28","4,692,391.94","136,673.59","41,258,045.73","47,749,399.81","3,577,872.14","3,994,877,616.13","1,105,463.15","86,381,005.76"
存货,"120,630,234,149.11","121,380,498,356.39","125,279,949,062.58","126,501,025,633.81","135,646,461,731.65","114,186,867,221.12","121,526,156,825.24","137,170,612,697.80","144,551,648,103.67","164,232,900,879.55"
其他应付款,"15,959,311,510.84","16,975,962,556.70","17,736,917,194.90","18,183,865,671.41","20,921,642,085.26","25,061,619,152.79","21,376,210,166.74","22,677,326,274.47","27,510,287,032.50","45,649,093,984.21"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,"745,790,678.30","745,790,678.30","745,790,678.30","745,790,678.30",,,"320,000,000.00","220,000,000.00","1,107,793,273.35"
一年内到期的非流动负债,"4,700,955,980.00","5,501,971,900.00","5,816,617,426.94","8,991,466,880.30","6,934,131,693.74","9,084,615,506.14","9,148,272,290.32","11,355,735,453.15","7,621,179,825.65","13,612,760,580.48"
其他流动资产,"5,149,012,255.70","5,202,681,716.47","6,617,066,079.56","6,837,046,340.41","6,673,328,686.13","5,899,757,170.63","6,563,649,186.17","7,489,331,729.68","8,319,815,239.40","6,435,138,117.62"
其他流动负债,"3,432,238,710.73","4,485,853,897.13","3,825,609,223.89","4,075,520,435.48","4,131,643,237.20","5,223,623,872.51","4,668,569,496.18","4,892,272,670.18","4,901,215,764.20","6,136,387,070.83"
流动资产合计,"173,407,301,564.74","186,572,817,544.83","192,072,461,293.08","199,106,226,650.80","216,275,393,182.03","210,952,009,687.42","221,888,241,979.55","237,653,647,616.67","257,497,871,562.70","286,585,256,913.36"
流动负债合计,"98,258,015,150.87","102,893,866,689.22","108,762,890,355.95","114,644,475,081.36","122,408,505,338.34","120,787,951,515.34","127,867,481,825.82","149,277,336,583.08","159,879,207,759.98","167,309,524,442.50"
可供出售金融资产,"85,909,835.52","91,879,545.52","87,537,930.52","82,778,495.52","83,309,585.52","98,345,995.52","110,959,085.52","179,445,357.94","200,490,200.87","227,447,715.17"
长期借款,"36,436,458,272.66","32,199,831,280.42","31,604,643,199.41","31,567,863,502.94","37,794,958,271.61","38,285,294,171.08","39,300,836,951.57","39,422,557,489.67","49,729,497,921.17","60,696,558,839.72"
持有至到期投资,,"1,520,000,000.00",,,,,,,,
应付债券,"7,629,415,320.36","7,725,941,796.62","7,728,192,024.97","7,882,790,777.41","7,941,132,284.05","8,133,216,774.61","10,134,509,169.68","8,357,747,268.02","9,301,347,194.18","8,397,753,667.06"
长期应收款,"745,790,678.30",,"1,520,686,283.00","1,520,686,283.00","1,476,922,908.55","2,522,713,586.85","2,891,083,774.35","2,891,083,774.35","2,854,439,274.08","1,465,671,726.54"
长期应付款,"3,621,790,169.48","3,592,776,393.90","3,639,918,190.60","3,685,036,384.61","3,732,177,616.22","3,765,729,465.68","29,396,058.76","23,760,411.44","33,169,455.08","14,570,281.14"
长期股权投资,"1,987,262,651.98","2,100,303,030.85","2,699,235,709.60","2,708,633,380.56","2,848,566,470.83","2,951,953,410.53","3,204,306,777.01","3,903,197,715.58","4,827,492,035.10","8,263,939,468.80"
专项应付款,,,,,,,,,,
投资性房地产,"11,182,852,438.38","11,720,214,940.29","11,852,752,855.20","12,341,553,728.13","12,725,287,017.98","25,409,379,470.48","24,817,668,583.49","24,858,848,779.45","27,074,406,006.42","27,338,974,680.01"
预计负债,,,,,,,,,,
固定资产,"2,247,327,453.68","2,544,157,724.07","2,498,265,124.96","2,453,806,045.39","2,437,458,035.97","2,624,328,821.96","2,576,857,406.92","2,991,956,164.88","2,937,295,115.33","2,838,858,837.60"
递延所得税负债,"609,099,477.09","501,402,796.24","501,582,912.68","357,536,771.00","337,885,057.92","414,244,153.22","381,381,252.39","374,944,917.31","391,788,170.86","370,326,206.23"
在建工程,"400,385,223.16","525,726,937.34","574,720,328.72","429,405,367.88","393,844,283.26","372,079,245.35","389,052,499.11","45,864,551.80","125,629,409.00","220,621,539.19"
其他非流动负债,"93,510,204.68","98,247,031.73","98,841,805.66","84,406,614.08","87,640,203.92","85,956,719.19","88,995,823.09","10,256,281.05","14,380,366.07","7,195,345.45"
工程物资,,,,,,,,,,
非流动负债合计,"50,154,218,338.25","45,842,065,075.79","45,286,398,210.64","45,269,396,683.70","51,527,199,831.56","52,118,049,597.58","53,671,542,610.24","51,852,349,814.20","63,087,883,678.27","72,528,687,049.02"
固定资产清理,,,,,,,,,,
负债合计,"148,412,233,489.12","148,735,931,765.01","154,049,288,566.59","159,913,871,765.06","173,935,705,169.90","172,906,001,112.92","181,539,024,436.06","201,129,686,397.28","222,967,091,438.25","239,838,211,491.52"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"5,500,000,000.00","7,904,092,722.00","7,904,092,722.00","7,904,092,722.00","7,904,092,722.00","7,904,092,722.00","7,904,092,722.00","7,904,092,722.00","7,904,092,722.00","7,904,092,722.00"
油气资产,,,,,,,,,,
资本公积,"3,125,932,888.52","17,671,179,705.23","17,669,708,863.29","17,669,334,027.23","17,667,703,894.86","19,753,862,420.76","19,773,463,748.54","19,770,636,839.34","19,702,627,674.30","19,714,412,361.26"
无形资产,"511,735,085.44","507,325,286.32","502,909,917.16","499,088,066.07","495,047,694.43","494,172,838.51","489,515,495.83","486,035,479.08","482,077,074.72","465,431,918.92"
盈余公积,"164,854,833.03","1,694,912,310.44","1,694,912,310.44","1,694,912,310.44","1,694,912,310.44","2,333,194,024.44","2,333,194,024.44","2,333,194,024.44","2,333,194,024.44","2,839,428,508.02"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,"186,858,367.23","186,858,367.23","186,858,367.23","186,858,367.23","186,858,367.23","186,858,367.23","186,858,367.23","186,858,367.23","186,858,367.23","186,858,367.23"
未分配利润,"6,651,980,203.28","18,574,474,075.79","19,375,995,838.98","20,349,175,364.81","22,130,085,923.72","25,462,545,011.59","27,584,428,750.32","24,976,936,192.12","25,228,600,260.12","33,224,572,339.66"
长期待摊费用,"303,251,604.40","321,137,459.47","306,681,989.85","296,262,897.92","286,305,808.23","438,641,224.05","430,674,333.43","426,800,658.20","411,482,120.04","526,566,836.70"
少数股东权益,"31,780,228,615.20","15,534,968,237.67","15,509,950,317.57","15,807,760,247.79","17,635,623,211.56","21,395,388,539.25","21,588,709,828.96","21,267,453,725.61","22,342,937,567.95","24,414,684,803.52"
递延所得税资产,"4,352,200,550.00","4,640,235,104.23","4,504,378,958.51","4,428,021,330.63","4,494,935,055.36","4,681,200,191.71","4,701,341,756.26","4,641,064,503.61","4,663,908,910.35","4,501,293,214.97"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"467,129,580.61","168,570,472.84","167,737,667.76","134,632,358.38","135,842,070.11",,,,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"22,470,703,468.70","24,326,408,868.16","24,901,765,132.51","25,081,726,320.71","25,564,377,297.47","39,779,673,152.19","39,798,318,079.15","40,611,155,352.12","43,764,078,513.14","46,035,664,305.13"
所有者权益(或股东权益)合计,"47,465,771,544.32","62,163,294,647.98","62,924,937,859.00","64,274,081,206.45","67,904,065,309.60","77,825,681,726.69","80,147,535,622.64","77,135,116,571.51","78,294,858,637.59","92,782,709,726.97"
资产总计,"195,878,005,033.44","210,899,226,412.99","216,974,226,425.59","224,187,952,971.51","241,839,770,479.50","250,731,682,839.61","261,686,560,058.70","278,264,802,968.79","301,261,950,075.84","332,620,921,218.49"
负债和所有者(或股东权益)合计,"195,878,005,033.44","210,899,226,412.99","216,974,226,425.59","224,187,952,971.51","241,839,770,479.50","250,731,682,839.61","261,686,560,058.70","278,264,802,968.79","301,261,950,075.84","332,620,921,218.49"
