科目,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"29,565,355,167.65","40,643,513,774.07","37,503,354,901.41","34,468,651,654.97","43,481,529,448.35","45,602,725,055.25","41,810,988,915.58","44,123,111,379.17","44,551,894,343.12","45,277,683,362.22"
短期借款,"3,254,047,875.00","2,579,995,850.00","2,730,316,650.00","2,743,829,125.00","6,559,478,750.00","4,443,603,360.00","12,718,233,690.00","16,055,577,360.00","18,653,652,000.00","16,768,080,000.00"
交易性金融资产,,,,,,,,,,
交易性金融负债,,,,,,,,,,
应收票据,"27,000,000.00","35,868,600.00","3,935,690.00","7,240,000.00","1,636,224.46","4,421,750.00",,,,"1,000,000.00"
应付票据,"559,934,454.61","959,447,047.07","845,765,283.11","708,906,340.20","700,371,808.76","576,432,279.81","608,074,998.14","412,752,270.66","1,289,432,164.52","1,185,423,384.17"
应收账款,"142,679,846.08","96,903,244.94","132,358,856.32","273,122,599.61","289,910,171.86","227,009,988.07","269,500,822.85","270,566,532.46","270,354,277.88","219,960,309.42"
应付账款,"14,575,028,348.89","16,875,423,352.16","14,089,060,572.86","15,947,150,950.63","17,602,397,138.40","18,130,337,560.24","15,847,015,866.17","18,901,600,007.83","16,530,419,868.12","21,768,659,821.24"
预付款项,"1,390,029,604.34","865,813,247.35","3,201,476,547.15","6,034,723,542.81","811,598,441.94","12,468,079,775.28","13,295,393,747.63","9,214,747,035.79","9,363,450,310.55","5,792,205,794.93"
预收款项,"53,337,112,893.66","50,991,167,263.79","60,586,283,821.31","61,374,797,996.34","61,941,178,135.08","52,485,447,284.24","59,815,441,061.11","68,199,565,328.60","81,040,476,296.40","55,061,268,752.15"
其他应收款,"16,457,368,351.00","17,528,471,483.81","18,475,277,041.71","24,227,710,218.73","28,592,837,311.56","32,459,977,014.87","38,308,575,837.58","38,970,683,150.69","50,119,151,340.15","62,296,951,301.99"
应付职工薪酬,"486,821,077.10","1,067,097,197.52","397,604,659.24","490,779,412.06","589,327,876.24","1,066,229,421.55","384,717,384.44","458,369,298.38","599,798,921.33","1,092,480,502.83"
应收关联公司款,,,,,,,,,,
应交税费,"1,587,046,006.87","2,952,805,741.71","2,038,240,448.81","1,460,603,389.28","2,511,396,459.89","3,972,983,219.16","2,603,387,001.70","1,774,423,977.87","1,344,670,391.04","5,122,549,991.87"
