科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
筹资活动产生的现金流量净额,"-30,159,624.98","-14,316,869.43","-40,878,217.77","-203,100.00","-60,410,527.42","-60,605,210.23","123,919,378.39","-4,972,400.00","-44,932,379.49","29,414,603.36","29,220,100.00","-225,000.00","-42,053,500.00","-45,185,000.00","-47,862,500.00","435,975,000.00"
处置子公司及其他营业单位收到的现金净额,,"6,166,173.19",,,,,,,,,,,,"3,077,640.00",,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,464,803.62","6,166,173.19","1,840.43",,"73,786.41","73,786.41","73,786.41",,"24,000.00","24,000.00","23,520.00","58,000.00","56,310.68","13,133,950.68","13,163,029.34",
五、现金及现金等价物净增加额,"30,407,411.94","51,587,544.96","35,563,554.62","-49,504,900.00","-81,875,659.81","-90,862,179.75","206,734,489.00","-56,442,344.56","-119,608,041.37","-56,038,423.50","57,426,336.96","-70,044,928.44","-113,096,398.55","-142,096,619.56","52,262,423.76","275,018,904.17"
购建固定资产、无形资产和其他长期资产支付的现金,"3,676,701.72","12,801,816.69","11,020,211.47",,"6,140,364.95","8,749,815.78","12,168,835.69","4,544,823.11","6,541,602.83","21,690,577.41","40,370,682.47","11,350,244.36","20,851,232.43","44,924,920.03","52,114,516.37","65,192,618.33"
期初现金及现金等价物余额,"143,188,034.86","173,595,446.80","225,182,991.76",,"260,746,546.38","260,746,546.38","260,746,546.38","467,481,035.38","467,481,035.38","467,481,035.38","467,481,035.38","524,907,372.34","524,907,372.34","524,907,372.34","524,907,372.34","577,169,796.10"
投资支付的现金,,,"1,500,000.00",,,,,,,,"10,000,000.00",,,,,
期末现金及现金等价物余额,"173,595,446.80","225,182,991.76","260,746,546.38",,"178,870,886.57","169,884,366.63","467,481,035.38","411,038,690.82","347,872,994.01","411,442,611.88","524,907,372.34","454,862,443.90","411,810,973.79","382,810,752.78","577,169,796.10","852,188,700.27"
