科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"79,876,972.23","67,286,796.86","102,117,642.66","29,082,087.57","61,893,217.36","96,130,037.55","141,800,621.97","39,457,655.08","81,623,755.01","134,986,950.55","208,977,464.15","51,018,430.74","118,507,599.34","182,608,684.94","275,888,807.10","92,800,114.51","222,347,950.85","358,306,664.31","524,551,077.90","132,967,514.61","304,662,142.91","496,912,413.99","741,756,219.32","218,795,817.51","447,205,147.90","674,459,043.34","1,011,789,490.70","284,455,971.21","620,400,775.38","975,452,953.74","1,468,786,422.86"
取得借款收到的现金,"222,308,084.58","230,839,116.93","274,776,506.47","173,625,800.31","184,439,005.31","184,439,005.31","184,439,005.31","60,000,000.00","111,825,611.13","111,825,611.13","280,616,625.83","171,688,944.26","301,299,092.74","464,468,529.02","741,820,504.45","477,710,349.71","897,081,008.53","1,066,726,249.86","1,315,250,243.00","254,384,073.92","674,322,419.31","723,316,015.42","1,041,647,779.45","42,921,755.49","217,266,897.94","508,028,312.59","598,028,312.59","363,000,000.00","1,154,590,000.00","2,279,963,636.89","3,182,403,866.45"
支付的各项税费,"33,654,883.20","16,104,666.60","30,732,257.16","12,641,917.03","28,352,332.94","44,087,322.12","54,991,370.39","6,988,789.42","14,652,813.28","19,934,768.14","26,850,030.83","8,160,981.33","28,010,980.46","37,603,571.06","55,535,240.97","34,777,987.90","52,015,059.74","74,109,473.35","90,686,662.86","39,658,969.88","91,842,391.53","149,300,315.18","161,311,202.10","23,872,889.94","80,121,246.22","144,039,530.20","170,760,535.49","51,634,588.41","111,398,520.51","169,225,683.38","214,666,527.53"
收到其他与筹资活动有关的现金,"2,085,998.95","2,824,945.88","4,225,906.51","351,507.05","826,746.47","843,124.27","80,761,554.54","892,258.20","892,258.20","892,258.20","8,260,000.00","1,143.98","5,000,000.00",,"95,848,078.12","128,090,000.00","240,644,797.39","128,090,000.00","310,757,748.00",,"1,737,736.65","35,000,000.00","185,756,061.65","151,906,496.93","336,371,961.18","358,510,675.99","256,226,480.99","27,022,355.95","370,337,828.48","608,235,533.06","240,768,596.17"
支付其他与经营活动有关的现金,"22,850,725.23","19,875,576.59","20,695,225.21","10,853,528.36","16,532,903.97","26,887,546.11","35,558,409.55","12,431,736.88","24,557,549.25","63,024,437.79","42,237,072.03","18,275,069.78","50,033,130.59","70,165,258.98","59,531,135.20","40,318,815.11","45,242,132.56","156,721,319.93","91,528,596.75","90,610,150.72","177,738,168.71","407,298,636.95","130,151,507.43","57,227,355.84","106,306,572.84","121,365,211.76","225,997,722.09","195,472,130.24","218,559,699.57","289,801,932.04","291,976,158.54"
筹资活动现金流入小计,"231,144,083.53","233,664,062.81","279,002,412.98","173,977,307.36","1,018,918,591.78","1,018,934,969.58","1,098,853,399.85","60,892,258.20","112,717,869.33","112,717,869.33","288,876,625.83","171,690,088.24","306,299,092.74","464,468,529.02","837,668,582.57","605,800,349.71","1,217,191,025.92","1,526,991,469.86","1,953,168,777.04","314,204,073.92","704,150,580.96","803,606,440.42","1,476,727,026.10","194,828,252.42","564,971,059.12","1,009,352,234.08","889,078,493.58","390,022,355.95","2,000,127,828.48","3,660,399,169.95","4,191,672,462.62"
经营活动现金流出小计,"394,459,563.58","431,563,725.11","729,343,561.23","200,114,473.26","456,336,537.65","711,695,640.23","982,773,923.23","264,670,398.16","544,259,788.31","924,239,234.25","1,230,960,461.36","520,380,387.16","969,346,813.99","1,409,834,959.21","2,133,907,195.14","811,099,868.08","1,820,986,515.06","2,824,214,021.17","4,206,958,400.16","1,455,883,546.49","2,705,732,212.49","4,472,120,691.27","6,564,011,795.49","1,684,046,233.33","3,453,804,628.39","5,244,819,764.03","7,534,396,644.57","3,239,050,478.42","6,069,712,011.92","9,510,772,567.68","14,212,993,158.04"
偿还债务支付的现金,"179,695,889.23","207,097,416.38","257,254,427.93","63,512,191.63","131,718,719.96","236,837,874.26","291,937,874.26","30,000,000.00","49,800,000.00","86,625,611.13","126,352,611.13","91,732,150.00","150,963,349.12","223,593,777.96","317,400,092.51","458,180,375.90","592,302,791.02","920,332,283.37","1,015,473,230.46","264,686,028.55","832,665,867.95","951,096,426.27","1,229,677,608.07","376,477,693.15","632,439,933.74","802,136,492.88","902,497,555.29",,"334,229,686.67","1,237,380,869.92","1,769,393,771.51"
经营活动产生的现金流量净额,"23,576,149.62","26,929,155.14","69,931,489.73","7,078,155.88","-14,254,041.89","-65,732,187.96","-62,577,197.85","32,430,328.12","8,151,135.28","-139,179,358.03","-125,737,668.88","-9,119,811.07","12,358,905.92","-31,613,902.32","-164,089,853.50","51,152,618.18","37,444,436.04","242,298,710.69","734,685,051.76","309,938,330.80","256,998,806.80","512,351,593.13","635,954,221.40","328,243,022.52","301,739,239.84","706,705,387.86","1,048,197,067.90","11,655,535.40","-395,587,461.83","-264,822,561.06","-150,473,741.48"
分配股利、利润或偿还利息支付的现金,"8,835,942.77","6,215,483.01","9,597,126.56","2,936,133.20","7,638,963.85","10,754,256.17","12,873,271.18","1,175,504.35","19,934,291.91","21,243,642.41","26,841,411.61","3,584,567.94","31,244,790.96","35,581,328.02","44,199,222.30","5,839,360.07","37,522,236.99","37,693,228.66","61,750,376.33","8,371,647.38","39,537,644.58","63,949,449.85","79,881,419.58","12,029,678.56","54,372,457.79","80,468,587.98","89,305,580.01","10,010,868.58","72,426,870.02","111,264,620.95","139,759,869.71"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,"88,000.00",,"178,000,000.00","243,000,000.00","230,062,610.69","12,182,995.59","12,489,825.94","26,715,588.94","12,387,434.78","61,600,000.00","61,600,560.94","81,267,760.10","90,271,000.00"
支付其他与筹资活动有关的现金,"29,378,336.21","31,616,994.73","19,083,887.55","1,144,123.60","8,116,945.02","8,116,945.02","9,034,282.60","450,000.00","14,034,283.97","7,574,270.10","38,338,294.83",,"61,023,445.61","117,730,236.93","262,641,757.00",,"121,690,812.05","843,233.59","494,982,254.80","658,845.01","224,538,180.01","118,166,220.76","278,127,805.67","72,636,136.37","11,345,799.15","39,716,856.99","205,080,013.95","2,445,642.00","170,903,648.80","323,182,281.28","193,385,972.76"
取得投资收益收到的现金,,,,,,,,,,,,,,,"224,519.00",,,,"34,690.41","1,023,471.01","1,532,905.26","2,637,143.58",,"805,125.39",,"19,938,567.84","2,396,398.91","4,674,182.74","2,674,827.89","3,355,661.22","2,674,817.89"
筹资活动现金流出小计,"217,910,168.21","244,929,894.12","285,935,442.04","67,592,448.43","147,474,628.83","255,709,075.45","313,845,428.04","31,625,504.35","83,768,575.88","115,443,523.64","191,532,317.57","95,316,717.94","243,231,585.69","376,905,342.91","624,241,071.81","464,019,735.97","751,515,840.06","958,868,745.62","1,572,205,861.59","273,716,520.94","1,096,741,692.54","1,133,212,096.88","1,587,686,833.32","461,143,508.08","698,158,190.68","922,321,937.85","1,196,883,149.25","12,456,510.58","577,560,205.49","1,671,827,772.15","2,102,539,613.98"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"31,103.34","473,776.23",,,,,,831.38,,"545,253.84",,,,"301,161.33",,"904,696.27","1,060,193.76","7,415.70","8,000.00","358,000.00","582,000.00","36,401,191.45","-837,358.96","869,222.20","21,256,385.39","5,808,611.91","155,511.09","495,600.50","593,300.50","638,562.11"
筹资活动产生的现金流量净额,"13,233,915.32","-11,265,831.31","-6,933,029.06","106,384,858.93","871,443,962.95","763,225,894.13","785,007,971.81","29,266,753.85","28,949,293.45","-2,725,654.31","97,344,308.26","76,373,370.30","63,067,507.05","87,563,186.11","213,427,510.76","141,780,613.74","465,675,185.86","568,122,724.24","380,962,915.45","40,487,552.98","-392,591,111.58","-329,605,656.46","-110,959,807.22","-266,315,255.66","-133,187,131.56","87,030,296.23","-307,804,655.67","377,565,845.37","1,422,567,622.99","1,988,571,397.80","2,089,132,848.64"
处置子公司及其他营业单位收到的现金净额,"52,338.09",,,,,,,,,,,,,,,,,,,,"18,088,912.47","18,088,912.47","18,088,912.47",,,,"7,116,607.97",,,,"8,123,068.84"
四、汇率变动对现金的影响,,-13.80,861.03,"-5,846.15",916.43,"3,039.52","2,215.56",7.15,22.41,-61.48,"-587,512.76","2,029.94","-49,238.57","-11,988.86","-1,853,786.78","218,204.47","-1,895,803.75","38,987.82","-520,038.50","138,623.69","-2,773,596.07","627,399.95","636,237.38","-71,564.53","222,895.73","548,904.00","600,822.01",-912.50,"-4,967,963.18","-12,950,450.70","-2,366,578.54"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"6,409,287.30",,"8,500,000.00",,"12,441,017.92",988.34,"124,286.10","6,991,586.09","6,056,155.06","401,290.95","1,776,976.46","2,399,363.28","74,295,012.02",,,"118,912,795.03",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"52,338.09","31,103.34","473,776.23",,,,,,831.38,,"545,253.84",,,,"6,934,967.63",,"9,404,696.27","1,060,193.76","12,571,124.03","1,032,459.35","198,104,103.83","271,299,642.14","290,608,869.67","12,552,052.97","15,136,024.60","70,309,905.45","102,004,065.59","66,429,693.83","64,770,989.33","204,129,516.85","101,707,448.84"
五、现金及现金等价物净增加额,"16,804,520.02","-1,292,100.75","21,192,974.04","82,283,040.84","816,322,990.38","647,683,104.02","635,808,136.56","-51,215,631.31","-152,233,656.62","-382,551,041.20","-437,179,738.63","923,450.29","-262,968.52","-53,238,204.40","-111,640,838.42","141,375,251.11","391,261,512.25","613,597,278.37","668,890,121.51","181,803,562.96","-360,759,068.04","-171,077,303.35","12,374,634.91","-44,270,680.27","-127,793,725.40","306,762,680.03","69,772,018.35","-21,538,561.68","441,553,816.84","504,396,225.05","241,433,497.41"
购建固定资产、无形资产和其他长期资产支付的现金,"19,257,883.01","16,986,514.12","42,280,123.89","31,174,127.82","40,867,847.11","49,813,641.67","86,624,852.96","112,912,720.43","189,334,939.14","240,645,967.38","408,744,119.09","66,332,138.88","75,640,142.92","109,175,499.33","157,208,949.23","51,776,185.28","117,867,424.25","173,923,338.14","274,688,685.49","90,884,707.18","257,796,083.13","441,808,812.01","596,013,185.77","97,052,753.54","215,891,361.98","300,828,875.43","658,118,281.48","355,883,070.44","494,490,717.13","1,054,926,007.58","1,592,207,657.97"
期初现金及现金等价物余额,"23,151,649.40","39,956,169.42","38,664,068.67","59,857,042.71","59,857,042.71","59,857,042.71","59,857,042.71","695,665,179.27","695,665,179.27","695,665,179.27","695,665,179.27","206,765,551.32","258,485,440.64","258,485,440.64","258,485,440.64","146,844,602.22","146,844,602.22","146,844,602.22","146,844,602.22","815,734,723.73","815,734,723.73","815,734,723.73","815,734,723.73","828,109,358.64","828,109,358.64","828,109,358.64","828,109,358.64","897,881,376.99","897,881,376.99","897,881,376.99","897,881,376.99"
投资支付的现金,,,,,,,,,,,,,,,,,,"24,000,000.00","143,618,500.00","78,823,696.68","162,701,187.89","183,856,470.10","207,851,700.55","21,626,182.03","88,150,000.00","249,339,546.05","115,107,000.00","68,305,653.34","150,738,653.34","224,378,670.26","198,815,808.56"
期末现金及现金等价物余额,"39,956,169.42","38,664,068.67","59,857,042.71","142,140,083.55","876,180,033.09","707,540,146.73","695,665,179.27","644,449,547.96","543,431,522.65","313,114,138.07","258,485,440.64","207,689,001.61","258,222,472.12","205,247,236.24","146,844,602.22","288,219,853.33","538,106,114.47","760,441,880.59","815,734,723.73","997,538,286.69","454,975,655.69","644,657,420.38","828,109,358.64","783,838,678.37","700,315,633.24","1,134,872,038.67","897,881,376.99","876,342,815.31","1,339,435,193.83","1,402,277,602.04","1,139,314,874.40"
