科目,2013-12-31,2014-12-31,2015-06-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"68,142,146.86","79,482,731.81","81,189,771.49","118,812,081.07","124,237,468.65",,"117,005,875.75","401,574,920.44","129,645,671.02","211,461,231.54","103,350,342.21","174,422,718.32","276,135,399.12","288,078,686.52","420,543,634.63","377,803,543.35"
短期借款,,,,,"17,115,095.00",,"15,000,000.00",,,"15,646,682.35","15,709,519.00","15,709,519.00","121,187,740.74","112,578,221.74","164,578,221.74","178,049,399.25"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"9,876,368.73","11,674,778.74","16,923,361.17","27,147,635.21","23,286,246.98",,"24,106,362.14","11,010,415.26","17,217,063.00","30,785,319.76","39,668,000.86","40,094,486.23","52,508,732.91","45,496,711.98","39,981,851.40","37,519,435.19"
应付票据,"4,918,118.62","6,197,281.45","1,142,119.32","17,768,445.44",,,"5,087,884.00","5,087,884.00","13,474,330.00","36,155,105.83","38,880,575.83","16,199,800.00","30,440,253.14",,"82,484,963.18",
应收账款,"60,633,736.72","107,697,632.97","117,414,480.07","135,546,730.56","110,556,311.01",,"145,775,855.37","164,230,935.01","208,642,395.33","212,833,794.18","254,561,844.82","229,836,771.84","370,669,593.50","393,142,751.60","459,121,586.79","590,103,233.95"
应付账款,"22,683,920.95","31,355,579.51","58,200,185.02","61,583,164.72","62,311,743.79",,"98,150,695.09","88,519,094.33","124,183,212.80","104,215,544.96","137,433,751.18","150,120,017.08","222,221,965.94",,"156,802,272.52",
预付款项,"558,537.67","891,320.43","10,497,710.56","4,361,210.61","9,661,682.72",,"19,687,252.42","43,815,480.38","51,699,183.28","69,466,776.60","42,658,987.63","43,180,583.35","26,517,584.36","40,279,639.82","41,302,754.36","64,955,925.70"
预收款项,"5,454,860.36","12,392,536.76","25,886,067.15","21,394,423.91","65,288,953.20",,"75,889,498.93","90,940,233.30","97,395,804.26","123,072,553.77","116,661,752.64","114,922,074.53","142,714,066.29","135,759,348.55","172,876,868.51","176,645,508.94"
其他应收款,"2,687,421.24","3,177,076.33","4,205,686.73","5,517,226.44","2,123,469.38",,"3,244,113.17","4,706,127.04","5,386,248.32","6,666,166.27","7,967,047.21","10,018,675.13","15,755,226.49","16,533,137.52","15,329,220.27","11,420,484.23"
应付职工薪酬,"4,041,570.37","5,172,637.11","6,460,051.57","6,656,846.90","7,324,870.02",,"10,504,876.30","8,240,851.07","10,298,611.88","12,689,481.17","16,389,241.25","14,931,860.47","15,180,466.85","24,463,025.38","20,066,390.08","22,846,960.42"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"8,189,455.39","11,450,421.58","10,142,208.57","17,347,867.14","16,285,456.33",,"17,523,576.86","14,109,530.80","6,948,714.90","10,469,747.16","18,000,962.99","21,132,271.19","15,603,591.68","20,961,297.90","41,399,252.63","36,398,163.88"
应收利息,,,,"1,241,319.44","337,125.00",,"1,226,458.33","1,459,062.46","1,843,916.62","2,232,999.94",,,,,,
应付利息,,,,,"19,110.46",,,,,,"308,125.00","479,115.57","364,513.91",,"735,069.51","916,319.52"
应收股利,,,,,,,,,,,,,,,,
应付股利,"10,000,000.00",,,,,,,,"14,493,565.40",,,,,,,
存货,"28,745,996.70","38,898,271.83","67,081,610.17","66,334,100.42","85,883,469.86",,"128,752,226.88","141,538,592.64","190,077,468.50","246,603,976.28","247,243,628.86","326,659,182.63","395,346,896.64","398,532,795.22","288,686,203.47","209,390,841.40"
其他应付款,"1,085,962.55","1,046,680.51","355,222.75","1,910,031.43","2,087,329.18",,"2,278,759.22","4,173,111.85","4,047,384.05","4,684,496.17","5,480,973.19","2,362,278.39","5,733,687.86","2,994,671.91","9,708,285.23","2,923,786.27"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,"624,481.00",,"1,375,622.39","1,503,645.51","1,522,553.04","1,535,220.59","1,560,872.75","1,580,071.36","6,013,325.45","6,358,152.86","9,440,792.89","9,475,417.46"
其他流动资产,"15,310.84","35,031,113.71","18,095,831.54","931,665.30","65,068,098.19",,"31,995,739.38","3,192,886.95","247,645,944.25","169,771,275.97","217,944,013.08","57,417,898.42","17,777,735.70","28,480,086.88","7,761,988.77","4,037,628.59"
其他流动负债,,,,,,,,,"15,607,479.08","17,400,800.00","145,789.00",,"3,943,204.80","24,789,921.93","52,606.88",
流动资产合计,"170,659,518.76","276,852,925.82","315,408,451.73","359,891,969.05","421,153,871.79",,"471,793,883.44","771,528,420.18","852,157,890.32","949,821,540.54","913,393,864.67","881,630,315.92","1,154,711,168.72","1,210,543,809.54","1,272,727,239.69","1,295,231,092.41"
流动负债合计,"56,373,888.24","67,615,136.92","102,185,854.38","126,660,779.54","171,057,038.98",,"225,810,912.79","212,574,350.86","287,971,655.41","325,869,632.00","350,571,562.83","337,437,007.59","563,402,816.66","611,812,400.36","657,409,653.66","644,660,332.42"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,"1,000,000.00","10,913,974.00",,"10,162,832.61","9,778,207.72","9,391,420.96","38,006,225.17","37,601,959.86","37,198,136.36","129,480,924.16","127,927,841.38","124,281,752.46","123,678,663.92"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,"7,283,821.50","6,953,468.18","5,957,723.56","4,945,712.99"
长期股权投资,,,,,,,,,,,"38,989,137.84","69,563,399.28","7,891,842.60","16,874,946.62","16,884,565.00","16,849,929.96"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,"1,731,436.84",,"1,683,546.42","1,605,543.14"
固定资产,"8,279,530.29","10,252,238.98","11,151,700.27","11,440,897.51","11,329,307.53",,"14,227,758.52","14,330,694.93","15,571,376.42","16,292,965.37","136,520,710.15","136,602,156.25","146,036,232.22","223,116,976.05","223,474,963.99","221,764,111.48"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,,"897,155.50","957,155.50","26,156,054.01","38,693,124.34",,"56,265,744.23","71,523,919.16","81,883,090.97","106,497,115.63","36,124,428.32","57,362,804.76","52,209,758.24",,,"883,016.13"
