科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"220,706,393.33","314,014,239.47","342,711,983.75","204,705,023.10","302,602,209.14","456,271,370.87","70,632,047.10","227,577,496.27","386,932,133.90","546,820,563.61","100,417,571.84","252,951,837.11","407,991,345.94","569,126,543.07","132,181,487.32","279,518,494.86","427,627,060.55","592,136,813.62","113,482,832.95","239,392,833.96","386,503,982.22","603,995,125.25","83,499,082.04","205,052,986.60","313,452,911.18","471,788,058.30","99,190,505.95","222,431,844.93","397,872,341.40","545,800,844.13","92,462,312.21","265,326,949.02","411,478,766.60"
取得子公司及其他营业单位支付的现金净额,,"1,622,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"6,971,218.47","4,300,889.33","10,098,746.90","13,879,046.65","16,913,769.58","22,868,722.15","4,628,842.56","4,650,795.45","21,172,655.77","35,265,603.83","10,202,268.63","15,902,165.88","27,583,159.63","42,501,986.89","6,536,872.57","19,840,965.61","33,028,558.67","42,454,216.27","16,416,465.69","28,422,200.01","41,986,353.10","51,995,353.27","17,714,426.04","28,292,191.14","50,874,557.39","60,410,071.92","10,344,391.79","21,389,550.03","28,357,866.16","47,838,749.18","24,784,694.38","37,953,737.88","49,976,840.40"
支付其他与投资活动有关的现金,,,,,,"240,000,000.00",,,,"317,800,000.00",,,,"414,000,000.00","40,000,000.00",,"267,080,000.00","245,181,910.34",,,,,"10,000,000.00","245,000,000.00","414,000,000.00","245,000,000.00",,,,,,,
收到其他与经营活动有关的现金,"5,264,745.11","9,914,884.16","14,122,743.63","3,747,795.57","9,380,927.04","14,309,639.98","2,582,620.15","8,105,569.41","10,653,097.06","14,789,731.54","5,095,482.31","14,388,712.38","19,966,394.45","8,968,225.53","7,948,244.57","15,734,421.69","21,825,511.75","22,063,872.94","7,137,691.05","18,505,260.22","23,838,523.92","18,292,511.22","3,759,454.26","8,491,823.61","16,344,996.81","14,003,109.75","20,708,604.85","15,221,801.46","17,445,624.27","4,707,699.48","46,086,045.21","2,388,443.51","3,629,416.55"
投资活动现金流出小计,"15,101,348.90","10,462,418.12","58,315,603.29","14,440,845.72","22,272,606.96","267,774,903.83","8,642,454.06","30,364,363.58","52,107,179.94","396,454,386.30","13,949,474.38","24,654,705.10","32,754,264.01","451,434,443.95","53,354,224.90","22,253,396.13","301,929,065.62","291,562,971.93","13,674,153.25","34,721,399.70","51,627,119.86","61,144,933.13","18,668,052.74","279,432,251.78","567,494,922.59","811,232,285.01","172,711,511.78","513,163,361.41","634,615,779.32","252,116,954.01","596,956.73","41,084,933.81","41,253,652.43"
经营活动现金流入小计,"232,942,356.91","328,230,012.96","366,933,474.28","222,331,865.32","328,896,905.76","493,449,733.00","77,843,509.81","240,333,861.13","418,757,886.73","596,875,898.98","115,715,322.78","283,242,715.37","455,540,900.02","620,596,755.49","146,666,604.46","315,093,882.16","482,481,130.97","656,654,902.83","137,036,989.69","286,320,294.19","452,328,859.24","674,282,989.74","104,972,962.34","241,837,001.35","380,672,465.38","546,201,239.97","130,243,502.59","259,043,196.42","443,675,831.83","598,347,292.79","163,333,051.80","305,669,130.41","465,085,023.55"
投资活动产生的现金流量净额,"-15,101,348.90","-10,162,418.12","-57,765,603.29","-14,038,445.72","-22,251,206.96","-267,361,519.22","-8,642,454.06","-30,275,663.58","-52,016,529.94","-149,432,470.90","-6,109,474.38","36,572,294.90","64,885,735.99","-113,006,495.49","-18,265,721.43","73,468,153.59","57,711,200.42","138,694,148.62","-13,642,153.25","-14,589,399.70","-31,511,119.86","195,459,643.33","-18,668,052.74","-277,639,087.95","-330,539,307.35","-335,585,220.23","-2,200,746.03","-3,133,581.96","45,218,272.49","-66,256,758.44","1,432,582.18","-36,908,178.46","-35,583,910.78"
购买商品、接受劳务支付的现金,"180,786,784.61","244,267,522.23","211,628,841.64","146,888,942.41","256,273,464.82","352,541,862.13","92,570,789.29","182,420,028.35","313,201,081.63","440,490,348.12","116,451,553.28","220,141,067.57","333,916,219.79","428,250,294.28","131,991,403.90","221,175,932.40","348,597,213.69","472,429,003.57","97,812,126.57","187,269,728.26","325,512,976.23","452,024,873.02","154,706,852.95","235,645,234.53","305,180,293.01","374,231,128.28","79,337,285.65","163,395,042.50","240,727,019.66","308,585,363.03","113,764,669.67","181,548,895.29","297,235,916.97"
吸收投资收到的现金,,"16,787,500.00","13,923,000.00",,"679,858,900.00","679,858,900.00",,,,,,,,,,,,,,,"9,548,640.00","9,548,640.00",,,,,,,,,,,
