科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"5,840,404.23","2,845,444.40","2,045,700.00","2,228,295.05","5,838,391.95","160,056.95","17,556.95","165,281.95","165,281.95","1,479,520.39","37,673.23","452,485.95","1,827,224.39","2,727,838.86","3,483,786.14","18,949,639.40","9,980,342.46","5,217,947.53","1,402,323.08","2,152,029.84","5,905,975.17","2,901,936.04","44,900,441.17","45,033,378.50","45,381,848.76","33,133,383.07","18,487,250.33","10,268,730.86"
应付职工薪酬,,"75,321.80","15,455.80","25,513.00","33,136.00","44,890.00","39,445.20","34,498.80","41,012.40","43,500.40","44,045.20","137,538.07","64,882.40","252,720.10","75,509.89","1,287,995.02","3,588,490.30","3,771,739.21","7,290,985.06","6,318,935.40","5,237,725.05","4,923,235.93","5,481,974.70","384,278.03","2,063,870.89","3,014,834.29","4,784,511.68","1,306,394.66"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,930,972.81","-1,315,478.14","8,414,262.07","8,458,006.60","8,274,846.35","5,703,420.24","17,326,126.11","10,631,233.49","12,972,060.24","3,794,624.05","24,503,056.02","10,243,982.41","18,340,439.70","4,356,129.51","35,325,226.55","42,668,260.45","35,137,106.51","23,618,427.26","78,691,583.12","50,436,483.05","25,329,147.94","29,826,307.78","51,270,667.74","28,264,000.24","43,063,475.05","51,492,305.38","75,018,252.54","69,907,792.03"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,853,775.70","11,091,790.49"
应付利息,"16,962.50","61,777.79","113,422.77","160,764.10",,,,,,,,,,"6,125.00","210,770.50","514,983.14","510,281.61","806,480.45","660,961.48","937,907.85","1,961,004.99","9,676,692.82","22,050,961.89","37,020,230.87","48,209,498.84","11,379,880.30","26,462,534.43","33,303,629.59"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,209,000.00","1,209,000.00"
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,"53,754,807.00",,,
存货,"43,184,980.86","132,563,061.07","250,557,321.66","234,239,894.95","265,814,119.99","256,939,867.50","231,652,867.63","346,176,906.79","363,563,644.67","453,995,000.88","453,802,259.62","403,241,171.29","392,754,710.79","417,961,276.16","438,399,324.97","425,656,610.67","537,754,002.92","612,858,625.10","611,555,349.13","552,137,095.85","576,123,097.41","639,539,186.77","608,250,988.89","558,254,748.29","511,490,053.19","549,421,402.64","512,762,638.25","527,430,872.57"
其他应付款,"180,562.87","2,028,405.00","1,216,383.36","1,157,760.32","661,499.28","372,985.52",,,,"7,686,646.24","9,286,966.46","790,751.89","451,411.11","476,136.46","422,507.51","533,794,136.37","152,609,730.13","154,622,559.72","132,315,098.62","133,569,306.53","4,800,241.41","4,814,393.51","4,913,492.93","5,013,104.28","5,141,913.73","5,034,288.88","6,347,301.96","7,043,991.98"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,"595,396.58",,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,"19,000,000.00","19,000,000.00","16,000,000.00",,,,,,"21,236,150.00",
其他流动资产,,,,,,,,,,,,,,,"1,578,974.10","1,476,034.86","3,600,568.97","4,688,310.17","25,554,130.45","23,489,481.71","7,834,939.43","8,298,015.94","8,608,766.04","9,842,641.82","4,207,911.08","12,974,500.90","17,706,164.23","15,261,883.05"
其他流动负债,,,,,,,,,,,"5,300,000.00","5,900,000.00","5,900,000.00","5,900,000.00",,,,,,,,,,,,,,
流动资产合计,"116,728,399.45","286,709,893.73","432,521,829.41","503,361,550.91","580,865,717.13","1,088,546,342.98","1,021,776,339.30","1,078,780,818.11","1,039,029,886.86","1,080,821,636.53","1,130,682,891.52","1,105,833,707.97","1,097,583,423.23","1,093,543,748.53","1,240,943,660.52","2,267,677,247.90","2,011,172,512.08","2,123,834,598.51","2,212,071,384.45","2,263,018,517.82","2,273,113,477.97","2,930,194,944.86","2,861,180,685.51","2,841,017,780.23","2,907,007,585.93","2,890,626,876.26","2,960,138,202.60","2,876,949,098.04"
流动负债合计,"51,834,780.15","132,570,077.04","222,789,047.27","276,513,564.01","332,755,853.67","273,977,779.09","172,415,477.36","209,028,550.65","187,798,932.38","212,872,815.63","232,439,699.31","188,867,060.31","200,864,988.86","195,000,500.63","308,941,231.92","1,159,566,621.72","881,556,262.77","1,012,810,620.34","1,016,131,925.35","1,010,973,042.14","1,149,969,436.65","796,185,542.90","602,932,282.35","638,899,127.22","718,177,726.50","675,701,061.87","702,968,424.73","556,641,454.77"
可供出售金融资产,,,,,,,,,,,,,,"10,100,000.00","60,099,400.00","135,111,294.40","141,818,336.00","128,948,189.60","219,138,424.80","186,863,718.00","153,082,896.20","261,479,491.05","368,255,614.58","375,611,252.02","386,862,596.46","423,125,497.46","426,536,794.46","426,536,794.46"
长期借款,,,,,,,,,,"5,300,000.00",,,,,"21,000,000.00","21,000,000.00","20,000,000.00","20,000,000.00",,,,,,"446,342,000.00","440,336,000.00","431,398,500.00","403,486,850.00","388,290,175.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,"991,949,841.60","992,749,613.11","993,101,538.47","993,457,374.11","993,827,527.25","994,196,250.23","994,564,608.04"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","10,100,000.00","10,100,000.00","15,100,000.00","5,000,000.00","45,555,287.33","100,060,688.68","112,201,170.21","129,994,915.32","41,129,409.72","41,030,650.39","41,815,109.48","7,103,225.46","7,689,311.16","575,758,145.29","585,298,726.49","583,776,649.90","550,901,593.29","550,148,247.30"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"1,140,895.99","5,235,122.18","4,025,194.49","3,788,869.49","4,636,697.14","4,578,482.42","4,262,388.88","3,961,531.96","4,644,043.26","4,274,635.97","5,134,655.89","7,750,885.78","11,031,668.94","10,981,103.58","26,359,529.09","125,322,102.49","116,595,395.17","143,335,339.19","135,267,679.37","126,379,532.96","117,312,960.65","116,659,523.56","118,693,981.43","106,845,744.45","100,202,480.10","92,844,966.02","84,332,742.18","79,119,427.64"
递延所得税负债,,,,,,,,,,,,,,,"12,499,850.00","31,252,823.60","30,429,584.00","24,542,047.40","24,287,049.62","16,336,764.89","8,999,532.96","9,074,939.40","10,153,831.47","9,543,167.04","5,296,102.28","5,011,827.53","8,637,599.40","8,637,599.40"
在建工程,,,,,,,,,"34,951.46","10,528,157.97","14,286,537.54","2,999,109.08","2,807,715.00","12,713,821.64","98,400.00","1,684,771.01","1,433,544.32","2,656,669.48",,"1,233,793.00","911,742.72","3,645,984.66",,"428,017.07",,,"5,396,851.18","5,699,213.55"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,"5,300,000.00",,,,,"44,383,183.33","62,786,156.92","61,651,806.20","55,380,936.26","38,649,080.14","30,038,537.08","22,441,046.82","1,013,806,036.53","1,011,024,441.78","1,456,447,444.38","1,445,889,956.93","1,436,378,076.92","1,411,623,588.43","1,396,357,937.90"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"51,834,780.15","132,570,077.04","222,789,047.27","276,513,564.01","332,755,853.67","273,977,779.09","172,415,477.36","209,028,550.65","187,798,932.38","218,172,815.63","232,439,699.31","188,867,060.31","200,864,988.86","195,000,500.63","353,324,415.25","1,222,352,778.64","943,208,068.97","1,068,191,556.60","1,054,781,005.49","1,041,011,579.22","1,172,410,483.47","1,809,991,579.43","1,613,956,724.13","2,095,346,571.60","2,164,067,683.43","2,112,079,138.79","2,114,592,013.16","1,952,999,392.67"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","192,000,000.00","192,000,000.00","192,000,000.00","244,340,032.00","537,548,070.00","537,548,070.00","537,548,070.00","537,548,070.00","537,548,070.00","537,548,070.00","537,548,070.00","537,548,070.00","537,548,070.00","537,548,070.00","537,548,070.00","537,548,070.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"48,235,595.82","48,235,595.82","48,235,595.82","48,235,595.82","576,696,795.82","576,696,795.82","576,696,795.82","576,696,795.82","576,696,795.82","578,316,795.82","578,316,795.82","482,316,795.82","482,316,795.82","482,316,795.82","1,783,658,070.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40","1,490,450,032.40"
无形资产,,,,,,,,,,,,,,,,"125,232.65","616,921.27","585,528.45","596,714.43","547,627.86","498,541.29","449,454.72","68,786.45","477,794.58","462,274.41","56,659.90","42,345.19","32,190.72"
盈余公积,"1,740,958.63","1,211,391.60","5,673,021.82","7,500,332.05","7,631,752.71","8,042,779.57","12,672,922.55","14,944,337.32","20,380,658.81","22,038,991.08","26,044,024.93","27,945,687.61","31,011,004.38","36,892,123.57","41,728,084.67","42,897,462.30","45,506,853.48","46,619,844.41","47,487,317.43","50,946,083.70","59,009,452.58","63,751,771.31","78,623,698.98","78,989,025.07","94,186,175.82","94,622,397.89","92,287,670.09","92,287,670.09"
开发支出,,,,,,,,,,,,,,,,,,,"477,381.43","471,982.42",,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,"986,664,469.56","997,304,711.36","997,304,711.36","994,594,703.86","994,594,703.86","994,594,703.86","994,594,703.86","983,816,102.19","983,816,102.19","983,816,102.19","983,816,102.19","973,271,310.89","973,271,310.89"
未分配利润,"5,325,722.34","37,418,312.77","87,543,107.21","103,565,025.77","125,960,056.32","140,923,875.96","171,101,313.66","189,227,776.20","166,076,785.81","178,017,031.77","224,471,179.88","244,262,907.90","229,686,439.15","238,214,205.43","282,129,602.90","325,251,743.62","363,917,622.79","399,939,545.36","500,107,070.04","552,577,516.24","551,004,785.90","596,303,502.86","680,417,895.21","746,171,764.82","758,038,250.72","813,278,538.53","859,385,586.19","926,807,415.51"
长期待摊费用,"136,181.80","139,758.12","162,024.62","152,955.17","132,709.14","1,176,819.22","1,127,968.12","1,079,117.02","1,030,265.92","981,414.82","4,712,576.36","13,740,073.20","13,376,518.77","16,504,341.16","19,208,268.99","24,033,120.79","24,224,874.95","23,286,057.60","25,262,553.42","29,561,170.89","29,735,184.29","28,734,577.27","27,986,235.76","27,326,245.86","26,253,182.60","25,026,814.93","23,968,296.68","22,879,221.61"
少数股东权益,"451,657.74","1,668,978.47","2,374,074.96","2,460,681.49","2,473,327.13","2,443,177.63","2,333,471.45","2,301,009.22","2,263,985.24","10,239,854.10","14,358,926.86","13,919,720.77","14,095,835.08","14,827,118.80","14,341,204.31","12,528,688.22","18,386,688.89","18,563,451.55","19,330,970.70","18,660,859.39","18,676,256.21","17,754,117.59","13,968,310.32","14,064,547.70","14,305,219.74","18,043,264.40","16,700,049.17","17,564,460.45"
递延所得税资产,"1,247,641.62","919,581.67","1,805,798.56","2,871,823.57","3,321,462.24","3,682,763.45","3,953,284.54","4,277,002.12","4,378,010.56","4,459,643.11","6,713,965.49","8,888,396.38","10,075,737.35","10,407,729.34","11,075,107.02","59,837,784.60","60,968,089.27","60,522,099.11","71,260,324.42","73,255,699.42","69,766,919.56","74,849,842.91","58,874,007.35","60,943,766.51","66,446,227.74","63,578,794.91","85,743,676.85","83,337,459.22"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,"24,270,533.90","23,970,533.90","24,470,533.90","22,767,039.00","23,247,039.00","175,266,143.42","125,312,143.42","18,861,501.00","18,974,664.50","18,134,563.00","18,204,563.00","18,225,563.00","17,278,033.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"2,624,719.41","6,394,461.97","6,093,017.67","6,913,648.23","8,190,868.52","9,538,065.09","9,443,641.54","9,417,651.10","10,187,271.20","20,343,851.87","40,947,735.28","43,478,464.44","52,391,640.06","65,706,995.72","162,395,992.43","1,457,109,998.08","1,479,133,576.45","1,511,104,044.01","1,510,494,230.45","1,477,185,917.80","1,582,984,201.47","1,612,828,946.91","1,584,245,539.92","2,150,181,732.47","2,167,476,152.99","2,190,430,048.31","2,168,419,173.72","2,158,301,898.39"
所有者权益(或股东权益)合计,"67,518,338.71","160,534,278.66","215,825,799.81","233,761,635.13","256,300,731.98","824,106,628.98","858,804,503.48","879,169,918.56","861,418,225.68","882,992,672.77","939,190,927.49","960,445,112.10","949,110,074.43","964,250,243.62","1,050,015,237.70","2,502,434,467.34","2,547,098,019.56","2,566,747,085.92","2,667,784,609.41","2,699,192,856.40","2,683,687,195.97","2,733,032,312.34","2,831,469,501.30","2,895,852,941.10","2,910,416,055.49","2,968,977,785.78","3,013,965,363.16","3,082,251,603.76"
资产总计,"119,353,118.86","293,104,355.70","438,614,847.08","510,275,199.14","589,056,585.65","1,098,084,408.07","1,031,219,980.84","1,088,198,469.21","1,049,217,158.06","1,101,165,488.40","1,171,630,626.80","1,149,312,172.41","1,149,975,063.29","1,159,250,744.25","1,403,339,652.95","3,724,787,245.98","3,490,306,088.53","3,634,938,642.52","3,722,565,614.90","3,740,204,435.62","3,856,097,679.44","4,543,023,891.77","4,445,426,225.43","4,991,199,512.70","5,074,483,738.92","5,081,056,924.57","5,128,557,376.32","5,035,250,996.43"
负债和所有者(或股东权益)合计,"119,353,118.86","293,104,355.70","438,614,847.08","510,275,199.14","589,056,585.65","1,098,084,408.07","1,031,219,980.84","1,088,198,469.21","1,049,217,158.06","1,101,165,488.40","1,171,630,626.80","1,149,312,172.41","1,149,975,063.29","1,159,250,744.25","1,403,339,652.95","3,724,787,245.98","3,490,306,088.53","3,634,938,642.52","3,722,565,614.90","3,740,204,435.62","3,856,097,679.44","4,543,023,891.77","4,445,426,225.43","4,991,199,512.70","5,074,483,738.92","5,081,056,924.57","5,128,557,376.32","5,035,250,996.43"
