科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"97,719,713.89","117,742,715.02","175,885,431.57","151,712,080.77","263,594,850.49","378,752,565.91","99,377,125.31","246,383,518.22","382,682,999.87","557,276,039.61","124,711,407.46","358,889,622.94","599,123,646.50","841,033,411.03","241,988,202.80","511,041,837.74","749,100,289.98","1,059,397,467.40","234,885,353.53","534,565,182.76","853,254,830.75","1,470,517,578.47","556,054,604.12","1,125,672,919.38","1,726,594,308.80","2,562,858,284.51","537,669,605.01","1,082,562,003.24","1,821,885,764.67","2,551,479,811.02","636,889,056.20","1,635,867,498.77","2,451,508,254.32","3,391,764,893.26","800,799,589.30","1,924,019,246.40","3,369,749,480.44","4,719,501,225.47","1,234,630,216.69"
取得子公司及其他营业单位支付的现金净额,"387,432.73",,,,,,,,,,,,,,,,,"98,349,806.54",,,,,,,"173,940,646.99","173,940,646.99",,,"48,259,126.58","48,259,126.58",,,,,,,,"1,024,331.06",
收到的税费返还,"5,813,960.43","5,886,949.54","16,667,308.44","6,892,729.26","13,989,365.04","26,653,921.23","8,482,413.11","13,909,563.18","15,328,143.63","52,885,131.51","10,409,963.04","30,834,269.45","38,473,199.29","48,116,425.90","4,046,006.82","35,698,768.62","94,528,638.33","121,546,876.95","22,324,255.36","60,082,514.78","97,883,461.99","129,183,791.76","34,711,208.44","65,647,588.37","110,080,712.99","150,959,389.42","50,782,258.26","83,129,529.24","134,845,527.84","173,079,381.67","74,308,989.88","127,986,900.28","190,145,542.16","274,889,217.35","64,146,001.12","113,338,802.35","176,117,207.99","268,781,546.87","32,487,315.84"
支付其他与投资活动有关的现金,,,,,,"1,921,363,980.50","72,397,623.05","283,003,846.60","314,432,916.28","1,923,596,206.74","125,335,575.00","336,625,603.19","522,439,592.45","2,002,283,727.52","101,108,138.38","443,961,777.60","568,349,843.99","937,936,840.39","198,074,293.33","635,148,361.43","1,124,927,873.03","899,131,954.75","234,494,231.59","370,299,434.65","587,823,982.07","1,405,220,083.58","224,520,882.31","407,292,483.15","679,668,154.61","1,021,013,724.76","686,038,433.88","1,319,523,388.91","1,670,006,452.21","3,635,845,826.65","780,124,498.48","1,056,912,734.74","1,096,912,734.74","1,263,004,558.14","50,000,000.00"
收到其他与经营活动有关的现金,"3,127,134.74","4,335,844.88","8,790,188.30","3,293,575.06","14,893,288.23","10,641,661.86","3,090,788.59","11,341,203.80","16,803,593.72","15,101,230.40","11,575,554.80","17,240,180.10","21,311,376.78","15,664,968.92","12,657,445.25","30,619,039.67","48,054,534.70","60,733,508.93","15,501,808.63","26,451,345.01","35,681,609.44","55,607,007.75","7,552,873.89","59,132,764.60","119,145,619.54","145,842,476.58","14,894,967.05","51,998,099.21","140,286,285.52","197,854,409.86","25,123,100.48","32,927,040.43","65,897,263.58","104,172,053.02","36,077,320.60","85,469,934.89","229,939,646.29","227,305,827.71","43,251,450.76"
投资活动现金流出小计,"29,022,793.35","17,536,708.39","11,239,764.65","12,803,068.66","22,575,498.33","2,039,561,783.35","98,023,958.66","355,196,875.46","461,668,711.13","2,090,018,901.73","136,191,673.58","356,558,446.16","551,974,596.12","2,040,276,475.03","112,289,853.91","467,961,849.00","671,896,057.00","1,107,308,311.05","219,365,417.87","701,623,153.95","1,218,152,424.62","2,013,960,589.62","827,752,333.44","2,067,023,303.16","3,574,602,786.94","5,420,363,053.16","1,008,398,453.09","1,731,226,772.32","3,106,094,864.66","5,675,593,208.38","2,008,156,225.08","5,721,473,807.46","7,326,457,620.03","9,698,814,076.73","1,272,721,973.82","3,859,194,520.86","5,228,952,769.21","6,791,346,541.03","1,070,399,489.76"
经营活动现金流入小计,"106,660,809.06","127,965,509.44","201,342,928.31","161,898,385.09","292,477,503.76","416,048,149.00","110,950,327.01","271,634,285.20","414,814,737.22","625,262,401.52","146,696,925.30","406,964,072.49","658,908,222.57","904,814,805.85","258,691,654.87","577,359,646.03","891,683,463.01","1,241,677,853.28","272,711,417.52","621,099,042.55","986,819,902.18","1,655,308,377.98","598,318,686.45","1,250,453,272.35","1,955,820,641.33","2,859,660,150.51","603,346,830.32","1,217,689,631.69","2,097,017,578.03","2,922,413,602.55","736,321,146.56","1,796,781,439.48","2,707,551,060.06","3,770,826,163.63","901,022,911.02","2,122,827,983.64","3,775,806,334.72","5,215,588,600.05","1,310,368,983.29"
投资活动产生的现金流量净额,"-2,996,727.31","-16,286,493.17","-11,231,185.15","-12,617,958.38","-22,521,437.33","-1,968,972,223.12","-24,517,115.45","102,104,601.94","128,647,610.63","154,019,743.16","24,507,529.50","66,564,608.77","-92,288,756.63","-254,250,164.03","-31,542,551.24","53,756,061.16","-36,827,652.10","-180,551,006.90","95,721,141.87","255,764,123.06","71,820,099.89","-79,570,991.35","-229,350,678.71","-100,754,138.93","-437,475,451.79","-775,988,409.34","76,768,250.25","437,513,005.98","75,507,004.83","-400,230,691.00","-823,985,856.53","-1,001,792,944.89","-689,085,401.51","-369,686,246.23","146,354,642.47","1,077,829,622.80","423,224,721.06","151,178,708.31","73,263,045.19"
购买商品、接受劳务支付的现金,"29,744,453.92","15,160,751.84","22,599,677.18","26,531,782.81","58,775,649.07","68,891,330.20","41,771,824.22","97,842,185.62","146,180,215.25","179,976,897.78","18,869,416.58","30,925,163.99","68,283,101.32","96,022,685.68","29,049,197.98","44,682,696.13","70,197,891.25","141,280,005.01","50,854,591.32","89,462,047.51","127,477,655.39","231,368,108.53","218,631,568.38","442,854,615.45","677,136,104.87","908,462,809.57","267,434,023.26","544,901,693.24","834,648,899.59","1,072,898,681.42","320,990,020.49","647,181,855.61","999,533,696.61","1,411,471,897.07","465,799,063.67","1,047,027,701.60","1,688,077,171.11","2,372,722,672.39","640,886,447.91"
吸收投资收到的现金,"398,600.00","380,000.00",,,"1,865,070,360.00","1,865,070,360.00",,,"500,000.00","1,375,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","19,625,000.00","22,206,270.39","21,125,000.00","4,500,000.00","65,923,235.95","74,491,969.07","76,770,581.66","1,600,980.18","168,956,907.00","184,199,852.01","190,056,231.73","1,993,592.20","1,993,592.20","74,627,454.17","583,934,704.54","121,491,311.48","121,491,311.48","121,491,311.48","124,491,311.48",,,,,
