科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"39,587,256.00","378,443,385.63","375,473,731.10","470,731,816.28","1,070,448,822.19","578,020,159.07","355,821,275.91","467,355,940.45","394,506,739.01","334,504,627.49","319,793,952.69","615,576,648.65","499,995,681.79","476,900,258.03","410,926,720.03","362,704,888.43","247,460,787.64","408,095,171.84","354,682,355.33","240,755,350.86","279,782,422.16","214,209,925.95","254,702,893.80","238,518,038.53","168,200,528.75","184,180,414.65","192,685,211.11","210,252,846.64","164,880,415.54","218,493,582.36","164,300,961.89","269,624,215.56","310,442,215.99"
短期借款,"306,484,915.14","589,637,623.84","761,255,369.69","774,463,100.00","830,838,515.00","851,324,118.00","878,366,998.00","1,124,521,763.88","1,233,203,550.32","1,156,242,225.47","1,110,580,627.88","1,093,626,608.67","965,598,721.72","786,625,049.50","775,125,444.15","749,419,600.10","706,218,800.65","545,579,398.96","453,280,077.11","488,645,537.73","510,535,609.61","482,755,466.25","530,341,082.92","685,373,288.37","688,513,562.51","573,633,050.93","556,711,715.81","520,294,664.00","524,100,000.00","493,722,724.00","526,707,505.00","582,723,880.00","790,404,699.70"
交易性金融资产,,"20,000,000.00",,"6,514,950.00",,"77,397,903.00","82,533,786.00","97,090,977.74","83,259,350.00","116,411,559.40","37,759,788.00",,,"25,094,343.10","39,646,460.25","38,620,431.57","16,569,247.35",,,,"966,657.83",,,,,,,,,,"850,190.39",,
交易性金融负债,,"2,264,261.05",,,,,,,,,,"24,516,100.00","1,493,315.31",,,,,"1,732,591.54","7,694,902.98","3,244,204.40",,,,,,,,,,,,,
应收票据,,,"1,000,000.00",,,,,,,,,,"1,661,200.00","460,765.30","460,000.00","711,237.07","5,400,322.40","1,300,000.00","27,572,458.90","29,184,254.00","400,000.00","108,504,588.75",,"23,215,869.52","51,451,864.64","16,485,000.00","24,878,350.00","23,361,703.75","19,090,171.61","69,269,222.69","76,080,000.00","218,145,272.62","201,128,537.29"
应付票据,"24,276,840.40","234,724,617.30","166,215,897.77","162,257,461.94","151,711,454.42","85,036,435.38","89,908,034.07","236,518,857.79","328,097,341.92","283,574,869.22","235,975,896.99","246,731,346.20","257,564,743.83","162,400,857.78","123,367,799.40","116,993,732.00","100,594,486.95","118,335,124.30","182,847,176.63","200,954,924.89","237,259,058.97","198,040,594.82","149,457,576.48","331,089,868.32","300,180,742.39","124,275,574.36","133,778,844.85","100,199,890.23","53,454,444.62","58,447,366.86","80,967,090.00","60,265,444.00","48,786,050.10"
应收账款,"16,604,980.89","90,721,188.29","393,961,441.46","397,589,438.61","395,074,059.86","328,116,165.96","461,155,367.41","628,203,336.64","640,818,454.17","420,553,008.85","447,476,064.05","355,736,193.17","496,547,192.05","189,866,349.02","238,821,071.91","250,328,403.84","258,570,530.10","184,240,605.69","213,585,725.76","266,998,203.43","173,251,312.41","526,616,346.48","503,302,705.30","579,879,884.19","682,385,863.81","764,790,588.55","721,023,298.88","600,744,277.10","549,353,656.39","501,590,357.19","456,037,546.53","356,138,593.09","325,691,422.79"
应付账款,"21,414,156.85","52,380,230.08","76,873,950.14","98,466,904.14","78,511,131.67","139,196,554.72","119,309,372.64","298,303,388.81","339,592,096.61","344,650,510.93","328,336,604.31","256,487,214.05","200,432,139.76","234,171,422.76","153,367,706.93","190,711,324.56","208,873,154.52","181,477,740.30","181,855,930.55","234,639,102.22","337,067,876.11","318,214,925.93","325,848,370.24","393,414,071.88","396,872,820.71","345,584,561.40","323,174,897.01","277,459,314.21","332,395,703.70","238,279,733.93","201,688,881.56","191,337,473.87","232,457,682.44"
预付款项,"225,529,507.64","382,472,601.55","233,080,644.88","334,138,505.08","737,864,243.11","530,997,373.91","337,077,822.76","248,029,854.19","322,419,486.44","248,982,397.39","317,563,408.41","276,855,644.83","271,345,197.10","42,516,924.44","36,861,873.46","20,689,152.58","22,325,677.84","52,027,759.07","59,825,290.60","60,467,118.38","80,273,703.05","11,627,533.83","23,385,119.70","72,883,499.22","17,678,013.26","20,344,166.36","26,871,472.70","21,164,935.83","12,108,255.35","7,928,313.18","17,459,631.56","41,577,532.67","56,767,120.36"
预收款项,"1,697,446.26","4,113,101.59","3,140,978.76","8,489,575.86","3,620,105.74","16,346,335.47","10,978,742.78","19,953,931.31","20,021,514.58","8,582,735.33","23,413,662.21","4,812,111.29","8,416,166.26","3,933,638.36","5,981,058.43","1,309,741.33","668,666.50","1,438,120.24","12,317,018.55","1,861,637.53","23,125,685.60","2,710,314.55","74,677,358.92","2,056,443.59","35,372,391.86","5,728,086.49","2,681,222.50","63,054,141.00","101,468,268.56","27,472,480.55","49,367,965.51","61,782,103.42","53,439,033.32"
