科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"273,251,893.96","618,176,004.88","603,731,358.44","289,912,619.08","593,296,872.71","656,682,373.10","128,223,402.12","254,660,053.24","369,240,273.53","665,757,299.25","84,191,702.01","237,172,898.13","542,313,260.96","832,748,216.76","183,213,399.58","493,774,327.11","673,070,413.76","963,313,162.08","317,556,549.46","569,341,208.11","920,252,382.45","1,349,663,598.29","430,355,184.60","743,420,374.96","997,047,905.99","1,512,093,999.47","308,521,799.90","695,483,447.98","1,234,020,661.53","1,634,278,343.87","235,019,013.83","635,260,997.59","1,020,167,874.24","1,439,981,048.11","339,963,506.63"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"196,084,601.40",,,,,"9,951,800.00","14,923,800.00","14,923,800.00",,,,,,,,,,
收到的税费返还,"577,335.16",,"2,765,976.16","2,913,228.05","3,573,995.85","3,573,995.85",,,"357,558.20","477,383.89","152,888.88","9,057,477.37","9,153,932.46","6,103,669.63","5,625,635.15","6,005,305.58","18,908,866.58","29,359,425.01","289,019.00","2,052,197.98","2,936,023.63","17,726,004.67","3,756,204.84","3,847,907.57","17,241,792.28","21,895,539.62","10,147,216.45","10,119,593.48","17,538,240.27","25,794,421.44","2,116,628.43","13,349,007.05","26,681,749.33","29,377,099.06","12,818,747.01"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"101,000,000.00",,"303,680,000.00","28,140,029.00","28,140,000.00","28,140,000.00","178,825,000.00","36,800,000.00","956,203,900.00","1,316,391,900.00","1,792,997,900.00","424,277,000.00","695,089,001.00","1,050,108,001.00","1,263,472,001.00","155,322,000.00","279,232,300.00","650,198,700.00","1,070,115,700.00","274,830,000.00"
收到其他与经营活动有关的现金,"38,762,722.18","11,854,017.86","68,726,778.03","38,306,640.86","90,740,410.05","37,148,928.94","7,870,232.80","25,621,475.71","54,466,911.13","31,462,918.01","8,161,533.91","41,841,709.48","43,620,244.51","25,576,762.70","11,035,619.09","23,619,585.01","52,122,178.25","25,395,654.79","194,867,680.77","44,553,023.61","72,156,657.13","243,264,543.93","92,625,870.69","145,004,834.06","181,073,533.69","280,669,111.97","70,884,211.95","136,640,236.77","196,047,095.15","246,534,564.10","38,495,359.13","77,218,192.52","109,456,874.75","193,449,328.30","60,949,568.50"
投资活动现金流出小计,"54,167,374.76","86,297,332.35","71,527,599.17","47,461,359.22","61,633,318.01","66,299,805.51","19,354,198.20","29,109,369.44","59,979,310.33","90,995,790.03","17,805,857.14","106,102,672.90","131,658,294.61","162,034,697.29","31,465,746.32","146,620,586.54","98,803,990.75","595,567,338.36","87,863,632.93","98,144,532.87","114,205,857.48","289,559,650.99","71,127,545.47","1,007,200,916.16","1,389,140,441.91","1,924,144,733.05","456,713,160.05","736,054,975.18","1,126,381,109.65","1,375,567,467.56","178,709,725.68","338,141,290.44","721,218,003.98","1,151,718,744.84","306,579,810.37"
经营活动现金流入小计,"312,591,951.30","630,030,022.74","675,224,112.63","331,132,487.99","687,611,278.61","697,405,297.89","136,093,634.92","280,281,528.95","424,064,742.86","697,697,601.15","92,506,124.80","288,072,084.98","595,087,437.93","864,428,649.09","199,874,653.82","523,399,217.70","744,101,458.59","1,018,068,241.88","512,713,249.23","615,946,429.70","995,345,063.21","1,610,654,146.89","526,737,260.13","892,273,116.59","1,195,363,231.96","1,814,658,651.06","389,553,228.30","842,243,278.23","1,447,605,996.95","1,906,607,329.41","275,631,001.39","725,828,197.16","1,156,306,498.32","1,662,807,475.47","413,731,822.14"
投资活动产生的现金流量净额,"-54,167,374.76","-81,050,159.47","-69,055,294.79","-46,284,942.92","-60,378,746.78","-64,931,304.55","-19,333,698.20","-28,962,869.44","-59,832,810.33","-90,830,156.67","-17,783,166.75","-106,079,352.37","-131,626,984.08","-148,172,684.77","-31,425,062.82","-146,579,903.04","-5,812,619.34","-593,247,525.97","60,364,161.96","50,083,262.02","34,836,323.41","27,311,249.68","-10,581,232.38","-96,833,448.25","-76,446,816.35","-275,373,351.03","45,590,431.10","14,265,409.56","-107,155,298.42","-96,570,145.37","62,820,919.03","80,992,225.64","-43,307,984.32","-146,872,361.55","113,543,214.28"
购买商品、接受劳务支付的现金,"212,605,003.61","474,948,413.02","455,237,053.19","232,860,678.17","566,133,825.03","609,537,497.58","84,068,530.97","264,082,797.86","407,984,035.08","577,313,119.33","151,617,914.31","246,912,318.72","504,016,684.98","599,453,338.40","129,310,301.72","312,172,805.98","538,319,661.14","730,656,031.23","285,566,939.82","458,845,950.77","708,015,690.01","994,664,735.96","290,264,964.33","603,701,893.64","891,355,927.44","1,258,068,465.54","321,401,772.12","630,144,310.45","882,806,617.86","1,164,364,146.68","219,578,364.99","494,303,510.79","777,805,659.43","1,133,020,022.97","253,091,620.76"
吸收投资收到的现金,"25,000,000.00","100,659,681.40","8,500,000.00",,,"895,957,900.00",,,"3,300,000.00","9,900,000.00",,"7,652,875.00","16,164,500.00","21,959,700.00","7,058,406.91",,,"24,054,960.00",,,,"9,500,000.00",,,,"178,800,000.00",,,,,,,,,
