科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"5,658,164.67","6,370,336.83","7,565,064.09","5,503,795.03","7,611,497.59","7,160,435.35","8,530,661.20","5,743,115.28","6,347,452.10","7,201,758.39","9,956,264.59","5,041,670.95","9,418,387.99","9,592,345.23","12,290,740.62","9,465,495.03"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"4,125,343.43","5,809,742.60","6,708,915.59","6,970,469.85","6,831,199.21","6,690,291.25","7,705,744.74","5,592,678.22","7,762,603.90","5,838,895.35","6,139,628.06","4,865,430.10","7,462,296.24","6,628,146.20","6,407,801.13","4,787,278.64"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,"63,536.99",,"58,766.58","43,698.63"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"197,750.00",,,
存货,"33,856,029.29","25,357,668.00","21,209,113.52","42,842,992.30","33,547,830.23","48,118,784.68","39,057,624.70","65,550,846.94","40,896,552.06","47,320,474.10","52,887,824.00","59,070,901.96","77,740,045.01","82,286,075.57","72,931,128.04","88,650,404.37"
其他应付款,"2,465,593.04","3,337,773.67","3,940,207.28","3,618,626.43","6,942,653.13","3,798,220.47","4,617,924.89","3,875,083.56","5,252,926.20","4,556,832.02","5,454,629.16","4,010,653.37","6,373,334.52","5,973,803.42","7,236,779.94","6,403,047.69"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,"5,647,525.26","5,471,460.00","7,094,140.00",,,
其他流动资产,,"50,000,000.00","70,079,810.98","150,000,000.00","200,010,910.11","340,000,000.00","450,000,000.00","350,000,000.00","480,000,000.00","540,000,000.00","530,000,000.00","490,000,000.00","512,321,340.94","505,166,521.47","490,124,390.71","56,632.42"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"219,560,427.82","256,363,168.96","340,208,692.06","368,881,213.20","654,863,282.51","658,346,939.15","693,115,403.92","718,135,593.21","775,258,602.32","791,233,126.58","826,645,169.71","822,793,889.88","846,897,849.38","855,743,748.88","906,683,852.70","961,142,495.60"
流动负债合计,"65,120,452.77","60,951,315.00","80,040,128.84","88,333,276.42","99,466,497.03","88,289,290.13","96,585,756.47","99,349,775.27","123,314,700.22","113,879,825.06","127,564,958.41","106,015,311.66","205,872,962.14","184,819,057.70","184,497,740.40","206,705,282.23"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"41,815,754.06","52,494,265.33","115,753,989.88","113,439,461.50","113,057,876.91","110,543,507.82","114,893,387.21","113,270,914.76","116,002,648.38","114,364,298.40","116,023,245.62","114,901,578.50","144,326,901.56","144,012,904.21","143,005,275.62","141,740,749.36"
递延所得税负债,"242,422.50",,,,,,,,,,,,,,"2,690,153.69","2,693,441.47"
在建工程,"43,411,438.66","54,971,755.71","999,709.40","1,539,960.80","1,398,739.97","3,507,725.17","2,214,454.16","4,403,672.73","2,264,443.40","4,339,884.51","3,060,211.04","4,104,379.55","4,035,222.30","4,570,878.93","4,416,920.55","4,809,920.13"
其他非流动负债,,,,,,,,,"18,655,650.00","18,655,650.00","13,058,955.00","12,612,495.00","5,320,605.00",,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"242,422.50",,,,,,,,"18,655,650.00","18,655,650.00","13,058,955.00","12,612,495.00","5,320,605.00",,"4,829,153.68","4,775,401.44"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"65,362,875.27","60,951,315.00","80,040,128.84","88,333,276.42","99,466,497.03","88,289,290.13","96,585,756.47","99,349,775.27","141,970,350.22","132,535,475.06","140,623,913.41","118,627,806.66","211,193,567.14","184,819,057.70","189,326,894.08","211,480,683.67"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"44,160,000.00","44,160,000.00","44,160,000.00","44,160,000.00","58,880,000.00","58,880,000.00","58,880,000.00","58,880,000.00","118,345,000.00","118,345,000.00","118,345,000.00","118,325,000.00","118,155,500.00","117,760,000.00","117,760,000.00","117,760,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"41,428,578.17","41,428,578.17","41,428,578.17","41,428,578.17","273,672,351.74","275,339,835.54","275,339,835.54","275,339,835.54","235,006,675.54","236,435,245.54","236,197,150.54","236,293,635.54","230,819,685.54","222,898,575.54","222,898,575.54","222,898,575.54"
无形资产,"33,956,174.91","33,226,279.92","32,486,609.30","32,294,694.68","32,102,780.06","31,991,566.08","31,822,774.11","31,628,272.25","31,433,804.79","31,241,508.54","31,136,351.54","30,968,634.13","40,655,030.97","40,388,572.37","40,122,276.40","39,857,665.43"
盈余公积,"20,254,121.39","27,299,543.27","35,499,544.16","35,499,544.16","35,499,544.16","35,499,544.16","45,476,395.54","45,476,395.54","45,476,395.54","45,476,395.54","56,196,870.11","56,196,870.11","56,196,870.11","56,196,870.11","65,852,699.44","65,852,699.44"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,"18,655,650.00","18,655,650.00","18,655,650.00","18,017,850.00","12,414,745.00",,,
商誉,,,,,,,,,,,,,"29,844,174.41","29,844,174.41",,
未分配利润,"168,274,126.50","224,158,268.95","289,350,840.31","308,382,224.90","335,875,003.86","348,200,757.99","367,536,112.88","390,156,099.88","404,889,010.27","429,240,722.73","446,718,709.81","465,171,933.62","438,657,813.77","468,881,336.50","475,459,735.46","506,715,029.19"
长期待摊费用,,,,"636,615.24","764,455.87","723,120.43","681,784.99","640,449.55","599,114.11","557,778.67","852,046.03","2,012,801.19","1,894,633.14","1,688,159.31","1,528,181.21","1,424,293.59"
少数股东权益,,,,,,,,,,,,,"27,388,824.64","27,661,174.15","27,528,774.26","27,543,444.51"
递延所得税资产,"735,905.88","942,235.47","1,030,090.84","1,011,678.12","1,206,261.47","1,096,569.17","1,090,296.04","1,123,203.73","1,473,168.57","1,640,592.17","1,708,969.93","1,816,112.68","2,343,704.44","1,968,575.89","3,070,172.30","3,275,308.24"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"119,919,273.51","141,634,536.43","150,270,399.42","148,922,410.40","148,530,114.28","147,862,488.67","150,702,696.51","151,066,513.02","151,773,179.25","152,144,062.29","152,780,824.16","153,803,506.05","223,099,666.82","222,473,265.12","192,142,826.08","191,107,936.75"
所有者权益(或股东权益)合计,"274,116,826.06","337,046,390.39","410,438,962.64","429,470,347.20","703,926,899.76","717,920,137.69","747,232,343.96","769,852,330.96","785,061,431.35","810,841,713.81","838,802,080.46","857,969,589.27","858,803,949.06","893,397,956.30","909,499,784.70","940,769,748.68"
资产总计,"339,479,701.33","397,997,705.39","490,479,091.48","517,803,623.60","803,393,396.79","806,209,427.82","843,818,100.43","869,202,106.23","927,031,781.57","943,377,188.87","979,425,993.87","976,597,395.93","1,069,997,516.20","1,078,217,014.00","1,098,826,678.78","1,152,250,432.35"
负债和所有者(或股东权益)合计,"339,479,701.33","397,997,705.39","490,479,091.48","517,803,623.60","803,393,396.79","806,209,427.82","843,818,100.43","869,202,106.23","927,031,781.57","943,377,188.87","979,425,993.87","976,597,395.93","1,069,997,516.20","1,078,217,014.00","1,098,826,678.78","1,152,250,432.35"
