科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
筹资活动现金流入小计,"259,232,195.48","247,401,791.31","142,404,720.49","497,678,880.60","533,210,117.60",,"164,445,585.40","269,688,916.46","368,014,264.83","70,463,652.39","228,553,179.00","444,362,237.83","551,713,406.20","115,282,140.37","823,014,876.74","1,088,767,288.78","1,208,686,255.55","132,436,786.17","239,264,227.28","403,439,050.04","651,605,836.97","130,275,213.80","415,389,511.09","533,402,416.86","698,000,000.00","52,000,000.00","220,918,760.00","920,918,760.00","1,431,518,760.00","160,000,000.00","431,750,000.00","1,599,582,836.00","1,616,899,282.00",,"439,500,000.00","799,500,000.00"
经营活动现金流出小计,"459,321,005.68","469,658,314.15","248,047,872.89","371,843,333.83","563,304,013.71","133,253,350.59","384,552,319.14","562,273,708.81","753,287,539.45","195,128,979.19","331,677,487.22","542,601,216.28","755,957,293.20","177,742,862.69","416,680,310.46","610,920,290.47","855,008,547.90","233,163,215.27","539,818,729.89","815,497,052.60","1,154,197,036.43","278,253,125.76","595,353,950.50","815,585,248.25","1,042,279,199.21","164,309,923.32","351,258,209.02","607,252,869.28","923,200,916.57","395,167,895.99","757,522,723.84","1,171,265,983.90","1,600,556,550.00","444,811,622.52","838,057,068.64","1,331,479,043.91"
偿还债务支付的现金,"211,640,598.25","233,662,572.11","135,300,000.00","204,300,000.00","363,000,000.00","15,000,000.00","45,000,000.00","127,800,000.00","153,800,000.00","10,000,000.00","127,800,000.00","299,000,000.00","391,500,000.00","110,500,000.00","298,200,000.00","773,700,000.00","804,400,000.00","237,500,000.00","237,500,000.00","337,500,000.00","445,500,000.00","140,000,000.00","220,000,000.00","435,000,000.00","657,000,000.00","160,000,000.00","283,000,000.00","433,000,000.00","660,748,718.16","158,000,000.00","497,000,000.00","667,000,000.00","1,417,000,000.00","123,000,000.00","123,000,000.00","438,250,000.00"
经营活动产生的现金流量净额,"20,150,409.13","28,184,503.19","29,199,937.13","12,979,938.07","15,730,640.06","-31,138,609.56","-120,237,055.26","-167,909,849.11","-152,638,603.93","-33,612,054.09","15,289,499.34","19,244,596.98","10,708,541.39","45,131,648.80","18,173,544.44","9,487,113.44","46,176,494.69","20,904,532.19","17,145,497.51","-14,056,894.44","-83,848,189.23","-52,651,612.23","-153,911,982.44","-95,233,139.42","22,122,069.48","49,909,643.41","60,857,161.83","28,498,112.53","244,632,330.08","-22,888,797.92","30,135,068.72","146,686,687.69","294,660,016.62","-37,858,137.69","-52,416,055.81","-123,030,389.13"
分配股利、利润或偿还利息支付的现金,"14,433,113.22","17,829,576.96","7,773,596.24","10,735,898.89","14,783,765.65","1,771,357.60","11,006,607.47","14,635,735.44","18,744,089.42","4,683,493.41","27,764,057.43","36,402,119.01","44,124,563.71","11,217,832.08","23,586,591.42","25,989,233.85","46,326,760.56","4,773,551.12","19,276,992.53","33,205,432.91","32,435,679.26","6,467,277.77","27,735,208.65","45,110,773.71","52,488,521.15","4,325,199.19","11,656,323.21","28,066,378.95","39,635,238.12","22,045,437.52","56,827,563.76","67,780,336.26","72,422,410.28","4,256,895.21","9,777,947.98","43,695,790.36"
收回投资收到的现金,"2,450,000.00","3,332,370.01",,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,,,"738,148.00",,,,,,"33,100,000.00","29,950,000.00","161,296,834.95",,,
支付其他与筹资活动有关的现金,"1,920,915.12","12,384,012.03","37,092,521.22","57,925,933.80","1,866,767.51","19,098,767.62","314,550.12","318,168.72","883,847.26","78,646.69","563,729.30","11,414,869.32","13,336,315.08","11,998,216.03","2,055,628.97","9,586,467.95","2,839,062.89","136,254.83","372,599.60","370,161.38","4,920,000.00","480,000.00","960,000.00","960,000.00","1,080,000.00",,,,"5,434,179.98",,,,"2,231,041.90",,,
取得投资收益收到的现金,"30,000.00","80,000.00","100,000.00","100,000.00","100,000.00",,"34,276.00","34,276.00","130,276.00",,"43,800.00","43,800.00","43,800.00",,,"146,000.00","146,000.00",,,"146,000.00","146,000.00",,"146,000.00","147,200.00","152,062.25",,,"146,000.00","512,831.13","607,712.11","849,243.31","1,256,879.85","1,936,659.73","202,178.77","1,053,378.00","1,591,647.12"
筹资活动现金流出小计,"227,994,626.59","263,876,161.10","180,166,117.46","272,961,832.69","379,650,533.16","35,870,125.22","56,321,157.59","142,753,904.16","173,427,936.68","14,762,140.10","156,127,786.73","346,816,988.33","448,960,878.79","133,716,048.11","323,842,220.39","809,275,701.80","853,565,823.45","242,409,805.95","257,149,592.13","371,075,594.29","482,855,679.26","146,947,277.77","248,695,208.65","481,070,773.71","710,568,521.15","164,325,199.19","294,656,323.21","461,066,378.95","705,818,136.26","180,045,437.52","553,827,563.76","734,780,336.26","1,491,653,452.18","127,256,895.21","132,777,947.98","481,945,790.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,"462,000.00","262,902.63","60,000.00","85,000.00","85,000.00",,"186,000.00","186,000.00","149,920.00","251,344.57","251,344.57","251,344.57","299,244.57",,"21,000.00","21,423.20","121,502.42","6,333.95","22,270.00","22,270.00","109,349.43",,"3,536.00","21,100.00","368,060.73","84,000.00","719,368.15","2,023,540.00","3,864,737.06",,"454,439.70","581,039.70","3,142,273.22","2,071,935.00","2,477,935.00","2,557,935.00"
筹资活动产生的现金流量净额,"31,237,568.89","-16,474,369.79","-37,761,396.97","224,717,047.91","153,559,584.44","-35,870,125.22","108,124,427.81","126,935,012.30","194,586,328.15","55,701,512.29","72,425,392.27","97,545,249.50","102,752,527.41","-18,433,907.74","499,172,656.35","279,491,586.98","355,120,432.10","-109,973,019.78","-17,885,364.85","32,363,455.75","168,750,157.71","-16,672,063.97","166,694,302.44","52,331,643.15","-12,568,521.15","-112,325,199.19","-73,737,563.21","459,852,381.05","725,700,623.74","-20,045,437.52","-122,077,563.76","864,802,499.74","125,245,829.82","-127,256,895.21","306,722,052.02","317,554,209.64"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,"1,339.77",,,,"22,548.60",,,,"27,202.89",,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,942,000.00","3,675,272.64","160,000.00","185,000.00","185,000.00","3,000,000.00","3,220,276.00","3,220,276.00","3,280,196.00","251,344.57","295,144.57","295,144.57","343,044.57",,"21,000.00","167,423.20","267,502.42","6,333.95","22,270.00","168,270.00","255,349.43",,"149,536.00","168,300.00","1,258,270.98","84,000.00","719,368.15","2,169,540.00","4,377,568.19","607,712.11","34,403,683.01","31,787,919.55","166,375,767.90","2,274,113.77","3,531,313.00","4,149,582.12"
五、现金及现金等价物净增加额,"24,057,524.89","-8,818,093.75","-8,556,941.46","236,375,666.94","165,923,143.91","-66,868,659.99","-27,590,182.61","-80,650,396.97","-20,522,017.51","-13,058,468.59","11,797,974.48","-28,268,216.42","-40,603,144.87","21,570,941.06","491,254,168.78","258,593,205.35","341,253,607.74","-140,470,600.17","-76,735,206.18","-98,952,500.22","-65,729,821.32","-89,797,832.42","-15,185,743.89","-180,022,428.38","-143,739,748.88","-75,228,362.27","-25,214,602.97","-54,841,715.90","142,342,286.15","-108,588,038.74","-92,370,622.38","913,623,391.21","357,981,188.96","-223,552,653.04","216,234,912.43","162,804,664.34"
购建固定资产、无形资产和其他长期资产支付的现金,"29,672,453.13","15,076,563.29","155,481.62","1,506,319.04","3,552,080.59","2,859,925.21","18,697,831.16","42,895,836.16","65,749,937.73","35,399,271.36","76,212,061.70","145,353,207.47","134,407,258.24","5,126,800.00","6,113,032.01","10,552,918.27","40,717,719.47","51,408,446.53","75,267,608.84","116,677,331.53","150,137,139.23","20,474,156.22","28,117,599.89","41,524,501.97","58,788,177.82","12,896,806.49","13,053,569.74","13,766,493.85","25,671,970.05","23,868,372.17","29,263,667.11","83,035,572.53","51,397,031.64","5,711,733.91","11,602,396.78","16,368,738.29"
期初现金及现金等价物余额,"13,108,946.32","37,166,471.21","28,348,377.46","28,348,377.46","28,348,377.46","194,271,521.37","194,271,521.37","194,271,521.37","194,271,521.37","173,749,503.86","173,749,503.86","173,749,503.86","173,749,503.86","133,146,358.99","133,146,358.99","133,146,358.99","133,146,358.99","475,383,955.09","474,399,966.73","474,399,966.73","474,399,966.73","408,670,145.41","408,670,145.41","408,670,145.41","408,670,145.41","264,930,396.53","264,930,396.53","264,930,396.53","264,930,396.53","407,272,682.68","407,272,682.68","407,272,682.68","407,272,682.68","765,253,871.64","765,253,871.64","765,253,871.64"
投资支付的现金,"600,000.00","9,126,936.50",,,,,,,,,,,"20,000,000.00",,"20,000,000.00","20,000,000.00","19,593,102.00",,"750,000.00","750,000.00","750,000.00",,,,,,,,"20,450,000.00","36,825,000.00",,"41,050,000.00","151,500,000.00","55,000,000.00","30,000,000.00","19,500,000.00"
期末现金及现金等价物余额,"37,166,471.21","28,348,377.46","19,791,436.00","264,724,044.40","194,271,521.37","127,402,861.38","166,681,338.76","113,621,124.40","173,749,503.86","160,691,035.27","185,547,478.34","145,481,287.44","133,146,358.99","154,717,300.05","624,400,527.77","391,739,564.34","474,399,966.73","334,913,354.92","397,664,760.55","375,447,466.51","408,670,145.41","318,872,312.99","393,484,401.52","228,647,717.03","264,930,396.53","189,702,034.26","239,715,793.56","210,088,680.63","407,272,682.68","298,684,643.94","314,902,060.30","1,320,896,073.89","765,253,871.64","541,701,218.60","981,488,784.07","928,058,535.98"
