科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"40,854,417.31","60,477,886.37","104,528,413.11","74,061,513.41","465,202,236.77","446,323,090.04","432,350,659.99","425,952,060.52","455,089,504.11","438,105,208.30","424,702,079.66","424,498,265.07","425,640,462.42","418,519,402.88","440,993,682.06","326,477,325.77","137,020,262.87","120,351,014.82","127,743,579.86","127,907,179.69","112,613,276.33","141,419,057.19","150,574,780.66","186,459,685.44","285,802,307.42","309,376,129.76","395,405,116.73","311,946,546.08","116,372,218.13","116,338,155.10","64,924,621.94","84,737,225.99"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,738,781.98","1,578,346.20","13,595,248.44","7,031,728.00","500,000.00",,"2,186,103.98","2,429,263.98","250,000.00",,"273,000.00","300,000.00","1,000,000.00","1,000,000.00","1,000,000.00","500,000.00","500,000.00","500,000.00","300,000.00",,"2,900,000.00","2,900,000.00","2,900,000.00","4,900,000.00","2,000,000.00","2,000,000.00",,,,,"15,333,739.40","28,704,822.51"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"60,487,885.43","50,789,392.71","44,448,374.86","67,925,572.84","89,131,354.20","63,025,744.40","44,102,206.43","45,378,020.97","57,095,941.54","50,861,486.89","51,881,449.70","53,318,052.48","50,859,505.89","56,107,442.52","53,764,828.85","51,162,576.86","59,522,684.37","55,189,240.20","61,120,087.74","64,022,037.46","61,092,344.30","65,970,160.60","79,050,673.64","84,144,447.62","82,365,978.57","89,957,130.46","109,206,907.73","115,350,705.35","94,190,824.47","96,798,924.84","90,677,711.34","69,659,101.51"
应付账款,"33,379,060.14","45,511,978.87","45,927,195.36","24,798,963.94","35,148,532.00","31,286,770.51","37,328,264.96","23,517,873.62","53,225,667.37","55,455,293.97","44,771,154.82","40,855,067.64","43,461,605.81","37,075,664.88","44,108,821.48","38,197,360.82","41,602,510.96","56,650,278.76","67,471,719.15","55,347,882.98","55,074,234.68","82,676,305.69","40,452,126.57","54,633,059.31","66,295,212.79","84,660,162.63","101,882,454.82","85,408,022.66","79,532,717.96",,"72,845,913.70",
预付款项,"1,168,403.22","311,913.31","785,295.24","1,352,432.18","2,904,512.40","657,536.05","233,452.70","2,472,474.92","207,445.00","887,528.74","192,223.20","234,810.80","196,180.56","975,447.38","72,600.00","135,500.00","986,044.61","813,593.70","184,871.47","726,177.60","1,481,243.50","1,415,371.61","162,258.56","2,500,371.61","1,971,649.02","1,757,868.48","247,470.84","4,084,389.12","3,898,898.02","2,321,046.46","232,994.41","2,118,687.07"
预收款项,"7,076,020.68","6,521,244.77","1,204,067.36","1,072,769.14","468,942.80","377,794.64","769,490.46","718,937.66","515,576.44","386,630.87","1,370,043.99","499,825.13","929,214.61","592,167.67","2,054,496.70","291,801.61","197,703.59","263,877.63","1,590,763.27","1,414,216.60","1,531,898.04","1,260,000.00","189,382.62","614,827.15","177,353.69","95,582.79","682,849.87","594,305.92","647,283.73","603,048.09","2,482,113.46","2,899,083.67"
