科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"13,586,453.33","31,308,344.83","37,564,392.11","22,538,344.37","34,440,485.47","47,091,500.36","13,198,985.65","24,166,678.45","33,860,560.91","43,101,470.78","10,356,134.06","22,060,222.48","45,217,307.32","70,886,270.67","16,278,000.56","34,497,231.52","61,924,748.88","110,535,596.45","23,524,146.48","57,729,116.70","99,114,859.68","179,874,945.10","26,723,984.18","59,490,907.90","85,180,129.53","137,012,203.85","17,536,885.07","40,137,395.24","62,714,336.05","93,083,667.63","10,854,913.81","30,009,505.43","61,710,650.90"
三、利润总额,"56,018,346.13","57,547,233.10","96,542,303.47","67,389,969.08","109,310,227.51","196,338,487.74","35,310,337.45","115,443,016.25","166,743,037.35","269,816,015.80","35,134,901.36","109,291,361.73","152,068,373.18","195,203,409.57","38,712,440.23","111,042,041.69","149,652,239.80","209,541,236.65","38,527,483.80","110,160,000.68","152,919,734.07","170,729,149.50","39,757,491.87","106,095,816.40","140,814,721.94","210,976,401.59","44,243,990.06","116,611,976.33","152,593,414.69","200,805,886.99","69,771,184.74","148,788,099.07","245,615,973.69"
资产减值损失,"1,088,355.98","2,757,323.43","5,969,747.03","417,966.97","425,466.97","7,475,310.41","5,928,101.29","13,855,844.54","14,019,635.04","20,433,524.10","1,494,166.40","13,623,847.19","17,011,793.99","40,307,518.65","3,670,276.50","14,304,584.42","19,092,474.86","68,938,327.81","3,046,893.69","19,939,892.09","19,855,095.63","85,780,593.65","-2,445,107.74","8,055,585.70","5,638,610.77","65,879,570.74","1,161,565.13","-5,440,299.69","-4,131,299.75","72,753,080.12","-191,749.50","7,572,955.24","49,161,244.91"
减:所得税,"18,980,162.30","10,846,545.92","15,280,160.22","11,360,991.00","18,055,094.71","34,944,554.90","6,516,146.97","25,266,197.97","38,567,647.84","57,467,255.77","6,183,037.49","16,311,668.54","23,742,497.13","33,833,019.56","6,233,891.92","16,918,432.53","20,620,338.59","44,021,890.74","5,539,797.21","14,905,737.05","22,488,107.21","32,765,756.78","6,505,343.45","14,280,997.88","21,899,768.37","34,241,156.99","10,536,499.26","24,051,959.95","32,151,636.67","55,044,136.81","21,830,191.92","37,669,763.96","69,398,740.72"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-51,037.44","57,427.22","2,003.75","-47,837.50"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"2,745,859.07",,"147,136.57",,"68,986.93","68,986.93",,,,,,,,,,,"203,725.80","203,725.80","-268,012.29","-438,023.44","-737,418.83","-759,935.94","-223,687.36","12,309,208.73","11,274,513.46","10,282,823.71","-1,128,660.26","-2,344,748.53","-4,090,778.75","-1,235,211.16","-1,683,459.25","-18,120.10","-2,349,554.91"
四、净利润,"37,038,183.83","46,700,687.18","81,262,143.25","56,028,978.08","91,255,132.80","161,393,932.84","28,794,190.48","90,176,818.28","128,175,389.51","212,348,760.03","28,951,863.87","92,979,693.19","128,325,876.05","161,370,390.01","32,478,548.31","94,123,609.16","129,031,901.21","165,519,345.91","32,987,686.59","95,254,263.63","130,431,626.86","137,963,392.72","33,252,148.42","91,814,818.52","118,914,953.57","176,735,244.60","33,707,490.80","92,560,016.38","120,441,778.02","145,761,750.18","47,940,992.82","111,118,335.11","176,217,232.97"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,"-963,661.74",,,,"-2,505,777.71",,,,"-1,415,168.96","-1,683,459.25","-18,120.10","-2,493,521.33"
归属于母公司所有者的净利润,"37,059,533.69","46,700,687.18","81,262,143.25","56,028,978.08","91,255,132.80","161,393,932.84","28,794,190.48","90,176,818.28","128,175,389.51","212,348,703.16","28,951,863.87","92,979,709.83","128,325,818.67","161,370,299.24","32,478,578.31","94,123,591.89","129,031,850.46","165,519,262.03","32,987,652.87","95,254,215.20","130,431,533.70","137,963,252.24","33,252,115.84","91,814,741.11","118,914,831.29","176,735,167.57","33,707,462.71","92,560,059.83","120,441,821.47","145,761,793.63","47,940,992.82","111,118,335.11","176,217,232.97"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-21,349.86",,,,,,,,,56.87,,-16.64,57.38,90.77,-30.00,17.27,50.75,83.88,33.72,48.43,93.16,140.48,32.58,77.41,122.28,77.03,28.09,-43.45,-43.45,-43.45,,,
