科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"310,870,515.86","751,928,802.19","1,071,348,810.97","1,421,161,288.25","476,925,328.44","888,206,141.51","1,269,219,773.55","1,649,652,862.83","277,572,558.07","511,722,748.75","911,108,062.46","1,033,844,562.40","165,682,095.17","310,247,780.87","517,090,674.74","706,697,067.21","267,278,941.83","765,973,318.45","1,179,710,971.87","1,478,107,301.99","197,127,769.26","643,425,980.84","1,026,149,042.65","1,616,743,785.48","296,604,419.70","702,533,243.77","1,011,779,957.39","1,339,921,372.47","168,219,787.89","474,317,418.82","716,317,026.24","1,041,976,440.22","210,864,795.95","426,380,211.19","638,294,618.44","1,000,263,991.25","287,803,693.72","580,861,938.45","759,077,986.43","999,607,733.37","243,900,484.63","533,667,220.53","716,111,491.07","971,382,528.20"
取得子公司及其他营业单位支付的现金净额,,,,,,,"976,951.37","976,951.37",,,,,,,,,,,,,,,,"5,400,596.37",,,,,,,,,,,,,,,,,,,,
收到的税费返还,"36,743,374.48","65,682,847.71","93,078,837.10","139,816,746.01","24,390,424.59","55,075,249.92","66,196,032.38","121,361,952.25","26,348,104.97","37,730,229.10","57,385,326.49","88,483,381.77","15,696,926.13","40,586,852.71","66,795,291.21","91,239,006.14","26,164,872.35","97,035,678.41","149,534,522.34","178,411,676.31","30,417,582.11","75,549,610.41","117,479,514.27","181,725,321.07","59,522,099.42","100,662,796.86","145,416,430.18","166,291,778.78","29,665,252.82","63,574,086.16","84,728,920.56","96,748,175.41","33,364,929.81","40,720,745.16","48,364,043.86","96,618,820.69","41,578,549.11","67,513,336.65","79,124,965.04","106,125,080.24","31,437,526.16","56,219,877.94","76,407,604.78","96,447,149.41"
支付其他与投资活动有关的现金,,,,,,,,,"67,182.00","67,182.00","67,182.00","67,182.00",,,,,,,,,,,,515.71,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"15,691,179.13","43,287,952.61","100,740,681.82","125,335,302.01","7,012,868.67","17,344,468.20","30,259,040.43","43,303,130.10","1,683,709.73","3,973,672.55","17,510,270.36","25,730,634.16","7,271,957.56","9,943,332.58","27,327,588.70","20,589,054.96","4,575,231.89","21,739,464.17","15,694,738.02","12,597,023.16","9,202,700.51","12,677,757.43","21,678,335.90","54,347,050.06","3,170,178.56","13,333,404.77","20,806,339.60","31,699,166.81","2,246,001.08","19,574,529.94","8,736,373.27","23,664,803.81","10,810,334.73","27,280,189.52","29,040,159.57","28,785,806.49","5,415,918.18","9,512,045.85","13,542,350.90","9,534,778.30","5,695,698.68","10,199,455.06","16,019,886.41","7,571,579.45"
投资活动现金流出小计,"31,484,217.28","83,193,114.29","161,152,632.96","177,491,223.78","18,340,631.61","45,075,097.95","71,641,228.35","80,898,013.81","7,439,630.73","34,010,339.24","91,519,166.88","99,146,827.07","2,591,875.98","5,642,021.40","24,802,172.16","31,505,924.71","4,962,066.54","6,732,244.00","13,895,950.91","20,188,159.01","1,125,379.39","2,158,416.41","8,759,015.77","19,532,038.78","23,667,146.08","56,115,169.23","101,516,324.04","131,196,994.42","14,195,241.60","29,679,415.70","64,429,037.79","85,744,970.38","40,758,984.81","48,463,280.25","56,706,074.50","65,533,224.91","2,919,727.03","8,709,147.45","18,250,786.76","27,621,892.16","4,559,717.62","14,082,315.70","36,460,663.09","57,315,384.10"
经营活动现金流入小计,"363,305,069.47","860,899,602.51","1,265,168,329.89","1,686,313,336.27","508,328,621.70","960,625,859.63","1,365,674,846.36","1,814,317,945.18","305,604,372.77","553,426,650.40","986,003,659.31","1,148,058,578.33","188,650,978.86","360,777,966.16","611,213,554.65","818,525,128.31","298,019,046.07","884,748,461.03","1,344,940,232.23","1,669,116,001.46","236,748,051.88","731,653,348.68","1,165,306,892.82","1,852,816,156.61","359,296,697.68","816,529,445.40","1,178,002,727.17","1,537,912,318.06","200,131,041.79","557,466,034.92","809,782,320.07","1,162,389,419.44","255,040,060.49","494,381,145.87","715,698,821.87","1,125,668,618.43","334,798,161.01","657,887,320.95","851,745,302.37","1,115,267,591.91","281,033,709.47","600,086,553.53","808,538,982.26","1,075,401,257.06"
投资活动产生的现金流量净额,"-31,484,217.28","-83,190,514.29","-161,149,532.96","-177,479,423.78","-18,340,631.61","-45,075,097.95","-70,795,213.04","-79,717,312.50","-7,439,630.73","-34,010,339.24","-91,388,749.28","-99,034,909.47","-2,591,875.98","-5,642,021.40","-24,737,542.78","-31,243,342.66","-4,794,137.79","-6,392,030.75","-13,341,880.97","-19,424,323.96","-915,614.28","-1,736,581.08","-8,307,180.44","-18,898,546.84","-23,667,146.08","-55,761,669.23","-101,143,885.09","-130,744,494.42","-14,195,241.60","-29,679,415.70","-64,427,537.79","-85,743,470.38","-40,758,984.81","-47,813,280.25","-55,477,874.50","-63,793,726.91","-2,919,727.03","-8,705,647.45","-18,247,286.76","13,032,255.65","-4,559,717.62","-14,061,515.70","-36,439,863.09","-79,457.41"
购买商品、接受劳务支付的现金,"206,593,379.38","251,407,976.95","812,344,584.02","1,711,787,705.02","251,544,408.17","298,763,362.92","420,066,171.32","800,909,035.65","57,268,110.31","75,074,515.36","320,663,344.69","709,232,236.90","190,959,353.74","256,981,585.05","509,800,415.84","1,173,730,127.85","24,492,903.38","54,090,292.65","450,725,981.73","1,260,819,865.99","23,741,402.76","41,298,301.54","514,554,228.42","1,662,903,972.75","67,161,056.62","78,241,935.13","315,290,904.86","1,020,280,911.01","14,863,387.35","46,572,271.02","237,327,387.02","630,630,286.37","19,946,934.95","25,322,842.75","132,267,569.66","744,773,086.96","45,031,221.16","55,991,572.65","242,498,539.83","700,287,868.87","18,874,911.55","30,322,048.73","252,126,196.22","779,567,508.72"
吸收投资收到的现金,,,,,,,"394,796,000.00","394,796,000.00",,,,,,"3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
