科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"33,107,328.91","60,109,024.04","58,680,161.08","37,485,806.38","526,725,622.41","460,608,481.93","397,744,236.15","345,774,998.76","228,907,655.21","224,048,573.47","233,630,559.16","249,801,397.65","171,310,552.94","258,560,722.06","527,215,147.52","381,636,777.55","269,007,059.60","234,697,317.22","211,107,439.72","306,960,789.65","248,637,332.60","444,231,778.47","382,121,887.48","418,718,978.98","444,182,372.45","530,461,222.92","467,214,839.72","544,468,330.72","494,569,050.69","522,979,720.92"
短期借款,"70,000,000.00","30,000,000.00","127,934,825.60","165,292,993.30","208,055,426.30","164,780,968.00","130,000,000.00","144,000,000.00","114,000,000.00","145,899,625.00","126,780,670.00","163,854,368.00","114,900,000.00","219,618,913.87","326,415,863.68","410,914,871.94","397,248,396.86","428,827,388.90","454,267,947.37","674,524,701.03","973,615,105.98","957,907,400.00","1,201,813,411.41","1,204,254,857.52","1,315,426,414.30","1,783,708,186.70","1,723,180,787.18","2,035,350,707.18","2,309,548,815.81","2,320,805,658.70"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,"6,087,908.39","23,749,905.23","14,859,630.41","24,197,155.29","7,784,522.14","31,702,634.11","35,535,827.86","57,676,306.76","37,211,000.71","87,376,126.72","82,518,166.90","113,220,554.99","48,896,945.72","121,278,182.56","156,139,201.22","207,039,583.13","82,209,153.61","146,280,116.04","146,070,934.33","118,646,630.20","209,678,152.54","71,434,448.64","576,058,817.34"
应付票据,,,"1,697,701.91",,,,,"18,763,278.39","5,700,480.03","11,527,478.29","9,868,153.61","23,894,607.45","25,382,511.55","138,982,948.50","108,907,202.56","133,593,977.21","128,749,807.81","253,221,524.68","283,466,964.57","328,993,472.11","342,524,181.37","429,894,875.92","507,640,671.79","593,196,239.08","739,246,357.79","423,435,321.63","572,057,140.66","550,181,506.41","399,957,989.57","518,408,859.11"
应收账款,"38,636,643.27","66,718,584.97","99,216,110.76","139,648,430.27","183,182,920.19","200,604,062.10","108,352,932.77","110,616,819.28","133,715,391.85","189,154,902.03","127,802,680.63","197,266,441.28","159,477,274.00","271,601,421.96","235,932,290.43","352,140,750.63","393,937,017.20","600,672,401.87","555,315,569.96","1,180,179,023.77","1,358,920,836.39","1,546,620,332.51","1,282,504,905.34","1,399,790,290.68","1,593,361,281.89","1,577,177,902.19","1,768,129,937.75","1,824,253,784.58","2,172,791,106.00","1,651,941,520.34"
应付账款,"33,028,468.50","40,773,506.67","82,796,669.91","106,623,050.29","134,931,701.59","172,030,100.40","109,245,877.47","111,749,412.60","119,293,479.43","132,286,068.85","142,610,336.01","142,998,875.37","132,082,381.91","284,185,860.85","296,511,892.66","331,486,966.26","426,919,069.89","485,955,501.01","536,910,753.79","1,048,793,332.16","1,187,068,727.02","1,232,986,499.02","1,069,449,289.15","1,190,552,281.13","1,386,277,855.94","1,656,249,562.65","1,501,482,713.70","1,530,221,538.88","1,726,114,636.90","1,522,374,163.53"
预付款项,"8,773,050.60","12,260,052.04","26,983,018.13","37,404,422.68","55,608,068.03","43,085,534.67","94,057,680.34","89,351,346.34","79,719,977.21","77,598,929.68","68,489,297.31","91,252,099.25","115,879,022.20","27,283,199.06","27,901,573.63","51,561,185.78","69,472,966.35","32,147,055.79","32,322,112.63","34,687,486.42","55,429,644.68","25,075,779.86","57,398,614.13","40,038,277.11","50,467,926.80","31,779,554.58","71,182,282.18","58,578,396.97","69,337,334.34","33,607,319.13"
预收款项,"296,180.54","159,663.43","150,826.98","1,703,889.08","2,062,977.01","5,384,219.85","5,153,244.36","5,977,910.87","2,948,261.17","6,701,418.46","4,015,392.30","748,679.80","2,265,643.67","2,981,892.40","4,765,009.07","6,153,469.61","6,773,658.32","2,321,231.74","2,764,338.35","6,549,479.51","12,023,341.58","6,293,230.18","4,969,665.78","7,605,648.68","5,712,071.98","3,049,899.38","4,047,926.10","15,866,273.69","11,593,217.38","2,986,337.90"
