科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"49,716,465.09","101,062,519.80","126,607,421.80","168,123,362.29","37,836,699.42","82,903,339.46","151,531,923.86","220,209,071.47","41,517,394.73","112,015,550.70","196,521,182.14","281,593,291.44","60,827,517.10","126,771,738.14","227,090,447.34","333,287,168.10","75,869,007.97","132,272,627.25","210,215,873.01","271,356,778.99","69,809,773.78","173,637,288.33","248,706,696.12","393,302,347.09","71,376,880.85","180,635,472.57","312,851,141.22","469,557,324.90","111,566,390.58","404,351,781.24","607,870,091.12","1,032,880,512.82","132,835,038.60","362,650,357.82","553,805,424.04"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"13,408,255.47",,,,,,"718,428.10","718,428.10","718,428.10",,"88,103,483.64","93,165,374.32","108,664,021.63",,"8,156,532.73","8,156,532.73","47,870,926.56",,,"144,489,155.20","100,000,000.00",,"38,500,000.00","38,800,000.00"
收到的税费返还,"3,050,401.72","6,212,212.20","5,735,213.66","9,347,356.17","5,230,056.09","8,744,521.65","11,960,697.48","26,406,812.48","7,062,559.33","9,072,250.88","9,968,831.38","24,018,413.74","7,338,956.22","17,976,901.76","24,402,466.80","35,952,926.52","8,112,599.31","16,663,655.53","20,848,751.20","25,318,566.64","3,314,355.90","11,293,978.84","17,203,846.11","22,226,424.04","2,654,271.21","7,789,620.04","15,025,721.35","27,857,533.81","2,539,721.49","6,950,148.07","11,088,895.00","19,369,787.27","4,726,443.56","6,959,668.70","15,499,094.65"
支付其他与投资活动有关的现金,,,,,,,,,,"7,000,000.00",,,,,,,,,,"580,000.00","652,111.00","652,111.00","1,702,111.00","2,250,000.00",,,,"4,537,500.00","170,000,000.00",,"10,661,840.00","884,343.19",,,"122,000,000.00"
收到其他与经营活动有关的现金,"20,880,886.24","14,092,853.40","10,286,118.82","17,946,141.99","5,558,194.97","9,354,951.01","17,654,140.23","24,510,813.49","15,301,882.06","23,722,328.72","38,763,918.39","71,959,825.30","38,108,967.02","48,804,977.84","61,436,124.79","79,658,431.31","12,676,439.58","24,090,571.20","49,313,886.05","69,778,463.18","41,196,966.09","88,582,370.32","102,712,185.51","79,809,207.86","16,448,566.45","53,068,163.13","77,280,152.64","141,215,935.27","17,791,711.28","37,467,109.21","58,482,444.12","163,015,582.29","24,026,226.41","110,605,286.65","152,146,813.04"
投资活动现金流出小计,"2,443,311.89","9,051,518.28","18,119,280.06","30,595,121.51","8,543,940.56","14,524,131.42","27,824,489.04","30,308,360.07","20,283,884.46","113,961,708.04","170,002,326.21","223,049,781.13","22,735,540.61","49,955,312.43","77,765,922.57","91,251,247.95","22,831,748.23","47,870,833.22","52,707,680.61","78,245,624.51","118,596,477.12","169,539,365.69","206,170,141.02","268,639,496.10","74,920,404.10","155,234,520.40","215,751,112.63","431,401,249.83","353,125,848.98","761,481,807.93","923,722,435.00","1,264,887,225.59","103,992,746.35","245,905,499.16","412,539,085.86"
经营活动现金流入小计,"73,647,753.05","121,367,585.40","142,628,754.28","195,416,860.45","48,624,950.48","101,002,812.12","181,146,761.57","271,126,697.44","63,881,836.12","144,810,130.30","245,253,931.91","377,571,530.48","106,275,440.34","193,553,617.74","312,929,038.93","448,898,525.93","96,658,046.86","173,026,853.98","280,378,510.26","366,453,808.81","114,321,095.77","273,513,637.49","368,622,727.74","495,337,978.99","90,479,718.51","241,493,255.74","405,157,015.21","638,630,793.98","131,897,823.35","448,769,038.52","677,441,430.24","1,215,265,882.38","161,587,708.57","480,215,313.17","721,451,331.73"
投资活动产生的现金流量净额,"-2,443,311.89","-9,050,818.28","-18,119,280.06","-30,595,121.51","-8,542,080.56","-14,522,271.42","-27,700,489.04","-30,060,410.07","-20,283,884.46","-113,961,708.04","-170,002,326.21","-223,000,761.13","-22,735,540.61","-46,842,398.97","-74,330,508.03","-87,728,490.79","-22,831,748.23","-47,734,564.36","-52,571,411.75","-78,234,359.81","-93,458,586.71","-106,040,535.54","-103,122,602.66","-119,533,215.29","-64,896,813.78","-55,780,058.57","-109,379,035.15","-146,742,719.26","-273,705,944.95","-420,635,006.64","-497,086,183.90","-717,380,545.44","-32,165,825.45","-171,910,254.15","-192,268,191.48"
购买商品、接受劳务支付的现金,"54,977,489.87","80,949,901.47","89,732,804.63","116,246,915.43","29,592,612.74","73,858,122.56","109,091,120.21","156,764,806.17","62,430,700.73","131,506,826.97","220,809,147.12","326,639,634.48","73,027,873.59","78,684,495.77","101,484,579.67","204,518,265.16","55,747,717.33","82,896,821.57","145,112,088.39","161,591,681.45","43,728,444.28","76,635,274.69","93,143,647.97","198,039,392.68","51,970,560.78","86,270,021.94","151,445,821.79","238,880,373.32","95,705,162.06","175,208,592.50","277,590,579.42","482,617,600.37","67,467,661.64","124,082,928.27","304,946,426.30"
吸收投资收到的现金,"19,000,000.00",,"76,500,000.00","76,500,000.00","971,510,400.00","971,510,400.00","971,510,400.00","1,040,074,360.00",,,"3,000,000.00","6,000,000.00",,,,,"2,250,000.00","2,525,000.00","2,525,000.00","2,295,000.00",,,"6,000,000.00","6,300,000.00","1,700,000.00","4,200,000.00","15,900,000.00","393,868,957.12","252,000.00","16,810,000.00","23,310,000.00","37,410,000.00","60,000.00","1,810,000.00","5,260,000.00"
