科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"6,262,534.46","11,198,875.37","12,989,002.20","18,614,749.04","6,551,265.64","13,183,943.49","20,422,217.03","32,038,956.95","10,936,983.57","20,621,062.72","34,553,859.40","55,189,635.16","20,487,729.20","37,479,300.91","55,053,534.99","66,039,989.99","21,199,215.19","39,590,539.40","58,501,103.73","77,652,674.94","25,083,243.80","49,425,461.32","74,284,488.87","99,062,134.16","27,880,304.79","58,660,849.78","88,968,963.76","120,998,449.78","33,919,865.06","67,076,217.07","104,339,351.44","150,027,136.85","46,666,730.45","89,291,297.63","139,710,718.46"
取得借款收到的现金,"3,000,000.00","13,000,000.00","17,000,000.00","25,350,000.00",,,,,,,,"60,000,000.00",,"20,000,000.00","29,000,000.00","29,000,000.00","12,000,000.00","72,500,000.00","96,000,000.00","106,000,000.00",,"18,500,000.00","24,000,000.00","81,880,000.00","3,000,000.00","3,000,000.00","75,950,000.00","159,250,000.00","32,880,000.00","86,880,000.00","394,380,000.00","658,480,000.00","121,700,000.00","179,850,250.00","478,155,489.43"
支付的各项税费,"7,793,216.23","13,575,098.81","20,276,969.77","26,776,831.48","12,097,994.84","20,211,067.85","30,927,936.64","45,150,250.87","12,353,136.30","27,503,811.83","42,624,548.98","61,320,225.31","24,953,220.83","39,678,637.30","52,417,232.16","66,147,520.86","22,660,003.34","40,802,278.00","50,897,881.28","62,626,200.01","20,800,518.20","39,413,272.60","53,754,916.06","65,967,498.40","19,892,192.30","36,226,058.43","49,896,855.46","63,612,453.37","21,564,228.36","51,726,339.63","77,117,224.71","138,088,727.26","30,299,258.71","64,981,509.39","97,015,810.59"
收到其他与筹资活动有关的现金,"3,714,238.14","29,260,224.25","637,856.93","637,856.93",,,,,,,,,,,,,,,,"1,200,383.83",,,,"50,534,185.54",,"17,590,000.00","17,590,000.00","132,638,100.00","16,025,844.92","87,201,309.73","110,203,681.39","139,564,240.00","832,540.00","11,811,480.00","13,331,460.00"
支付其他与经营活动有关的现金,"18,924,417.63","36,320,743.82","22,575,343.99","37,800,452.78","18,806,018.70","34,757,403.64","68,679,994.96","70,994,097.07","21,993,702.92","61,358,032.00","73,509,729.50","88,654,236.78","21,360,938.33","65,739,253.18","93,765,400.97","78,872,202.39","23,413,533.07","46,888,821.83","85,069,457.94","92,352,011.52","16,695,295.07","80,263,069.28","124,342,880.95","126,389,841.89","35,972,621.40","74,793,573.15","119,923,005.81","239,131,386.20","46,238,522.01","100,602,767.74","149,315,887.78","285,187,616.08","70,824,039.02","183,716,415.31","210,723,986.09"
筹资活动现金流入小计,"25,714,238.14","42,260,224.25","94,137,856.93","102,487,856.93","971,510,400.00","971,510,400.00","971,510,400.00","1,040,074,360.00",,,"3,000,000.00","66,000,000.00",,"20,000,000.00","29,000,000.00","29,000,000.00","14,250,000.00","75,025,000.00","98,525,000.00","109,495,383.83",,"18,500,000.00","30,000,000.00","138,714,185.54","4,700,000.00","24,790,000.00","109,440,000.00","685,757,057.12","49,157,844.92","190,891,309.73","527,893,681.39","835,454,240.00","122,592,540.00","193,471,730.00","496,746,949.43"
经营活动现金流出小计,"87,957,658.19","142,044,619.47","145,574,120.59","199,438,948.73","67,047,891.92","142,010,537.54","229,121,268.84","304,948,111.06","107,714,523.52","240,989,733.52","371,497,285.00","531,803,731.73","139,829,761.95","221,581,687.16","302,720,747.79","415,577,978.40","123,020,468.93","210,178,460.80","339,580,531.34","394,222,567.92","106,307,501.35","245,737,077.89","345,525,933.85","489,458,867.13","135,715,679.27","255,950,503.30","410,234,646.82","662,622,662.67","197,427,777.49","394,613,916.94","608,363,043.35","1,055,921,080.56","215,257,689.82","462,072,150.60","752,396,941.44"
偿还债务支付的现金,,"3,000,000.00","13,000,000.00","13,000,000.00","25,350,000.00","25,350,000.00","25,350,000.00","25,350,000.00",,,,,,,"40,000,000.00","60,000,000.00",,"20,000,000.00","43,000,000.00","46,000,000.00","24,041,400.00","70,541,400.00","90,541,400.00","115,880,000.00","10,000,000.00","47,500,000.00","71,500,000.00","111,760,000.00","4,880,000.00","4,880,000.00","150,330,000.00","218,130,000.00","105,794,250.00","158,967,464.25","308,844,250.00"
经营活动产生的现金流量净额,"-14,309,905.14","-20,677,034.07","-2,945,366.31","-4,022,088.28","-18,422,941.44","-41,007,725.42","-47,974,507.27","-33,821,413.62","-43,832,687.40","-96,179,603.22","-126,243,353.09","-154,232,201.25","-33,554,321.61","-28,028,069.42","10,208,291.14","33,320,547.53","-26,362,422.07","-37,151,606.82","-59,202,021.08","-27,768,759.11","8,013,594.42","27,776,559.60","23,096,793.89","5,879,111.86","-45,235,960.76","-14,457,247.56","-5,077,631.61","-23,991,868.69","-65,529,954.14","54,155,121.58","69,078,386.89","159,344,801.82","-53,669,981.25","18,143,162.57","-30,945,609.71"
分配股利、利润或偿还利息支付的现金,"1,458.00","406,569.50","586,950.00","783,581.00","320,183.00","23,851,911.56","23,851,911.56","23,843,408.20","29,372,619.91","29,372,619.91","29,372,619.91","31,422,000.00","994,933.33","50,487,670.00","51,656,428.33","52,284,634.99","883,448.17","52,613,065.71","53,892,919.05","54,631,041.39","1,376,379.98","18,128,542.37","18,811,584.03","21,324,620.83","1,404,304.69","19,624,285.31","20,691,912.95","22,591,036.63","1,835,759.02","20,949,173.90","29,236,783.86","41,930,140.77","10,922,337.90","42,593,427.97","71,915,601.71"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"25,000,000.00","63,000,000.00","102,302,381.94","137,000,000.00","10,000,000.00","80,000,000.00","80,000,000.00","255,830,411.59","63,000,000.00","333,000,000.00","418,491,000.00","541,491,000.00","70,000,000.00","72,310,100.00","89,605,000.00"
支付其他与筹资活动有关的现金,"10,699,067.01","8,337,538.47","34,860,000.00","35,026,560.00","80,500.00","80,500.00","80,500.00","6,946,205.99",,,,,"51,452,220.00","51,920,557.23","51,920,557.23","51,920,557.23","187,380.00","1,519,606.28","1,791,403.81","5,365,368.23",,,,"38,626,121.09",,"450,000.00","450,000.00","40,826,361.09","19,890,003.66","50,664,314.92","104,038,248.48","161,479,924.74","16,277,819.13","35,871,046.26","63,514,718.96"
取得投资收益收到的现金,,,,,,,,,,,,,,"3,100,974.17","3,100,974.17","3,100,974.17",,,,,"137,890.41","291,830.15","538,156.42","1,144,956.15","21,759.32","791,839.45","1,516,770.96","2,522,026.95","6,409,687.21","7,447,084.47","7,745,534.28","1,858,076.54","27,462.02","30,043.97","1,565,693.34"
筹资活动现金流出小计,"10,700,525.01","11,744,107.97","48,446,950.00","48,810,141.00","25,750,683.00","49,282,411.56","49,282,411.56","56,139,614.19","29,372,619.91","29,372,619.91","29,372,619.91","31,422,000.00","52,447,153.33","102,408,227.23","143,576,985.56","164,205,192.22","1,070,828.17","74,132,671.99","98,684,322.86","105,996,409.62","25,417,779.98","88,669,942.37","109,352,984.03","175,830,741.92","11,404,304.69","67,574,285.31","92,641,912.95","175,177,397.72","26,605,762.68","76,493,488.82","283,605,032.34","421,540,065.51","132,994,407.03","237,431,938.48","444,274,570.67"
处置固定资产、无形资产和其他长期资产收回的现金净额,,700.00,,,"1,860.00","1,860.00","124,000.00","247,950.00",,,,"49,020.00",,"11,939.29","334,440.37","421,782.99",,"136,268.86","136,268.86","11,264.70",,"207,000.00","207,000.00","961,324.66","1,831.00","288,831.00","441,515.14","443,290.59","10,216.82","39,716.82","39,716.82","130,103.61","159,000.00","155,101.04","600,201.04"
筹资活动产生的现金流量净额,"15,013,713.13","30,516,116.28","45,690,906.93","53,677,715.93","945,759,717.00","922,227,988.44","922,227,988.44","983,934,745.81","-29,372,619.91","-29,372,619.91","-26,372,619.91","34,578,000.00","-52,447,153.33","-82,408,227.23","-114,576,985.56","-135,205,192.22","13,179,171.83","892,328.01","-159,322.86","3,498,974.21","-25,417,779.98","-70,169,942.37","-79,352,984.03","-37,116,556.38","-6,704,304.69","-42,784,285.31","16,798,087.05","510,579,659.40","22,552,082.24","114,397,820.91","244,288,649.05","413,914,174.49","-10,401,867.03","-43,960,208.48","52,472,378.76"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"18,373,791.38","24,413,791.38","25,862,801.44",,"360,000.00","360,000.00",,"1,640,458.88","1,500,000.00","1,500,000.00"
四、汇率变动对现金的影响,,"139,959.49","-3,899.22","-3,935.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,755.22",,"82,260.42","149,733.77"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00",,,,,"10,000,000.00",,,"4,027,500.00",,,"127,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,700.00,,,"1,860.00","1,860.00","124,000.00","247,950.00",,,,"49,020.00",,"3,112,913.46","3,435,414.54","3,522,757.16",,"136,268.86","136,268.86","11,264.70","25,137,890.41","63,498,830.15","103,047,538.36","149,106,280.81","10,023,590.32","99,454,461.83","106,372,077.48","284,658,530.57","79,419,904.03","340,846,801.29","426,636,251.10","547,506,680.15","71,826,920.90","73,995,245.01","220,270,894.38"
五、现金及现金等价物净增加额,"-1,739,503.90","928,223.42","24,622,361.34","19,056,570.52","918,794,695.00","866,697,991.60","846,552,992.13","920,052,922.12","-93,489,191.77","-239,513,931.17","-322,618,299.21","-342,654,962.38","-108,737,015.55","-157,278,695.62","-178,699,202.45","-189,613,135.48","-36,014,998.47","-83,993,843.17","-111,932,755.69","-102,504,144.71","-110,862,772.27","-148,433,918.31","-159,378,792.80","-150,770,659.81","-116,837,079.23","-113,021,591.44","-97,658,579.71","339,845,071.45","-316,683,816.85","-252,082,064.15","-183,719,147.96","-144,054,813.91","-96,237,673.73","-197,645,039.64","-170,591,688.66"
购建固定资产、无形资产和其他长期资产支付的现金,"2,443,311.89","851,518.28","18,119,280.06","30,595,121.51","8,543,940.56","14,524,131.42","27,824,489.04","30,308,360.07","20,283,884.46","46,891,708.04","95,932,326.21","149,571,525.66","22,735,540.61","49,955,312.43","77,765,922.57","91,251,247.95","22,831,748.23","47,152,405.12","51,489,252.51","67,172,196.41","1,664,366.12","3,783,771.05","7,302,655.70","27,725,474.47","2,920,404.10","5,077,987.67","65,594,579.90","154,992,823.27","80,125,848.98","323,992,652.73","407,351,835.00","629,911,882.40","33,992,746.35","155,905,499.16","159,779,085.86"
期初现金及现金等价物余额,"4,016,859.93","2,277,356.03","3,205,579.45","3,205,579.45","22,262,149.97","22,262,149.97","22,262,149.97","22,262,149.97","942,315,072.09","942,315,072.09","942,906,816.62","942,315,072.09","599,660,109.71","599,660,109.71","599,660,109.71","599,660,109.71","410,046,974.23","410,046,974.23","410,046,974.23","410,046,974.23","308,719,345.88","307,542,829.52","307,542,829.52","307,542,829.52","156,772,169.71","156,772,169.71","156,772,169.71","156,772,169.71","496,617,241.16","496,617,241.16","496,617,241.16","496,617,241.16","352,562,427.25","352,562,427.25","352,562,427.25"
投资支付的现金,,"8,200,000.00",,,,,,,,"60,070,000.00","74,070,000.00","60,070,000.00",,,,,,,"500,000.00","9,775,000.00","116,280,000.00","77,000,000.00","104,000,000.00","130,000,000.00","72,000,000.00","142,000,000.00","142,000,000.00","224,000,000.00","103,000,000.00","437,489,155.20","361,219,604.80","534,091,000.00","70,000,000.00","51,500,000.00","91,960,000.00"
期末现金及现金等价物余额,"2,277,356.03","3,205,579.45","27,827,940.79","22,262,149.97","941,056,844.97","888,960,141.57","868,815,142.10","942,315,072.09","848,825,880.32","702,801,140.92","620,288,517.41","599,660,109.71","490,923,094.16","442,381,414.09","420,960,907.26","410,046,974.23","374,031,975.76","326,053,131.06","298,114,218.54","307,542,829.52","197,856,573.61","159,108,911.21","148,164,036.72","156,772,169.71","39,935,090.48","43,750,578.27","59,113,590.00","496,617,241.16","179,933,424.31","244,535,177.01","312,898,093.20","352,562,427.25","256,324,753.52","154,917,387.61","181,970,738.59"
