科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"21,527,276.69","36,088,201.18","45,179,455.93","44,838,475.56","23,773,080.81","61,583,585.69","152,903,964.79","97,343,131.71","141,841,693.24","130,350,895.65","103,490,180.70","134,743,338.05","59,510,202.30","68,733,850.37","105,621,969.88","110,407,867.18","83,706,568.62","122,813,764.75","84,474,417.71","90,906,986.37","87,664,072.90","68,850,504.11","55,046,666.37","112,122,885.61","116,448,975.98","194,286,562.53","155,908,968.59","105,164,480.64","114,657,386.62","108,297,528.86","150,976,362.55","276,944,421.21","720,886,416.42","833,424,687.70","937,405,251.39"
短期借款,"18,749,397.74","35,000,000.00",,"104,650,000.00","103,120,000.00","73,547,240.00","32,731,918.60","51,491,984.01","111,901,984.01","130,000,000.00","115,000,000.00","155,000,000.00","125,000,000.00","216,800,000.00","301,800,000.00","340,247,418.58","335,247,418.58","278,447,178.58","325,999,760.00","401,076,820.48","440,679,018.69","456,713,432.08","446,713,432.08","491,934,454.23","464,334,454.23","489,634,454.23","514,190,943.44","568,290,457.45","507,095,301.21","337,147,458.49","314,291,486.63","429,562,814.53","474,882,127.22","461,519,291.08","521,115,547.21"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,600,000.00",,,,,,,,,"1,500,000.00","266,586.09",,,,,,,,,"2,023,938.30",,"1,376,251.45","2,343,231.90","1,500,000.00","5,200,000.00","4,687,353.09","3,000,000.00","5,246,129.76","6,100,000.00","4,000,000.00","3,810,565.65","4,000,000.00","3,500,000.00","3,000,000.00","6,600,000.00"
应付票据,"7,000,000.00",,,,,,,,,,,,,,,"83,649,366.07","30,697,377.58","89,734,041.69","98,278,638.93","74,107,309.32","99,653,286.47","106,444,028.34","120,288,886.09","161,342,239.11","223,113,586.19","249,814,659.10","131,804,165.25","61,985,924.74","105,619,851.85","125,730,243.62","109,679,029.81","83,928,564.30","100,294,407.59","125,051,425.37","116,777,767.53"
应收账款,"43,481,109.58","48,838,183.00","54,534,440.36","68,421,404.46","111,012,245.29","86,361,198.86","136,312,362.57","122,062,986.51","161,627,834.79","131,693,697.50","160,599,332.96","144,643,430.31","163,959,221.27","201,032,735.74","225,759,482.84","266,274,715.64","304,094,540.78","285,645,469.83","279,302,810.82","295,536,813.61","349,090,889.96","324,871,154.22","341,643,811.38","353,659,113.79","341,816,352.78","357,261,755.30","312,299,879.36","284,983,738.19","313,921,252.60","339,326,469.24","315,745,454.66","329,707,073.39","333,002,518.03","362,107,513.53","360,980,740.94"
应付账款,"54,958,585.42","26,096,333.15","50,017,306.63","58,423,008.42","98,741,548.00","86,212,454.04","160,702,763.90","171,550,514.95","195,391,131.01","119,532,420.61","135,765,041.24","128,759,226.67","162,070,769.55","187,197,441.67","219,099,490.79","277,638,747.21","356,765,892.84","321,724,633.29","327,166,702.88","360,177,893.33","351,242,567.69","316,136,942.08","337,747,491.33","439,996,692.04","464,385,511.01","338,459,907.20","312,712,049.00","243,034,289.33","298,897,962.80","346,420,000.04","377,244,513.74","337,829,023.10","338,334,262.76","344,790,670.28","285,495,866.78"
预付款项,"13,022,074.22","5,926,124.28","13,435,963.11","6,101,823.97","37,804,415.12","51,489,770.56","109,459,991.15","196,938,379.65","189,313,553.00","55,029,748.96","33,260,165.95","55,752,969.73","74,857,003.46","97,983,747.73","125,040,704.16","185,494,899.62","140,779,161.32","98,936,921.67","106,924,962.79","102,050,822.58","119,191,864.06","15,209,859.94","13,612,107.63","9,169,260.07","12,635,584.38","10,538,483.40","9,055,006.68","6,606,324.27","9,932,721.09","12,333,161.57","8,041,149.50","18,416,439.14","40,023,632.47","40,485,160.39","43,246,308.00"
预收款项,"1,851,510.85","2,488,698.08","2,188,858.04","1,716,756.53","1,462,362.18","2,038,386.14","2,016,539.64","2,171,639.42","3,030,099.71","1,974,574.24","3,547,381.20","522,683.03","648,508.38","403,042.37","404,422.52","537,953.87","403,682.18","309,482.04","2,605,581.34","2,749,915.71","3,784,133.87","4,521,818.73","8,425,073.64","4,461,448.86","4,558,140.60","909,144.20","1,154,809.90","1,161,043.73","1,094,058.62","652,196.57","1,167,099.20","10,621,634.94","2,378,533.72","4,732,820.60","34,145,551.63"
