科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"1,188,350,624.44","178,926,233.75","181,867,537.29","249,896,699.66","289,927,309.61","309,839,645.78","366,573,734.44","641,132,587.63","797,754,484.59","835,045,931.35","895,543,743.11","1,232,289,020.31","1,188,855,408.10","1,620,523,482.37","1,643,538,582.10","1,960,628,886.89","2,089,913,766.37","1,766,049,970.63","1,972,494,633.96","3,495,622,072.21","3,364,018,865.68","2,031,507,287.82","1,887,247,197.41","930,605,474.37","1,630,371,355.33","1,623,865,813.24","1,445,750,227.44","1,434,743,501.03","1,160,969,096.90","1,010,487,728.86","1,288,125,663.50","1,130,020,374.46","883,438,833.90","1,475,454,578.75","2,002,265,882.38","1,903,894,866.77","2,660,872,684.24","2,185,741,436.23","2,468,560,072.00","2,845,379,346.38","2,542,830,865.42","2,991,552,145.32","2,751,872,226.18","2,566,293,338.96"
短期借款,"1,650,000,000.00","390,000,000.00","290,000,000.00","160,000,000.00",,"200,000,000.00",,,,,,,,,,,,,,"950,000,000.00","1,035,000,000.00",,,"400,000,000.00","900,000,000.00","920,000,000.00","924,000,000.00","1,170,000,000.00","1,160,000,000.00","810,000,000.00","1,026,000,000.00","651,900,000.00","641,900,000.00","591,900,000.00","521,130,000.00","310,000,000.00","960,000,000.00","1,050,000,000.00","1,560,144,800.00","1,654,527,500.00","1,617,244,750.00","1,616,308,000.00","789,413,650.00","2,348,739,400.00"
交易性金融资产,"22,882,450.88","13,490,250.70","3,639,071.40","9,337,906.32","23,545,223.93","18,403,068.28","16,208,895.84","13,931,412.75","10,444,930.79","8,081,565.90","25,102,082.86","17,148,689.83","19,780,966.10","17,435,902.27","22,069,470.29","30,690,147.67","30,916,279.71","29,815,695.03","24,959,019.35","21,020,066.40","23,322,510.08","17,779,496.74","12,278,696.58","2,058,000.00","6,145,442.80","5,297,500.00","9,344,878.25","9,584,043.75","8,174,810.25","57,137,517.56","25,037,641.25","126,945,297.23","164,432,274.67","82,389,600.56","131,500,763.82","226,889,482.94","300,165,399.16","311,683,005.00","261,869,732.45","306,612,477.19","494,483,690.08","477,308,891.71","549,127,818.45","230,348,520.01"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,316,660.00","14,157,140.35","3,338,905.00","8,675,978.52","5,033,698.39"
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000.00","60,900,000.00","700,000.00","2,460,018.73","442,130.00","31,442,130.00","32,200,000.00","3,000,000.00","1,000,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,"50,000,000.00",,,,"5,720,675.21",,,,,,,,,,,"30,000,000.00","131,940,000.00","251,885,594.28","258,540,000.00","168,540,000.00","100,000,000.00","100,000,000.00","87,406,900.00","87,406,900.00",
应收账款,"111,391,322.06","121,922,375.02","120,992,140.87","114,976,911.45","171,988,575.52","101,666,352.57","98,942,386.52","88,286,153.13","128,150,827.21","104,944,824.49","114,159,861.37","114,461,647.22","252,295,137.93","70,534,080.48","71,026,333.24","38,272,183.35","66,308,888.66","27,820,638.92","82,461,262.76","186,506,327.41","350,268,581.28","205,616,338.34","237,478,778.86","95,992,449.11","153,666,092.16","74,203,550.44","76,273,271.93","111,322,171.90","104,789,250.91","72,394,200.10","218,781,093.54","271,972,835.26","309,019,713.80","266,686,403.29","327,505,923.54","268,136,641.02","295,969,897.53","322,278,308.88","350,927,930.21","397,780,816.41","363,807,042.47","376,947,535.71","387,333,433.48","434,761,780.21"
应付账款,"24,784,506.54","23,902,016.03","28,463,197.86","55,833,560.61","33,532,553.32","26,300,348.74","37,105,670.05","89,920,896.78","45,045,556.25","36,559,119.13","38,109,669.71","68,237,356.88","44,994,340.20","36,547,118.42","39,130,573.22","88,089,979.65","49,107,413.94","38,737,488.20","57,146,980.71","104,895,166.53","67,127,006.34","60,862,571.41","316,074,761.68","484,715,411.69","370,492,529.04","297,354,716.88","196,735,175.93","287,102,817.83","160,591,472.05","206,452,593.52","272,331,653.45","188,315,151.58","170,131,745.68","176,373,628.71","210,221,459.41","179,605,319.54","117,724,827.22","118,069,554.29","120,380,194.53","264,907,551.09","215,180,080.99","321,914,403.42","317,880,360.16","251,911,991.74"
预付款项,"15,880,910.21","27,750,576.33","28,499,721.53","15,805,464.50","30,963,593.79","33,672,565.40","47,406,683.09","32,460,987.94","52,581,185.61","60,382,663.88","63,532,924.47","6,841,905.58","14,918,201.28","29,187,859.50","76,456,201.72","40,490,194.45","51,188,735.16","89,163,473.95","77,570,981.22","77,172,210.76","66,194,040.06","77,088,785.86","135,680,742.53","507,103,278.17","395,133,756.92","370,778,872.36","799,723,309.85","26,250,273.49","59,397,320.86","64,362,679.31","136,841,915.30","236,189,074.80","230,656,292.67","267,084,127.13","267,464,068.79","108,501,653.78","459,168,806.21","1,043,781,335.69","353,008,001.07","103,461,845.96","495,902,927.84","359,595,492.18","697,396,731.13","46,668,012.09"
预收款项,,,"25,591,005.26","409,136.84","89,150.52","45,724.20","229,688.40","71,908,611.18","71,930,031.55","71,930,031.55","90,482,410.96","405,351.09","2,510,691.80","2,791,814.80","2,719,314.80","7,108,955.47","3,363,982.14","7,589,201.79","6,159,205.60","7,742,892.31","5,905,663.75","3,792,624.40","3,778,827.05","1,298,460.49","1,440,441.57","31,117,472.64","29,158,963.09","1,038,780.48","2,125,977.57","2,883,906.49","17,704,402.40","5,062,275.63","43,568,597.92","46,050,633.17","53,237,097.31","14,848,517.28","42,427,250.30","88,690,562.36","113,193,434.79","83,372,800.76","171,940,758.83","73,364,200.92","83,824,838.05","39,963,450.97"
其他应收款,"11,469,164.07","13,669,391.28","22,603,303.33","8,647,238.83","13,362,896.64","13,202,127.60","19,588,642.38","18,107,674.80","16,922,720.15","28,477,281.10","53,857,150.71","26,755,443.99","122,504,168.25","131,224,864.23","123,702,204.87","39,321,748.73","135,146,700.78","116,293,205.00","73,031,578.19","20,880,539.82","29,599,911.96","43,659,050.92","45,062,237.71","43,113,775.00","50,880,746.44","76,185,533.87","98,757,539.33","143,230,276.52","136,448,766.31","144,189,071.22","119,164,909.28","201,601,452.67","411,717,798.70","365,451,175.16","466,910,383.21","564,613,529.28","611,571,349.87","595,828,117.47","1,065,286,020.59","685,967,986.29","681,530,291.89","590,890,556.20","446,391,631.84","392,761,438.85"
应付职工薪酬,"2,528,328.89","2,715,282.29","2,065,795.45","4,327,953.83","2,285,470.52","2,559,785.04","2,619,238.81","2,504,117.65","3,122,653.82","3,090,880.11","2,953,940.56","3,136,799.11","3,592,854.73","4,636,362.62","3,751,757.18","2,649,082.13","4,148,082.95","4,146,290.64","4,366,869.99","4,034,904.18","5,245,800.01","5,585,268.66","4,571,977.03","5,324,034.79","5,962,586.40","5,859,747.58","6,525,957.37","12,852,428.35","12,378,867.44","14,699,894.25","17,030,897.65","40,943,168.27","34,280,866.83","34,107,382.18","35,859,427.14","41,147,669.44","36,558,521.45","41,107,216.15","42,757,752.46","64,728,413.06","43,139,646.73","41,599,448.81","41,580,102.17","151,386,335.98"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"78,828,281.33","143,996,982.60","145,488,801.92","233,516,032.96","221,487,881.61","131,683,705.60","171,390,724.87","200,721,441.38","160,733,482.88","137,220,605.16","162,359,345.59","211,022,123.69","157,205,757.30","197,117,451.58","127,978,796.99","186,541,153.92","161,095,997.23","97,471,700.73","171,611,390.70","214,854,158.81","143,527,290.89","113,214,741.72","104,539,160.91","146,268,924.01","136,401,375.59","88,827,487.50","96,685,473.10","92,603,251.90","84,028,473.52","66,125,756.82","51,416,429.36","54,024,250.37","47,041,843.26","63,500,749.54","61,491,797.13","126,471,404.01","135,338,599.17","88,511,276.59","102,017,068.70","111,299,390.26","100,692,714.88","105,475,481.37","97,392,887.68","92,905,470.31"
应收利息,,,,,,,,,,"715,050.00","1,693,800.00","2,672,550.00","3,646,800.00","1,818,550.00","2,796,549.00","3,774,548.00","4,752,547.00","1,028,750.00","2,771,833.33","4,473,430.55","6,229,484.71","1,226,222.23","2,448,666.67","4,134,888.90","5,907,546.43","582,000.00","2,078,000.00","6,069,921.24","8,533,259.13","10,233,841.13","11,722,561.56","10,790,151.05","7,363,839.60","2,090,921.80","3,576,998.35","13,770,885.00","21,677,418.49","31,010,795.96","40,287,031.26","13,006,029.92","20,498,511.51","12,343,510.32","9,442,466.13","7,986,174.77"
应付利息,"21,890,555.55","32,835,833.33",,"11,065,555.56","22,010,833.34","32,956,111.12",,"11,065,555.56","22,010,833.34","32,956,111.12",,"11,065,555.56","22,010,833.34","32,956,111.12",,"11,065,555.56","22,015,077.78","32,956,111.12",,"12,074,155.56","23,049,694.45","32,956,111.12",,"16,363,256.48","43,284,550.24","73,271,106.56","39,233,315.08","25,647,927.82","38,223,216.89","71,399,826.08","50,438,696.24","28,383,546.56","51,509,697.90","73,927,265.81","104,667,119.07","41,809,334.05","75,226,524.12","77,428,968.09","58,002,522.59","29,091,300.44","58,038,598.04","72,502,672.40","67,538,681.25","59,736,258.05"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,"84,215,533.47",,,,"41,255,925.50",,,,"21,705,034.40",,,,,,,,,,,,"21,162,408.70",,,,,"1,271,804.39",,,,,,,,,
存货,"498,768.75","16,040,716.40","25,214,421.95","48,512,562.57","71,836,731.07","72,544,341.33","74,999,249.48","80,081,841.87","81,290,118.75","82,249,866.07","91,063,492.25","58,851,426.25","66,840,306.12","73,867,038.93","75,725,572.58","85,417,183.92","87,420,099.41","92,154,307.54","94,353,851.17","105,007,903.78","115,877,945.32","114,543,247.82","116,185,997.74","38,700,629.97","41,521,280.02","43,859,929.67","42,576,117.93","40,083,084.90","50,003,707.30","49,095,362.77","79,761,513.83","45,461,433.43","97,797,923.69","144,138,507.02","150,821,018.39","174,252,484.82","371,364,528.22","578,572,807.51","603,290,687.00","672,848,663.16","471,238,829.06","907,400,595.88","877,761,214.19","992,941,658.51"
其他应付款,"164,040,229.14","181,222,155.55","183,418,611.84","198,779,896.04","274,001,149.13","250,975,902.98","281,283,989.13","160,989,736.14","188,403,797.73","203,967,917.94","218,570,076.32","164,656,302.14","199,497,960.31","221,211,315.56","274,430,475.29","113,039,314.04","219,956,304.34","242,677,251.89","264,313,484.52","99,722,220.94","160,544,720.82","163,934,455.70","202,081,464.24","2,588,343,287.22","2,631,362,452.95","527,810,173.35","614,839,301.42","770,794,325.16","798,919,666.51","691,961,302.55","758,370,693.00","694,844,832.16","808,940,099.53","798,641,713.60","839,226,251.35","720,389,748.73","997,948,060.05","962,552,861.24","966,926,469.03","834,705,173.05","764,116,496.41","806,999,989.32","846,728,667.04","766,158,305.94"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,"1,200,000.00","1,200,000.00","600,000.00","300,000.00","29,400,000.00",,,,,,,,"10,000,000.00","10,000,000.00",,,"30,000,000.00","30,000,000.00",,,"48,749,565.00","48,166,332.00","48,416,232.00","99,527,544.00","58,748,170.68","49,903,453.07","47,190,648.23","37,809,618.83","39,186,354.46","44,703,405.10","36,924,618.48","41,022,857.63","176,183,216.68"
一年内到期的非流动负债,"100,000,000.00","100,000,000.00","100,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"42,200,000.00","42,200,000.00","42,200,000.00","110,470,000.00","1,579,000,000.00","1,579,000,000.00","1,545,500,000.00","1,020,900,000.00","1,087,000,000.00","1,087,000,000.00","1,164,500,000.00","164,500,000.00","242,000,000.00","242,000,000.00","242,000,000.00","423,000,000.00","654,000,000.00"
其他流动资产,,,,"10,000,000.00","115,211,745.62","150,415,364.18","185,655,406.33","160,993,959.30","182,200,580.73","219,501,628.82","320,700,886.10","334,823,981.92","381,478,617.24","369,292,524.42","425,056,956.03","538,559,530.80","425,045,270.27","843,338,712.16","403,555,601.67","363,984,049.07","415,681,390.50","757,172,257.17","508,008,980.35","410,783,538.32","510,165,707.01","600,420,916.41","746,600,504.20","747,986,698.90","1,171,453,642.08","1,069,450,323.15","1,179,115,348.64","1,323,445,327.21","1,499,264,543.03","1,751,870,452.85","1,225,993,317.80","1,515,787,550.45","1,880,234,087.24","1,583,929,167.31","2,024,760,367.58","1,338,608,480.59","1,799,258,368.65","1,375,986,863.56","1,626,851,451.68","1,537,839,258.48"
其他流动负债,,,,,"192,332,487.61","227,041,043.65","263,968,336.90","234,984,009.09","290,629,472.98","404,581,012.91","446,663,731.96","457,210,314.14","497,814,667.83","538,911,979.99","528,988,035.71","719,108,540.52","559,296,234.24","567,815,999.56","561,620,510.31","458,450,781.22","503,304,136.75","541,101,119.12","530,101,138.31","591,387,799.87","598,522,913.20","747,204,940.30","849,145,489.28","796,311,085.93","950,027,103.51","961,775,719.29","1,137,978,818.61","1,207,481,727.53","1,177,414,507.97","1,808,901,466.07","1,772,170,296.59","3,021,251,776.46","3,267,831,953.66","2,850,323,496.82","4,175,690,254.04","4,169,418,073.35","4,225,688,473.61","4,294,009,807.13","4,680,312,859.42","2,943,954,473.72"
流动资产合计,"1,350,473,240.41","371,799,543.48","382,816,196.37","457,176,783.33","716,836,076.18","699,743,465.14","809,374,998.08","1,034,994,617.42","1,269,344,847.83","1,339,398,811.61","1,565,653,940.87","1,795,044,665.10","2,051,519,605.02","2,314,484,302.20","2,440,671,869.83","2,766,554,423.81","2,890,692,287.36","2,965,664,753.23","2,731,198,761.65","4,274,666,600.00","4,371,192,729.59","3,248,592,686.90","2,944,391,297.85","2,042,492,033.84","2,803,791,927.11","2,795,194,115.99","3,221,103,848.93","2,549,269,971.73","2,729,769,853.74","2,477,350,724.10","3,058,550,646.90","3,395,175,511.11","3,651,857,552.06","4,403,581,998.56","4,675,565,900.28","4,834,795,264.74","6,711,827,624.03","6,700,715,622.28","7,208,259,479.72","6,403,294,130.36","6,945,696,062.02","7,161,150,209.36","7,390,199,830.71","6,386,783,398.56"
