科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"1,216,955,145.98","2,508,894,142.62","3,750,557,087.73","5,434,203,752.79","1,581,958,216.20","3,103,385,895.56","4,384,824,644.47","5,610,025,153.25","1,267,018,313.68","3,616,658,876.29","4,563,560,759.14","6,521,953,199.48","1,510,259,336.24","4,702,490,439.90","6,366,790,093.33","9,227,687,397.56","2,577,672,351.99","7,771,566,647.40","11,768,342,444.81","13,304,715,265.14","4,353,116,748.72","8,397,152,007.93","10,614,858,830.92","13,575,561,749.03","2,101,437,884.59","4,935,614,543.71","6,788,810,932.08","9,388,556,005.73","1,879,096,698.16","3,166,561,138.06","4,015,020,746.30","5,109,087,463.61","636,826,309.63","1,887,961,895.15","2,671,362,872.67","3,653,774,696.62","543,959,517.13","1,681,172,393.17","2,370,904,341.02","3,094,778,574.28","617,086,545.40","1,504,908,606.91","2,240,854,681.51"
二、营业利润,"132,157,212.55","270,668,248.85","414,203,249.66","524,364,120.79","146,197,344.04","284,081,709.16","429,376,405.24","486,794,042.89","127,957,992.32","236,309,527.21","334,070,704.12","278,869,468.39","99,281,083.95","205,666,418.76","242,235,040.46","300,505,254.09","114,271,552.04","221,269,525.77","255,512,988.68","379,809,411.95","124,315,487.42","288,476,451.68","339,937,992.02","-253,736,122.22","135,088,435.99","9,412,896.25","77,560,276.41","-414,330,616.46","810,361,564.01","977,851,038.51","1,187,398,755.12","838,107,918.28","150,142,864.41","602,151,166.74","820,716,021.68","672,705,555.71","82,209,977.80","588,167,105.35","785,557,956.49","735,806,554.57","240,511,215.36","527,628,426.50","777,991,392.12"
减:营业成本,"881,556,080.69","1,752,961,485.94","2,613,317,586.06","3,764,734,124.71","1,139,229,898.42","2,206,182,130.88","3,093,153,160.76","3,886,527,922.01","876,500,731.05","2,809,921,208.92","3,366,669,985.48","4,789,324,132.61","1,051,807,285.48","3,746,994,250.21","5,001,332,270.55","7,205,009,592.33","2,046,043,105.36","6,639,151,321.93","10,130,890,354.99","10,885,613,635.35","3,773,417,811.24","7,205,108,278.04","8,880,668,639.65","11,182,046,666.53","1,497,835,348.50","3,640,066,069.88","4,942,703,539.57","6,939,418,017.24","1,250,260,967.74","1,927,705,081.56","2,182,395,220.08","2,583,743,888.37","220,863,078.28","681,047,574.23","830,347,823.02","1,155,164,777.80","186,752,861.25","484,875,829.47","557,714,724.67","642,890,776.24","29,997,454.74","224,176,861.49","315,780,919.78"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"220,723.97","493,082.66","856,967.07","2,093,930.95","697,134.74","1,108,256.83","1,918,540.61","3,216,755.45","77,870.23","434,596.70","948,202.67","1,814,396.03","198,701.65","5,397,993.50","6,905,399.70","6,595,614.97","503,908.51","1,079,038.00","1,794,846.48","9,020,625.63","1,899,484.33","2,686,812.45","5,009,943.98","16,873,755.30","2,680,281.37","4,265,643.80","4,621,196.89","8,252,993.84","704,081.21","4,147,857.83","13,886,288.06","39,545,681.03","553,517.98","1,226,527.86","4,277,251.01","26,626,486.23","489,085.71","1,883,615.96","2,119,613.03","18,553,980.11","2,895,611.89","5,710,267.86","9,218,441.18"
营业外收入,"5,946,796.65","7,176,942.86","8,141,230.24","25,125,238.20","5,374,239.30","5,754,984.25","6,921,834.27","82,414,586.34","7,061,268.02","44,567,553.76","54,196,503.24","68,147,060.32","1,350,144.64","11,674,505.54","25,806,649.78","62,440,837.66","1,626,022.94","20,740,826.88","21,925,784.24","131,744,130.63","8,279,987.39","14,987,986.44","14,842,700.49","50,095,636.41","1,190,934.62","4,012,465.41","10,687,679.22","84,247,011.28","7,048,629.13","11,689,042.43","14,350,910.99","21,793,681.37","646,425.49","2,672,646.52","6,679,610.84","28,244,261.02","891,301.25","1,510,579.33","10,519,466.13","46,700,962.27","2,408,817.92","4,419,765.96","5,990,166.02"
销售费用,"48,571,955.06","97,738,721.31","163,425,014.74","217,332,635.25","69,580,670.33","134,239,490.12","172,842,970.80","208,669,793.09","49,797,448.52","114,009,291.64","168,898,062.24","263,613,129.02","73,536,263.23","148,986,725.18","201,772,414.04","338,639,396.25","77,511,165.95","162,008,359.36","225,117,134.49","371,650,469.14","57,241,181.44","126,874,941.57","177,250,512.92","320,482,577.93","97,585,686.63","153,471,939.56","209,652,893.66","285,581,319.84","36,370,121.72","55,851,468.54","69,792,143.90","91,833,485.49","15,463,358.36","30,536,775.25","42,424,483.99","61,841,525.41","10,131,735.58","22,037,527.47","31,245,462.81","34,699,540.89","5,604,410.15","13,042,463.61","18,173,780.78"
减:营业外支出,"217,047.98","390,248.97","1,964,223.10","5,406,039.24","160,544.02","1,280,139.46","4,553,174.60","8,647,590.04","1,051,229.17","1,377,953.03","2,365,552.99","12,067,808.73","339,063.70","1,789,646.33","2,838,048.99","8,404,981.84","866,628.28","3,357,187.00","4,072,794.86","60,841,112.26","5,210,279.44","35,881,238.00","61,363,769.99","101,893,308.16","2,709,288.13","22,697,993.82","69,738,874.43","176,219,156.80","9,141,809.89","26,245,785.15","33,222,766.06","124,563,958.98","434,840.00","7,087,151.80","8,180,557.99","68,450,531.78","903,217.24","6,916,837.30","15,621,859.18","68,298,347.82","5,127,219.47","16,306,557.20","35,349,634.86"
管理费用,"107,203,634.05","283,094,249.02","409,639,408.67","616,076,938.98","156,489,573.33","337,745,435.31","491,282,418.71","777,799,248.53","152,876,426.78","351,861,889.17","547,727,733.81","909,472,934.24","216,687,950.71","455,660,475.56","725,535,558.73","1,077,892,503.48","219,675,708.62","559,456,485.44","884,918,737.57","1,331,780,534.30","245,199,345.80","587,892,890.08","944,934,572.82","1,401,714,155.34","264,601,467.40","694,019,837.53","1,052,007,604.14","1,582,001,576.61","355,157,256.44","699,360,891.26","1,110,006,066.83","1,802,518,280.64","248,928,677.50","580,012,499.29","994,995,876.26","1,605,331,447.83","269,205,148.35","610,261,690.66","1,034,143,789.65","1,688,840,791.75","344,568,930.16","746,850,817.51","1,139,352,574.34"
其中:非流动资产处置净损失,,,"65,936.03","1,517,416.15","49,895.88","287,533.54","755,472.62","2,853,804.75",,"110,528.15","234,217.33","8,514,489.91",,"119,791.26","177,691.96","1,663,058.60","169,024.73","261,872.80","370,149.33","5,021,369.04","18,625.00","2,982.68","55,086.92","12,922,526.49",,"2,256,783.76","2,256,783.76","14,935,704.20","3,851,961.11","4,023,552.36","4,115,737.83","54,236,378.11","50,400.00","1,043,073.68","1,282,812.77","16,924,565.20",,"327,919.79","554,080.91","18,756,286.98",,"740,911.32","1,175,336.05"
