科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"45,714,228.88","47,522,228.02","27,520,245.26","8,183,814.47","15,677,257.56","19,718,161.10","17,578,055.90","-1,111,794.59","-4,763,709.59","-6,387,528.20","15,487,645.34","3,260,050.32","3,976,005.48","6,365,227.70","12,563,093.65","7,043,368.40","15,465,304.06","21,932,719.45","28,846,476.83","3,244,288.59","3,594,915.13","6,108,717.68","9,110,467.93","1,979,718.73","4,468,208.04","-1,430,119.37","-576,816.34","3,261,592.00","792,153.49","780,011.19","-8,250,187.92","5,628,309.36","17,164,361.71","32,977,647.05"
三、利润总额,"95,845,170.12","99,968,524.45","101,817,647.98","28,092,587.91","44,090,591.34","63,251,502.97","74,724,758.79","30,385,465.37","40,841,127.84","39,177,959.02","83,003,607.61","19,199,426.94","18,377,387.70","17,662,024.29","34,943,435.58","17,510,201.89","21,007,685.31","27,275,309.87","54,025,528.00","18,964,984.69","48,143,127.88","67,165,044.78","102,180,416.00","42,977,473.69","74,964,652.67","89,772,297.49","136,535,629.45","53,829,814.18","87,069,544.79","119,163,764.88","161,215,136.59","61,941,479.54","97,069,574.50","126,062,887.71"
资产减值损失,"-21,683,811.38","-5,778,281.18","2,178,860.27","-727,259.41","1,352,805.54","2,352,327.48","3,380,694.86","-908,833.49","1,183,824.01","1,691,113.41","4,503,247.75","-1,856,006.78","-2,687,543.11","1,826,394.25","2,644,495.86","1,680,585.51","4,363,442.41","6,514,824.61","8,555,716.22","130,784.17","2,760,773.18","11,152,168.29","14,391,145.78","2,085,036.70","7,291,822.11","22,582,469.10","9,808,883.46","5,916,535.84","4,757,722.94","11,310,884.98","9,379,139.70","11,392,391.17","11,279,613.83","11,740,091.59"
减:所得税,"29,483,655.88","19,004,186.02","13,433,978.00","5,629,314.10","8,103,069.38","8,330,498.12","7,726,343.65","5,399,928.87","7,074,087.29","7,036,956.35","11,674,999.19","2,139,530.09","-301,563.11","-2,683,568.62","864,940.19","1,592,056.63","233,730.16","351,592.47","4,554,091.90","1,910,705.87","5,712,651.30","7,650,956.59","13,675,607.38","10,288,133.18","17,112,258.03","15,503,681.57","22,893,733.99","9,580,438.94","14,179,203.19","19,577,103.65","26,942,396.75","11,292,189.34","16,897,387.62","20,165,969.20"
加:公允价值变动净收益,,"-1,368,750.00","3,246,250.00","-1,167,500.00","-1,877,500.00","-1,877,500.00","-1,877,500.00",,,"7,076,470.50","3,717,793.50","-2,444,872.50","-5,598,142.50","-5,776,508.50","-3,717,793.50",,,"1,653,660.00","627,750.00","-1,703,467.78","2,681,575.32","963,400.00","-1,491,193.33","1,049,267.78","2,663,166.66","-302,610.00","627,743.33","209,950.00","235,700.00","235,700.00","235,700.00","-869,000.00","1,192,720.00","2,574,000.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"2,301,976.74","-3,252,640.00","658,925.00","445,750.00","-1,014,175.00","-1,014,175.00","-1,014,175.00","32,986.30","32,986.30","32,986.30","28,484,892.26","2,391,346.50","3,286,577.90","2,750,743.90","1,788,221.90",,,"1,243,110.00","3,456,370.00","405,650.00","-367,939.32","6,004,416.30","14,153,874.42","5,725,026.86","11,130,492.90","17,689,313.30","28,732,594.28","6,103,593.17","8,919,335.28","15,878,031.58","14,834,860.75","400,077.96","6,011,803.20","7,316,692.60"
四、净利润,"66,361,514.24","80,964,338.43","88,383,669.98","22,463,273.81","35,987,521.96","54,921,004.85","66,998,415.14","24,985,536.50","33,767,040.55","32,141,002.67","71,328,608.42","17,059,896.85","18,678,950.81","20,345,592.91","34,078,495.39","15,918,145.26","20,773,955.15","26,923,717.40","49,471,436.10","17,054,278.82","42,430,476.58","59,514,088.19","88,504,808.62","32,689,340.51","57,852,394.64","74,268,615.92","113,641,895.46","44,249,375.24","72,890,341.60","99,586,661.23","134,272,739.84","50,649,290.20","80,172,186.88","105,896,918.51"
其中:对联营企业和合营企业的投资权益,"-2,268,914.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,219,072.19",,"422,914.70","-5,293,173.31"
归属于母公司所有者的净利润,"61,377,571.73","75,253,851.45","83,830,735.67","21,029,033.39","34,085,689.21","51,732,364.32","62,236,886.94","24,589,257.10","32,396,304.42","32,074,352.78","60,155,042.54","16,539,915.83","16,558,640.51","17,953,709.93","30,959,137.25","15,343,001.29","18,695,120.54","23,702,671.61","42,876,135.46","16,365,661.58","38,477,582.16","53,893,137.93","81,344,022.60","32,442,074.20","57,605,128.33","74,021,349.61","113,394,629.15","44,249,375.24","72,890,341.60","99,586,661.23","137,366,586.07","53,365,001.97","85,869,492.64","113,167,117.28"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"4,983,942.51","5,710,486.98","4,552,934.31","1,434,240.42","1,901,832.75","3,188,640.53","4,761,528.20","396,279.40","1,370,736.13","66,649.89","11,173,565.88","519,981.02","2,120,310.30","2,391,882.98","3,119,358.14","575,143.97","2,078,834.61","3,221,045.79","6,595,300.64","688,617.24","3,952,894.42","5,620,950.26","7,160,786.02","247,266.31","247,266.31","247,266.31","247,266.31",,,,"-3,093,846.23","-2,715,711.77","-5,697,305.76","-7,270,198.77"
