科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"535,693,766.10","894,581,723.89","1,557,083,831.95","2,338,298,334.36","587,440,071.85","1,904,464,284.74","2,960,248,672.96","3,470,107,764.03","502,059,588.54","1,510,929,033.46","2,363,381,996.58","3,204,440,265.32","942,718,645.31","1,679,795,460.21","2,570,485,661.32","3,208,691,326.86","902,520,016.18","1,954,560,301.22","3,451,631,282.51","4,250,140,842.89","1,059,911,571.40","2,428,088,653.93","4,275,583,074.90","5,118,304,526.44","1,304,154,058.26","3,160,962,828.58","4,882,914,913.71","6,766,023,247.79","971,047,081.68","2,943,371,166.47","5,114,312,403.64","6,566,518,423.60","946,375,485.14","1,411,776,653.73","2,167,804,407.26","2,264,496,707.40","458,744,439.01","640,716,846.76","1,217,650,688.96","1,672,657,833.17","370,010,950.08","695,283,546.12","1,174,494,507.15"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"300,000.00",,,,,,,,,,,,,,,,"6,523,484.19",,,,,,,,,,,"171,725,017.22","195,506,928.18",,,,,,,
收到的税费返还,"903,645.74",,,"3,226,582.18","3,043,209.08","4,496,548.12","6,483,961.99","6,612,404.19","1,943,383.94","1,943,383.94","1,943,383.94","3,891,406.67","854,132.46","854,132.36","2,272,958.62","4,552,931.65",,"112,224.52","112,224.52","112,224.52",,"934,330.13","934,330.13","1,045,173.03","253,635.83","847,122.61","847,122.61","1,448,519.96","17,716.16","3,691,443.59","5,971,822.21","6,256,481.84","938,268.40","4,169,264.58","4,280,350.11","14,077,278.17",,"15,654,146.86","16,887,728.56","58,856,583.32","5,528,915.82","36,594,412.51","41,726,662.06"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,109,537.05",,"197,423,424.88","197,423,424.88","219,105,294.27",,"32,637,911.66","34,035,322.55","15,043,245.35","29,852.08",,
收到其他与经营活动有关的现金,"413,728.91","710,634.16","1,039,015.74","1,985,080.22","325,039.34","5,176,112.56","7,193,062.44","12,202,615.46","758,149.82","4,121,948.80","5,629,657.74","7,324,547.38","1,220,073.51","5,331,628.14","6,778,185.20","4,181,580.36","13,049,959.05","54,593,438.40","57,256,724.16","49,834,499.59","27,893,257.51","31,424,598.94","126,497,440.41","156,874,811.24","52,494,600.78","158,638,038.75","170,482,417.70","183,621,730.76","12,860,425.30","84,442,046.43","136,691,722.71","258,962,020.26","86,106,258.93","160,890,359.61","186,361,233.30","867,430,170.04","17,123,549.08","82,155,998.24","86,215,180.15","445,570,765.37","49,713,792.35","82,578,998.75","183,064,267.36"
投资活动现金流出小计,"52,492,292.89","37,057,389.40","98,123,879.35","102,720,650.90","103,390,580.62","99,106,255.47","171,085,859.36","142,389,158.52","16,985,581.82","53,825,261.97","69,857,261.21","171,892,576.34","38,289,693.58","90,871,988.33","244,679,699.48","347,110,899.63","22,165,104.03","58,860,154.37","59,691,852.43","263,082,155.75","47,565,682.55","132,917,014.31","203,936,632.09","433,018,989.62","4,011,938.95","111,309,670.78","191,227,609.66","352,655,567.98","87,399,481.06","221,912,764.94","263,683,349.93","706,241,697.98","64,980,711.75","415,128,735.35","684,832,906.58","814,438,458.83","6,797,994.73","58,660,473.58","64,082,639.09","103,080,687.85","22,836,234.50","28,859,046.09","35,086,565.40"
经营活动现金流入小计,"537,011,140.75","895,292,358.05","1,558,122,847.69","2,343,509,996.76","590,808,320.27","1,914,136,945.42","2,973,925,697.39","3,488,922,783.68","504,761,122.30","1,516,994,366.20","2,370,955,038.26","3,215,656,219.37","944,792,851.28","1,685,981,220.71","2,579,536,805.14","3,217,425,838.87","915,569,975.23","2,009,265,964.14","3,509,000,231.19","4,300,087,567.00","1,087,804,828.91","2,460,447,583.00","4,403,014,845.44","5,276,224,510.71","1,356,902,294.87","3,320,447,989.94","5,054,244,454.02","6,951,093,498.51","983,925,223.14","3,031,504,656.49","5,256,975,948.56","6,831,736,925.70","1,033,420,012.47","1,576,836,277.92","2,358,445,990.67","3,146,004,155.61","475,867,988.09","738,526,991.86","1,320,753,597.67","2,177,085,181.86","425,253,658.25","814,456,957.38","1,399,285,436.57"
投资活动产生的现金流量净额,"-52,492,292.89","-37,057,389.40","-98,123,879.35","-101,240,350.90","-103,390,280.62","-99,106,255.47","-169,800,190.36","-105,163,460.14","-16,976,956.92","-53,825,261.97","-69,620,636.31","-165,656,656.85","-38,289,693.58","-90,871,988.33","-244,649,699.48","-340,305,899.63","-21,822,608.03","-19,657,521.96","-19,582,057.84","-193,567,322.64","-47,101,587.55","-132,911,878.37","-197,790,521.40","-352,445,447.28","-3,978,938.95","-110,626,411.38","-190,537,867.76","-324,977,923.86","-87,389,481.06","-208,747,569.92","-237,789,497.50","-681,290,912.37","-64,964,928.30","-410,011,597.77","-628,431,119.92","-745,805,359.62","-6,775,234.73","-34,010,196.17","-37,352,705.39","129,806,211.93","-17,306,392.10","-17,217,616.33","-17,173,549.77"
购买商品、接受劳务支付的现金,"550,804,591.80","919,204,675.91","1,704,629,764.43","2,241,027,587.75","668,438,536.70","1,766,894,986.80","2,747,198,466.74","3,147,425,981.84","398,849,704.05","876,542,483.86","1,558,604,408.46","2,362,422,158.83","986,286,022.13","1,571,132,186.39","2,353,012,929.09","2,824,407,881.46","949,696,002.20","1,667,625,649.75","2,916,073,957.87","3,182,843,463.11","955,745,562.34","2,073,878,423.90","3,545,409,069.82","4,123,519,098.06","1,259,592,308.10","2,435,876,626.84","3,831,166,325.94","5,206,639,020.06","1,207,326,450.61","2,466,102,425.82","4,020,831,460.98","5,053,688,773.28","927,053,402.22","940,092,087.32","1,477,626,796.04","1,271,443,431.57","313,126,105.92","395,204,134.34","748,038,541.41","968,850,851.88","377,126,908.13","443,939,147.88","813,631,095.53"
吸收投资收到的现金,,,,,"870,999,995.65","911,888,055.65","911,888,055.65","911,888,055.65",,,,,,,,,,,,,,,,,"6,500,000.00","6,500,000.00","6,500,000.00","12,500,000.00",,,,"1,767,025.50",,"922,125.00","922,125.00","1,401,840.00","5,250,000.00","5,500,000.00","10,650,000.00","11,850,000.00",,"1,800,000.00","1,800,000.00"
