科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付的各项税费,"9,149,340.75","13,803,292.05","20,834,733.47","31,524,418.44","51,330,823.73","64,573,136.98","16,648,659.16","47,971,946.98","65,541,864.81","93,373,627.66","7,802,762.12","29,184,670.56","44,005,715.49","68,164,076.09","37,360,658.42","63,873,064.57","90,911,264.49","130,183,948.93","32,770,533.19","65,672,166.11","125,766,115.73","172,040,926.90","48,019,178.64","88,497,645.31","119,256,338.52","170,633,661.38","47,727,334.72","78,450,330.45","124,502,674.22","178,099,630.58","29,261,939.78"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,"9,344,767.70","9,353,056.05",,,,"40,000,000.00","41,492,103.48",,,,,
支付其他与经营活动有关的现金,"26,925,448.90","28,011,556.16","45,616,011.03","29,857,943.15","45,892,349.55","63,979,538.03","12,244,166.84","15,970,356.62","32,924,444.29","84,102,862.00","14,080,685.76","26,855,108.44","38,366,549.30","85,293,888.94","13,427,661.04","29,220,080.81","69,603,244.19","135,308,676.93","26,707,969.28","43,607,129.49","75,831,984.32","136,979,297.51","56,446,931.23","52,774,140.50","159,995,870.28","293,069,816.52","63,715,032.49","62,255,608.91","115,905,782.99","327,520,963.25","73,403,001.07"
筹资活动现金流入小计,"37,500,000.00","63,000,000.00","60,000,000.00","48,000,000.00","814,649,941.06","825,020,000.00","60,000,000.00","60,000,000.00","63,000,000.00","63,000,000.00",,,,,"13,500,000.00","63,500,000.00","125,000,000.00","388,112,000.00","103,068,650.00","440,703,006.91","442,225,672.75","2,417,959,177.68",,,"55,539,384.00","57,031,487.48","275,880,000.00","275,880,000.00","285,460,411.12","285,460,411.12",
经营活动现金流出小计,"153,232,701.58","178,329,336.65","366,426,992.81","314,110,348.08","450,119,909.89","623,739,756.13","210,695,846.98","409,201,281.66","660,509,529.72","794,849,965.06","156,870,021.16","295,036,345.14","540,871,611.04","861,711,796.73","323,447,147.61","634,292,548.10","893,626,814.66","1,236,207,967.34","282,293,395.74","611,447,427.72","1,040,044,762.56","1,363,107,139.37","697,801,460.07","1,141,973,840.46","1,672,260,183.92","2,623,381,675.34","957,204,899.05","1,310,156,391.72","1,648,314,914.00","2,409,933,649.81","385,459,998.81"
偿还债务支付的现金,"17,000,000.00","25,000,000.00","38,000,000.00","40,000,000.00","86,000,000.00","108,000,000.00",,,"60,000,000.00","60,000,000.00",,,,,,"13,000,000.00","56,000,000.00","71,000,000.00","35,000,000.00","35,000,000.00","96,500,000.00","593,315,200.00",,"195,927,000.00","197,271,000.00","194,808,000.00",,,"269,800,000.00","275,880,000.00",
经营活动产生的现金流量净额,"209,798.43","10,181,907.11","42,471,664.18","40,707,460.56","56,847,701.75","75,733,192.84","14,080,269.70","21,062,853.74","61,843,881.97","84,021,539.71","5,690,883.37","58,891,896.56","39,835,919.41","174,221,200.64","-35,626,391.10","-7,545,499.90","38,895,987.58","175,382,420.41","17,924,677.86","55,398,589.38","187,750,884.66","518,955,781.70","-185,989,666.25","93,886,858.05","240,749,714.07","486,495,536.30","51,663,536.78","440,456,232.41","698,456,218.24","687,211,143.82","173,967,988.12"
分配股利、利润或偿还利息支付的现金,"1,265,007.55","2,066,026.71","2,699,819.76","3,387,996.89","4,080,688.42","3,063,183.24",,"54,851,659.75","55,633,226.42","55,633,226.42",,"22,336,011.54","22,336,011.54","23,979,833.62","19,108,308.85","24,432,168.70","25,665,470.06","29,492,691.36","2,051,696.60","49,985,925.26","52,533,287.86","70,736,618.77",128.98,"105,479,335.77","105,694,245.52","105,824,690.72","-28,186.55","41,487,073.10","42,568,052.44","44,153,153.31","39,645.97"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,721,500,000.00","1,105,000,000.00"
支付其他与筹资活动有关的现金,"350,000.00","222,500.00",,"831,800.00","831,800.00","10,370,058.94",,,,,,,,,,,,"3,000,000.00",,"2,265,000.00","2,265,000.00","43,876,532.80",,"89,344,767.70","89,344,767.70",,,"1,679,171.40","1,679,171.40","6,901,600.00",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,"1,235,058.37","2,536,201.20","10,800,972.73","14,062,613.51","15,679,365.20","2,122,050.73","5,733,272.66","9,610,549.26","13,645,336.40","3,987,418.38"
筹资活动现金流出小计,"18,615,007.55","27,288,526.71","40,699,819.76","44,219,796.89","90,912,488.42","121,433,242.18",,"54,851,659.75","115,633,226.42","115,633,226.42",,"22,336,011.54","22,336,011.54","23,979,833.62","19,108,308.85","37,432,168.70","81,665,470.06","103,492,691.36","37,051,696.60","87,250,925.26","151,298,287.86","707,928,351.57",128.98,"390,751,103.47","392,310,013.22","300,632,690.72","-28,186.55","43,166,244.50","314,047,223.84","326,934,753.31","39,645.97"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"507,000.00",,,,,,,,"116,088.37",,,,,,"2,600.00","2,600.00","213,154.70",,,,,,,,"1,446,157.82",,"75,000.00","75,000.00","998,818.00",
筹资活动产生的现金流量净额,"18,884,992.45","35,711,473.29","19,300,180.24","3,780,203.11","723,737,452.64","703,586,757.82","60,000,000.00","5,148,340.25","-52,633,226.42","-52,633,226.42",,"-22,336,011.54","-22,336,011.54","-23,979,833.62","-5,608,308.85","26,067,831.30","43,334,529.94","284,619,308.64","66,016,953.40","353,452,081.65","290,927,384.89","1,710,030,826.11",-128.98,"-390,751,103.47","-336,770,629.22","-243,601,203.24","275,908,186.55","232,713,755.50","-28,586,812.72","-41,474,342.19","-39,645.97"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,"96,936.20",,"1,126,940.51","961,281.59","751,127.33",,"366,231.97","-496,342.18","10,021,040.86","9,900,960.26","-1,738,463.61","7,156,655.51","9,000,930.28","26,625,222.66","-2,411,132.15","-14,079,311.91","-27,689,606.25","-31,726,844.38","-10,144,509.28"
收到其他与投资活动有关的现金,"88,323.83","35,410.31",,"1,500,000.00",,"3,700,000.00",,,,"13,010,000.00",,,,"3,126,400.00",,"460,000.00","460,000.00","2,510,000.00","143,500.00","12,443,500.00","16,943,500.00","20,513,500.00",,"800,000.00","101,000,000.00","120,559,600.00",,,,"1,900,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"88,323.83","542,410.31",,"1,500,000.00",,"3,700,000.00",,,,"13,126,088.37",,,,"3,126,400.00",,"462,600.00","462,600.00","2,723,154.70","143,500.00","12,443,500.00","16,943,500.00","21,748,558.37","2,536,201.20","11,600,972.73","115,062,613.51","137,685,123.02","2,122,050.73","5,808,272.66","9,685,549.26","4,738,044,154.40","1,108,987,418.38"
五、现金及现金等价物净增加额,"6,457,101.98","18,374,379.71","-3,779,734.92","39,029,672.92","768,647,451.78","739,138,494.02","-10,783,507.65","-49,782,970.61","-127,690,484.57","-186,769,240.47","-26,586,376.73","-29,226,608.91","-120,155,726.62","-80,597,759.36","-189,135,367.10","-178,200,350.48","-260,885,962.22","-151,373,798.79","-69,056,177.06","166,260,318.06","186,264,891.18","1,589,401,345.08","-1,200,819,595.99","-880,356,417.48","-907,181,520.53","-1,018,049,935.73","85,983,675.94","105,928,285.76","-69,781,301.13","461,533,636.17","-414,215,835.10"
购建固定资产、无形资产和其他长期资产支付的现金,"12,619,012.95","19,634,755.64","65,051,579.34","6,957,990.75","11,937,702.61","43,867,313.46","84,863,777.35","75,994,164.60","136,901,140.12","231,283,642.13","31,857,260.10","65,782,493.93","107,756,390.69","203,976,164.55","79,349,891.48","124,737,299.06","261,421,574.55","527,423,550.02","153,507,540.29","239,367,510.79","318,677,919.23","570,534,781.36","236,627,538.35","397,206,751.44","695,066,417.04","1,145,740,696.80","172,798,965.97","245,111,294.90","282,787,281.66","258,915,035.48","35,987,086.35"
期初现金及现金等价物余额,"9,156,494.78","15,613,596.76","33,987,976.47","30,208,241.55","30,208,241.55","30,208,241.55","769,346,735.57","769,346,735.57","769,346,735.57","769,346,735.57","582,577,495.10","582,577,495.10","582,577,495.10","582,577,495.10","502,085,604.33","501,979,735.74","501,979,735.74","501,979,735.74","350,605,936.95","350,605,936.95","350,605,936.95","350,605,936.95","1,940,007,282.03","1,940,007,282.03","1,940,007,282.03","1,940,007,282.03","921,957,346.30","921,957,346.30","921,957,346.30","921,957,346.30","1,383,490,982.47"
投资支付的现金,,,"500,000.00",,,,,,,,,,,"19,998,000.00",,"2,000,000.00",,,,,,,,,,"240,000,000.00","6,000,000.00","6,105,440.00","6,105,440.00","4,631,605,440.00","1,651,000,000.00"
期末现金及现金等价物余额,"15,613,596.76","33,987,976.47","30,208,241.55","69,237,914.47","798,855,693.33","769,346,735.57","758,563,227.92","719,563,764.96","641,656,251.00","582,577,495.10","555,991,118.37","553,350,886.19","462,421,768.48","501,979,735.74","312,950,237.23","323,779,385.26","241,093,773.52","350,605,936.95","281,549,759.89","516,866,255.01","536,870,828.13","1,940,007,282.03","739,187,686.04","1,059,650,864.55","1,032,825,761.50","921,957,346.30","1,007,941,022.24","1,027,885,632.06","852,176,045.17","1,383,490,982.47","969,275,147.37"
