科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"59,250,089.56","184,767,340.32","340,901,142.12","572,428,264.87","149,521,637.99","261,044,842.43","404,074,177.91","668,681,653.38","119,590,765.07","249,478,466.23","406,526,336.81","729,711,772.40","107,958,788.44","294,768,411.94","509,935,480.22","867,227,002.43","159,666,448.98","369,695,437.82","557,557,093.46","1,048,193,404.23","142,264,798.16","357,891,106.00","554,063,303.02","1,006,091,548.15","171,932,541.92","421,283,334.81","645,755,116.93","1,210,547,198.49","201,703,378.06","462,670,604.63","770,888,662.24","1,421,839,135.12","274,131,827.11","908,401,971.52","1,298,318,188.64","2,225,532,407.47","336,986,156.39","820,579,462.61","1,337,422,143.17","2,170,166,186.12","442,854,712.44","1,080,287,923.47","1,650,577,981.61","2,666,121,404.34"
二、营业利润,"14,137,520.92","41,010,668.05","86,092,820.85","117,603,823.85","19,890,543.30","22,468,875.17","50,346,781.78","101,630,349.81","26,870,512.38","61,229,700.94","109,243,586.18","185,400,210.67","20,163,068.38","33,487,084.07","99,705,289.22","155,899,601.36","32,957,714.93","48,665,701.15","68,847,263.96","216,711,946.13","9,776,277.51","32,382,780.66","41,480,126.92","136,089,542.08","21,967,780.63","56,777,128.23","111,368,548.02","288,449,050.34","23,987,637.31","74,565,813.27","104,298,441.26","292,323,779.74","27,399,907.85","184,296,220.45","44,616,437.75","428,327,695.30","7,066,798.40","64,803,486.88","60,576,866.86","140,904,221.08","-1,528,370.92","233,032,665.18","313,502,709.75","463,436,404.23"
减:营业成本,"24,807,214.17","91,612,972.24","160,910,175.12","257,684,659.80","70,882,066.50","112,369,740.95","153,500,672.97","236,190,051.09","50,361,868.89","73,604,869.43","117,222,827.36","213,989,384.55","16,040,381.67","80,630,443.51","131,898,212.06","214,173,065.51","34,647,160.24","92,571,676.09","119,357,985.66","213,700,594.01","19,600,396.90","58,923,742.73","91,657,193.47","210,677,661.59","22,329,953.94","92,261,346.88","118,145,698.30","219,820,741.04","13,185,717.19","41,607,814.23","65,461,958.83","89,823,564.61","16,069,671.10","88,452,472.18","96,783,644.31","162,774,072.05","3,661,490.85","27,868,935.85","54,881,872.38","99,498,810.71","18,786,213.33","41,270,707.63","51,809,180.45","89,757,267.86"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"119,871.60","2,153,744.83","4,176,102.10","11,762,279.04","1,002,260.89","3,272,737.13","6,155,178.98","17,593,451.27","1,859,347.42","6,309,943.50","11,285,822.09","21,195,382.72","1,215,867.90","7,594,320.06","16,008,750.64","31,120,349.95","3,756,104.16","14,097,840.05","18,420,497.33","39,732,922.51","4,273,692.44","12,710,880.38","19,950,625.29","38,171,833.03","6,406,253.07","11,274,136.34","15,226,121.12","31,770,454.96","2,518,657.51","8,413,965.52","13,286,174.09","20,073,057.78","3,861,307.63","18,413,787.74","26,000,047.78","36,777,247.01","6,991,584.55","16,029,307.47","25,384,937.95","41,245,158.16","5,551,995.88","15,896,969.46","25,487,338.94","44,268,732.41"
营业外收入,"1,682,799.66","4,817,001.14","8,838,171.40","25,770,824.58","8,200,992.76","13,676,110.17","20,996,214.07","35,957,973.46","9,531,225.58","18,750,457.72","30,104,944.32","48,230,159.73","16,255,103.02","27,081,355.43","36,150,024.39","88,838,361.18","10,644,536.97","30,553,741.64","46,652,690.61","70,610,957.08","24,541,260.38","36,138,958.65","57,305,670.86","86,628,236.68","18,589,640.13","33,434,940.33","53,990,467.26","81,322,557.96","35,363,017.31","43,903,345.89","66,025,995.48","96,084,215.12","50,872,757.33","70,258,011.33","107,545,925.33","147,867,131.72","49,745,872.85","78,504,831.01","121,379,124.06","189,520,731.84","42,921,722.26","14,347,864.68","23,653,412.90","8,792,659.50"
销售费用,"14,018,875.18","38,606,714.85","69,308,540.08","91,776,583.97","21,632,271.42","43,902,961.80","77,795,338.16","103,703,539.41","22,193,551.52","52,526,952.44","79,639,966.55","131,220,419.80","25,358,614.48","60,677,268.76","92,601,756.89","144,335,688.02","28,788,034.36","62,022,870.35","103,484,548.87","174,327,471.48","31,604,593.56","72,466,023.29","116,197,961.94","190,361,612.28","32,195,529.47","66,134,158.26","114,643,805.39","212,231,077.27","47,336,778.69","112,588,178.18","217,316,740.13","357,418,494.08","87,569,964.97","238,741,138.35","405,530,039.72","581,819,206.22","116,333,701.42","244,244,551.31","445,141,272.10","663,015,292.50","158,018,044.17","345,017,842.55","559,844,936.22","749,882,281.38"
减:营业外支出,"-208,227.21","-88,941.10","65,742.23","1,453,729.34","77,914.09","579,965.80","748,794.49","1,104,124.06","118,318.60","269,696.14","434,860.85","949,504.98","96,789.29","367,332.79","608,824.78","1,089,819.61","254,616.28","455,947.15","913,709.53","1,477,462.66","130,317.57","426,694.55","794,401.33","1,504,560.33","125,474.61","434,303.59","722,853.41","1,553,235.31","132,699.92","474,535.51","1,365,536.30","2,284,118.00","172,695.04","1,125,322.94","2,065,857.21","61,014,509.92","-13,328,352.78","-16,115,764.03","-900,224.11","390,411,420.78","312,566.78","818,481.73","1,548,547.65","3,963,004.77"
管理费用,"16,758,264.09","39,819,127.97","69,517,080.26","146,573,984.31","30,241,799.49","60,302,104.51","98,715,559.35","200,308,196.77","25,979,128.24","62,782,206.30","102,807,544.52","214,992,388.76","44,599,860.18","101,532,850.43","166,767,561.35","326,031,012.35","60,925,957.47","149,526,367.95","241,239,771.94","421,428,949.85","82,694,675.83","196,348,301.65","312,104,410.78","506,237,206.85","98,484,431.48","215,315,855.25","337,931,285.08","573,085,076.44","125,799,765.23","277,436,053.60","465,796,466.67","801,092,966.64","158,494,549.94","438,564,360.63","810,711,806.46","1,057,604,547.97","202,672,396.03","500,281,162.94","830,094,332.78","1,334,839,473.36","297,184,640.33","657,000,622.13","1,072,021,973.95","1,734,154,435.42"
其中:非流动资产处置净损失,,,,"884,008.69","6,565.60","91,338.31","91,338.31","153,330.86",,"-45,638.43","85,082.56","149,280.66",,"7,046.54","67,430.67","110,129.50","57,600.88","86,399.89","410,176.90","417,938.41","25,226.04","86,490.75","229,421.89","321,874.61",,"91,747.86","118,353.00","203,734.84",,"35,290.55","85,741.58","211,873.77","70,343.50","323,769.04","325,698.64","471,577.60","92,992.89","889,592.05","891,283.49","1,089,810.13","403,447.09","420,600.72","723,196.82",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"262,615.01","1,147,008.99","1,617,422.12","2,441,059.62","407,327.45","230,051.04","554,537.39","-485,455.23","-186,735.27","-127,842.49","-1,265,833.73","-2,484,164.66","-1,037,542.50","-1,058,310.47","-983,797.82","-641,975.59","22,116.48","402,708.51","712,488.89","1,022,648.61","-2,244,767.35","-2,125,280.06","-2,348,257.97","-3,312,881.30","-62,118.10","-1,748,623.28","-2,482,345.41","-4,060,212.16","-400,136.78","-4,598,151.73","-7,498,901.50","-9,042,750.96","-1,105,508.78","-3,114,498.55","-3,284,194.92","-3,580,257.15","-256,884.18","-279,719.50","-658,846.42","-956,801.16","-437,461.41","-946,706.43","-1,266,511.03","-1,363,382.08"
三、利润总额,"16,028,547.79","45,916,610.29","94,865,250.02","141,920,919.09","28,013,621.97","35,565,019.54","70,594,201.36","136,484,199.21","36,283,419.36","79,710,462.52","138,913,669.65","232,680,865.42","36,321,382.11","60,201,106.71","135,246,488.83","243,648,142.93","43,347,635.62","78,763,495.64","114,586,245.04","285,845,440.55","34,187,220.32","68,095,044.76","97,991,396.45","221,213,218.43","40,431,946.15","89,777,764.97","164,636,161.87","368,218,372.99","59,217,954.70","117,994,623.65","168,958,900.44","386,123,876.86","78,099,970.14","253,428,908.84","150,096,505.87","515,180,317.10","70,141,024.03","159,424,081.92","182,856,215.03","-59,986,467.86","41,080,784.56","246,562,048.13","335,607,575.00","468,266,058.96"
