科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"2,082,529.26","6,281,005.42","7,166,215.70","8,397,347.95","6,864,920.73","11,596,593.33","15,055,941.09","16,193,298.35","4,548,996.45","13,593,515.39","14,856,978.90","19,573,968.93","7,396,568.83","19,253,107.18","20,423,778.67","22,858,247.83","9,613,476.08","18,261,426.69","25,230,909.46","30,367,293.74","12,425,817.90","22,653,421.53","27,938,182.05","31,500,390.89","11,707,564.79","25,499,519.82","23,958,820.53","29,888,168.34","21,062,542.37","20,958,177.11","27,220,910.65","24,517,903.99","13,804,093.05","21,281,691.15","39,639,900.68","29,818,993.01","11,113,779.88","20,127,718.06","21,147,762.71","23,312,353.20","13,756,965.77","29,257,942.50"
应付职工薪酬,"211,867.53","362,231.73","327,825.42","15,724.20","69,290.36","340,665.76","380,941.91","689,605.08","277,929.69","182,644.15","235,235.06","224,259.07","253,418.86","331,792.76","247,578.68","302,594.06","200,864.55","327,537.66","253,547.04","173,686.15","255,118.72","281,864.37","319,075.59","271,559.85","664,602.39","287,757.42","248,460.91","1,615,133.54","3,201,372.02","2,288,579.89","2,102,877.63","1,611,928.56","4,142,628.10","1,941,602.68","1,982,893.95","2,014,553.32","4,213,184.09","2,912,803.37","2,780,537.62","2,789,110.76","15,285,158.08","12,008,830.51"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,166,036.01","652,756.11","2,172,404.80","1,768,101.40","3,010,829.24","991,469.86","1,156,497.07","2,204,431.71","3,514,530.63","1,295,258.72","1,721,236.56","3,251,860.12","7,433,835.37","2,458,781.12","2,978,008.89","2,107,541.02","3,665,241.97","2,152,234.37","2,164,147.68","3,216,061.75","6,638,088.64","2,721,643.02","5,791,908.15","8,037,391.34","1,781,609.36","1,396,836.29","2,020,351.62","766,555.80","7,393,397.16","4,447,701.26","4,901,214.88","6,704,614.40","14,351,137.59","8,973,190.80","7,757,605.24","5,505,619.59","11,350,243.29","6,295,416.24","5,090,709.80","3,624,426.83","6,369,712.88","6,460,551.73"
应收利息,,,,,,"1,254,288.69","2,682,364.64","372,434.66","717,600.06","429,901.86","1,665,196.79","1,280,327.64","2,155,326.97","1,429,473.12","1,624,707.71","911,905.03","1,537,653.58","1,219,719.44","1,608,830.40","1,830,203.00","426,937.50","823,289.66","635,514.07","430,760.65","635,717.02","316,291.66","240,114.96",,,,,,,,,,"66,984.44","66,984.44","66,984.44",,"413,672.31","497,298.56"
应付利息,,"52,127.50","64,950.00","64,950.00","67,113.75",,,,,,,,,,,,,,,,,,"18,666.73","89,083.39","211,354.81","347,382.65","347,066.07","349,183.37","455,193.51","421,799.35","482,580.04","414,763.59","407,725.51","460,812.24","3,192,780.14","7,386,871.83","11,562,858.58","15,781,351.47","3,118,530.71",,"11,544,627.25","16,050,623.04"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,719,895.38",,,,,,,,,,,
存货,"12,651,529.50","19,126,785.96","16,199,203.74","19,374,139.92","16,436,730.97","21,956,748.58","22,611,896.89","25,015,421.20","25,139,008.18","31,177,185.97","32,425,084.72","34,977,051.14","28,143,836.84","30,061,916.51","30,604,385.36","41,313,565.57","39,815,996.89","42,344,824.71","46,954,524.20","69,313,517.23","67,282,452.81","63,485,653.62","62,782,390.01","83,946,410.38","109,438,429.49","108,761,652.38","118,793,123.55","142,324,028.68","128,655,455.14","122,958,934.30","122,473,882.29","117,850,727.52","106,521,113.05","102,896,653.64","103,183,413.54","93,928,156.28","85,282,471.83","87,985,088.22","92,954,067.24","102,472,068.72","78,270,275.44","72,192,237.57"
其他应付款,"745,628.08","702,231.12","969,794.26","734,528.56","1,672,037.51","2,140,445.68","1,262,381.47","1,238,053.33","1,163,907.88","873,959.23","5,106,493.03","5,629,410.99","5,170,564.71","5,184,415.45","3,030,314.93","3,188,049.49","2,906,559.50","1,390,187.41","1,290,069.28","1,294,496.47","1,331,441.39","829,498.67","869,676.49","1,145,208.16","6,274,423.12","6,930,557.04","5,918,023.36","7,210,995.89","39,240,350.45","11,087,348.36","21,875,679.60","23,631,788.12","13,035,459.46","10,924,240.96","16,352,755.67","17,797,083.85","22,763,156.53","21,260,534.71","20,734,313.63","26,466,525.46","28,209,927.75","30,722,949.72"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,832,804.93","25,081,111.19","122,597,123.89","121,028,935.18","140,604,243.67","90,394,908.03","51,517,991.18","55,520,143.93","148,287,404.15","153,298,604.99","161,547,687.73","207,924,880.10","156,367,962.20","107,563,001.57"
一年内到期的非流动负债,,"2,500,000.00","7,500,000.00","5,000,000.00","11,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,"36,624,635.09","32,710,215.22","39,185,961.34","40,469,687.34","46,955,486.00","47,143,380.70","27,033,395.09","27,225,553.08","54,137,073.06","38,601,156.61","133,655,059.30","128,961,558.26","77,451,896.59","23,554,743.01"
其他流动资产,,,,,,,"291,760.00","45,880.01",,,,,,,,,,,,,"4,408,775.00",,"54,020,000.00",,"3,900,000.00","2,400,000.00","200,000.00","200,000.00","2,357,712.36","2,366,838.17","3,041,604.79","3,072,881.07","4,202,001.53","3,839,677.62","5,014,939.94","4,072,428.31","10,324,271.91","10,759,419.98","11,107,170.96","7,425,111.19","8,743,596.18","8,658,296.40"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"222,650.63",,,,"781,536.99","781,536.99","781,536.99","781,536.99","385,144.91","385,144.91"
流动资产合计,"53,945,526.05","79,976,224.63","107,903,393.31","111,594,952.86","547,196,456.33","493,118,420.04","501,102,131.88","519,848,439.30","495,371,552.98","490,761,149.36","492,732,172.93","486,159,360.78","468,896,198.11","462,942,248.39","450,980,998.78","465,169,757.82","467,153,842.18","497,725,602.89","499,529,455.43","524,832,746.75","537,788,259.20","515,063,471.13","568,471,951.12","463,420,690.97","450,382,623.57","442,035,706.19","462,686,875.32","515,856,469.62","603,782,966.41","490,081,845.78","566,655,961.21","586,959,845.89","596,054,979.03","604,591,675.73","757,610,366.73","710,292,952.52","749,371,217.09","664,968,670.35","704,061,549.11","768,784,912.63","715,879,344.24","678,715,530.46"
流动负债合计,"14,564,809.83","43,918,898.72","56,640,573.82","55,223,087.87","73,178,914.22","49,321,216.26","48,677,500.94","59,361,640.98","54,701,456.28","43,081,841.64","51,866,381.03","53,402,969.09","63,627,307.43","49,734,031.38","53,769,120.59","63,942,270.34","66,349,059.03","56,277,807.98","63,623,274.62","78,503,859.43","82,065,059.77","67,746,220.83","105,900,288.63","137,687,405.98","190,942,299.93","245,746,080.49","283,832,970.45","294,082,122.12","373,120,392.20","288,048,906.89","352,251,694.20","386,090,528.76","412,728,386.24","419,539,630.95","337,817,892.38","321,254,988.33","292,830,670.19","237,886,167.84","341,869,323.53","345,837,976.86","312,224,533.93","259,574,894.54"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,420,000.00","3,420,000.00","17,433,600.00","19,401,200.00","20,471,200.00","30,117,800.00","22,786,700.00","22,739,300.00","26,116,907.91","35,979,407.91","34,546,579.56","34,300,479.56","34,628,979.56","34,891,579.56","34,875,579.56",
长期借款,,"17,500,000.00","22,500,000.00","28,750,000.00","16,000,000.00",,,,,,,,,,,,,,,,,,"10,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00","73,500,000.00","73,500,000.00","68,500,000.00","66,000,000.00","58,760,275.45","156,260,275.45","147,666,400.20","145,766,295.54","141,868,283.81","125,272,967.36","19,308,022.95","13,257,257.11","26,542,678.42","23,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294,234,278.16","295,249,153.05","296,356,896.41","297,559,150.27","295,174,505.38","296,206,004.65","297,330,666.33","298,550,137.66"
长期应收款,,,,,,,,,,,,,,,,,,,,,"2,753,248.29","2,753,248.29","2,258,187.63","80,311,687.43","101,079,681.15","170,030,222.23","172,991,320.16","149,116,312.87","67,484,835.15","104,273,711.54","71,089,383.90","77,719,147.45","92,113,088.66","189,719,829.51","237,829,687.91","242,036,952.72","172,716,303.65","186,453,013.58","170,030,790.35","105,287,883.68","67,992,822.53","74,362,726.65"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,"8,422,435.85",,,,,"34,075,364.91","34,075,364.91","25,841,039.37","21,654,076.23","17,419,878.91","13,137,914.55","8,807,644.28","4,428,523.15",,,,,,
长期股权投资,,,,,,,,,,,,,,,"6,460,000.00",,,,,,,"15,510,489.21","15,261,027.31","61,305,943.86","61,316,794.99","61,320,090.64","61,559,159.80","68,359,669.15","140,487,285.05","143,173,853.37","146,710,767.24","146,503,741.64","150,815,930.30","148,944,555.94","145,913,005.50","144,622,882.93","142,052,447.68","145,124,716.74","144,082,340.69","143,278,855.14","141,922,644.25","140,098,963.22"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"8,368,458.43","12,442,285.31","13,099,867.70","15,609,311.95","17,672,185.50","84,766,347.71","87,972,759.52","88,771,344.48","91,315,818.28","91,554,238.86","94,288,890.26","100,747,635.83","169,546,442.60","170,688,669.22","174,350,041.97","175,658,031.62","194,257,698.63","191,809,741.41","193,749,518.68","193,045,877.15","193,093,122.08","190,644,599.99","188,885,190.11","189,740,184.03","227,161,387.03","222,649,081.46","218,914,818.26","220,584,239.68","314,076,031.54","307,476,068.39","304,340,589.00","299,850,790.89","310,760,364.90","304,173,466.29","298,358,041.97","292,266,912.87","290,665,209.38","285,776,037.17","280,365,440.11","274,808,187.85","273,183,496.96","267,284,702.52"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,"216,269.24","216,269.24","216,269.24","1,323,356.83","4,598,173.87","4,598,173.87","4,598,173.87","4,598,173.87","3,893,592.87","3,893,592.87","3,893,592.87","3,893,592.87","3,431,292.87","3,431,292.87","3,431,292.87","3,431,292.87","3,068,733.59","3,068,733.59"
在建工程,"458,463.73","36,047,715.07","54,891,010.20","61,176,430.64","79,330,381.30","29,699,123.95","27,772,321.61","30,274,077.44","52,279,393.26","53,920,850.70","55,436,394.38","69,147,681.65","34,294,297.63","33,906,389.64","42,143,329.28","43,691,452.04","25,419,341.66","30,666,475.41","32,996,204.25","33,707,438.25","37,281,167.69","38,166,497.14","46,475,768.05","57,400,882.63","54,156,023.23","60,408,201.92","73,345,986.11","75,703,011.73","2,044,578.73","2,783,696.50","4,426,346.43","4,494,670.41","2,213,190.78","2,332,567.53","4,682,901.56","15,246,924.66","30,842,496.12","31,265,578.30","30,983,589.31","33,618,704.41","35,713,630.19","35,578,797.98"
其他非流动负债,"1,050,000.00","1,540,000.00","1,920,000.00","1,920,000.00","5,858,250.00","5,840,888.73","6,596,500.00","9,565,624.99","5,776,749.98","6,445,874.97","8,514,999.96","8,984,124.95","8,453,249.94","9,140,290.80","8,927,331.66","8,714,372.52","12,254,434.85","11,816,636.00","11,544,968.54","25,688,173.68","28,310,191.22","28,390,398.74","31,746,902.48","30,194,525.96","26,171,133.45","24,719,762.77",,"24,073,365.83",,"23,138,370.75",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,050,000.00","19,040,000.00","24,420,000.00","30,670,000.00","21,858,250.00","5,840,888.73","6,596,500.00","9,565,624.99","5,776,749.98","6,445,874.97","8,514,999.96","8,984,124.95","8,453,249.94","9,140,290.80","8,927,331.66","8,714,372.52","12,254,434.85","11,816,636.00","11,544,968.54","25,688,173.68","28,310,191.22","28,390,398.74","41,746,902.48","58,616,961.81","46,387,402.69","44,936,032.01","44,362,833.54","75,396,722.66","135,755,751.91","135,311,909.53","121,708,616.90","115,576,354.45","102,971,440.37","195,899,874.08","476,855,589.14","471,188,721.69","489,322,602.88","473,376,277.84","376,800,012.70","371,971,086.28","383,443,056.34","386,763,754.34"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"15,614,809.83","62,958,898.72","81,060,573.82","85,893,087.87","95,037,164.22","55,162,104.99","55,274,000.94","68,927,265.97","60,478,206.26","49,527,716.61","60,381,380.99","62,387,094.04","72,080,557.37","58,874,322.18","62,696,452.25","72,656,642.86","78,603,493.88","68,094,443.98","75,168,243.16","104,192,033.11","110,375,250.99","96,136,619.57","147,647,191.11","196,304,367.79","237,329,702.62","290,682,112.50","328,195,803.99","369,478,844.78","508,876,144.11","423,360,816.42","473,960,311.10","501,666,883.21","515,699,826.61","615,439,505.03","814,673,481.52","792,443,710.02","782,153,273.07","711,262,445.68","718,669,336.23","717,809,063.14","695,667,590.27","646,338,648.88"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"48,800,000.00","48,800,000.00","55,400,000.00","55,400,000.00","74,000,000.00","74,000,000.00","74,000,000.00","74,000,000.00","74,000,000.00","74,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","148,000,000.00","296,000,000.00","296,000,000.00","296,000,000.00","296,000,000.00","296,000,000.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00","308,795,815.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"836,273.32","836,273.32","12,716,273.32","12,716,273.32","433,536,273.32","433,536,273.32","433,536,273.32","433,536,273.32","433,536,273.32","433,536,273.32","396,536,273.32","396,536,273.32","396,536,273.32","396,756,808.63","396,756,808.63","396,756,808.63","396,756,808.63","397,831,249.66","397,831,249.66","397,831,249.66","397,831,249.66","397,831,249.66","249,831,249.66","251,116,977.08","247,792,773.32","249,831,249.66","247,792,773.32","392,213,706.64","394,410,497.14","394,410,497.14","394,410,497.14","394,410,497.14","394,410,497.14","394,410,497.14","394,410,497.14","394,410,497.14","394,509,284.06","394,509,284.06","394,509,284.06","394,509,284.06","394,509,284.06","394,509,284.06"
无形资产,"6,330,799.67","8,273,622.49","9,083,138.28","8,848,984.61","9,173,251.03","9,015,012.44","8,856,782.13","8,698,547.67","8,540,313.21","9,511,352.25","9,575,362.44","9,582,927.85","9,764,057.11","13,513,641.48","13,411,264.48","17,342,316.80","26,974,946.20","26,617,819.81","26,243,892.75","47,023,046.26","52,546,966.49","51,856,735.38","51,245,218.31","50,552,995.96","62,127,275.20","61,132,403.24","60,359,336.08","82,936,639.12","83,209,200.78","81,356,268.56","80,467,583.64","78,686,092.10","84,344,896.69","85,612,331.08","85,704,394.47","86,615,129.46","132,321,464.32","130,020,426.10","131,133,731.54","135,412,275.66","133,013,380.78","124,672,491.27"
盈余公积,"1,319,002.39","3,365,206.04","3,365,206.04","3,365,206.04","5,982,941.50","6,055,710.10","6,055,710.10","6,055,710.10","8,814,563.29","8,993,374.72","8,993,374.72","8,993,374.72","11,781,881.63","12,142,907.01","12,142,907.01","12,142,907.01","14,779,919.59","14,779,919.59","14,779,919.59","14,779,919.59","18,645,762.93","18,645,762.93","18,645,762.93","18,645,762.93","23,127,595.72","23,129,961.29","23,127,595.72","23,127,595.72","28,232,860.43","28,232,860.43","28,232,860.43","28,232,860.43","31,095,627.36","31,095,627.36","31,095,627.36","31,095,627.36","31,095,627.36","31,095,627.36","31,095,627.36","31,095,627.36","31,095,627.36","31,095,627.36"
开发支出,,"842,492.55","545,993.54","545,993.54",,"165,342.17","333,597.26","510,698.81","1,289,367.51","2,638,442.59","4,873,654.08","4,464,236.00","4,247,888.19","4,196,424.14","5,343,426.28","6,543,339.49","8,640,881.30","10,745,076.61","12,689,012.89","11,693,057.49","8,128,959.35","9,480,348.65","11,552,782.12","14,577,545.26","13,396,873.29","17,118,606.06","21,491,536.90","30,125,208.61","18,936,629.04","21,389,029.24","26,154,088.48","28,633,830.72","24,750,722.23","24,138,131.26","28,624,759.42","29,966,881.45","13,314,435.11","16,636,373.32","16,086,829.09","11,808,528.77","19,781,746.75","24,397,119.09"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"21,235,867.88","25,235,867.87","25,235,867.88","25,234,022.08","25,234,022.08","25,234,022.08","38,250,091.22","38,253,776.39","38,253,776.39","38,253,776.39","38,253,776.39","38,253,776.39","38,253,776.39","38,253,776.39","38,253,776.39","38,253,776.39","38,253,776.39","38,253,776.39","175,502,961.36","156,184,653.38","156,184,653.38","156,184,653.38","156,184,653.38","156,184,653.38","156,184,653.38","156,184,653.38","156,184,653.38","147,157,032.60","147,157,032.60","147,157,032.60","147,157,032.60","54,248,990.59","53,623,783.77"
未分配利润,"7,310,638.91","25,726,471.75","36,756,163.31","44,057,914.18","49,286,090.82","52,299,047.49","58,260,483.30","67,610,583.67","74,414,762.22","83,402,492.22","47,824,400.60","56,647,673.79","60,900,159.61","71,607,219.38","73,053,416.69","82,832,358.52","86,494,381.79","89,525,082.14","90,162,411.38","106,546,848.60","119,868,402.37","126,416,441.26","131,475,463.45","153,190,541.95","161,043,777.72","168,988,100.12","169,897,671.86","181,109,050.25","186,893,722.13","194,104,165.51","193,760,916.55","200,688,764.33","206,788,500.67","212,731,052.53","220,017,467.89","221,833,741.37","217,946,963.30","221,436,961.56","223,019,296.12","225,389,219.59","73,425,703.44","77,937,066.79"
长期待摊费用,"4,760,270.32","4,063,645.48","3,715,333.06","3,597,327.41","3,407,537.34","3,226,231.23","26,216.90","964,067.00","1,375,427.56","1,594,356.32","1,720,738.02","1,451,718.92","3,045,433.16","2,848,414.07","2,881,290.60","3,718,345.27","3,371,357.89","3,741,647.99","3,446,176.55","3,682,956.35","3,670,802.68","3,289,318.18","6,207,263.69","5,788,765.80","3,017,787.86","3,594,070.51","3,213,562.70","3,672,414.95","2,110,338.48","1,819,782.40","1,461,226.32","1,514,261.24","4,245,158.88","4,391,101.94","3,977,044.98","3,942,966.13","6,613,968.98","6,603,972.96","6,235,625.42","5,866,445.45","9,692,518.39","9,686,405.69"
少数股东权益,,,,,,,,,,"22,828,576.32","23,199,825.58","25,297,188.27","27,425,037.16","27,644,122.03","29,854,349.81","39,688,627.27","41,897,375.95","83,789,580.73","83,440,639.92","83,363,274.45","88,359,379.64","87,552,154.36","88,426,458.05","49,508,869.69","52,031,725.57","52,147,149.16","53,466,891.85","53,404,926.12","9,781,445.72","9,662,857.38","9,284,002.20","8,904,453.10","9,799,291.60","9,687,171.58","9,254,746.06","9,242,072.06","8,829,030.85","8,480,912.87","7,352,015.56","7,019,379.24","4,638,534.92","2,165,424.73"
递延所得税资产,"17,206.25","40,864.30","59,480.40","59,480.40","1,062,658.36","1,062,658.36","1,062,658.36","1,062,658.36","1,071,932.29","1,072,175.23","1,072,175.23","1,072,175.23","1,695,570.21","1,695,570.21","1,699,560.92","1,704,010.03","2,460,135.59","2,460,135.59","2,474,426.77","2,474,426.77","3,372,058.84","3,372,058.84","3,418,824.51","3,418,630.66","4,203,054.05","4,221,280.82","4,236,730.28","5,261,484.16","5,665,773.29","6,507,750.52","6,779,683.44","8,581,252.66","6,036,672.57","6,565,562.25","7,673,876.18","7,759,924.63","7,777,641.17","7,766,370.79","7,791,030.39","8,394,220.14","15,904,482.91","15,213,176.14"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,"3,864.04","4,583.55",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,"6,191,684.58","6,191,684.58",,,"4,238,252.16",,,,"27,924,952.03","26,424,152.03","26,295,783.93","26,139,579.17","19,572,055.31","25,994,322.97","28,642,136.51","35,785,913.32","18,493,609.17","21,518,577.30","13,406,832.72","18,156,950.99","8,933,567.86","11,025,681.22"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"19,935,198.40","61,710,625.20","81,394,823.18","89,837,528.55","110,646,013.53","127,934,715.86","126,024,335.78","130,281,393.76","155,872,252.11","181,527,283.83","192,203,082.28","211,702,243.36","247,827,710.98","252,083,130.84","271,522,935.61","286,907,586.47","299,378,137.66","304,294,673.21","309,853,008.28","329,880,578.66","345,291,786.39","359,518,756.65","363,558,038.12","501,350,412.02","568,950,905.35","638,727,733.27","657,786,226.68","814,681,941.63","835,557,877.47","870,790,165.93","844,381,305.76","858,425,819.66","873,823,433.70","970,795,822.15","1,023,707,409.79","1,050,408,549.46","996,501,187.74","1,012,622,578.42","981,902,221.78","918,680,664.25","795,262,860.77","784,989,727.11"
