科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"139,900,126.04","140,857,370.27","207,342,395.59","168,219,111.69","259,200,617.65","282,555,896.30","52,134,374.91","101,352,029.02","141,260,308.10","219,226,881.56","97,820,386.02","134,908,962.03","248,718,772.91","337,472,397.33","63,060,991.43","140,270,404.04","239,875,196.91","341,468,935.19","84,012,994.68","192,811,952.43","280,882,116.63","406,488,811.36","94,925,880.46","209,433,010.33","288,237,475.98","365,956,878.03","86,137,365.13","181,327,975.58","313,195,955.47","598,534,422.41","613,064,201.81","1,129,635,009.89"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"3,889,298.31",,,,,,,,,,,,,,
收到的税费返还,"542,376.46","750,958.18","966,757.93","107,916.79","272,137.87","542,500.62","160,416.85","345,544.08","496,584.81","673,211.68","210,539.33","431,806.82","363,899.82","785,123.32","121,590.17","121,590.17","465,954.76","754,507.56","218,750.25","393,750.45","813,750.93","1,324,168.18","93,333.44","1,278,259.98","1,668,620.87","1,401,750.51","298,900.00","388,239.69","713,826.19","1,574,745.35","694,604.43","1,367,628.45"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"7,445,971.87","2,110,863.68","8,658,012.82","4,085,273.12","4,652,725.04","6,586,672.26","2,250,542.10","3,933,186.29","9,000,446.95","22,454,878.91","1,063,324.98","15,546,494.64","899,393.25","10,034,926.47","3,099,799.08","9,939,273.25","10,238,833.43","17,972,187.64","1,183,114.88","3,325,995.74","4,956,073.60","9,037,344.02","701,645.69","12,997,046.36","9,508,513.74","10,161,023.35","251,435.99","5,633,420.96","12,059,500.37","23,034,810.22","13,312,030.90","7,098,874.31"
投资活动现金流出小计,"9,432,257.66","6,218,666.62","43,519,580.42","18,042,640.34","21,408,843.31","25,604,608.77","13,556,495.28","14,419,895.37","15,180,498.11","32,941,244.83","1,923,076.13","4,315,631.60","11,222,970.50","26,187,276.24","17,865,777.34","31,079,741.58","36,062,103.45","47,333,146.83","42,922,424.29","97,892,885.26","156,340,023.74","215,447,932.48","27,041,269.92","124,674,421.45","168,648,789.20","272,505,049.58","43,687,841.09","61,504,182.70","84,225,968.57","111,186,226.39","121,059,351.35","1,139,166,403.56"
经营活动现金流入小计,"147,888,474.37","143,719,192.13","216,967,166.34","172,412,301.60","264,125,480.56","289,685,069.18","54,545,333.86","105,630,759.39","150,757,339.86","242,354,972.15","99,094,250.33","150,887,263.49","249,982,065.98","348,292,447.12","66,282,380.68","150,331,267.46","250,579,985.10","360,195,630.39","85,414,859.81","196,531,698.62","286,651,941.16","416,850,323.56","95,720,859.59","223,708,316.67","299,414,610.59","377,519,651.89","86,687,701.12","187,349,636.23","325,969,282.03","623,143,977.98","627,070,837.14","1,138,101,512.65"
投资活动产生的现金流量净额,"-9,432,257.66","-6,218,666.62","-43,519,580.42","-18,042,640.34","-21,408,843.31","-25,604,608.77","-13,556,495.28","-14,419,895.37","-15,152,498.11","-17,765,991.21","-1,923,076.13","-4,214,631.60","-11,105,996.70","-26,067,586.89","-17,838,935.48","-31,052,899.72","-36,035,261.59","-46,810,146.19","-18,871,277.83","-42,509,010.44","-56,630,382.26","-81,427,669.06","26,894,443.00","-46,575,482.32","-33,153,905.94","-86,891,917.70","-15,229,014.89","-6,794,842.31","-11,142,203.08","31,795,712.91","-62,200,883.08","-936,690,855.48"
购买商品、接受劳务支付的现金,"119,914,757.20","112,387,052.00","153,785,705.02","92,911,799.14","181,786,042.42","179,261,696.75","44,859,788.58","92,329,998.37","133,917,591.28","200,454,316.04","104,590,266.55","139,133,075.35","236,504,040.20","307,731,255.40","61,724,387.46","103,466,326.73","178,494,845.17","241,442,990.17","75,109,014.82","149,652,703.25","223,030,654.59","308,687,624.04","68,997,470.82","133,517,313.14","194,564,774.60","225,313,176.82","50,883,991.13","127,353,109.34","225,954,034.81","431,675,477.09","451,570,470.16","850,980,478.70"
吸收投资收到的现金,,,"39,040,000.00",,,"344,162,500.00",,,"3,000,000.00","3,000,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00",,,,,,,,,,,,,"12,300,000.00","12,300,000.00","12,300,000.00","12,900,000.00",,"924,716,974.79"
