科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"73,797,511.32","79,371,074.28","101,674,845.90","12,127,750.61","21,999,935.64","44,767,139.25","103,417,203.11","16,295,471.52","48,151,049.94","70,119,363.76","126,404,382.09","26,134,333.47","59,759,100.43","94,886,651.18","199,440,268.70","49,153,369.68","110,127,050.16","164,789,476.69","255,228,595.87","57,166,298.08","132,535,736.49","175,995,148.11","220,879,523.45","29,360,866.59","94,729,369.26","179,451,447.66","331,213,090.29","42,443,930.20","100,181,004.91","180,893,577.89","341,738,284.50","88,415,320.83","195,593,672.52","287,800,816.51","455,536,432.41","86,297,037.69","140,891,971.01"
二、营业利润,"22,409,832.33","24,338,574.05","37,832,149.77","-1,313,151.79","-1,458,142.91","11,479,750.36","39,302,073.68","881,475.91","11,463,953.96","17,496,436.02","45,657,657.51","14,697.60","12,705,634.70","21,892,230.67","73,231,748.50","5,735,397.55","30,452,626.93","43,865,733.16","78,487,027.06","9,648,902.81","42,332,758.69","33,991,393.60","15,836,836.70","-31,335,003.17","-33,309,543.61","-21,772,942.19","22,897,513.54","-15,166,751.60","-317,833.65","795,994.91","64,507,327.54","-8,095,807.52","2,522,974.67","9,269,457.10","32,864,208.73","-11,536,763.67","-24,534,984.00"
减:营业成本,"31,256,762.27","21,743,888.71","24,384,659.14","2,523,402.47","5,574,574.21","8,833,916.49","30,316,753.65","4,384,997.94","19,051,440.48","21,679,809.41","35,228,243.37","6,227,327.09","15,499,581.88","23,227,851.24","40,283,677.94","9,074,508.40","21,500,189.36","31,299,691.54","59,207,935.54","11,980,568.18","27,783,024.26","43,450,663.09","57,891,868.73","14,550,799.87","40,676,650.67","79,633,931.23","145,296,914.85","18,013,951.98","38,284,160.10","76,427,054.04","164,757,986.61","44,982,419.07","99,902,368.80","141,480,113.65","231,219,978.14","50,875,259.26","80,904,504.63"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"35,477.35","867,317.67","1,527,409.06","152,067.71","270,293.84","493,740.94","1,425,666.68","328,668.43","792,888.57","1,117,270.36","2,020,541.18","351,434.58","918,321.70","1,364,894.59","3,096,644.35","825,571.95","1,877,413.84","2,843,146.47","4,435,434.58","476,661.24","1,308,598.65","2,003,974.69","2,383,310.42","151,788.82","403,912.21","867,988.56","1,568,039.48","353,964.60","559,363.00","1,398,303.80","5,450,008.68","885,672.70","2,033,537.95","3,275,242.11","5,229,421.38","1,202,840.86","2,276,386.33"
营业外收入,"4,615,857.62","6,836,058.11","11,537,152.86","1,973,942.09","5,330,890.69","7,456,146.66","14,858,949.33","1,736,362.56","4,464,046.97","7,044,422.54","11,163,157.31","3,980,922.82","6,309,269.59","9,018,475.68","15,079,618.04","4,283,275.25","13,560,272.79","20,383,815.17","27,286,024.03","3,528,917.73","11,684,891.57","18,121,585.57","23,458,094.93","2,034,247.90","6,207,199.10","7,876,729.42","11,563,835.87","3,249,752.59","7,178,976.89","10,143,802.37","18,069,202.17","2,541,265.94","2,088,059.35","3,552,205.56","99,249.43","6,020.85","5,600.85"
销售费用,"6,046,087.43","15,189,289.75","17,922,391.79","4,986,275.08","8,564,591.35","13,330,647.63","17,263,564.08","5,344,917.79","9,832,091.41","16,242,989.72","24,869,117.83","10,610,417.42","18,446,270.34","30,081,793.04","42,391,035.96","14,304,982.76","28,116,702.62","42,850,756.62","51,197,435.10","12,737,327.71","26,416,757.98","40,731,475.28","59,111,455.76","14,919,469.30","32,704,107.60","47,594,814.12","69,786,866.42","17,214,471.01","33,918,759.82","51,149,767.77","70,409,470.20","20,777,099.88","38,041,828.81","55,871,239.98","74,260,912.89","19,236,467.27","34,258,201.89"
减:营业外支出,,,"53,725.05","2,363.64","3,414.44","3,414.44","36,875.94",431.72,431.72,431.72,431.72,,,,"19,271.65",,,"349,896.42","368,357.96","1,289.95","128,893.55","195,810.42","1,744,313.94",,"125,027.75","130,296.03","130,296.03",,"1,968.37","1,968.37","125,723.16",,,,"297,667.90",,
管理费用,"13,939,309.54","15,896,424.28","19,809,960.53","5,862,119.60","10,913,873.93","15,628,972.90","22,948,990.23","8,224,784.48","14,805,112.52","25,869,970.57","33,917,921.80","11,925,348.07","21,784,043.85","33,195,324.17","50,706,809.21","17,547,489.76","31,217,835.95","48,768,962.52","65,261,645.69","24,856,951.83","39,969,431.22","59,802,073.96","91,183,252.52","32,024,647.07","56,716,418.63","79,647,370.14","112,815,117.49","24,937,075.54","44,568,909.10","68,224,513.17","86,821,207.24","29,494,126.92","57,390,361.37","86,906,121.14","115,377,590.25","28,834,957.03","53,970,702.70"
其中:非流动资产处置净损失,,,"53,725.05",,"3,414.44","3,414.44","36,875.94",431.72,431.72,431.72,431.72,,,,"19,271.65",,,"349,896.42","368,357.96",929.95,"128,713.55","195,630.42","1,744,133.94",,"125,027.75","130,296.03","130,296.03",,"1,968.37","1,968.37","101,283.16",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-16,477.60","-73,169.49","-129,073.75","-82,962.46","-2,572,199.19","-6,097,564.65","-9,388,524.54","-3,221,365.02","-7,530,751.62","-12,433,539.46","-17,769,433.61","-4,922,822.28","-10,550,605.50","-15,681,755.56","-20,094,456.01","-4,725,079.18","-9,063,549.62","-11,731,313.00","-14,634,806.36","-3,681,958.34","-6,063,206.74","-8,692,650.50","-11,266,611.42","-2,266,755.85","-3,188,583.31","-3,386,657.47","-3,535,598.33","-1,084,769.04","-2,448,515.32","-3,820,684.78","-5,846,108.36","-2,836,863.95","-4,385,649.19","-7,704,233.90","-9,243,941.00","-3,877,259.44","-7,488,222.21"
三、利润总额,"27,025,689.95","31,174,632.16","49,315,577.58","658,426.66","3,869,333.34","18,932,482.58","54,124,147.07","2,617,406.75","15,927,569.21","24,540,426.84","56,820,383.10","3,995,620.42","19,014,904.29","30,910,706.35","88,292,094.89","10,018,672.80","44,012,899.72","63,899,651.91","105,404,693.13","13,176,530.59","53,888,756.71","51,917,168.75","37,550,617.69","-29,300,755.27","-27,227,372.26","-14,026,508.80","34,331,053.38","-11,916,999.01","6,859,174.87","10,937,828.91","82,450,806.55","-5,554,541.58","4,611,034.02","12,821,662.66","32,665,790.26","-11,530,742.82","-24,529,383.15"
