科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"14,156,957.60","18,113,846.54","16,992,264.62","189,458,268.30","188,604,487.35","106,594,395.25","91,337,876.19","75,940,862.64","80,672,061.42","109,521,574.14","89,458,494.19","130,980,951.75","125,258,619.77","93,511,553.12","48,053,635.47","147,050,300.53","87,681,378.04","66,760,971.81","67,134,088.30","102,993,062.86","29,848,534.75","116,746,862.65","83,361,029.62","94,329,554.99","67,287,924.59","60,138,166.31","48,920,996.91","139,653,179.32","50,755,297.77","232,910,197.16","196,154,878.08","218,857,073.08","103,303,035.85","118,543,134.30","112,089,756.52","95,709,108.24","48,671,441.82","42,968,183.66","36,129,922.06","84,263,440.83","108,196,223.12","40,658,501.64","23,712,029.58","56,315,982.64","36,726,641.51","42,801,876.63"
短期借款,"573,347,494.79","573,347,494.79","573,197,494.79",,,,,,"50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,,,,"4,922,240.00",,"3,955,792.84","14,279,277.15","20,601,275.48","25,061,900.84","25,916,591.50","20,138,946.77","20,279,813.15","13,980,957.72",,,,,,,
交易性金融资产,,,,,,"48,180.00",,,,,,,,,,,,,,,,,,,,,,,"40,095,914.01",,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"50,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,399,007.22","87,558,784.75","53,858,561.50","4,657,503.60","59,552,673.04","90,543,159.10","93,936,531.17","32,817,063.36","10,347,405.65","13,512,310.26","14,525,518.51","7,981,966.95","4,818,456.40","500,000.00","500,000.00"
应付票据,,,,,,,,,,,,,"37,416,520.35","37,416,520.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,069.00",,,
应收账款,"4,046,314.31","4,265,695.48","668,295.83",,,,"5,982.00","3,708,840.00","588,230.00","640,074.00","2,447,236.20","10,774,207.97","10,468,368.60","14,566,101.56","15,034,283.82","42,923,020.67","38,374,244.37","43,438,083.22","32,670,483.22","64,147,039.64","51,936,097.31","47,884,500.96","44,315,505.85","83,712,574.64","55,818,802.75","73,627,070.89","82,589,924.42","1,713,050.77","4,951,312.57","43,677,695.25","42,558,588.09","30,613,005.88","43,867,860.01","33,185,523.40","78,615,156.06","80,365,292.45","167,491,798.26","154,635,206.89","193,887,882.97","169,822,096.52","119,986,490.59","163,092,491.18","185,493,198.96","29,383,415.37","35,235,708.38","31,748,348.99"
应付账款,"59,953,737.86","57,538,857.17","62,863,555.91",,,,,"1,576,904.89","904,851.59","904,851.59","964,286.36","4,344,390.52","1,695,928.57","1,320,062.73","1,122,125.49","1,282,318.49","1,934,412.91","1,686,541.49","1,780,570.49","1,032,623.90","1,060,068.90","1,292,891.70","1,035,633.94","8,908,697.82","8,908,697.82","7,908,697.82","7,825,917.82","6,855,302.86","6,069,878.86","24,633,331.14","24,030,767.14","38,185,051.39","46,689,245.37","40,229,831.10","53,893,510.18","53,975,819.34","123,390,534.72","49,050,050.72","39,267,049.63","62,500,836.47","57,267,590.77","29,131,015.23","35,724,569.21","22,123,887.83","15,796,782.67","25,667,267.11"
预付款项,"8,455,463.44","6,948,556.99","11,038,539.83",,"1,003,500.00","3,210,571.76","4,375,838.46","5,000,486.06","3,586,929.77","3,542,181.75","36,297,857.94","4,682,135.88","34,871,001.38","68,697,704.68","66,784,177.32","7,260,420.65","44,389,935.89","70,141,445.49","82,055,072.56","16,603,818.41","72,720,093.47","6,038,168.89","50,234,057.38","48,725,472.53","18,025,788.23","14,795,511.33","14,829,211.33","14,289,034.43","30,332,063.56","75,321,252.37","111,831,771.95","55,660,156.18","115,993,137.48","168,728,714.45","159,905,654.25","36,566,724.62","36,595,403.18","58,787,043.11","79,402,072.47","37,669,763.02","53,727,647.73","50,090,909.70","48,930,584.00","24,032,172.09","21,102,546.73","21,592,667.98"
预收款项,"21,533,176.26","16,250,370.24","13,950,514.37",,,"4,655,018.00","11,081,057.00","5,016,692.00","12,604,100.00","49,669,648.00","69,138,636.00","2,372,873.00","769,605.00","770,411.00","845,873.00","35,853,020.00","38,421,002.00","47,050,858.00","62,291,116.00","75,160,233.00","74,101,895.00","64,362,036.00","35,271,888.00","2,260,668.00","12,579.00","376,509.00","250,817.00","3,562.00","3,562.00","2,664,760.07","3,588,391.68","5,455,967.98","2,919,432.74","25,693,389.64","2,093,809.64","5,006,972.69","5,970,106.99","5,732,426.07","2,043,722.57","1,409,681.12","1,245,588.96","2,196,478.62","1,165,626.46","1,106,432.91","1,072,180.77","1,171,256.57"
其他应收款,"46,886,574.99","48,089,202.63","46,935,597.62","1,900.00","1,900.00","7,796,341.55","7,926,456.02","6,671,876.95","6,647,459.95","6,903,226.08","8,897,731.34","9,172,578.10","9,433,097.27","9,710,290.94","10,019,085.56","5,198,525.80","5,627,024.32","5,219,494.15","4,180,143.40","3,784,828.11","3,847,192.70","3,585,603.97","3,305,087.54","2,324,179.22","2,573,684.51","9,314,256.18","8,488,821.18","7,268,275.12","10,559,517.81","12,116,198.81","18,611,160.14","16,923,648.09","22,961,330.54","102,637,923.14","19,995,255.74","7,964,973.65","9,834,008.07","7,524,197.27","6,531,427.16","5,211,736.60","6,170,420.14","6,341,846.98","5,316,125.69","5,075,223.90","3,806,139.46","2,552,980.45"
应付职工薪酬,"3,591,115.53","13,307,818.62","13,491,991.14",,,"77,218.89","63,984.29","77,206.59","77,206.59","77,206.59","77,206.59","77,206.59","139,406.59","233,727.00","77,206.59","659,350.71","77,206.59","77,206.59","77,206.59","329,177.60","90,581.09","77,868.77","77,206.59","77,206.59","188,525.64","214,223.59","78,657.83","305,096.35","76,249.03","2,274,666.86","2,891,207.34","3,363,837.42","3,279,015.45","3,171,235.18","3,357,491.77","3,015,148.62","2,899,736.46","9,529,822.60","9,899,166.43","10,524,024.07","7,716,791.82","7,066,627.12","7,981,537.99","9,400,361.15","6,535,904.54","6,244,768.32"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"492,649.29","241,139.76","-125,360.84",,,"5,186,874.02","4,188,132.75","6,402,409.43","6,250,783.59","4,086,142.31","3,395,085.35","13,685,626.56","14,633,248.17","15,578,058.63","14,840,052.65","25,564,762.54","20,256,597.16","19,823,705.57","16,438,387.02","10,009,799.94","9,669,282.69","12,317,805.27","14,057,575.99","18,303,635.67","18,372,752.51","33,866,414.98","23,871,347.14","27,795,517.96","28,395,975.48","39,241,018.59","13,003,897.80","18,734,038.57","10,932,392.21","8,679,886.48","11,497,562.92","7,098,618.39","109,486.77","-1,789,763.69","-273,557.44","3,390,575.63","3,842,724.01","1,606,865.73","1,399,127.93","1,949,697.06","1,282,051.06","1,000,077.76"
应收利息,,,,,,,,"317,005.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,"152,200,847.54","162,868,425.37",,,,,,,,,,,,,,,,,,,,,,,,,,,"178,893.23",,"8,932.44",,,,"480,108.73",,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
