科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"729,779,268.40","812,780,240.56","979,392,553.84","437,055,155.09","613,416,199.18","866,949,386.78","122,559,228.13","441,397,971.15","614,041,650.33","910,839,258.01","128,331,325.34","416,247,518.90","598,732,284.91","908,227,410.25","172,480,657.83","553,265,557.00","817,028,847.76","1,181,029,067.94","215,535,410.91","561,478,442.64","852,675,110.61","1,173,474,922.85","232,222,204.69","596,560,531.53","911,574,337.18","1,289,764,982.65","279,474,532.29","658,917,046.86","1,012,888,341.67"
取得子公司及其他营业单位支付的现金净额,,"22,133,277.27","10,107,000.00",,,,,,,,,,,"156,394,073.00",,,,,,,,,,,,"35,737,376.70",,,
收到的税费返还,"25,743,390.32","29,826,796.79","55,512,788.90","26,128,071.33","39,323,667.95","42,492,884.81","184,737.08","26,683,044.97","49,095,757.32","50,379,671.08","2,000,000.00","26,507,314.56","34,342,669.05","51,664,520.32","7,511,049.10","26,052,994.67","39,445,709.42","52,730,136.14","565,810.53","5,285,810.53","17,323,901.69","24,383,046.82","4,500,264.40","15,423,823.43","21,815,249.12","41,230,280.74","7,856,115.50","8,269,974.49","31,089,910.24"
支付其他与投资活动有关的现金,"2,563,771.33","222,876.65","5,208,752.40",,,"2,895,226.52",,,,,,,,,,,,,,,,,,,,,,"500,000.00","500,000.00"
收到其他与经营活动有关的现金,"5,137,002.50","5,411,109.97","14,095,997.46","10,798,890.27","17,060,824.00","23,775,130.23","412,801.07","16,253,433.62","24,530,499.34","34,801,753.57","57,038,055.31","21,716,474.06","36,681,751.50","30,833,459.86","18,398,107.35","30,816,054.23","41,148,023.97","48,976,155.11","3,483,312.89","25,104,163.20","42,204,787.39","30,549,489.48","20,100,717.40","19,066,959.70","31,601,671.31","46,038,521.12","17,861,280.67","29,783,795.60","100,855,527.66"
投资活动现金流出小计,"134,536,090.96","79,224,818.30","83,286,158.78","3,220,613.00","58,818,274.78","61,982,102.53","1,165,365.36","14,457,518.51","45,694,450.85","94,328,244.31","89,657,161.51","138,384,269.16","345,645,798.73","333,679,156.69","42,250,342.06","50,317,573.19","95,635,890.09","129,268,941.05","16,986,440.24","42,329,286.11","56,122,482.49","272,058,395.83","4,910,044.20","7,487,119.78","12,740,313.77","98,361,715.37","13,078,448.59","44,662,563.97","117,885,747.53"
经营活动现金流入小计,"760,659,661.22","848,018,147.32","1,049,001,340.20","473,982,116.69","669,800,691.13","933,217,401.82","123,156,766.28","484,334,449.74","687,667,906.99","996,020,682.66","187,369,380.65","464,471,307.52","669,756,705.46","990,725,390.43","198,389,814.28","610,134,605.90","897,622,581.15","1,282,735,359.19","219,584,534.33","591,868,416.37","912,203,799.69","1,228,407,459.15","256,823,186.49","631,051,314.66","964,991,257.61","1,377,033,784.51","305,191,928.46","696,970,816.95","1,144,833,779.57"
投资活动产生的现金流量净额,"-134,536,090.96","-69,194,818.30","-82,271,658.78","-3,216,613.00","-58,814,274.78","-58,946,518.53","-1,165,365.36","-14,455,393.51","-45,658,342.53","-94,257,492.99","-89,653,559.88","-138,379,217.53","-345,638,647.10","-293,896,711.92","-35,409,934.06","-41,927,106.02","-89,097,776.14","-127,138,926.94","-16,980,876.24","-36,410,962.92","-50,103,841.30","-205,736,026.03","-4,907,584.20","-7,480,274.84","137,332,131.17","72,380,806.17","-9,383,126.06","-37,799,201.44","-110,997,078.00"
购买商品、接受劳务支付的现金,"557,674,637.94","554,149,589.92","676,742,901.01","283,526,638.64","480,925,822.05","743,906,811.11","202,801,517.04","381,356,119.27","544,014,169.19","727,469,697.18","175,974,581.12","343,670,110.30","518,929,238.90","749,877,855.99","240,998,934.18","450,415,573.27","717,258,324.12","971,125,649.50","240,916,694.38","434,973,418.45","619,364,232.81","858,444,282.18","200,281,391.75","417,541,223.11","616,298,159.80","922,643,975.75","280,478,851.88","498,854,025.36","689,401,761.51"
吸收投资收到的现金,"200,047,246.80",,,,"780,756,200.00","780,756,200.00",,,,,,,,,,,,,,,,,,,,,"45,097,400.00","45,097,400.00","45,097,400.00"
