科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"274,840,359.11","450,519,291.38","666,108,735.74","734,889,341.72","598,285,078.79","851,223,894.38","377,808,122.81","498,304,590.05","449,314,495.02","726,196,489.06","552,478,998.28","626,322,188.58","384,990,603.82","705,274,526.33","681,180,385.90","917,332,676.38","558,596,721.59","1,088,848,769.42","1,346,614,233.80","1,140,561,182.47","1,068,240,107.29","1,583,517,236.46","1,676,468,378.35","1,765,697,523.74","1,382,369,715.27","1,656,046,996.88","1,814,156,059.96","1,700,708,954.80","1,483,429,204.89","1,629,242,209.68","1,810,023,987.71","1,369,192,473.72","703,619,583.51","889,883,461.66","1,991,020,404.65","815,435,777.71","818,356,024.97","678,015,833.28","1,668,440,464.44","1,523,852,746.18","424,412,070.04","535,253,836.90"
短期借款,"40,000,000.00","40,000,000.00",,,,,,"30,000,000.00","10,000,000.00","165,515,344.19","52,858,221.53","35,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","12,000,000.00","5,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,"24,000,000.00",,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,"185,265.00","10,664,435.00",,,,,"84,152,000.00","234,589,855.64","65,710,826.44","43,331,400.00","52,577,606.82","52,921,113.36","54,232,537.33","51,182,687.47","27,151,448.02","38,738,519.09","46,901,976.02","37,929,503.23","32,663,116.28","33,364,275.07","44,117,229.23","56,992,398.69","73,435,597.88","80,502,154.64","60,193,360.04","66,372,133.83","61,418,196.60","60,585,718.86","61,002,660.91","61,708,133.30","61,534,388.49","63,423,140.03","67,863,986.56"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,"186,438.12","3,708,985.30","4,421,408.32","7,825,140.38","49,321,421.57","40,621,823.37","9,337,861.40","2,901,153.59","11,572,993.81","17,601,019.08","32,108,522.48","51,021,811.97","33,472,009.98","11,180,323.78","6,371,582.95","36,562,844.70","14,694,348.02","8,150,007.33","2,966,810.91","8,301,661.50","6,817,448.25","4,786,147.74","8,793,372.93","8,063,429.28","1,034,366.77","7,384,626.37","6,426,382.00","6,555,543.87","724,468.74","1,825,065.17","2,651,956.82","3,285,418.24","1,939,126.87","16,468,899.08","1,288,696.00"
应付票据,"39,500,000.00","72,850,000.00","102,800,000.00","48,510,000.00","21,900,000.00","32,200,000.00","35,900,000.00","91,936,251.36","268,001,100.79","130,755,240.00","168,540,000.00","136,870,093.00","68,340,584.80","86,022,437.52","150,857,099.45","118,287,733.17","158,863,485.17","133,305,032.00","126,535,899.00","77,734,331.59","133,994,171.59","137,695,739.00","183,480,634.00","154,746,624.00","132,270,000.00","111,448,249.87","92,403,249.87","68,995,000.00","63,000,000.00","81,650,000.00","65,338,358.00","55,338,358.00","70,602,609.00","44,102,609.00","259,189,152.42","242,969,152.42","238,580,000.00","46,100,000.00","56,738,157.00","30,238,157.00","37,150,000.00","27,750,000.00"
应收账款,"3,161,256.23","14,371,144.27","21,157,568.98","7,213,886.80","4,249,251.26","42,626,169.50","19,492,461.73","12,613,989.52","34,557,841.80","66,547,782.11","144,776,321.15","125,285,645.02","50,690,886.64","82,465,952.23","87,652,447.25","83,679,881.41","101,404,710.55","124,889,090.94","125,529,619.03","48,474,843.75","85,353,684.03","117,585,597.03","105,198,226.14","77,001,547.94","112,823,920.50","92,963,525.33","83,501,293.08","67,857,810.03","63,923,506.01","78,403,025.90","76,229,644.21","66,672,407.02","55,690,466.15","64,446,207.72","52,643,809.63","36,710,537.30","34,313,775.65","66,802,911.63","116,077,914.35","148,474,113.98","143,139,203.39","186,042,124.64"
应付账款,"373,695,367.88","589,965,175.69","584,523,401.86","603,622,295.66","494,775,032.51","741,714,823.63","754,434,029.90","695,479,167.83","600,714,666.68","943,202,575.71","1,113,898,455.04","1,248,186,430.74","1,003,428,097.21","1,448,542,266.45","1,517,015,847.11","1,463,592,237.37","1,218,208,238.35","1,632,427,818.34","1,924,650,975.72","1,645,797,391.16","1,427,235,104.27","2,032,793,305.51","2,086,774,589.99","2,155,468,838.43","1,857,997,297.08","2,089,717,144.59","2,109,385,641.04","1,889,443,064.21","1,805,567,729.20","1,658,047,632.19","1,713,184,576.24","1,520,316,214.36","1,357,033,403.85","1,404,349,102.98","1,445,457,102.08","1,293,963,396.66","1,162,710,111.69","1,241,018,891.34","1,262,862,942.12","1,138,943,259.33","1,031,387,105.22","1,163,629,464.00"
预付款项,"28,938,723.71","65,553,795.11","89,034,951.90","32,863,099.34","16,329,136.13","53,447,090.46","44,161,330.62","32,825,559.55","58,029,401.56","125,038,266.40","144,076,602.04","168,125,136.23","84,603,850.42","172,670,930.46","200,421,042.72","191,836,434.32","219,002,959.51","163,114,246.84","295,110,166.87","248,620,231.96","220,762,326.63","289,025,950.20","249,732,798.79","311,546,126.73","296,668,491.31","350,339,198.34","374,086,290.64","378,376,168.48","315,243,607.12","241,563,158.09","141,362,541.10","319,364,391.41","149,023,866.49","199,859,364.47","214,701,204.22","394,858,513.57","126,903,015.49","116,714,166.39","98,094,510.86","112,183,369.07","62,760,839.71","155,448,178.49"
预收款项,,,,,,,,"1,117.00","10,877,509.10","12,814,112.65","9,627,809.11","29,832,265.49","11,262,103.05","11,389,493.93","75,510,076.77","32,204,280.02","31,404,040.04","21,014,426.00","76,525,225.51","64,517,886.81","91,212,385.20","128,657,896.34","75,938,659.54","88,057,244.88","104,628,338.01","152,236,431.94","193,643,921.97","189,656,419.86","85,130,431.51","139,581,335.26","64,447,091.00","175,205,532.64","94,723,712.02","113,343,624.09","109,237,921.32","218,894,137.50","89,606,580.02","77,345,619.11","42,368,731.46","44,346,737.85","33,008,188.45","94,618,907.76"
