科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"783,041,857.52","1,461,923,774.40","1,822,993,900.23","1,942,375,407.11","228,097,349.01","527,416,139.25","780,764,679.03","990,781,737.27","107,275,903.28","281,966,878.48","406,031,899.26","547,178,084.04","116,515,271.45","293,550,984.53","479,410,485.36","630,362,179.39",,,,"2,611,228,925.25","664,942,081.18","1,494,292,133.84","2,315,038,088.38","3,485,692,096.44","822,655,050.92","1,726,519,037.82","2,752,136,126.80","4,208,068,450.83","1,016,554,285.09","2,254,611,352.46","3,337,254,976.31","4,686,820,559.02","1,025,287,894.04","2,680,028,475.13","5,359,275,309.84","11,887,768,830.69","3,034,795,661.71","7,252,013,623.15","10,345,020,117.82","13,789,400,375.21","2,718,126,808.87","4,540,666,707.92","6,700,893,157.13","11,231,863,421.91","2,174,931,942.87","5,235,495,344.16"
二、营业利润,"-155,612,601.36","-471,228,683.76","-569,508,893.58","-632,964,375.77","-38,190,665.24","-213,467,819.07","-277,760,216.98","-713,579,123.56","-61,745,598.79","-110,376,802.09","-159,809,499.00","-546,083,936.11","-61,038,663.25","-549,670,736.15","-672,695,715.04","-72,970,218.45",,"-284,882.00","-427,323.00","237,708,887.17","72,798,625.04","175,361,526.73","225,531,369.10","260,926,823.53","96,181,189.11","194,802,599.46","248,765,129.30","324,722,188.01","90,625,121.25","134,758,748.49","165,692,165.46","104,433,627.43","45,439,709.11","189,454,747.74","274,396,801.71","225,294,435.15","135,932,803.17","261,242,562.12","348,694,040.07","500,964,751.50","133,962,158.07","330,124,274.44","507,409,169.84","616,800,122.09","177,527,259.88","490,964,738.56"
减:营业成本,"726,416,290.39","1,361,203,554.20","1,698,405,753.12","1,837,872,113.06","224,546,582.41","515,641,005.81","770,303,688.37","1,018,325,874.76","118,223,190.90","290,921,486.69","418,031,378.14","528,473,828.05","125,923,832.15","301,808,072.08","482,338,008.33","600,492,513.17",,,,"1,605,271,915.74","430,397,207.30","1,000,789,618.94","1,588,954,406.01","2,356,784,055.20","527,809,301.59","1,126,116,477.62","1,880,816,541.68","2,943,743,637.97","704,759,379.32","1,652,190,066.65","2,450,676,383.84","3,364,335,313.10","700,363,445.00","2,006,758,326.36","4,323,304,193.59","10,432,957,371.21","2,655,500,603.65","6,488,402,938.67","9,205,757,619.99","12,179,177,297.89","2,330,868,177.25","3,754,471,658.90","5,503,107,507.20","9,536,090,964.96","1,748,975,967.90","4,328,322,975.75"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,512,519.67","3,789,432.83","5,507,181.36","8,294,016.61","1,480,028.41","4,905,321.22","7,001,761.66","8,570,903.11","546,294.29","1,524,185.13","2,142,868.24","5,006,389.99","637,368.53","2,719,542.93","3,661,241.52","5,263,014.53",,,,"24,971,081.42","2,580,943.77","8,701,364.36","13,026,074.74","24,920,946.15","3,237,718.72","9,012,730.31","12,453,874.40","27,670,683.60","3,078,170.09","9,938,565.65","11,035,886.25","20,969,255.07","2,425,228.91","7,393,648.19","10,832,502.28","17,539,873.84","3,345,962.26","8,137,836.77","10,459,055.70","33,395,024.35","2,794,653.24","13,268,789.11","13,844,340.31","30,712,326.46","5,176,209.06","11,143,306.00"
营业外收入,"4,102,081.17","5,342,751.12","19,419,315.84","788,920,843.12","3,755,284.90","8,636,679.82","8,820,571.03","24,400,993.93","1,822,051.14","3,119,157.37","4,478,136.91","34,375,265.38","1,315,170.00","39,237,783.87","42,390,211.62","869,079,277.50",,,,"61,973,437.71","6,178,458.92","11,002,001.84","16,171,294.17","80,370,970.49","8,663,673.50","11,958,996.04","49,964,649.09","85,874,766.39","1,994,659.19","75,151,702.16","90,688,600.27","125,159,014.51","14,238,269.65","68,679,363.36","81,107,473.63","132,283,481.94","3,055,635.09","50,028,719.43","76,864,049.91","142,417,128.36","6,131,366.66","64,677,523.18","38,003,066.17","55,171,084.01","2,097,083.77","12,828,434.69"
销售费用,"17,915,476.23","30,147,641.44","35,766,889.07","37,315,238.91","2,790,002.87","6,534,422.31","10,530,496.21","14,331,784.35","2,919,083.05","5,483,230.72","7,970,527.24","10,842,699.56","1,823,542.90","4,801,331.65","7,503,764.58","10,955,660.25",,,,"279,307,356.82","57,494,620.20","117,512,789.78","188,605,661.81","309,524,294.66","70,140,478.82","155,745,051.61","232,578,386.45","375,161,619.60","86,648,424.10","198,859,201.45","314,245,025.13","504,372,599.91","98,677,440.29","210,903,152.05","345,136,055.47","551,142,871.78","105,399,743.88","229,023,740.89","350,024,115.76","520,567,861.13","106,608,585.52","218,768,808.28","338,775,024.89","504,239,806.07","111,003,753.16","240,243,976.41"
减:营业外支出,"44,958,020.75","46,321,969.91","46,558,321.16","57,410,093.83","96,851.10","10,734,865.47","11,715,081.83","88,557,640.47","282,174.35","1,154,769.96","1,294,067.07","52,514,303.92","267,609.49","330,486.45","21,359,692.19","99,486,974.98",,,,"9,538,097.13","1,059,881.84","1,581,967.03","2,586,480.23","6,162,950.10","2,161,029.38","4,223,959.88","6,919,871.33","27,206,223.34","1,202,181.90","4,512,853.80","5,271,631.45","19,128,053.10","1,352,840.92","4,515,656.94","6,949,108.26","12,421,728.72","2,441,561.14","3,732,271.30","5,973,619.04","29,094,888.48","3,642,598.33","7,383,513.97","9,692,684.25","27,325,692.03","6,526,257.69","9,434,084.34"
管理费用,"175,413,598.57","460,460,370.55","374,897,384.04","315,536,073.11","28,553,007.62","111,982,726.80","149,657,408.63","338,447,500.33","26,023,636.81","48,164,671.73","67,546,833.20","339,302,307.71","16,450,476.38","465,268,750.49","511,800,187.11","578,053,023.24",,"284,882.00","427,323.00","430,844,858.07","93,925,086.17","186,853,730.13","293,469,691.41","508,754,652.62","115,596,906.90","229,053,298.05","354,561,381.77","567,771,413.78","125,928,399.91","243,262,654.32","372,015,749.21","569,671,901.65","126,058,315.29","246,761,534.55","386,952,647.06","688,525,612.71","115,503,364.30","261,424,907.97","413,635,645.91","703,549,789.77","129,704,073.26","279,041,766.95","432,009,333.02","713,531,563.02","132,235,292.07","313,010,693.36"
其中:非流动资产处置净损失,,,,,,"1,825,789.97",,"22,391,389.06",,"845,912.58","845,912.58","35,942,923.60",,"184,120.96","20,132.58","897,137.24",,,,"701,943.54","134,812.47","246,830.37","281,396.86","329,300.93","219,595.90","296,930.43","1,354,805.85","1,248,902.78","161,053.30","484,673.84","487,751.85","800,699.58","137,352.43","229,588.62","238,804.74","488,742.78","84,483.97","197,583.82","476,894.05","1,427,007.53","45,928.02","232,469.15","246,782.17",,,
