科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"29,554,625.12","14,984,620.19","47,089,721.33","54,375,952.57","35,992,152.60","678,932,662.96","577,201,131.68","554,499,264.79","510,471,242.45","80,257,211.72","62,331,274.18","40,592,166.72","40,953,305.40","320,504,447.36","41,967,839.28","53,961,859.28","34,958,252.98","60,041,594.17","79,097,257.58","37,657,201.46","45,828,691.13","54,101,096.85","75,877,664.00","32,750,724.60","154,134,108.80","201,362,077.96","117,720,276.07","111,088,630.24","140,438,392.17","178,218,910.71","151,262,191.99","116,911,892.56","103,741,778.37","255,240,867.05","100,300,360.19","144,844,788.11"
短期借款,"10,000,000.00","25,000,000.00","64,000,000.00","102,000,000.00","102,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","20,000,000.00","34,000,000.00","34,000,000.00","34,000,000.00","8,800,000.00","10,800,000.00","10,800,000.00","7,800,000.00","10,900,000.00","14,700,000.00","15,200,000.00","15,200,000.00","17,400,000.00","14,400,000.00","13,000,000.00","138,500,000.00","144,500,000.00","121,500,000.00","134,500,000.00","134,000,000.00","184,000,000.00","184,000,000.00","239,000,000.00","204,500,000.00","197,000,000.00","207,000,000.00","312,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"41,401,919.85",,"31,225,632.88","8,897,849.32","3,570,000.00","22,207,327.41","29,303,974.15","52,904,051.29","48,659,914.53","88,255,332.58","52,864,788.42","23,762,636.94","14,360,272.00","36,090,898.35","35,524,690.66","34,116,505.28","48,029,990.20","121,232,356.40","84,946,703.20","119,226,408.00","93,927,134.36","58,421,573.11","40,732,602.26","66,491,701.63","103,699,490.02","95,092,127.07","86,249,935.39","90,531,388.07","63,048,129.15","161,209,197.29","150,674,523.25","126,301,785.29","121,229,186.65","155,802,159.73","144,936,260.32","112,671,639.78"
应付票据,"20,000,000.00",,"6,445,090.93",,"18,638,597.20","50,001,137.20","59,623,042.00","44,193,102.00","46,698,724.90","65,195,759.00","36,532,759.00","35,994,055.60","37,994,055.60","35,586,843.00","50,425,643.00","32,165,761.18","80,408,185.07","98,212,461.86","69,711,214.97","96,768,256.05","92,280,534.55","76,147,040.37","62,263,640.87","71,450,522.00","125,509,706.11","134,471,887.35","148,267,677.30","152,704,397.83","197,051,055.02","208,253,397.43","158,952,667.74","171,509,659.94","257,657,169.29","251,511,732.99","235,396,239.84","275,288,271.81"
应收账款,"124,982,634.61","207,030,160.44","204,104,668.67","209,044,936.92","214,363,362.29","293,346,931.59","308,880,063.71","310,211,446.68","367,063,891.69","385,147,784.07","403,367,825.89","446,367,470.61","459,038,272.74","502,451,293.15","510,610,513.02","519,030,201.40","554,851,327.58","486,316,857.77","510,188,120.00","509,533,448.20","501,658,630.84","573,079,184.01","575,534,005.56","582,151,585.43","941,050,484.19","1,026,997,767.30","1,027,159,606.07","1,055,685,469.14","1,170,474,907.20","1,252,430,208.48","1,225,255,183.50","1,219,204,208.53","1,254,932,484.68","1,190,402,958.26","1,212,810,832.52","1,314,484,693.32"
应付账款,"72,202,155.31","159,568,605.95","148,592,113.96","149,314,754.08","198,396,124.69","123,544,925.41","103,112,110.60","92,957,509.37","126,199,690.46","126,221,031.07","134,205,845.19","126,475,368.94","154,922,245.81","150,606,840.06","120,209,561.60","160,137,436.89","120,868,337.21","153,193,547.84","147,685,307.59","157,051,830.49","146,199,537.89","152,168,642.76","155,168,796.28","162,299,159.39","419,072,609.11","491,727,368.12","451,025,934.74","459,089,517.98","506,309,812.25","439,372,924.16","429,965,021.45","450,036,129.88","417,139,062.10","450,968,514.85","434,857,581.07","459,577,567.63"
预付款项,"23,246,489.80","10,155,461.57","7,683,687.63","11,284,610.34","10,585,923.91","19,503,517.66","11,902,973.77","11,626,044.39","10,971,629.71","13,416,245.64","25,109,548.28","12,634,037.22","10,656,312.46","7,326,433.90","10,106,998.24","4,813,896.88","17,788,328.92","5,521,391.14","9,259,303.70","24,545,947.21","28,172,619.06","6,402,442.71","20,573,405.31","55,548,989.79","58,785,248.08","39,489,883.34","35,130,827.34","29,349,979.20","55,247,517.53","15,588,693.17","46,448,031.77","54,481,654.79","52,109,688.21","19,079,584.11","52,438,010.51","61,915,599.57"
预收款项,"163,739,785.84","199,154,560.33","113,732,349.20","105,342,333.67","92,633,216.93","106,605,186.85","112,390,616.10","86,894,654.51","127,238,327.67","51,798,634.96","76,615,973.74","54,318,479.88","70,607,444.89","61,632,038.59","50,791,047.17","47,973,981.08","44,005,801.37","40,397,993.72","35,020,239.44","39,135,470.75","19,084,447.34","20,871,163.01","83,629,051.44","121,997,313.15","222,313,024.90","88,212,965.88","94,549,938.01","92,683,577.56","134,771,995.78","133,715,366.00","199,394,284.21","175,515,003.12","184,590,880.39","181,173,595.72","209,333,277.54","215,159,623.43"
