科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"8,127,196.51","6,211,268.60","8,417,513.51","4,645,787.77","3,276,035.53","1,115,819.05","702,467.14","-2,359,027.05","-3,240,945.19","-4,360,508.51","-4,765,308.34","-510,549.48","-2,078,753.87","-652,656.66","2,084,463.04","2,571,428.56","3,990,319.30","2,329,421.25","8,333,293.90","6,033,469.42"
三、利润总额,"66,896,362.13","88,208,310.38","112,981,854.38","32,074,399.72","64,436,502.74","84,616,410.20","115,658,180.96","35,664,822.91","69,315,117.31","104,907,009.71","152,172,567.92","42,719,580.32","87,660,850.57","127,261,951.73","164,974,530.77","33,131,046.82","74,062,553.31","108,431,707.27","150,141,318.26","23,848,972.28"
资产减值损失,"1,904,174.69","3,252,918.09","2,778,964.55","-255,060.58","-682,541.00","-50,945.97","411,899.33","1,276,065.78","845,926.04","1,344,958.64","4,702,180.55","257,123.42","-615,672.90","-1,576,323.03","2,814,330.23","608,732.46","355,329.98","502,409.91","23,552,851.41","-188,580.14"
减:所得税,"12,033,110.38","18,027,626.93","21,428,361.88","5,866,329.44","11,543,610.11","15,460,398.18","20,947,725.74","6,303,745.49","13,488,555.40","20,501,064.11","28,468,491.47","8,870,419.85","17,764,338.39","28,467,762.16","26,576,950.77","6,537,523.03","16,216,808.25","21,022,373.26","24,949,047.13","4,883,115.86"
加:公允价值变动净收益,,,,,"3,155,123.29",,,,,,,,,,,,,,"25,077,600.00",
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,"58,972.60","4,246,931.50","4,868,109.58","1,848,657.54","4,956,823.44","6,051,760.19","7,300,700.18","621,490.89","1,357,657.54","2,442,228.92","4,280,248.10","439,050.22","1,040,185.44","1,395,721.66","1,586,605.37","323,901.76"
四、净利润,"54,863,251.75","70,180,683.45","91,553,492.50","26,208,070.28","52,892,892.63","69,156,012.02","94,710,455.22","29,361,077.42","55,826,561.91","84,405,945.60","123,704,076.45","33,849,160.47","69,896,512.18","98,794,189.57","138,397,580.00","26,593,523.79","57,845,745.06","87,409,334.01","125,192,271.13","18,965,856.42"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"55,059,144.44","69,420,760.41","89,315,692.14","25,614,852.53","51,588,763.33","67,332,420.42","92,834,637.45","28,792,744.73","54,214,743.45","80,189,538.36","118,352,573.08","31,890,831.01","66,042,040.87","92,486,441.92","130,817,720.32","24,968,890.10","55,103,979.23","82,353,067.98","116,950,289.73","17,941,483.30"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-195,892.69","759,923.04","2,237,800.36","593,217.75","1,304,129.30","1,823,591.60","1,875,817.77","568,332.69","1,611,818.46","4,216,407.24","5,351,503.37","1,958,329.46","3,854,471.31","6,307,747.65","7,579,859.68","1,624,633.69","2,741,765.83","5,056,266.03","8,241,981.40","1,024,373.12"
