科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"387,765,014.90","448,500,471.61","552,441,384.52","169,884,017.86","329,043,667.63","466,082,519.18","624,525,819.61","163,324,820.26","336,987,744.70","533,712,086.38","774,758,708.72","223,236,803.03","439,130,704.14","638,119,125.38","904,007,078.27","258,128,066.27","515,780,468.91","737,753,859.93","1,018,362,309.13","214,766,647.97"
二、营业利润,"66,424,732.22","86,403,387.24","111,924,162.10","29,934,285.59","62,317,374.99","82,902,702.23","114,034,569.28","35,473,257.28","68,118,817.87","101,744,046.94","148,454,939.79","41,703,838.74","87,466,248.63","127,495,343.60","164,456,905.76","33,106,371.52","74,163,606.57","108,798,962.01","148,483,292.55","23,838,071.27"
减:营业成本,"256,413,763.89","293,373,553.61","356,792,925.11","117,387,884.43","226,914,407.84","325,535,416.94","430,890,946.53","108,583,438.42","226,680,075.05","361,392,559.23","507,620,723.37","145,526,907.83","282,955,566.50","409,230,761.84","586,970,781.04","182,558,953.88","358,405,328.95","507,924,364.78","698,190,676.84","146,785,840.01"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,428,267.38","2,822,764.76","3,509,599.05","917,202.14","2,133,337.49","3,139,786.21","4,199,503.56","1,477,390.11","3,021,370.18","4,674,739.29","7,515,458.70","2,499,319.24","4,972,844.15","7,387,246.35","9,798,150.80","2,717,367.99","6,981,956.76","9,030,890.06","12,073,438.79","2,557,939.58"
营业外收入,"823,089.35","2,535,983.07","3,150,966.48","2,147,158.12","2,468,434.12","3,412,808.88","3,344,424.60","377,130.41","1,543,513.12","4,503,160.43","5,683,123.74","1,153,822.57","531,078.76","831,807.68","1,598,178.00","44,330.04","176,797.68","371,219.48","3,105,581.26","88,753.68"
销售费用,"16,135,328.52","18,243,953.22","21,816,595.98","5,228,323.96","10,005,053.23","15,727,653.49","23,190,930.67","6,112,762.37","11,869,282.10","18,143,405.40","29,264,992.44","7,252,755.74","14,180,184.06","21,098,227.86","31,897,988.69","9,494,275.47","17,495,119.08","26,424,988.05","38,662,244.17","8,874,673.73"
减:营业外支出,"351,459.44","731,059.93","2,093,274.20","7,043.99","349,306.37","1,699,100.91","1,720,812.92","185,564.78","347,213.68","1,340,197.66","1,965,495.61","138,080.99","336,476.82","1,065,199.55","1,080,552.99","19,654.74","277,850.94","738,474.22","1,447,555.55","77,852.67"
管理费用,"35,331,551.69","38,192,626.09","47,201,624.22","12,025,594.55","28,294,095.44","41,959,018.73","55,963,612.68","14,609,590.89","34,650,042.09","56,824,645.58","89,266,422.39","27,128,898.43","55,313,292.84","79,663,181.06","112,886,519.76","28,212,506.81","59,786,706.75","48,297,933.17","62,775,385.10","14,622,544.37"
其中:非流动资产处置净损失,"339,148.76","69,982.85","134,623.48",,,"120,415.98","136,435.79",,,"177,127.48","221,870.82",,,"106,842.25",,,,,,
