科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"1,081,403,658.35","1,360,454,781.64","2,629,167,700.96","1,476,888,165.85","1,563,864,147.40","1,340,451,931.44","850,089,188.73","1,319,037,578.22","900,501,319.24","1,915,349,341.28","2,000,446,778.99","1,650,870,131.61","1,038,231,633.34","1,208,488,455.38","1,539,538,477.97","1,944,358,707.34","1,606,724,479.18","1,378,921,053.08","1,178,486,785.87","1,612,125,480.37","926,855,518.64","1,003,918,762.70","1,404,577,009.26","1,645,355,440.07","1,053,179,262.63","788,122,982.24","833,608,583.22","665,063,784.97","574,369,123.17","708,319,613.94","2,122,507,076.88","705,889,130.08","506,175,928.47","1,199,496,219.20","1,032,219,269.81","915,471,419.00","902,293,694.25","907,919,734.45","898,870,092.97","1,867,703,417.46","1,538,099,090.19","1,432,935,059.22","889,236,244.46","738,287,037.16","818,264,450.63"
短期借款,"1,383,750,000.00","1,805,520,000.00","1,726,670,000.00","1,971,259,374.35","2,332,055,825.22","2,394,000,000.00","2,713,000,000.00","2,739,000,000.00","2,894,645,504.39","4,016,917,284.73","4,157,820,990.42","3,977,247,493.74","4,095,695,128.39","4,467,075,986.40","4,553,729,783.04","5,026,606,825.39","5,024,260,180.81","4,971,107,893.35","4,737,759,620.60","4,889,326,125.80","4,362,273,512.07","4,339,172,128.07","4,804,177,561.54","4,670,236,448.72","4,432,924,650.09","4,333,059,084.56","4,331,916,973.59","4,402,285,600.00","4,361,354,189.24","4,422,800,000.00","3,563,300,000.00","3,092,969,600.00","2,995,700,000.00","3,016,700,000.00","2,986,700,000.00","2,998,000,000.00","3,003,000,000.00","2,924,811,568.76","2,827,811,568.76","2,738,811,568.76","2,700,811,568.76","2,614,000,000.00","2,557,000,000.00","2,189,000,000.00","2,090,000,000.00"
交易性金融资产,"2,000,000.00",,,,,,,,,,,"17,838,316.00",,,"12,614,481.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,975,080.59","51,884,078.70","237,628,689.14","363,380,742.18","268,861,739.67","334,002,410.49","315,030,299.67","137,269,670.30","57,274,593.36","64,659,316.40","100,023,064.60","152,312,639.91","112,979,771.50","143,152,056.48","165,769,759.00","156,613,749.62","191,451,648.97","131,378,176.61","128,347,636.14","222,239,428.98","187,427,759.28","134,312,540.65","165,421,489.71","168,484,648.52","107,511,002.11","57,092,219.80","132,869,770.23","95,989,347.86","49,860,151.62","48,250,413.58","115,854,117.50","202,051,455.09","80,733,576.79","153,135,763.09","164,716,714.48","118,059,373.54","97,081,797.91","72,436,569.47","43,317,142.43","51,323,937.85","50,822,376.40","71,736,972.66","36,778,911.40","28,227,234.08","34,998,691.68"
应付票据,"130,000,000.00","110,000,000.00","145,000,000.00","75,000,000.00","65,000,000.00","45,000,000.00","100,000,000.00","100,000,000.00","67,500,000.00","84,000,000.00","189,767,434.53","310,000,000.00","156,000,000.00","230,300,000.00","290,300,000.00","286,000,000.00","222,900,000.00","115,100,000.00","28,600,000.00","53,200,000.00","60,000,000.00","129,900,000.00","165,500,000.00","185,810,000.00","198,913,500.00","518,740,500.00","580,557,000.00","215,975,000.00","305,900,000.00","145,000,000.00","274,200,000.00","109,000,000.00","82,500,000.00","69,600,000.00","80,100,000.00","37,800,000.00","23,800,000.00","22,887,247.73","26,687,247.73","3,800,000.00",,,,"5,000,000.00","5,000,000.00"
应收账款,"453,577,272.46","413,448,521.11","494,161,530.65","413,702,997.97","652,134,222.75","891,112,228.14","1,025,929,550.96","903,353,985.69","975,932,886.18","388,986,133.52","498,178,159.46","265,007,623.22","264,675,336.40","294,852,909.24","248,196,675.65","49,712,699.89","58,297,985.47","19,257,976.78","23,631,691.17","115,268,709.42","118,310,956.34","130,804,831.93","45,868,849.31","12,328,820.49","12,402,407.20","33,475,130.51","9,574,421.73","30,201,355.31","20,629,164.76","40,598,941.66","158,003,349.01","43,910,983.24","38,079,403.67","31,310,863.23","34,564,458.93","27,452,454.60","44,033,855.11","22,881,578.40","48,007,500.13","19,012,239.76","43,663,589.63","29,488,613.75","29,700,189.54","46,231,259.60","31,563,809.77"
应付账款,"107,665,302.27","182,630,773.78","219,149,103.42","309,912,722.13","257,252,143.56","266,922,422.05","358,250,218.59","341,093,772.42","303,699,034.79","434,674,572.76","292,223,337.27","322,981,687.99","165,192,080.88","275,699,178.19","191,515,314.14","275,352,476.46","246,958,467.97","380,196,991.84","307,537,625.85","335,989,320.63","238,798,632.74","257,731,674.97","187,806,184.34","289,528,978.55","237,548,927.97","365,920,137.80","343,206,323.40","539,066,158.19","545,735,752.01","784,940,492.54","573,175,372.77","761,932,000.44","644,564,893.87","759,904,754.46","817,406,892.53","808,401,275.15","681,666,184.63","761,044,897.47","675,036,881.45","621,196,451.01","426,525,641.29","492,051,140.98","404,835,090.54","440,318,852.97","312,939,798.79"
预付款项,"448,350,532.65","413,862,515.59","559,902,254.36","762,393,489.57","557,625,738.83","672,080,832.33","634,974,368.63","418,608,121.72","770,654,735.42","479,818,722.07","515,212,586.89","485,615,191.84","698,249,493.37","1,092,552,210.89","397,833,531.07","803,565,111.75","778,787,008.96","222,915,802.65","293,442,597.67","291,030,769.13","304,586,996.84","454,395,162.62","448,946,526.46","120,008,940.21","171,717,640.93","138,438,478.64","142,930,013.35","127,741,447.01","159,570,365.48","128,412,457.61","1,029,693,077.91","1,078,173,695.80","1,087,791,905.14","167,643,522.30","156,237,213.72","67,944,849.71","85,799,627.72","74,028,334.93","59,318,879.01","66,392,430.54","53,368,456.72","54,821,958.70","38,736,459.41","29,485,110.99","34,590,365.95"
预收款项,"73,737,814.85","150,452,525.16","116,757,531.42","107,754,861.18","99,722,725.19","82,434,149.60","140,944,695.81","140,385,055.44","128,313,852.57","74,854,583.40","46,185,939.23","163,957,148.90","91,033,094.31","136,688,948.01","119,693,697.09","236,566,692.11","146,388,449.38","119,944,514.38","135,406,089.55","179,304,703.83","164,040,264.85","132,352,284.69","133,034,537.86","204,601,849.13","167,428,369.59","143,690,757.33","120,151,485.57","155,765,129.42","225,075,504.78","294,906,679.54","227,431,292.43","241,120,966.34","256,214,236.26","237,165,581.68","189,722,506.47","136,386,389.09","470,849,319.06","361,202,081.34","348,591,551.19","635,844,321.34","467,948,490.02","329,525,132.24","236,536,189.70","320,062,881.80","527,098,626.23"
其他应收款,"161,572,210.27","149,569,752.21","157,936,459.95","162,082,749.23","151,689,765.72","117,158,428.80","121,438,414.05","59,758,350.97","65,831,478.54","53,089,294.26","69,038,269.93","276,193,408.95","290,951,701.97","223,789,867.29","232,696,806.32","149,744,882.02","163,146,923.29","1,614,571,065.98","1,185,753,173.77","792,082,384.31","768,166,684.27","306,464,024.10","330,230,065.85","85,586,129.10","97,862,385.57","77,536,514.74","137,069,050.23","129,344,026.25","127,032,053.27","114,521,945.89","109,393,960.27","84,564,855.09","87,388,148.58","85,632,349.05","85,374,683.02","177,373,623.53","152,526,564.73","141,556,310.91","141,025,030.93","96,310,562.63","79,962,398.95","65,845,617.54","59,754,666.34","38,057,284.23","36,403,260.61"
应付职工薪酬,"96,473,741.18","84,059,443.44","64,136,200.34","11,385,451.08","3,179,193.07","4,355,416.53","2,157,478.56","25,045,655.93","24,162,049.94","26,177,772.36","29,635,354.25","27,350,382.92","36,001,006.39","55,912,557.11","57,242,958.10","45,072,993.60","31,612,001.40","66,824,044.39","72,711,699.00","48,826,750.25","51,080,442.91","59,418,310.53","62,118,085.94","32,088,800.04","14,555,772.84","34,560,505.59","32,781,665.58","40,084,892.99","29,230,155.42","24,438,960.63","26,070,030.01","43,104,297.43","30,015,240.84","64,747,360.06","65,194,450.12","101,501,112.29","90,800,300.18","111,447,246.41","126,258,378.00","139,450,878.76","166,095,911.83","129,502,658.18","110,326,719.47","72,157,718.84","84,153,325.22"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"77,071,371.80","169,135,792.61","133,737,559.08","87,220,608.09","127,080,095.62","128,128,311.93","-2,162,843.02","12,539,133.30","52,674,433.51","38,004,645.79","28,954,498.18","-2,700,873.01","-14,207,943.28","-127,152,616.88","-117,369,188.13","-78,101,000.41","-115,867,244.12","-126,150,908.85","-134,836,088.07","-126,272,073.98","-94,094,776.90","-120,408,879.47","-68,272,433.34","22,605,653.64","21,168,777.77","13,855,602.35","31,161,262.90","55,772,780.61","29,459,938.74","18,545,469.31","37,684,873.38","43,791,202.32","35,171,550.12","17,808,898.13","20,182,896.06","60,871,611.84","28,977,533.09","35,122,961.38","42,547,347.99","70,941,722.58","88,246,820.15","123,350,112.33","168,345,976.89","148,876,049.44","156,521,478.58"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,675,466.67","1,411,103.27","662,945.40","1,255,461.64","1,120,576.99","910,436.97","795,275.93","667,526.48","559,318.14","1,560,583.08","297,421.02","206,017.96","58,508.46","8,948.73","262,479.98","735,738.31",,"735,937.46"
