科目,2008-12-31,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"35,768,762.78","67,183,937.43","135,547,813.11","114,343,858.94","146,235,411.57","784,431,227.67","795,101,661.49","737,478,168.26","742,096,831.10","723,919,200.89","759,133,549.70","754,401,915.93","731,341,300.55","712,317,551.58","700,253,787.01","639,529,002.15","720,922,206.70","697,368,421.28","748,386,765.26","695,484,315.99","725,131,361.33","744,598,605.71","721,902,523.25","684,556,175.81","686,524,845.41","449,285,565.91","433,688,616.16","348,722,500.69","387,146,730.80","277,042,758.06","304,710,331.88"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,770,000.00","4,770,000.00","4,770,000.00"
交易性金融资产,"5,460,956.00","2,759,250.00",,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00",,,,,,,,,,,"45,169,964.47","45,169,964.47",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,"500,000.00",,"190,000.00","501,280.00","1,118,461.50","1,883,000.00","2,500,000.00","1,610,575.00","2,370,060.40","1,122,500.00","2,034,317.07","2,469,106.31","3,196,816.44","521,305.20","846,000.00","1,273,800.00","796,510.00","3,261,910.00","7,593,004.00","6,225,892.17","8,345,276.66","7,347,103.10","10,078,736.50","13,391,110.95"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,"15,849,300.00","49,531,099.00","33,681,799.00",,"16,775,000.00","10,065,000.00","6,710,000.00"
应收账款,"455,199.64","251,816.00","855,259.27","2,744,063.03","1,642,711.63","3,922,705.26","5,797,436.91","7,557,198.40","4,595,962.94","2,483,535.59","4,833,202.79","3,991,229.59","2,663,840.02","2,816,372.92","5,028,964.93","3,029,416.48","2,684,009.75","5,434,976.37","2,368,075.87","2,332,091.98","2,188,144.74","5,297,687.47","2,141,867.53","3,816,631.15","67,004,260.83","73,045,219.99","86,334,749.06","77,551,694.21","175,764,993.13","172,281,348.72","163,496,072.83"
应付账款,"711,962.64","799,549.58","8,045,817.25","2,422,968.36","2,245,040.69","5,971,530.71","5,831,784.11","2,677,191.18","3,470,580.19","3,739,817.74","2,703,217.99","3,955,934.02","3,635,823.43","4,262,617.31","3,460,740.44","1,486,861.75","14,935,165.63","6,235,828.93","3,435,017.86","2,963,053.90","3,861,125.65","3,668,584.56","3,111,383.71","9,593,872.77","38,613,520.04","38,790,010.03","28,143,609.40","25,540,332.38","35,020,657.27","30,399,393.34","25,964,706.39"
预付款项,"5,165,253.27","4,279,092.33","2,184,294.12","4,421,696.73","2,739,640.91","5,210,908.60","3,116,129.14","3,383,967.20","2,180,235.33","9,850,788.05","5,542,573.97","5,102,241.17","4,287,242.50","8,196,106.12","7,300,738.75","9,529,892.47","8,673,572.76","8,863,982.68","5,618,655.99","6,457,808.02","4,079,661.60","5,757,079.85","5,060,422.35","3,334,801.81","14,301,356.53","43,614,281.42","25,015,508.13","23,656,397.02","20,676,208.36","14,136,289.81","15,395,730.90"
预收款项,"9,351,854.58","27,313,784.31","41,331,729.84","44,368,868.73","33,958,195.49","23,089,487.77","21,074,597.40","26,336,077.00","26,319,873.45","24,365,958.19","34,416,887.31","39,515,851.35","40,404,109.40","39,991,012.07","41,465,454.42","44,414,721.59","39,310,522.96","37,032,309.22","41,298,257.08","37,089,375.72","54,459,508.29","46,786,647.98","48,302,280.40","46,386,051.69","67,142,233.52","67,029,884.16","72,959,609.85","73,274,837.89","72,592,177.32","58,167,390.59","65,672,540.62"
其他应收款,"28,958,710.70","31,487,378.26","2,285,989.83","2,767,453.98","2,854,551.26","2,410,453.45","2,316,016.36","2,912,921.78","1,521,316.41","1,584,700.90","2,004,931.54","1,823,028.96","3,984,824.85","4,609,413.09","3,957,055.86","5,879,053.34","5,185,441.90","3,316,794.70","2,890,521.10","3,027,583.76","13,149,657.08","13,069,799.68","3,233,457.79","2,370,926.97","7,961,885.76","10,997,133.98","14,596,304.39","9,080,458.45","15,781,089.83","18,116,949.82","17,480,976.56"
应付职工薪酬,"1,335,095.48","1,358,193.14","4,753,803.99","4,440,456.39","5,846,108.57","462,168.67","1,367,244.67","1,447,044.67","5,500,864.30","1,849,203.67","3,066,696.52","4,520,227.88","7,792,307.67","1,929,203.67","3,107,729.34","4,387,163.67","4,538,384.73","184,103.14","2,326,999.34","3,523,810.90","6,149,817.90","3,252,863.94","4,927,447.14","7,042,447.14","23,948,544.25","10,058,124.50","11,641,247.72","12,516,441.61","20,367,395.39","9,021,955.15","10,125,354.93"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
