科目,2008-12-31,2009-06-30,2009-12-31,2010-06-30,2010-12-31,2011-06-30,2011-12-31,2012-06-30,2012-12-31,2013-06-30,2013-12-31,2014-06-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"13,713,051.35","8,831,464.55","27,953,096.16","10,970,717.20","35,178,772.69","16,172,812.38","60,479,999.79","77,057,870.44","80,167,951.21","68,411,066.50","89,690,219.60","67,730,933.84","78,943,074.67","440,114,615.02","364,678,671.05","428,627,772.77","405,629,602.58","390,156,410.61","278,308,465.02","241,994,204.13","204,859,333.70","215,524,502.46","204,482,174.60"
短期借款,"15,000,000.00","17,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00","27,000,000.00","27,000,000.00","35,000,000.00","35,000,000.00","15,000,000.00","25,000,000.00","21,000,000.00","15,000,000.00","20,000,000.00","20,000,000.00","10,000,000.00","20,000,000.00","148,000,000.00","144,000,000.00","90,000,000.00","108,500,000.00","198,500,000.00","248,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"600,000.00","150,000.00","500,000.00","110,000.00","1,352,000.00","100,000.00","1,800,000.00",,"1,760,000.00","1,000,000.00","3,615,400.00","4,625,200.00","10,084,233.00","1,017,800.00","6,029,000.00","2,558,400.00","7,097,250.00","2,260,400.00","3,585,980.00","15,623,331.39","11,683,515.38","28,992,284.89","24,286,081.09"
应付票据,,,,,"5,000,000.00","16,000,000.00","25,150,000.00","10,000,000.00","26,000,000.00","21,000,000.00","26,000,000.00","26,000,000.00","26,000,000.00","19,800,000.00","21,000,000.00","20,000,000.00","20,000,000.00","56,800,000.00","39,000,000.00","14,000,000.00","29,500,000.00","42,000,000.00","44,400,000.00"
应收账款,"35,656,230.31","28,808,753.60","55,328,491.99","62,047,507.51","82,823,029.20","101,686,754.72","137,099,883.40","137,628,079.78","227,288,635.44","215,033,583.38","238,469,833.94","262,464,673.43","325,495,197.82","317,471,587.58","360,265,955.42","465,249,964.70","403,894,159.87","582,448,153.69","638,271,393.21","753,597,148.56","670,321,373.71","792,692,325.70","926,365,952.97"
应付账款,"20,203,591.63","29,385,234.42","49,226,204.86","45,675,979.91","59,044,743.55","61,407,040.82","99,536,162.74","94,597,664.35","124,726,047.12","138,665,310.31","120,217,951.09","148,919,862.50","175,336,065.44","185,026,137.66","208,899,891.59","230,127,094.19","228,452,731.00","352,504,672.57","361,756,889.91","401,787,970.26","356,576,394.83","446,080,004.95","506,698,975.55"
预付款项,"527,878.73","969,252.18","631,303.58","443,122.58","3,155,841.61","3,199,228.67","3,460,390.98","28,829,892.05","27,159,917.38","9,441,012.33","7,795,507.17","6,348,012.82","8,331,829.91","7,934,346.75","9,064,708.12","2,095,345.12","2,454,251.28","3,175,131.07","30,682,074.06","3,789,238.72","8,643,773.22","6,813,538.51","12,605,727.46"
预收款项,"3,382,462.21","3,256,135.41","3,635,568.82","4,543,338.42","1,650,039.57","3,677,748.53","4,218,036.02","6,050,453.88","3,140,369.92","3,255,166.33","1,302,013.33","2,652,193.98","4,690,723.99","13,520,153.42","13,163,624.89","12,034,067.43","7,092,424.92","14,558,806.51","23,361,985.30","14,843,299.70","20,488,103.59","12,494,539.69","25,579,772.56"
其他应收款,"5,158,458.11","6,860,463.76","7,464,515.71","13,268,459.83","8,791,466.97","12,737,138.88","8,479,361.56","23,101,946.46","11,527,867.80","27,512,362.73","20,426,669.99","29,434,370.86","25,632,254.46","42,115,610.14","51,140,492.41","36,022,691.87","53,208,519.50","60,112,990.07","54,714,876.41","60,479,617.90","63,164,423.88","72,134,123.52","91,076,303.68"
应付职工薪酬,"140,546.97","50,039.07","111,655.42","124,120.59","141,424.44","164,530.88","1,997,915.16","2,290,288.70","2,400,495.63","2,947,474.51","3,135,201.61","3,954,456.96","4,063,489.38","4,812,103.67","4,863,427.17","4,890,124.64","5,077,573.74","5,824,798.08","7,190,520.23","9,510,744.96","8,700,308.05","7,878,735.83","7,607,195.71"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,907,652.69","2,210,093.60","2,993,910.75","1,590,444.14","3,885,002.70","3,372,055.34","5,822,759.50","1,130,220.53","11,506,521.37","6,980,336.78","12,783,123.86","12,484,532.36","23,746,769.33","13,605,148.74","16,317,397.18","26,327,427.45","2,616,754.43","14,845,297.07","15,544,864.34","34,699,351.88","14,078,676.54","25,913,435.41","30,719,384.97"
应收利息,,,,,,,,,,,,,,,,"2,254,272.54",,,,,,,
应付利息,,,,,,,,,,,,,,,,,,"102,016.43","66,000.00","29,211.11","54,172.92","103,312.50","472,512.08"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"17,243,200.00",,,,,,"42,796,473.53",,,"28,337,120.00",,
存货,"22,131,614.33","40,542,704.61","44,328,119.73","45,689,961.66","46,760,047.37","67,963,145.74","78,056,853.05","87,250,557.62","65,302,192.77","83,910,168.80","78,121,268.35","86,632,226.43","83,426,852.44","103,746,640.13","111,147,774.44","91,680,258.15","134,453,536.12","192,548,645.08","208,779,954.39","148,631,335.96","204,009,693.34","213,431,143.18","217,194,095.97"
其他应付款,"2,391,667.19","2,156,560.45","3,032,592.67","141,090.00","141,228.36","198,516.55","348,222.41","452,593.83","3,261,392.37","13,091,222.11","22,852,501.53","11,899,322.95","10,914,669.93","7,182,339.88","5,270,277.81","75,916,003.82","71,912,445.91","100,453,839.16","109,309,841.08","88,862,503.97","81,236,078.04","81,149,597.29","138,331,296.97"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
