科目,2008-12-31,2009-06-30,2009-12-31,2010-06-30,2010-12-31,2011-06-30,2011-12-31,2012-06-30,2012-12-31,2013-06-30,2013-12-31,2014-06-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,"2,000,000.00","8,500,000.00","10,000,000.00","14,500,000.00","37,000,000.00","36,000,000.00","28,000,000.00","8,000,000.00",,,"6,000,000.00","11,000,000.00","11,000,000.00","5,000,000.00","16,000,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,"432,506.32","10,777,657.13","7,662,879.69","257,082,765.14"
其他流动负债,,,,,,,,,,,,,,,,,,,,,"37,920.89","846,438.87","484,054.00"
流动资产合计,"77,787,232.83","86,162,638.70","136,205,527.17","132,529,768.78","178,061,157.84","201,859,080.39","289,376,488.78","353,868,346.35","413,206,564.60","405,308,193.74","438,118,899.05","457,235,417.38","531,913,442.30","912,400,599.62","902,326,601.44","1,028,488,705.15","1,006,737,319.35","1,230,701,730.52","1,214,342,743.09","1,224,547,382.98","1,173,459,770.36","1,337,250,797.95","1,733,093,100.91"
流动负债合计,"45,025,920.69","54,058,062.95","80,999,932.52","74,074,973.06","91,862,438.62","111,819,892.12","164,073,095.83","149,521,221.29","208,034,826.41","209,439,510.04","221,290,791.42","258,653,568.75","296,751,718.07","299,945,883.37","317,514,618.64","387,294,717.53","355,151,930.00","735,885,903.35","706,230,100.86","664,733,081.88","658,508,774.86","819,966,064.54","1,018,293,191.84"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,"13,846,469.00","45,467,837.96","45,000,000.00","36,000,000.00","8,000,000.00",,,,,"96,000,000.00","90,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","136,104,258.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,"998,320.83","998,320.83","160,975,782.00","163,177,072.94","163,383,913.17","161,931,549.28","159,814,206.25","327,577,428.54"
专项应付款,,"420,000.00",,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,"365,643.84","300,000.00","300,000.00","300,000.00","300,000.00"
固定资产,"26,455,465.38","26,417,139.33","26,278,238.95","25,839,582.68","25,385,798.67","25,071,515.49","25,389,718.61","25,949,398.49","27,717,334.58","28,290,666.33","120,730,625.73","120,446,914.74","118,743,834.34","115,677,723.95","114,847,031.07","153,499,938.20","151,346,458.24","173,603,828.83","185,181,962.91","188,528,721.83","185,473,800.14","183,674,428.40","183,486,052.83"
递延所得税负债,,,,,,,,,,,,,,,,,,"5,306,457.91","4,808,362.26","4,478,577.47","4,359,204.31","4,239,653.70","4,120,081.25"
在建工程,,,,,,"66,295.00","2,674,924.20","3,541,113.43","61,664,187.98","97,551,300.35","33,482,944.27","35,185,523.81","34,825,111.93","38,323,167.24","40,445,733.51","5,051,620.18","6,320,197.10","7,178,720.23",,,,,
其他非流动负债,,,"1,600,000.00","1,600,000.00","2,870,000.00","2,870,000.00","3,720,000.00","3,720,000.00",,"5,940,000.00",,"3,200,000.00",,,"3,240,000.00",,"6,740,000.00",,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"420,000.00","1,600,000.00","1,600,000.00","2,870,000.00","2,870,000.00","3,720,000.00","3,720,000.00","19,786,469.00","51,407,837.96","47,400,000.00","39,200,000.00","11,200,000.00","3,240,000.00","3,240,000.00","6,740,000.00","6,740,000.00","108,046,457.91","101,914,006.10","95,778,577.47","95,659,204.31","95,539,653.70","146,699,339.25"
固定资产清理,,,,,,,,,,,,,,,,,,,,,"59,019.60",,
负债合计,"45,025,920.69","54,478,062.95","82,599,932.52","75,674,973.06","94,732,438.62","114,689,892.12","167,793,095.83","153,241,221.29","227,821,295.41","260,847,348.00","268,690,791.42","297,853,568.75","307,951,718.07","303,185,883.37","320,754,618.64","394,034,717.53","361,891,930.00","843,932,361.26","808,144,106.96","760,511,659.35","754,167,979.17","915,505,718.24","1,164,992,531.09"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"65,180,000.00","65,180,000.00","65,180,000.00","65,180,000.00","65,180,000.00","65,180,000.00","78,216,000.00","86,216,000.00","86,216,000.00","86,216,000.00","86,216,000.00","103,459,200.00","103,459,200.00","137,945,600.00","275,891,200.00","283,391,200.00","283,391,200.00","283,391,200.00","283,391,200.00","283,371,200.00","283,371,200.00","283,371,200.00","325,529,157.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"55,134.12","55,134.12","55,134.12","55,134.12","55,134.12","55,134.12","55,134.12","63,304,500.00","63,304,500.00","63,304,500.00","63,304,500.00","46,061,300.00","46,061,300.00","381,803,917.82","243,858,317.82","307,643,317.82","307,643,317.82","308,973,317.82","309,638,317.82","310,140,317.82","310,805,317.82","311,470,317.82","559,276,446.62"
无形资产,"6,993,049.73","6,920,707.73","6,848,365.73","6,961,660.01","6,817,828.41","9,115,465.13","9,389,086.54","9,296,755.85","9,335,966.36","9,736,090.57","9,540,175.77","9,261,320.29","8,946,533.88","8,752,830.09","9,900,690.48","10,170,959.38","9,922,618.77","45,479,389.93","44,939,372.06","48,261,461.94","47,288,563.46","50,572,581.53","49,614,172.13"
盈余公积,"139,498.02",,"2,504,927.76","2,504,927.76","5,612,659.51","5,568,409.51","10,387,808.66","10,387,808.66","15,096,141.74","15,096,141.74","20,695,042.90","20,695,042.90","26,963,675.67","26,963,675.67","26,963,675.67","32,016,756.43","32,016,756.43","32,016,756.43","32,016,756.43","36,944,256.53","36,944,256.53","36,944,256.53","36,944,256.53"
开发支出,,,,"844,596.94","1,910,445.47","2,497,280.26",,,,,,,,,,"2,220,868.47","2,740,432.73","5,100,895.70","6,955,320.35","9,196,084.21","12,787,536.91","18,402,543.28","34,506,516.48"
减:库存股,,,,,,,,,,,,,,,,"68,625,000.00","68,625,000.00","67,500,000.00","67,500,000.00","47,124,000.00","46,600,400.00","46,600,400.00","46,600,400.00"
商誉,,,,,,,,,,,,,,,,,,"30,489,471.50","31,018,490.67","31,018,490.67","31,018,490.67","31,018,490.67","31,018,490.67"
未分配利润,"1,255,482.21","207,575.79","19,614,952.11","23,450,636.07","47,584,537.84","54,327,540.71","72,560,380.90","83,512,861.79","124,305,896.61","120,253,092.31","168,734,390.15","160,990,314.89","219,468,137.50","233,847,140.61","208,893,191.17","263,184,639.41","272,666,636.95","242,220,780.46","269,387,374.87","312,713,259.22","267,247,082.66","301,653,321.06","315,034,848.35"
长期待摊费用,,,,,,,,"1,551,535.86","1,550,062.56","1,439,814.64","1,616,903.49","2,367,975.80","3,558,338.22","3,220,338.70","3,054,294.49","2,818,125.28","2,581,956.07","3,419,215.82","3,124,123.97","4,930,153.76","4,178,790.82","3,425,927.88","2,756,932.95"
少数股东权益,,,,,,,,,,,,,,,,,,"24,433,083.64","25,717,090.65","27,766,629.96","28,614,309.59","36,446,403.34","36,752,592.96"
递延所得税资产,"420,287.10","420,287.10","622,814.66","690,062.60","989,539.70","1,211,340.19","2,182,201.38","2,455,241.76","3,269,717.68","3,391,016.42","4,151,176.16","4,562,274.52","5,916,770.57","5,371,557.87","5,786,652.31","8,397,093.70","8,337,538.11","10,518,465.08","12,055,760.74","13,537,026.81","12,452,199.30","14,349,770.10","16,352,972.08"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,"1,331,166.38","6,444,784.04","41,019,071.17","14,260,766.20"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"33,868,802.21","33,758,134.16","33,749,419.34","34,335,902.23","35,103,612.25","37,961,896.07","39,635,930.73","42,794,045.39","103,537,269.16","140,408,888.31","169,521,825.42","171,824,009.16","171,990,588.94","171,345,617.85","174,034,401.86","183,156,926.04","182,247,521.85","436,765,769.09","446,452,103.64","460,187,018.77","461,634,734.22","502,277,019.28","659,573,331.88"
所有者权益(或股东权益)合计,"66,630,114.35","65,442,709.91","87,355,013.99","91,190,697.95","118,432,331.47","125,131,084.34","161,219,323.68","243,421,170.45","288,922,538.35","284,869,734.05","338,949,933.05","331,205,857.79","395,952,313.17","780,560,334.10","755,606,384.66","817,610,913.66","827,092,911.20","823,535,138.35","852,650,739.77","924,222,742.40","880,926,525.41","924,022,098.99","1,227,673,901.70"
资产总计,"111,656,035.04","119,920,772.86","169,954,946.51","166,865,671.01","213,164,770.09","239,820,976.46","329,012,419.51","396,662,391.74","516,743,833.76","545,717,082.05","607,640,724.47","629,059,426.54","703,904,031.24","1,083,746,217.47","1,076,361,003.30","1,211,645,631.19","1,188,984,841.20","1,667,467,499.61","1,660,794,846.73","1,684,734,401.75","1,635,094,504.58","1,839,527,817.23","2,392,666,432.79"
负债和所有者(或股东权益)合计,"111,656,035.04","119,920,772.86","169,954,946.51","166,865,671.01","213,164,770.09","239,820,976.46","329,012,419.51","396,662,391.74","516,743,833.76","545,717,082.05","607,640,724.47","629,059,426.54","703,904,031.24","1,083,746,217.47","1,076,361,003.30","1,211,645,631.19","1,188,984,841.20","1,667,467,499.61","1,660,794,846.73","1,684,734,401.75","1,635,094,504.58","1,839,527,817.23","2,392,666,432.79"
