科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应收利息,,,,,,,"1,066,380.83","1,971,289.79","2,796,818.18","2,488,107.50","814,904.00","368,574.10"
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,"322,530.36","322,530.36","322,530.36"
应付股利,,,,,,,,,,,,
存货,"39,120,269.95","30,011,778.51","40,031,711.05","67,552,100.33",,"75,626,209.81","85,986,551.89","71,195,459.81","71,974,817.55","81,433,205.23","72,784,749.41","74,597,208.77"
其他应付款,"1,832,148.01","3,725,591.94","3,796,980.25","5,725,851.13",,"6,240,217.51","3,082,261.17","13,362,865.19","12,724,523.02","16,744,584.92","7,434,240.47","8,675,254.80"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"12,462,842.23","15,941,383.42","14,588,841.07","3,973,850.81",,"7,953,473.67","7,685,224.33","148,033,833.07","187,154,385.22","91,900,849.60","128,757,558.15","104,060,211.91"
其他流动负债,,,,,,,,,,,,
流动资产合计,"153,984,880.23","210,999,075.16","236,495,838.63","271,090,502.93","293,844,475.60","510,043,760.58","466,268,963.78","442,105,163.86","434,361,090.37","480,868,355.33","497,935,436.40","503,130,744.11"
流动负债合计,"96,510,622.84","102,706,508.81","117,094,545.32","136,589,729.69","146,090,788.55","152,655,781.63","133,864,857.69","196,768,390.49","207,251,681.76","240,481,488.48","263,816,701.40","268,903,946.67"
可供出售金融资产,,,,,,,"16,230,688.32","36,260,059.53","35,524,089.08","35,954,516.07","34,600,347.78","52,398,293.65"
长期借款,,,,"1,174,706.06",,"3,286,721.27","5,429,255.67","6,386,490.27",,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,"342,432.28","235,842.77","185,806.53",,"484,668.62","484,668.62","127,706.10","13,826,028.68","310,929.13","17,170,000.00","1,000,000.00"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"19,318,372.65","18,958,562.08","54,962,086.26","59,358,090.87",,"72,159,777.93","71,979,629.40","97,239,470.90","112,620,601.70","140,512,589.24","138,111,444.68","137,140,317.09"
递延所得税负债,"521,062.50","480,537.50",,,,,,,,"140,190.00","200,265.00",
在建工程,"8,062,949.23","24,271,129.00","11,816,157.30","16,088,997.60",,"38,548,282.80","59,604,793.86","48,991,658.53","39,414,604.95","12,299,440.11","13,154,788.47","13,780,753.97"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"521,062.50","480,537.50",,"1,174,706.06",,"3,286,721.27","5,429,255.67","6,386,490.27",,"140,190.00","200,265.00",
固定资产清理,,,,,,,,,,,,
负债合计,"97,031,685.34","103,187,046.31","117,094,545.32","137,764,435.75",,"155,942,502.90","139,294,113.36","203,154,880.76","207,251,681.76","240,621,678.48","264,016,966.40","268,903,946.67"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"42,000,000.00","44,200,000.00","44,200,000.00","44,200,000.00",,"59,000,000.00","59,000,000.00","188,800,000.00","188,800,000.00","188,800,000.00","188,800,000.00","188,800,000.00"
油气资产,,,,,,,,,,,,
资本公积,"34,540,080.13","57,220,080.13","57,220,080.13","57,220,080.13",,"251,680,180.13","251,680,180.13","121,880,180.13","121,880,180.13","121,880,180.13","121,880,180.13","121,637,607.48"
无形资产,"35,981,459.22","35,779,305.57","35,543,600.73","35,230,138.89",,"34,679,069.40","34,630,056.85","34,234,719.53","36,095,774.26","36,341,091.95","35,682,158.23","35,230,935.02"
盈余公积,"5,656,356.77","9,551,819.60","13,809,232.19","13,809,232.19",,"23,159,945.07","23,159,945.07","23,159,945.07","23,159,945.07","28,935,212.36","28,935,212.36","28,935,212.36"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,"20,681,165.45","20,681,165.45","20,681,165.45"
未分配利润,"40,066,045.44","77,772,558.68","109,400,845.75","136,744,206.59",,"172,289,087.53","182,118,828.00","145,665,518.77","157,641,294.54","172,554,517.42","175,692,462.40","175,986,995.19"
长期待摊费用,"1,004,303.17","514,772.56","1,588,612.33","4,326,657.46",,"3,807,810.27","4,330,519.53","21,444,863.09","22,411,603.63","23,584,291.43","20,591,609.49","17,671,567.89"
少数股东权益,,,,,,,,"196,443.06","133,666.15","2,205,078.98","1,586,323.23","1,657,245.72"
递延所得税资产,"942,203.18","1,066,228.07","1,082,565.37","3,457,760.38",,"2,377,180.64","1,731,884.15","2,418,694.38","4,539,043.26","4,349,590.27","2,846,351.70","4,739,259.67"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"65,309,287.45","80,932,429.56","105,228,864.76","118,647,451.73",,"152,056,789.66","188,992,240.73","240,717,172.06","264,431,745.56","274,033,613.65","282,837,865.80","282,642,292.74"
所有者权益(或股东权益)合计,"122,262,482.34","188,744,458.41","224,630,158.07","251,973,518.91","273,267,810.34","506,158,047.34","515,967,091.15","479,667,455.16","491,541,154.17","514,280,290.50","516,756,335.80","516,869,090.18"
资产总计,"219,294,167.68","291,931,504.72","341,724,703.39","389,737,954.66","422,645,320.16","662,100,550.24","655,261,204.51","682,822,335.92","698,792,835.93","754,901,968.98","780,773,302.20","785,773,036.85"
负债和所有者(或股东权益)合计,"219,294,167.68","291,931,504.72","341,724,703.39","389,737,954.66",,"662,100,550.24","655,261,204.51","682,822,335.92","698,792,835.93","754,901,968.98","780,773,302.20","785,773,036.85"
