科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"330,204,930.10","338,496,223.31","436,774,644.02","428,146,633.13","239,706,468.31","1,588,629,525.18","952,891,943.58","520,159,717.26","457,700,199.31","378,273,709.43","572,684,235.25","630,125,977.44","967,577,748.20","855,139,288.42","1,056,798,185.22","535,949,487.27"
短期借款,,"200,000,000.00","550,000,000.00","556,000,000.00","561,000,000.00","503,000,000.00","406,000,000.00","410,000,000.00","410,000,000.00","396,000,000.00","276,000,000.00","441,000,000.00","656,000,000.00","640,000,000.00","580,000,000.00","417,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,"200,000.00","970,000.00","590,000.00","280,000.00","1,080,000.00","819,396.00","852,796.77","352,787.00","1,292,317.00","2,510,124.00","997,830.00","1,155,449.60","1,336,439.50","7,814,245.69","3,888,783.63"
应付票据,,,,,,,"27,483,763.44",,,,"31,356,829.80","31,356,829.80",,,"75,250,939.80",
应收账款,"53,996,848.09","105,688,473.77","127,277,272.84","170,488,337.47","217,880,974.30","237,196,309.79","284,361,897.97","279,376,053.53","319,005,158.79","332,696,243.67","472,870,352.27","449,704,831.84","448,185,671.11","509,709,131.03","433,123,861.97","433,743,689.23"
应付账款,"551,759,310.06","699,808,327.30","797,091,685.63","809,622,338.92","840,313,804.72","941,673,330.39","1,113,597,135.09","1,011,695,429.14","1,020,875,558.75","925,592,444.78","1,282,248,362.35","1,013,120,610.29","1,045,309,140.91",,"1,086,939,101.76",
预付款项,"632,171,982.54","688,953,364.28","124,168,547.59","138,300,436.91","132,294,079.10","116,130,043.00","161,436,912.05","203,061,488.06","124,199,310.28","122,401,714.22","103,420,055.82","106,931,667.13","90,791,059.71","103,007,418.88","84,048,605.46","100,775,324.24"
预收款项,"587,720,094.98","822,812,434.75","938,400,349.57","977,143,165.31","897,178,975.24","920,483,535.49","951,492,705.44","980,290,476.01","935,090,829.72","888,074,504.01","828,919,482.74","848,946,519.31","794,419,424.02","770,784,078.83","788,370,275.67","873,920,711.80"
其他应收款,"27,689,949.87","35,832,530.35","43,197,604.73","42,890,150.95","54,170,676.23","69,359,199.39","60,971,793.51","67,890,521.62","79,529,651.63","71,200,224.50","57,803,297.30","66,722,091.44","55,962,072.43","59,298,975.25","45,951,046.93","32,415,271.72"
应付职工薪酬,"105,697,463.86","149,772,087.96","189,603,138.29","123,067,588.38","114,570,684.20","104,001,098.95","157,436,905.18","88,753,351.38","115,519,888.35","102,060,518.24","174,011,878.03","101,351,128.47","91,227,659.47","92,646,131.46","134,698,147.26","87,194,519.89"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"9,407,307.97","4,502,461.68","3,849,115.09","1,842,439.94","1,621,039.55","1,723,223.35","3,788,217.85","4,122,001.59","5,209,644.11","4,532,577.69","5,865,174.00","5,296,152.39","4,795,409.25","5,408,205.06","6,886,631.42","4,697,370.45"
应收利息,,,,,,,,,,,,,,,,
应付利息,,"1,009,463.89","2,154,745.82","1,030,008.32","2,309,086.95","466,066.13","2,202,252.06","2,874,140.88","3,724,529.31","4,453,997.26","6,001,444.94","5,712,151.00","8,557,528.76","9,418,195.05","13,220,776.85","11,184,239.53"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,"880,472.14","880,472.14","84,600.00","84,600.00","6,572.80","6,572.80",,,,,"83,551,311.95","3,965.51","3,965.51","3,965.51"
存货,"252,485,150.73","289,061,227.25","350,711,772.95","420,612,861.97","392,048,908.48","480,958,009.04","425,204,191.65","484,586,975.61","487,587,859.44","493,781,624.28","485,461,428.27","409,723,164.45","389,889,603.00","443,092,996.66","383,886,049.42","442,922,172.61"
其他应付款,"80,512,545.85","108,699,860.13","131,273,932.79","127,581,796.52","140,005,356.95","147,478,801.40","146,423,889.19","151,237,910.09","174,177,780.11","152,945,376.87","142,652,253.95","162,155,166.33","146,494,475.64","167,151,116.78","150,547,814.08","146,519,846.97"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"228,835,695.15","151,816,816.00","140,739,465.57","194,409,080.96",,"58,760,000.00","85,582,264.96","5,582,264.96","5,582,264.96","5,582,264.96","11,164,529.92","11,164,529.92","111,164,529.92","11,164,529.92","19,953,448.72","19,953,448.72"
其他流动资产,"5,440,863.88","72,661,359.14","232,491,089.53","157,004,006.92","258,053,834.05","174,135,202.24","194,199,160.28","203,902,731.97","246,599,400.44","292,234,208.35","285,856,181.30","296,257,447.12","326,957,972.48","330,314,273.48","177,535,679.96","372,088,236.04"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"1,301,989,725.21","1,530,893,178.10","1,315,590,931.66","1,358,032,427.35","1,294,434,940.47","2,667,290,696.37","2,079,885,295.04","1,759,830,284.82","1,714,974,366.89","1,691,880,041.45","1,980,605,674.21","1,960,463,009.42","2,280,519,576.53","2,301,898,523.22","2,189,157,674.65","1,921,782,964.74"
流动负债合计,"1,563,932,417.87","2,138,421,451.71","2,753,992,904.90","2,791,576,890.49","2,557,083,547.61","2,677,670,655.71","2,894,013,706.01","2,654,562,146.85","2,670,180,495.31","2,479,241,683.81","2,758,219,955.73","2,620,103,087.51","2,941,519,479.92","2,728,767,094.65","2,842,646,358.71","2,480,877,920.77"
可供出售金融资产,,"10,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","14,685,423.70","14,685,423.70","16,685,423.70","16,685,423.70","11,685,423.70","12,000,000.00","7,000,000.00","10,000,000.00","10,000,000.00",
长期借款,"334,000,000.00","184,000,000.00","296,900,000.00","358,800,000.00","638,060,000.00","523,550,000.00","222,560,000.00","198,560,000.00","229,960,000.00","468,960,000.00","784,960,000.00","1,034,960,000.00","1,294,960,000.00","1,518,515,500.00","1,606,195,500.00","1,604,195,500.00"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,"134,910,965.77","169,095,311.41","226,972,660.65","239,311,995.11","239,804,018.13","239,894,180.65","257,480,638.03","262,678,718.75","254,859,200.00","263,928,800.75","270,477,719.43","392,965,270.71","402,051,070.86","428,176,329.66","549,237,411.60","544,522,233.49"
长期应付款,"2,800,965.51","1,698,829.18","25,858,420.82","20,786,244.43","32,610,331.91","33,074,962.67","21,953,998.64","22,671,098.05","22,766,318.44","23,172,478.33","12,414,108.33","12,761,893.23","13,109,678.13","13,457,463.03","73,365,815.61","74,557,445.37"
长期股权投资,"4,554,935.99","5,427,910.39","9,987,673.99","13,088,642.15","-19,320,357.86","17,220,554.93","29,603,148.72","35,965,593.90","53,104,282.11","55,012,845.40","70,449,736.63","88,466,975.18","103,449,252.26","49,689,111.30","46,939,776.82","69,330,801.36"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
