科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"97,618,206.20","115,599,525.02","57,787,646.74","89,845,408.79","127,106,854.85","34,099,436.84","71,709,769.72","111,271,853.45","172,734,269.06","49,756,932.75","115,944,510.81","191,773,117.32","272,719,745.70","67,794,568.77","129,110,034.11","192,478,881.12","266,800,956.00","60,541,948.35","130,379,151.33","201,328,485.97","290,378,585.64","60,065,005.29","133,054,352.68","198,425,447.22","279,899,914.59","50,349,495.70","107,778,630.07","164,314,017.48","248,964,116.75","71,453,468.00","147,391,895.53","224,886,032.64","311,642,704.87","77,022,217.49","158,160,973.84","245,611,597.50"
二、营业利润,"27,329,905.92","30,941,755.77","18,074,121.34","27,859,067.15","38,933,047.08","10,654,644.85","19,401,953.97","27,634,892.06","36,351,521.53","7,804,346.27","15,647,747.13","23,108,041.95","20,273,460.03","-1,407,063.15","-15,701,338.32","-24,155,877.03","-55,289,033.53","-4,415,619.44","-2,508,751.13","438,471.31","12,186,612.15","-1,971,962.79","1,682,834.66","-1,279,006.41","382,543.19","-5,794,181.26","-8,367,540.97","-12,179,255.40","-91,673,808.30","10,823,169.55","37,233,811.10","52,032,017.54","50,078,530.06","13,253,042.38","26,662,567.51","48,975,679.22"
减:营业成本,"26,973,657.64","30,265,595.39","13,792,847.88","21,194,765.94","29,333,774.68","7,218,657.57","15,258,354.94","22,953,837.82","34,397,312.46","10,345,779.30","29,707,753.80","53,426,826.61","80,172,056.55","19,153,800.21","39,250,759.19","63,400,164.46","85,053,714.27","23,507,739.98","49,855,760.16","75,644,445.05","101,887,440.06","25,289,289.61","54,081,826.72","80,912,931.01","112,670,601.55","19,518,641.80","36,801,921.25","55,301,367.89","81,857,034.63","21,543,904.82","41,180,325.87","59,790,474.49","85,993,394.05","21,114,505.67","45,694,118.62","71,260,448.65"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,735,748.63","4,952,294.89","2,200,675.65","3,618,051.72","4,820,446.93","1,263,530.03","2,659,739.05","4,202,755.15","6,160,931.49","1,726,130.96","4,116,413.36","6,981,553.53","10,374,176.66","2,596,866.49","4,899,962.50","7,198,656.66","8,384,733.86","1,326,189.94","2,786,244.50","4,191,029.74","5,854,825.44","1,202,001.88","2,190,467.38","2,874,362.61","3,640,442.28","360,753.97","721,383.34","1,074,226.41","1,573,519.81","353,796.85","769,399.18","1,132,514.39","2,234,721.29","609,442.14","1,225,388.44","1,875,053.42"
营业外收入,"966,665.85","980,080.32","208,020.10","1,867,004.20","2,504,242.41","131,350.19","955,801.46","3,258,682.37","7,099,232.32","2,182,995.82","3,535,172.27","3,936,633.37","7,948,650.44","945,860.19","2,265,681.07","3,781,219.98","44,780,440.67","353,800.13","1,567,888.90","2,191,357.59","3,575,180.32","1,739,410.86","2,420,201.08","2,906,991.63","5,165,114.57","1,021,497.35","2,027,887.64","2,476,756.64","3,757,796.24","305,719.90","1,088,253.62","1,628,929.73","2,327,830.68","582,316.43","316,282.86","650,186.20"
销售费用,"26,360,823.05","34,338,770.50","17,850,100.72","28,181,305.56","39,983,251.24","10,738,709.17","26,880,379.91","45,002,840.37","71,646,747.36","22,467,061.13","50,961,741.59","82,022,485.29","117,225,589.88","31,465,401.65","64,453,062.32","95,543,354.15","128,902,364.49","24,822,103.03","49,727,858.61","75,188,409.69","105,487,291.60","23,739,515.55","49,431,723.64","75,728,677.94","106,418,882.59","23,933,327.81","50,002,373.39","75,480,942.95","104,748,739.29","22,679,808.19","47,156,511.11","71,584,003.63","102,874,845.99","26,253,791.02","52,273,516.82","78,047,488.57"
减:营业外支出,"95,671.48","178,398.47","41,354.25","41,478.37","41,779.53","1,012.28","143,458.19","150,020.20","150,020.20","7,161.51","63,916.89","73,825.21","250,961.90","262,044.53","294,961.88","295,502.47","616,158.39","21,460.93","53,941.68","92,901.69","196,596.00","45,763.04","65,875.13","76,609.91","157,598.40","20,658.45","52,490.39","61,527.93","287,421.07","35,409.81","270,091.19","302,120.02","312,082.42","9,389.47","45,785.67","120,632.59"
管理费用,"12,384,194.56","13,545,204.32","5,379,519.08","8,264,267.20","13,330,165.30","4,387,156.23","9,749,894.53","15,766,983.98","30,327,206.02","9,054,938.06","19,792,608.28","32,059,078.95","52,442,903.70","17,673,560.39","34,817,842.37","51,622,703.17","75,006,445.34","15,339,641.24","33,861,122.38","50,613,005.27","69,324,647.11","14,687,262.97","29,799,857.44","45,057,758.66","62,132,751.30","13,921,575.76","30,507,265.57","48,334,954.43","72,985,593.09","15,669,240.19","32,421,708.05","49,569,856.05","69,614,557.07","15,098,596.17","32,917,135.41","53,418,915.38"
其中:非流动资产处置净损失,"37,058.98","41,096.17","2,534.62",,"2,534.62",,"9,341.25",,"13,877.71",,"55,195.06","57,562.06","130,510.80",,"26,387.20","26,387.20",,211.01,"4,436.79","6,764.02","94,411.71","44,884.81","63,995.74","74,073.61","129,851.60","20,658.45","29,367.45","35,629.26","155,524.38","6,302.26","82,493.22","89,988.60","263,371.68","9,141.20","42,323.06","94,215.33"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
