科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"29,804,721.59","56,856,246.29","321,259,057.56","308,026,961.80","176,133,735.70","1,338,125,105.52","1,288,452,694.15","1,207,105,236.46","1,157,520,078.82","1,081,859,837.65","1,025,317,629.58","1,136,160,461.94","1,052,069,618.06","1,258,099,486.83","1,098,297,138.72","878,576,042.76","841,284,846.89","1,179,668,696.29","1,008,068,746.41","1,002,910,495.40","644,161,481.04","702,498,119.35","870,516,660.38","3,369,130,730.28","2,323,468,116.56","1,697,451,026.72","792,184,381.57","1,195,198,588.17","1,403,362,987.90","2,921,284,014.14","1,420,016,328.25","1,003,695,922.49","1,459,687,136.80","3,176,110,885.78","2,276,622,869.18"
短期借款,,"23,000,000.00","5,000,000.00","40,000,000.00","50,000,000.00","5,000,000.00","50,000,000.00","112,000,000.00","152,000,000.00","90,000,000.00","80,000,000.00","100,000,000.00","70,000,000.00","50,000,000.00",,"72,000,000.00","99,840,050.00","96,094,600.00","93,326,800.00","85,341,340.00","263,684,946.40","106,857,900.31","237,783,787.96","238,864,817.50","206,125,280.00","198,916,124.16","110,500,000.00","223,137,942.45","223,262,886.50","10,017,640.53","32,960,743.03","471,954,660.93","481,095,821.63","422,874,977.81","513,835,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,126,581.09",,"10,000,000.00","10,000,000.00",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"50,000.00","10,000.00",,"2,660,000.00","16,478,834.90","9,490,000.00","12,062,000.00","42,843,800.00","48,628,944.00","117,389,815.05","96,320,161.05","110,593,936.69","294,573,738.55","283,299,307.72","126,325,512.58","142,197,366.71","128,085,526.42","207,352,085.01","392,709,478.90","309,851,226.00","266,832,162.80","253,606,661.03","259,112,687.66","448,194,934.00","483,790,003.79","519,409,333.63","500,180,574.88","422,984,069.67","732,239,250.64","889,004,246.92","647,067,442.10","608,159,752.92","749,374,954.09","920,007,481.71","874,945,406.93"
应付票据,,"10,773,162.48","47,916,000.00","113,890,292.19","132,632,591.71","115,450,448.22","167,166,248.00","176,822,669.60","195,133,846.00","318,540,707.00","332,335,837.30","326,096,249.00","404,945,858.00","515,988,819.00","583,108,172.00","529,819,640.00","392,775,159.00","525,548,461.86","810,755,763.26","782,855,538.50","706,279,944.51","1,132,685,277.10","1,622,749,498.74","1,831,927,737.79","1,756,582,114.22","1,613,215,352.70","1,754,381,960.74","1,939,249,485.02","2,819,224,550.69","3,478,829,882.00","2,543,820,968.40","2,143,865,590.65",,"3,097,704,666.00",
应收账款,"28,451,638.12","80,638,909.56","179,636,189.39","179,651,865.25","318,355,513.23","487,681,933.24","464,540,735.88","500,364,346.59","560,163,688.46","829,806,135.70","762,005,888.03","930,660,837.72","1,030,684,804.35","1,142,528,048.49","1,221,648,223.87","1,415,815,507.29","1,436,005,659.08","2,078,829,687.09","2,144,376,965.72","2,392,747,828.13","2,366,648,405.31","3,051,140,100.81","3,659,044,524.05","3,614,771,756.35","3,407,358,801.34","3,763,033,162.31","4,179,009,441.49","4,684,945,101.45","6,651,940,994.58","5,045,615,835.55","5,090,922,664.87","5,703,707,824.38","5,461,825,969.34","6,313,125,199.25","6,695,660,770.70"
应付账款,"31,211,481.75","63,130,005.49","235,696,771.04","186,876,825.50","251,430,893.35","315,674,709.49","196,498,679.40","240,413,526.28","358,220,279.65","387,543,950.31","262,200,552.22","660,467,954.35","682,166,124.20","926,993,447.81","599,930,582.28","589,770,080.44","848,587,639.81","1,579,625,282.50","1,147,454,224.39","1,587,706,569.44","1,612,248,005.42","1,934,165,441.37","1,831,077,929.97","1,863,324,095.43","1,825,346,967.39","2,672,576,635.28","2,338,098,525.24","3,821,579,431.02","3,708,337,021.31","2,985,042,192.29","3,223,380,275.30","3,815,537,117.43",,"3,956,992,866.94",
预付款项,"8,838,224.74","9,258,500.08","40,026,060.48","9,703,908.78","35,561,449.02","25,795,004.94","14,113,278.64","13,860,814.80","15,268,597.64","20,727,109.42","22,056,412.35","41,838,859.03","45,151,070.55","11,418,235.97","47,140,951.58","39,883,114.17","57,536,402.32","49,221,405.42","51,729,886.98","73,696,369.27","139,766,141.22","82,602,545.52","226,580,550.28","105,593,899.08","304,378,632.31","93,713,796.79","294,179,194.11","299,073,974.89","150,653,247.57","78,987,650.20","334,951,409.15","140,117,927.88","104,541,937.44","166,276,144.30","377,286,859.77"
预收款项,"5,112,251.21","6,565,059.91","124,455,641.36","137,547,250.74","83,133,941.95","106,871,049.28","91,967,186.94","50,894,825.60","52,201,308.47","56,105,988.39","54,647,170.87","180,132,236.15","248,470,388.11","238,378,124.48","141,004,171.77","124,560,312.54","126,142,247.71","138,541,362.82","197,238,829.39","267,672,585.36","531,189,128.92","383,176,611.21","244,273,200.23","206,709,299.01","243,079,324.84","221,127,485.99","164,876,642.79","443,141,502.08","459,398,193.63","789,699,756.02","468,875,892.69","453,248,330.63","529,618,878.22","617,481,551.44","533,972,051.47"
