科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"220,040,691.57","189,962,871.23","75,002,531.70","124,059,653.91","110,629,996.22","816,496,663.79","218,654,503.10","382,429,089.24","294,779,975.40","245,221,817.65","303,607,926.77","249,314,112.96","226,700,831.59","352,966,342.86","124,193,667.52","52,210,770.49","84,328,610.28","355,160,243.03","200,837,156.91","359,138,301.85"
短期借款,"16,650,000.00",,"170,000,000.00","333,700,000.00","492,862,121.31","583,889,825.78","90,562,121.31","440,562,121.31","450,000,000.00","548,746,670.00","308,999,200.00","368,625,000.00","458,225,000.00","546,510,800.00","1,115,201,340.00","1,153,928,140.00","1,278,260,997.34","1,482,043,366.06","1,636,180,820.87","1,931,987,320.60"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,,,"100,000.00","2,000,000.00","3,800,000.00","4,500,000.00","1,800,000.00","2,700,000.00","18,995,569.00","21,236,000.00","29,250,000.00","25,610,089.53","31,532,174.40","26,050,880.07","26,079,015.00","15,453,915.00","20,532,600.00","11,434,250.00","3,528,885.00","7,435,751.22"
应付票据,"20,797,287.50",,"5,468,634.00",,,"3,802,400.00",,,,,,,,,,,"100,000.00",,,
应收账款,"125,800,147.19","84,240,154.04","85,397,326.69","85,004,387.17","76,058,858.57","93,205,901.66","61,492,696.33","77,050,377.99","65,857,124.44","109,225,309.00","102,990,455.28","136,999,087.03","105,890,794.62","146,264,770.06","138,005,803.42","120,988,321.26","108,149,174.11","133,675,108.76","169,344,511.45","302,831,578.90"
应付账款,"175,532,832.12","227,626,624.97","257,776,527.24","251,473,442.19","259,870,910.40","329,147,410.75","260,131,432.36","278,698,804.07","346,421,405.67","446,990,437.67","318,260,707.13","482,869,735.29","497,315,558.42","600,901,352.89","527,310,529.64","717,020,612.10","717,048,113.59","833,488,768.76","799,612,858.85","983,411,747.69"
预付款项,"38,677,078.12","4,165,430.39","7,815,331.44","7,750,964.81","15,247,009.47","10,815,686.63","23,122,576.05","63,210,297.74","84,578,272.08","26,596,291.97","34,665,222.28","32,537,372.21","54,017,762.24","34,881,182.87","171,502,537.02","263,180,662.83","202,882,500.73","131,715,501.40","189,072,617.53","288,842,706.50"
预收款项,"48,479,327.64","143,520,043.39","165,307,644.93","173,265,539.49","196,432,711.38","232,983,453.22","332,126,283.80","329,973,211.31","418,661,325.04","338,747,946.42","444,666,435.94","408,994,527.17","398,485,338.83","377,312,363.07","560,991,115.57","384,901,539.97","501,878,975.08","246,448,426.46","468,202,465.09","251,342,109.83"
其他应收款,"34,410,101.42","22,603,043.87","27,961,054.64","30,241,415.86","52,018,384.77","50,061,802.32","70,616,803.58","123,968,657.04","137,090,116.74","186,724,178.84","234,232,429.19","314,339,377.21","288,987,999.60","267,621,003.98","310,946,862.11","221,288,459.86","215,613,291.38","238,835,751.06","385,773,524.03","239,526,203.91"
应付职工薪酬,"2,240,255.33","3,520,865.41","8,583,419.13","4,786,107.79","4,243,604.17","13,789,601.30","4,734,132.41","6,266,154.83","6,411,692.04","17,516,089.74","6,851,708.47","7,419,982.61","7,547,672.70","23,573,939.73","10,867,355.73","13,240,965.41","13,814,941.19","24,537,171.47","15,459,328.83","20,035,341.22"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"20,534,703.02","31,976,352.52","35,773,993.35","25,883,126.38","28,390,998.95","42,243,533.89","34,056,822.80","28,089,385.25","30,662,387.28","43,255,663.39","19,238,298.13","25,008,286.64","30,565,804.04","66,833,917.73","40,338,599.04","50,679,986.74","62,827,981.54","82,211,247.76","46,366,881.82","105,085,933.46"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,"326,383.56","556,519.31","849,786.87","1,038,347.87","392,776.49","509,639.69","516,082.21","1,001,669.82","1,391,309.93","1,601,322.82","2,073,448.95","17,347,700.85","1,742,239.59","1,646,042.53","3,381,821.18","5,195,270.30","7,904,630.41","9,262,826.64"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
存货,"263,619,547.71","436,079,880.92","548,039,661.50","486,006,717.65","564,712,751.67","705,290,649.94","789,753,087.14","894,156,619.45","1,025,855,572.83","1,050,527,777.65","1,085,605,368.90","1,247,260,531.91","1,278,628,383.20","1,408,864,332.20","1,549,430,388.52","1,597,290,707.27","1,764,999,110.13","1,603,184,369.64","1,851,535,197.44","1,871,122,207.96"
其他应付款,"1,260,056.40","658,012.57","3,176,140.04","17,048,853.77","6,049,972.49","3,974,998.96","3,131,695.59","53,179,806.26","53,595,745.34","17,446,651.61","59,290,928.39","165,624,956.05","171,046,742.79","175,588,363.70","264,151,742.73","232,490,717.10","225,866,003.31","301,239,408.37","337,387,883.06","454,442,131.98"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00"
其他流动资产,,"1,910,010.68",,,,,,,,"29,338.73",,,,"11,734,331.36","3,616,689.81","2,803,999.37","5,115,502.82","30,565,988.77","9,469,178.48","51,373,771.07"
其他流动负债,,"23,745,004.80","175,000.00",,,"21,000.00","21,000.00","21,000.00","21,000.00","21,000.00","349,323,013.70","354,864,041.10","360,465,958.91","349,731,506.87",,,,,,
流动资产合计,"682,547,566.01","738,961,391.13","744,315,905.97","735,063,139.40","822,467,000.70","1,680,370,704.34","1,165,439,666.20","1,543,515,041.46","1,627,156,630.49","1,639,560,713.84","1,790,351,402.42","2,006,060,570.85","1,985,757,945.65","2,248,382,843.40","2,323,774,963.40","2,273,216,836.08","2,401,620,789.45","2,504,571,212.66","2,809,561,070.84","3,120,270,521.41"
流动负债合计,"285,494,462.01","431,046,903.66","646,587,742.25","806,713,588.93","988,700,105.57","1,210,890,571.77","725,156,264.76","1,137,300,122.72","1,306,289,637.58","1,413,726,128.65","1,508,021,601.69","1,815,007,851.68","1,925,725,524.64","2,157,799,944.84","2,520,602,922.30","2,553,908,003.85","2,803,178,833.23","3,025,163,659.18","3,361,114,868.93","3,805,567,411.42"
可供出售金融资产,,,,,,,,,,"400,000.00","400,000.00","790,000.00","790,000.00","8,140,000.00","8,140,000.00","8,140,000.00","8,140,000.00","8,140,000.00","8,140,000.00","8,140,000.00"
长期借款,,,,,,"30,000,000.00","10,000,000.00","10,000,000.00",,,"100,000,000.00","100,000,000.00","150,000,000.00","150,000,000.00","200,130,000.00","193,000,000.00","246,096,212.85","404,009,411.36","508,000,000.00","626,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,"234,942,138.76","368,977,164.12","716,834,798.69","854,732,179.10","899,498,201.65","1,016,456,361.30","1,000,983,993.44","1,082,509,812.69","1,101,322,321.41","964,487,388.60","937,546,565.98","1,005,526,186.89","1,042,176,022.28","952,233,557.46","947,256,298.41","986,622,207.84","989,297,289.10","793,342,636.70","782,007,436.70","760,394,806.93"
长期应付款,,,,,,,,,,,,,,,,,"58,455,654.01","50,356,848.99","40,075,791.33","41,296,968.26"
长期股权投资,,"3,363,943.88","3,380,226.53","18,613,702.11","18,613,702.11","18,634,333.38","18,634,333.38","18,010,338.46","49,090,338.46","272,896,130.87","319,698,305.46","324,236,955.35","386,832,471.71","408,651,432.81","414,157,513.04","420,032,828.27","425,559,419.03","467,167,304.01","473,541,360.37","495,867,034.19"
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,"2,099,373.60","2,576,160.11","3,045,949.68","3,175,853.36","3,060,451.46","3,234,332.18","3,731,446.31","3,908,688.32","4,085,930.33","4,263,172.34","4,842,135.11","5,049,913.33","5,257,691.53","5,580,369.74","2,432,015.79","2,781,294.01","3,103,345.22"
固定资产,"8,053,912.00","105,694,867.58","104,685,284.31","106,288,074.17","105,018,248.52","104,644,567.37","102,616,150.37","101,421,282.82","100,859,894.74","100,921,251.51","99,111,992.98","97,878,036.90","159,012,074.05","155,612,896.12","295,165,620.01","291,177,240.33","305,113,527.63","460,257,454.01","459,784,594.74","569,641,746.58"
递延所得税负债,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,"398,243.50",,,,"1,364,012.40","1,685,743.53","4,935,896.72","5,582,000.22","9,881,508.90","20,935,219.20","40,256,678.61","68,923,959.61","98,335,294.60","114,619,515.65","150,122,105.15","146,144,427.22"
其他非流动负债,,,,,,,,,,,,,"480,000.00",,,,,,,
工程物资,,,,,,,,,,,,,"2,890,629.26","6,961,866.07","8,615,188.96","9,168,582.14","12,826,867.60",,"479,034.16","797,257.08"
非流动负债合计,,,,"2,099,373.60","2,576,160.11","33,045,949.68","13,175,853.36","13,060,451.46","3,234,332.18","3,931,446.31","103,908,688.32","104,085,930.33","155,940,172.34","158,007,135.11","208,344,913.33","201,422,691.53","313,297,236.60","460,015,676.14","554,074,485.34","679,261,928.05"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"285,494,462.01","431,046,903.66","646,587,742.25","808,812,962.53","991,276,265.68","1,243,936,521.45","738,332,118.12","1,150,360,574.18","1,309,523,969.76","1,417,657,574.96","1,611,930,290.01","1,919,093,782.01","2,081,665,696.98","2,315,807,079.95","2,728,947,835.63","2,755,330,695.38","3,116,476,069.83","3,485,179,335.32","3,915,189,354.27","4,484,829,339.47"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"121,200,000.00","121,200,000.00","121,200,000.00","121,200,000.00","121,200,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","330,923,000.00","330,923,000.00","330,923,000.00","330,923,000.00","662,190,954.00","662,190,954.00","662,190,954.00","662,190,954.00","662,190,954.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"297,996,384.51","300,096,384.51","300,996,384.51","300,996,384.51","301,030,340.57","959,385,188.01","959,385,188.01","959,385,188.01","959,385,188.01","959,385,188.01","959,385,188.01","902,254,078.01","905,795,378.01","914,070,625.34","916,324,166.53","583,356,056.55","586,467,864.41","602,136,427.65","603,477,731.02","604,819,034.39"
无形资产,,,"235,579.19","36,609,317.92","118,197,846.30","145,079,629.60","149,893,291.11","148,891,570.44","169,468,056.16","284,277,931.25","293,949,754.78","347,426,418.41","435,045,477.47","547,112,545.47","601,672,380.01","694,399,025.49","947,783,880.85","1,174,626,797.38","1,316,931,704.68","1,586,931,999.34"
