科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"2,299,107.23","4,584,435.93","594,578.38","1,797,413.11","3,284,778.86","3,346,612.43","9,933,995.77","4,455,626.03","4,126,986.14","2,670,479.66","6,850,501.30","7,589,176.86","12,209,446.18","5,184,866.77","9,385,772.63","16,312,972.25","21,621,105.69","9,900,648.11","31,447,713.95","29,346,924.48","27,428,367.37","22,669,759.37","11,238,980.57","24,923,214.98","32,894,105.78","16,941,663.88","21,316,552.58","18,051,546.21"
应付职工薪酬,"771,978.47","1,562,685.61","2,063,384.18","502,832.94","506,701.50","552,829.26","603,479.80","669,878.13","745,107.26","665,729.64","612,045.91","686,538.95","734,398.15","758,850.65","622,999.37","2,346,531.67","1,756,664.65","2,182,402.93","2,097,323.10","3,052,614.43","2,194,739.39","2,807,242.05","1,632,771.79","1,784,998.29","4,202,881.66","4,584,634.25","2,808,261.54","1,722,634.52"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"504,653.53","698,669.64","20,555,383.79","9,567,630.05","6,357,896.88","7,796,613.64","12,016,370.51","1,888,558.02","2,305,741.91","715,554.21","683,938.20","950,594.73","1,184,973.73","3,042,301.68","3,245,080.87","5,743,381.41","4,833,333.30","3,359,767.07","2,506,644.98","822,001.34","1,325,613.88","1,209,614.24","-6,162,298.90","118,984.69","5,301,071.26","662,006.46","3,319,763.47","1,580,148.24"
应收利息,,,,,,"1,392,391.30","1,392,391.30","3,599,166.67","657,202.69","2,163,335.50","2,764,048.61","4,212,128.43","341,622.23","1,169,511.51","1,405,755.67","1,303,833.17","2,200,473.17","1,411,803.17","2,308,443.17","1,282,708.17","498,315.52",,,,,,,
应付利息,,,,,,,,"95,200.00",,"9,000.00",,,,,,,,,,,,"170,424.66",,,,"238,006.11","36,196.11",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"1,320,000.00",,,,,,,"9,093,039.90","6,207,128.40","5,568,019.80","5,487,407.70","15,087,407.70","800,612.10","800,612.10","800,612.10","800,612.10","800,612.10","800,612.10","800,612.10","12,274,294.66","1,398,488.68","1,398,488.68","1,317,876.58","1,267,887.51","1,267,887.51","1,217,887.51","1,217,887.51","987,887.51"
存货,"32,740,852.97","62,455,428.20","29,217,328.06","37,462,963.57","42,991,534.11","76,053,947.31","68,916,884.52","85,733,280.76","82,091,814.63","85,898,663.81","85,071,204.14","89,442,723.55","73,063,694.96","61,925,797.16","67,110,270.71","57,971,304.98","88,701,452.75","108,369,421.80","119,370,987.35","119,693,620.60","121,195,837.97","145,788,109.78","145,188,066.62","142,233,818.66","290,446,042.46","160,339,390.78","155,071,438.74","142,785,022.47"
其他应付款,"4,890,417.95","2,614,607.84","3,300,100.56","2,545,610.33","2,248,201.27","2,932,037.98","3,786,349.36","5,495,435.61","5,308,531.89","2,401,945.29","2,250,510.22","1,881,013.67","1,995,349.55","15,192,671.95","7,110,986.52","14,794,290.89","10,239,819.99","19,375,034.50","7,859,491.30","4,543,532.29","8,547,097.98","7,349,612.26","6,223,626.78","9,245,089.78","12,172,545.71","7,024,047.33","9,203,899.17","9,021,046.04"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"40,000,000.00",,,,,,,,,,,,"2,330,844.32","2,330,844.32","2,830,844.32","2,580,844.32","2,689,028.00","2,689,028.00","2,689,028.00","2,439,028.00","2,411,769.52","1,797,502.77","307,443.19","62,174.67","7,000,000.00","7,000,000.00","2,000,000.00"
其他流动资产,"692,204.67","1,612,376.89",,,,"7,000,000.00",,,,"3,400,586.89","2,351,663.90","1,967,494.62","1,862,253.46","3,087,228.37",,"20,432,722.60","142,722.60","9,111,120.69","13,779,445.84","17,421,997.83","14,936,744.21","30,189,923.95","13,954,227.77","26,173,198.88","13,907,129.91","71,622,552.23","71,052,509.53","64,143,236.41"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"123,204,546.47","191,120,348.79","240,797,955.17","278,617,866.66","602,879,597.89","650,376,171.12","676,516,175.26","658,935,855.34","662,985,747.87","604,607,503.51","596,450,061.03","570,774,837.13","572,425,780.17","508,874,999.01","483,309,387.39","545,485,101.08","573,878,196.51","713,065,280.01","713,972,459.04","715,885,747.30","696,351,406.72","641,900,440.08","601,864,276.39","578,494,811.31","824,609,883.04","524,326,289.94","476,867,215.00","458,585,995.01"
流动负债合计,"35,046,609.32","134,687,639.42","147,657,090.55","165,391,392.57","113,893,158.75","148,510,659.74","168,001,919.32","174,452,303.74","180,035,092.51","184,910,951.10","176,961,747.23","173,230,825.03","203,611,322.25","184,331,556.44","178,653,581.42","215,978,614.63","237,399,679.10","229,600,606.51","218,003,131.71","237,248,065.92","251,557,349.96","256,493,317.07","212,537,051.49","207,980,122.62","498,026,766.28","194,403,471.51","179,635,969.42","153,589,038.17"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"40,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"9,000,000.00","9,000,000.00","39,850,000.00","39,850,000.00","37,950,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,"28,474,694.89","26,157,190.92","23,807,777.65","21,413,792.86","18,986,775.15","16,522,114.69","14,019,227.65","11,477,521.15"
长期应付款,,,,,,,,,,,,,,"4,472,345.90","3,969,114.86","3,452,506.14","2,924,417.45","2,276,270.99","1,722,750.13","1,154,534.97","571,321.79",,,,,,,
长期股权投资,,,,,,,,,,,,,,"31,224,668.64","31,173,252.69","35,142,127.05","35,486,428.69","37,612,693.08","37,307,296.20","35,478,191.08","34,413,591.13","33,660,074.10","32,175,257.48","32,484,659.40","2,002,311.76","1,561,745.75","20,929,974.00",
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,"18,817,402.00","18,726,137.59","18,634,873.18","18,544,408.77","18,452,344.36","18,361,079.95","18,269,815.54","18,178,551.13","18,087,286.72"
预计负债,,,,,,,,,,"416,396.50","416,396.50","416,396.50",,,,,,,,,,,,,,,,
固定资产,"10,419,480.98","69,086,096.59","64,102,152.40","61,065,304.75","64,009,670.91","76,050,904.31","75,848,060.64","74,644,351.95","84,022,822.78","125,873,065.12","124,481,979.08","137,973,297.13","136,296,856.99","163,916,844.85","180,571,095.44","177,874,949.45","175,859,273.13","199,661,736.01","199,039,741.46","199,367,308.36","196,941,449.69","225,597,392.01","220,416,883.90","209,204,521.58","208,573,343.77","213,191,048.60","212,714,483.66","206,120,144.91"
递延所得税负债,"168,320.50","84,757.00",,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"39,175,325.38","15,056,147.14","31,445,696.99","44,850,302.00","46,278,122.02","48,976,557.08","54,003,324.31","64,122,684.27","58,192,369.51","74,410,122.05","77,577,783.11","75,348,938.06","84,728,408.70","77,324,529.09","65,855,871.47","80,854,132.21","88,825,507.90","74,634,803.75","75,292,617.33","60,310,110.29","72,661,421.73","43,658,768.52","50,802,464.13","63,765,913.87","74,458,799.25","69,237,645.77","79,072,201.26","89,469,227.34"
其他非流动负债,,,,,,,,,,,,,,"1,776,275.42",,,,,,,,,"406,005.71",,,,,
工程物资,"1,282.05","6,540.36",,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"40,168,320.50","84,757.00",,,,,,,,"416,396.50","416,396.50","416,396.50",,"6,248,621.32","5,593,138.09","4,924,277.18","4,243,936.30","4,518,237.65","3,812,464.60","3,091,997.25","2,356,531.88","2,637,308.75","1,480,705.71","11,131,610.85","11,254,373.64","45,889,561.70","45,855,621.70","44,182,254.10"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"75,214,929.82","134,772,396.42","147,657,090.55","165,391,392.57","113,893,158.75","148,510,659.74","168,001,919.32","174,452,303.74","180,035,092.51","185,327,347.60","177,378,143.73","173,647,221.53","203,611,322.25","190,580,177.76","184,246,719.51","220,902,891.81","241,643,615.40","234,118,844.16","221,815,596.31","240,340,063.17","253,913,881.84","259,130,625.82","214,017,757.20","219,111,733.47","509,281,139.92","240,293,033.21","225,491,591.12","197,771,292.27"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","124,800,000.00","124,800,000.00","441,295,483.00","441,295,483.00","441,295,483.00","441,295,483.00","441,295,483.00","441,295,483.00","441,295,483.00","441,295,483.00","441,295,483.00","441,295,483.00","441,295,483.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"38,635,509.57","38,635,509.57","38,635,509.57","38,635,509.57","389,010,466.68","388,340,466.68","388,340,466.68","388,340,466.68","388,340,466.68","388,340,466.68","388,340,466.68","388,340,466.68","388,340,466.68","388,340,466.68","388,340,466.68","378,740,466.68","378,740,466.68","246,695,549.72","246,695,549.72","246,695,549.72","246,695,549.72","246,695,549.72","246,695,549.72","246,695,549.72","246,695,549.72","246,695,549.72","246,695,549.72","246,695,549.72"
无形资产,"19,373,258.14","18,220,959.58","17,068,661.02","16,492,511.74","16,204,437.10","21,691,562.69","21,373,272.20","21,054,981.71","20,736,691.22","20,414,412.13","20,095,266.94","19,776,121.75","39,545,377.56","39,163,235.37","38,781,093.18","41,415,714.66","40,937,553.03","40,459,391.40","39,981,229.77","39,519,734.55","39,082,406.51","46,233,997.25","46,580,134.62","50,415,955.10","49,818,139.65","57,519,101.14","45,969,097.60","45,429,208.05"
盈余公积,"355,274.08","5,043,197.00","10,881,541.36","10,881,541.36","10,881,541.36","15,673,172.28","15,673,172.28","15,673,172.28","15,673,172.28","17,789,516.22","17,789,516.22","17,789,516.22","17,789,516.22","18,882,015.45","18,882,015.45","20,945,324.79","20,945,324.79","21,556,049.50","21,556,049.50","21,556,049.50","21,556,049.50","22,597,155.76","22,786,505.00","22,597,155.76","22,723,694.64","22,597,155.76","22,597,155.76","22,597,155.76"
开发支出,,,,,,,,,"1,914,601.24","1,914,601.24","1,914,601.24","4,165,165.79","4,740,192.69","6,261,309.63","6,474,663.26","7,485,307.91","6,958,098.98","6,597,036.38","6,597,036.38","7,413,707.38","9,927,248.07","6,543,750.16","9,909,305.51","14,788,350.04","17,937,532.92","11,928,471.41","13,236,457.52","15,145,624.75"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,"8,279,706.41","8,279,706.41","8,279,706.41","8,279,706.41","8,279,706.41","8,279,706.41","8,279,706.41","8,279,706.41","8,279,706.41","84,029,363.50","8,279,706.41",,
未分配利润,"5,968,179.55","43,038,989.47","84,310,324.07","114,159,541.60","119,614,661.07","128,128,545.14","138,512,677.46","122,977,068.80","126,659,692.70","119,430,499.80","120,598,051.39","111,885,037.45","111,594,739.98","120,046,950.43","126,485,761.24","115,596,401.55","126,152,757.44","93,639,364.13","104,843,393.58","93,368,088.83","94,146,668.09","90,260,017.56","95,825,336.44","75,986,796.86","76,293,252.71","21,228,488.63","17,418,219.08","14,189,803.97"
长期待摊费用,,,"69,999.97","41,999.95","27,999.94","13,999.93",,"96,250.01","82,500.02","68,750.03","55,000.04","41,250.05","27,500.06","13,750.07",,"113,749.99","115,433.32","81,249.97","70,599.97","48,749.95","32,499.94","16,249.93","2,016,792.50","2,095,406.16","3,261,887.66","1,855,406.24","2,042,257.17","1,685,290.15"
少数股东权益,,,,,,"20,456,351.29","21,212,596.67","21,411,111.78","21,226,308.47","20,947,348.12","21,015,237.76","21,036,195.76","21,046,898.77","21,421,381.73","21,599,287.24","46,437,841.81","48,862,960.32","47,261,490.71","47,710,735.61","46,870,429.56","52,299,894.19","51,318,240.07","51,872,041.23","51,323,641.53","63,689,150.58","45,620,174.98","25,838,184.10","24,631,928.81"
递延所得税资产,,,,,,,,,,"546,724.34","546,724.34","618,827.73","618,827.73","639,655.39","606,912.69","2,920,137.88","2,952,926.66","4,174,884.21","3,376,121.16","5,005,006.46","5,016,963.66","4,218,019.37","5,095,665.23","4,113,918.64","4,939,153.92","7,570,370.49","6,724,963.63","7,132,002.09"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"7,852,000.00","28,781,974.00","7,852,000.00","7,852,000.00",,,,,"56,396,610.00","53,000,000.00","53,500,980.61","53,000,000.00","87,468,169.32","89,581,754.16","94,048,913.36"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"68,969,346.55","102,369,743.67","112,686,510.38","122,450,118.44","126,520,229.97","146,733,024.01","151,224,657.15","159,918,267.94","164,948,984.77","223,227,674.91","224,671,354.75","237,923,600.51","265,957,163.73","326,395,993.04","352,244,862.73","361,937,825.56","367,266,928.12","371,501,501.21","369,944,348.68","374,239,916.48","413,556,119.62","469,396,631.85","470,628,396.20","478,515,549.03","535,368,387.53","493,403,595.36","502,468,967.78","488,595,218.52"
所有者权益(或股东权益)合计,"116,958,963.20","158,717,696.04","205,827,375.00","235,676,592.53","615,506,669.11","648,598,535.39","659,738,913.09","644,401,819.54","647,899,640.13","642,507,830.82","643,743,272.05","635,051,216.11","634,771,621.65","644,690,814.29","651,307,530.61","686,520,034.83","699,501,509.23","850,447,937.06","862,101,211.41","849,785,600.61","855,993,644.50","852,166,446.11","858,474,915.39","837,898,626.87","850,697,130.65","777,436,852.09","753,844,591.66","749,409,921.26"
资产总计,"192,173,893.02","293,490,092.46","353,484,465.55","401,067,985.10","729,399,827.86","797,109,195.13","827,740,832.41","818,854,123.28","827,934,732.64","827,835,178.42","821,121,415.78","808,698,437.64","838,382,943.90","835,270,992.05","835,554,250.12","907,422,926.64","941,145,124.63","1,084,566,781.22","1,083,916,807.72","1,090,125,663.78","1,109,907,526.34","1,111,297,071.93","1,072,492,672.59","1,057,010,360.34","1,359,978,270.57","1,017,729,885.30","979,336,182.78","947,181,213.53"
负债和所有者(或股东权益)合计,"192,173,893.02","293,490,092.46","353,484,465.55","401,067,985.10","729,399,827.86","797,109,195.13","827,740,832.41","818,854,123.28","827,934,732.64","827,835,178.42","821,121,415.78","808,698,437.64","838,382,943.90","835,270,992.05","835,554,250.12","907,422,926.64","941,145,124.63","1,084,566,781.22","1,083,916,807.72","1,090,125,663.78","1,109,907,526.34","1,111,297,071.93","1,072,492,672.59","1,057,010,360.34","1,359,978,270.57","1,017,729,885.30","979,336,182.78","947,181,213.53"
