科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"25,443,310.38","31,806,714.52","47,861,098.19","15,452,531.71","29,880,567.40","48,081,511.21","70,634,326.78","20,627,813.95","38,295,542.58","56,063,451.73","74,445,943.45","25,720,567.94","45,047,009.38","65,509,289.74","86,302,199.21","30,681,542.27","52,339,666.15","74,417,085.05","95,222,417.35","32,113,781.97","54,321,119.82","78,923,338.87","102,915,189.87","36,436,903.24","62,396,162.95","90,566,524.96","119,770,641.37","44,276,527.15","75,322,375.36","109,112,292.52","143,065,782.98","51,402,328.49","87,071,400.33"
取得借款收到的现金,"84,058,893.27","170,600,000.00","181,199,779.83","44,000,000.00","56,000,000.00","64,000,000.00","64,000,000.00","5,000,000.00","25,000,000.00","33,000,000.00","33,000,000.00","24,900,000.00","24,900,000.00","24,900,000.00","24,900,000.00",,"31,478,000.00","31,478,000.00","27,349,040.00",,"1,500,000.00","12,500,000.00","17,500,000.00",,"2,000,000.00","2,000,000.00","4,000,000.00",,,,,,"19,101,000.00"
支付的各项税费,"12,680,531.33","17,009,829.03","14,045,988.88","12,771,817.61","21,560,206.35","23,604,168.35","27,197,125.59","16,397,578.24","20,289,472.95","29,720,952.68","38,630,299.08","3,308,820.29","11,676,229.38","17,173,461.46","25,750,723.02","16,921,559.87","29,430,532.55","46,844,569.37","54,851,693.43","17,583,126.37","34,530,035.67","51,993,146.11","61,141,152.98","11,832,932.22","28,100,609.74","49,239,180.20","61,809,516.84","22,400,135.29","67,623,658.78","80,163,609.63","93,591,018.68","13,036,310.69","45,291,516.17"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"25,349,040.00","25,349,040.00","25,349,040.00",,"37,820,250.00","37,820,250.00",,,,,,"107,042.98","10,570,000.00"
支付其他与经营活动有关的现金,"39,574,653.05","37,357,124.22","64,764,699.74","21,184,390.52","36,132,603.31","53,474,591.07","81,760,638.36","13,091,852.66","29,361,580.34","50,659,189.29","81,223,406.57","15,483,420.04","34,356,468.54","55,346,299.60","90,774,668.26","17,607,604.85","44,101,139.53","71,693,823.70","71,463,560.99","16,840,466.81","36,908,382.15","59,185,406.73","98,411,003.02","18,967,995.90","45,545,379.90","69,248,397.67","106,904,653.44","31,094,742.59","54,761,524.94","84,171,697.09","106,820,757.17","24,871,656.88","60,558,959.06"
筹资活动现金流入小计,"95,700,573.27","170,600,000.00","181,199,779.83","883,450,000.00","895,450,000.00","903,450,000.00","903,450,000.00","5,000,000.00","25,000,000.00","33,000,000.00","33,000,000.00","24,900,000.00","24,900,000.00","25,621,082.70","25,621,082.70","1,429,435.80","32,907,435.80","32,907,435.80","47,892,885.80",,"27,088,297.20","67,760,562.15","72,760,562.15",,"39,820,250.00","39,820,250.00","50,068,750.00",,"699,600.00","5,199,600.00","5,258,779.50","107,042.98","29,671,000.00"
经营活动现金流出小计,"366,770,874.24","415,529,106.62","673,816,084.22","251,407,875.54","499,339,661.93","761,396,534.31","946,037,432.89","261,790,859.79","446,036,232.87","634,282,458.63","822,564,730.77","182,066,535.03","432,178,859.19","667,349,619.65","912,440,615.37","205,563,353.38","448,466,012.21","710,117,069.11","895,106,385.45","188,073,734.21","460,982,109.13","704,234,500.19","956,447,561.21","224,324,895.59","505,356,878.95","831,800,293.39","1,176,643,228.24","306,823,382.60","673,472,608.84","1,127,271,166.64","881,840,784.40","183,936,180.06","496,837,819.88"
偿还债务支付的现金,"49,900,000.00","122,508,893.27","121,312,814.18","52,118,779.83","198,718,779.83","216,718,779.83","221,718,779.83","5,000,000.00","25,000,000.00","33,000,000.00","45,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","14,000,000.00","4,900,000.00","7,400,000.00","7,400,000.00","13,400,000.00",,"31,849,040.00","31,849,040.00","39,349,040.00","5,000,000.00","8,500,000.00","14,500,000.00","21,500,000.00",,,,"2,000,000.00",,
经营活动产生的现金流量净额,"22,705,712.97","48,295,387.33","64,878,382.60","-10,049,705.30","-22,482,472.85","-47,348,760.27","33,511,560.55","-65,968,269.65","-19,989,097.76","17,782,139.30","63,135,266.10","18,030,175.94","39,604,328.56","81,742,505.54","159,987,547.89","-2,235,023.64","32,619,591.89","29,586,674.98","118,812,411.41","12,066,129.12","24,628,242.66","79,205,865.61","215,388,356.18","10,858,385.64","39,428,565.80","51,397,890.48","123,889,833.65","17,473,086.29","34,737,662.97","34,059,949.13","114,360,654.78","-1,370,803.97","-28,263,529.31"
分配股利、利润或偿还利息支付的现金,"20,064,545.96","13,827,233.59","19,559,843.47","2,510,276.47","15,957,398.92","18,973,980.77","19,459,999.88","340,842.23","27,400,734.27","27,745,957.88","27,987,902.32","148,335.45","36,371,320.98","36,729,354.32","34,352,735.44","318,445.84","40,650,493.40","48,012,678.10","48,281,120.60","168,488.74","42,822,275.23","42,956,201.07","43,129,372.54","322,509.28","55,078,645.65","57,675,529.18","57,816,632.59","25,012.51","67,229,325.69","67,213,926.34","69,052,095.88",,"64,943,648.94"
收回投资收到的现金,,"500,000.00",,,,,,,,,,,,,"25,913,773.13",,,,,,,,,,"30,000,000.00","85,517,761.51","145,207,600.00","22,000,000.00","120,000,000.00","177,500,000.00","185,200,000.00",,"7,500,000.00"
支付其他与筹资活动有关的现金,,,,,"6,938,000.00","6,938,000.00","8,298,000.00",,,,,,,,,,,,"25,349,040.00",,,"962,211.00","1,770,402.00",,,,"3,752,373.77",,,,"45,570,771.32",,"37,060,718.39"
取得投资收益收到的现金,,,,,,,,,,,,,,,"1,874,226.87",,,,,,,,,,"280,479.45","680,728.90","2,071,712.33","290,701.37","2,255,194.52","2,900,400.00","2,931,958.36",,
筹资活动现金流出小计,"69,964,545.96","136,336,126.86","140,872,657.65","54,629,056.30","221,614,178.75","242,630,760.60","249,476,779.71","5,340,842.23","52,400,734.27","60,745,957.88","72,987,902.32","13,148,335.45","49,371,320.98","49,729,354.32","48,352,735.44","5,218,445.84","48,050,493.40","55,412,678.10","87,030,160.60","168,488.74","74,671,315.23","75,767,452.07","84,248,814.54","5,322,509.28","63,578,645.65","72,175,529.18","83,069,006.36","25,012.51","67,229,325.69","67,213,926.34","116,622,867.20",,"102,004,367.33"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"200,000.00","137,000.00",,,"87,000.00","87,000.00",,"875,000.00","951,000.00","951,000.00",,"227,000.00","312,000.00","423,000.00",,"118,000.00","118,000.00","385,200.00","1,107,000.00","1,689,186.00","1,745,823.00","1,765,823.00",,"112,010.00","112,010.00","112,770.00","76,000.00","76,000.00","111,000.00","138,072.87","35,000.00","50,500.00"
筹资活动产生的现金流量净额,"25,736,027.31","34,263,873.14","40,327,122.18","828,820,943.70","673,835,821.25","660,819,239.40","653,973,220.29","-340,842.23","-27,400,734.27","-27,745,957.88","-39,987,902.32","11,751,664.55","-24,471,320.98","-24,108,271.62","-22,731,652.74","-3,789,010.04","-15,143,057.60","-22,505,242.30","-39,137,274.80","-168,488.74","-47,583,018.03","-8,006,889.92","-11,488,252.39","-5,322,509.28","-23,758,395.65","-32,355,279.18","-33,000,256.36","-25,012.51","-66,529,725.69","-62,014,326.34","-111,364,087.70","107,042.98","-72,333,367.33"
处置子公司及其他营业单位收到的现金净额,,,"12,452.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-371,982.09","-39,300.74","-181,472.39","106,599.41","-25,307.58","-359,516.71","-379,441.02","56,299.84","-258,420.06","298,002.42","87,675.35","-167,801.77","-760,609.21","-898,187.73","-1,223,656.91","372,282.89","214,879.05","-246,867.18","-1,264,504.65","-2,382,648.39","-691,694.11","2,421,880.88","2,226,068.11","59,519.78","502,732.31","674,618.02","2,173,011.69","-331,958.79","-1,653,514.47","-4,094,034.24","-5,465,068.06","-3,814,084.72","800,420.35"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"700,000.00","149,452.12",,,"87,000.00","87,000.00",,"875,000.00","951,000.00","951,000.00",,"227,000.00","312,000.00","28,211,000.00",,"118,000.00","118,000.00","385,200.00","1,107,000.00","1,689,186.00","1,745,823.00","1,765,823.00",,"30,392,489.45","86,310,500.41","147,392,082.33","22,366,701.37","122,331,194.52","180,511,400.00","188,270,031.23","35,000.00","7,550,500.00"
五、现金及现金等价物净增加额,"20,986,640.48","37,041,800.37","-16,709,488.94","786,994,209.73","554,709,813.08","489,579,900.01","526,336,795.56","-106,059,475.61","-107,030,048.56","-88,514,575.33","-72,061,423.84","14,895,022.83","-895,200.08","36,628,310.40","131,699,744.43","-22,505,035.83","-22,120,290.80","-75,804,668.98","-69,399,091.65","-23,729,206.25","-71,272,159.46","-23,851,459.74","93,856,885.53","-159,350,729.60","-193,124,575.60","-207,628,972.36","-63,603,604.19","-99,689,145.50","-76,019,196.83","-39,808,282.42","-88,908,945.68","-18,124,379.84","-186,663,748.04"
购建固定资产、无形资产和其他长期资产支付的现金,"27,063,767.71","46,176,059.36","96,119,094.24","31,883,178.08","96,617,477.74","123,617,162.41","160,854,494.26","39,806,513.57","60,255,596.47","79,796,609.17","95,674,636.97","14,718,865.89","15,494,148.45","20,418,985.79","29,167,743.81","16,853,285.04","39,929,254.14","75,218,684.48","103,981,223.61","29,325,598.24","44,289,275.98","62,295,968.35","68,959,938.41","13,945,825.74","40,689,367.51","57,855,052.09","65,006,325.50","18,674,011.86","30,669,496.82","54,035,203.63","67,407,525.60","13,081,234.13","34,417,171.75"
期初现金及现金等价物余额,"44,601,672.09","65,588,312.57","102,630,112.94","89,039,624.00","89,039,624.00","89,039,624.00","85,920,624.00","612,257,419.56","612,257,419.56","612,257,419.56","612,257,419.56","540,195,995.72","540,195,995.72","540,195,995.72","540,195,995.72","671,895,740.15","671,895,740.15","671,895,740.15","671,895,740.15","602,496,648.50","602,496,648.50","602,496,648.50","602,496,648.50","696,353,534.03","696,353,534.03","696,353,534.03","696,353,534.03","632,749,929.84","632,749,929.84","632,749,929.84","632,749,929.84","543,840,984.16","543,840,984.16"
投资支付的现金,"19,350.00","2,100.00","773,626.79",450.00,750.00,900.00,"1,050.00",150.00,"1,200.00","3,150.00","3,450.00",150.00,450.00,750.00,"3,375,750.00",,450.00,"7,538,550.00","14,213,700.00","5,025,600.00","5,025,600.00","5,025,600.00","23,178,600.00","151,000,300.00","199,000,600.00","225,801,650.00","239,051,950.00","116,537,950.00","116,538,250.00","116,539,000.00","185,289,300.00",300.00,"60,000,600.00"
期末现金及现金等价物余额,"65,588,312.57","102,630,112.94","85,920,624.00","876,033,833.73","643,749,437.08","578,619,524.01","612,257,419.56","506,197,943.95","505,227,371.00","523,742,844.23","540,195,995.72","555,091,018.55","539,300,795.64","576,824,306.12","671,895,740.15","649,390,704.32","649,775,449.35","596,091,071.17","602,496,648.50","578,767,442.25","531,224,489.04","578,645,188.76","696,353,534.03","537,002,804.43","503,228,958.43","488,724,561.67","632,749,929.84","533,060,784.34","556,730,733.01","592,941,647.42","543,840,984.16","525,716,604.32","357,177,236.12"
