科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"14,108,201.61","161,402,897.60","170,822,797.62","167,190,988.44","934,633,000.13","958,769,908.04","789,639,052.21","768,499,707.02","758,927,314.29","999,691,769.72","761,720,458.65","954,700,948.30","315,660,256.93","542,503,531.08","390,607,274.44","106,708,164.65","155,580,879.64","291,855,818.55","550,793,665.03","447,802,460.60","512,144,208.90","510,293,386.15","448,168,044.17","229,102,294.81","367,887,168.26","961,055,363.66","265,538,625.88","172,819,895.50","161,962,776.97","1,101,514,880.65","948,201,638.94","725,146,545.41","710,986,128.20"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,270,000.00","19,800,000.00"
交易性金融资产,"111,843,705.59",,,,,,"185,201,897.91","176,987,714.57","206,806,900.74",,"245,122,739.72",,"661,772,493.16",,"140,590,136.99","351,340,000.00","330,070,000.00","11,420,000.00","3,800,000.00","31,500,000.00","15,000,000.00","34,500,000.00","104,000,000.00","130,000,000.00","61,000,000.00",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,"197,105.00",,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"44,928,589.86","38,741,575.12","40,540,829.08","42,933,695.41","43,831,723.18","39,451,222.23","40,292,297.72","45,935,591.38","44,517,006.83","32,728,274.56","36,676,593.13","52,247,401.50","54,661,671.58","47,211,828.14","56,766,849.23","52,499,214.45","46,890,224.25","43,887,237.12","42,261,065.38","48,447,212.45","51,175,330.38","48,448,631.14","50,791,981.36","69,776,586.10","70,988,379.76","65,360,942.25","71,053,069.68","85,305,609.01","79,712,704.79","96,627,206.65","86,120,021.22","69,527,023.06","77,937,930.92"
应付账款,"12,663,823.50","13,726,243.76","8,471,663.98","9,520,815.24","9,841,021.84","7,646,757.11","7,050,536.98","7,444,475.64","7,418,842.81","3,691,997.68","5,840,150.96","10,673,177.21","9,882,606.88","26,331,684.38","36,010,674.72","23,375,565.46","25,191,767.67","29,903,226.22","25,879,438.72","32,172,411.82","29,656,141.64","28,164,409.13","32,778,747.05","44,139,842.12","46,731,042.88","47,100,218.04","48,665,401.94","46,605,688.40","51,414,779.13","53,193,637.21","58,899,012.88","54,350,236.11","54,196,058.80"
预付款项,"5,967,837.29","5,099,662.91","7,060,369.24","9,016,557.82","5,968,662.12","7,935,731.07","6,903,632.95","7,888,569.02","9,494,164.93","10,860,025.27","13,540,894.23","12,183,965.56","23,599,974.14","29,242,700.20","65,700,663.66","23,316,209.98","24,838,572.84","20,681,324.74","15,430,649.94","11,903,060.03","18,392,668.87","35,275,576.90","21,501,917.69","31,490,080.34","22,788,647.64","57,162,729.55","29,129,358.30","24,183,242.96","25,885,946.50","18,708,054.28","24,448,386.32","28,153,123.98","25,716,317.56"
预收款项,"21,816,724.20","31,986,977.28","47,656,431.62","57,546,880.81","62,684,688.30","68,702,391.74","75,148,107.57","82,327,992.64","88,588,517.63","95,340,967.73","99,102,214.23","107,388,482.35","126,224,104.31","151,118,151.84","158,005,851.70","159,934,953.81","162,824,998.56","157,831,786.97","157,587,986.08","158,555,336.76","163,501,742.85","171,017,750.10","172,657,185.29","172,459,257.76","176,236,098.84","192,747,860.34","220,149,907.35","232,107,330.86","233,006,515.38","231,821,596.34","233,073,827.69","230,237,251.98","233,703,385.29"
其他应收款,"4,057,043.23","1,846,776.37","1,554,087.90","3,458,005.80","3,357,921.22","2,106,479.23","2,670,069.23","2,390,445.12","2,513,731.32","2,014,049.71","3,724,552.09","3,256,149.96","5,167,731.71","13,580,656.09","19,828,076.47","4,084,137.71","2,973,482.10","4,302,090.48","5,769,886.08","4,461,950.72","6,308,785.02","14,913,314.96","18,150,619.09","18,463,511.22","19,169,438.87","13,521,017.21","16,086,472.11","19,737,311.22","18,052,920.49","16,142,921.93","17,619,414.84","18,330,421.08","18,029,795.30"
