科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"190,543,358.22","334,222,328.97","274,478,401.82","217,821,832.44","187,116,784.98","254,111,930.79","662,556,900.37","570,219,351.30","567,347,438.65","520,888,893.00","411,644,531.12","456,140,812.07","414,130,276.43","578,564,835.92","467,832,402.04"
短期借款,"188,000,000.00","177,000,000.00","128,000,000.00","112,000,000.00","109,500,000.00","124,600,000.00","129,600,000.00","64,500,000.00","21,000,000.00","10,000,000.00","6,000,000.00","6,000,000.00","1,981,450.00","1,981,450.00",
交易性金融资产,,,,,,,,,"40,000,000.00",,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,"300,000.00",,"100,000.00",,,,,,,,,,"1,310,000.00",
应付票据,"27,042,500.00","27,333,734.53","32,275,000.00","37,852,650.00","33,547,050.00","20,949,528.50","7,054,528.50",,"17,640,000.00","17,640,000.00",,,,,
应收账款,"133,197,270.00","85,501,131.44","79,856,616.84","115,626,271.89","135,446,441.55","127,225,059.96","177,009,244.02","146,390,825.24","156,393,544.06","126,002,316.31","147,988,055.49","168,368,322.71","161,246,401.11","157,955,008.49","211,820,243.46"
应付账款,"67,031,637.80","69,873,909.20","82,930,173.88","83,756,113.93","77,176,729.12","114,201,019.60","88,382,987.55","110,150,901.00","108,905,575.22","112,002,385.18","105,169,036.77","101,272,168.58",,"115,409,733.89",
预付款项,"25,387,806.33","54,704,359.34","18,827,600.79","9,685,182.51","32,211,210.38","28,429,771.72","11,793,723.62","21,153,147.99","35,486,270.35","20,425,735.40","33,575,541.02","26,643,063.00","30,007,819.32","52,304,100.19","53,525,832.37"
预收款项,"186,718,263.71","170,306,485.77","138,226,412.83","123,139,253.18","132,110,786.70","106,478,433.82","75,576,854.21","79,593,601.47","138,219,354.51","162,935,483.00","137,873,275.93","153,441,715.91","151,222,553.89","125,955,180.47","64,745,884.03"
其他应收款,"3,598,798.48","5,407,523.56","2,583,415.89","2,781,362.82","2,814,772.37","1,818,983.80","2,073,568.28","1,919,973.51","3,440,503.10","2,641,106.62","2,691,414.97","4,756,084.95","6,729,064.55","2,969,361.67","3,040,474.72"
应付职工薪酬,"25,093,964.94","22,647,428.28","21,661,259.38","19,987,743.86","19,917,542.51","25,627,370.83","20,232,326.27","20,637,659.89","21,116,258.90","35,042,910.76","21,903,214.83","22,737,560.55","22,296,661.70","37,173,178.76","26,171,880.73"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"33,959,586.11","28,112,281.94","34,958,333.30","20,807,950.06","30,321,458.65","29,461,371.01","25,595,091.30","20,162,828.06","33,774,749.34","25,408,082.82","20,764,198.35","22,028,946.89","32,983,540.27","28,766,848.15","19,637,472.30"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,"38,508,652.80",,"34,657,787.52","10,368.00","10,368.00","10,368.00","26,681,952.00",,,,,,,
存货,"184,467,096.21","115,694,630.34","129,541,764.30","142,411,584.31","133,902,815.24","133,882,101.62","131,216,549.94","198,620,992.16","198,422,959.80","214,336,131.57","259,471,487.50","298,504,592.13","276,161,556.77","262,718,867.87","286,529,009.92"
其他应付款,"3,294,768.89","1,943,810.30","3,985,749.78","5,176,002.16","4,115,903.00","6,613,139.44","7,067,972.02","4,837,925.51","5,806,519.23","4,265,369.65","6,586,406.74","4,151,229.54","2,678,114.14","2,927,794.19","4,450,754.20"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"31,861,261.58","294,197.00","12,474,955.30","12,949,827.33","15,488,846.88","21,434,784.09","17,069,560.08","18,679,509.55","15,150,773.51","192,800,218.20","178,919,915.88","90,860,684.96","190,915,984.28","53,537,907.84","60,505,955.53"
其他流动负债,"479,768.62","5,524,941.73","5,409,157.98","3,908,141.03","3,582,955.89","7,932,277.48","7,931,868.52","5,359,859.20","5,987,614.11","11,348,694.15","6,054,058.95","8,367,446.90","6,370,779.55","9,955,972.72","21,925,345.83"
流动资产合计,"569,055,590.82","596,124,170.65","517,762,754.94","501,376,061.30","506,980,871.40","566,902,631.98","1,001,719,546.31","956,983,799.75","1,016,241,489.47","1,077,094,401.10","1,034,290,945.98","1,045,273,559.82","1,079,191,102.46","1,109,360,081.98","1,083,253,918.04"
流动负债合计,"531,620,490.07","541,251,244.55","447,446,087.15","441,285,641.74","410,282,793.87","435,873,508.68","361,451,996.37","331,924,727.13","352,450,071.31","378,642,925.56","304,350,191.57","317,999,068.37","297,380,457.44","322,170,158.18","247,525,117.14"
可供出售金融资产,"18,000,000.00",,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"217,337,464.41","221,388,563.24","326,809,109.62","381,003,846.47","383,695,794.65","369,958,336.85","361,588,625.80","361,476,908.40","356,550,941.43","367,475,833.28","369,745,153.55","373,315,758.99","371,743,424.23","397,856,175.21","390,809,050.13"
递延所得税负债,,,,,,,,,,,,,,"6,606,758.97","6,606,758.97"
在建工程,"18,823,554.93","120,800,794.18","78,261,186.91","31,067,621.14","21,614,739.70","8,815,428.47","9,395,441.35","10,165,887.66","11,247,089.73","14,696,100.04","14,191,043.88","24,445,464.31","26,889,978.58","20,892,121.63","34,771,371.33"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,,"34,734,867.40","53,698,298.24","51,808,795.13","50,213,077.71","50,870,415.41","53,531,824.33","52,377,858.77","51,161,410.73","49,955,302.13","48,738,854.09","47,528,470.42","46,335,207.80","51,943,056.91","50,737,647.01"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"531,620,490.07","575,986,111.95","501,144,385.39","493,094,436.87","460,495,871.58","486,743,924.09","414,983,820.70","384,302,585.90","403,611,482.04","428,598,227.69","353,089,045.66","365,527,538.79","343,715,665.24","374,113,215.09","298,262,764.15"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"208,000,000.00","228,000,000.00","228,000,000.00","228,000,000.00","228,000,000.00","228,000,000.00","304,000,000.00","304,000,000.00","304,000,000.00","304,000,000.00","304,000,000.00","304,000,000.00","304,000,000.00","304,000,000.00","304,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"156,400,257.35","172,400,257.35","172,400,257.35","172,400,257.35","172,400,257.35","172,400,257.35","574,762,898.99","574,762,898.99","574,762,898.99","574,762,898.99","574,762,898.99","574,762,898.99","574,762,898.99","574,762,898.99","574,762,898.99"
无形资产,"94,739,295.52","151,737,830.06","148,278,454.79","147,968,414.89","147,138,566.38","155,783,943.73","154,982,333.88","154,302,673.82","153,568,156.50","153,537,982.35","152,557,832.52","153,860,321.70","153,119,675.55","185,181,047.87","186,548,662.59"
盈余公积,"7,340,128.44","17,510,200.97","26,652,523.35","26,652,523.35","26,652,523.35","40,459,306.87","40,459,306.87","40,459,306.87","40,459,306.87","49,045,399.30","49,045,399.30","49,045,399.30","49,045,399.30","67,125,954.07","67,125,954.07"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"61,079,533.81","120,392,740.58","172,998,907.55","179,231,398.35","208,440,385.66","222,380,225.53","242,448,257.17","235,565,830.20","279,611,106.80","317,049,720.66","355,958,800.96","372,335,945.43","432,808,490.91","466,449,563.33","522,993,624.98"
长期待摊费用,"1,490,104.91","1,997,130.38","9,869,432.69","10,859,150.53","10,359,127.59","33,494,753.79","32,982,845.21","33,020,166.10","34,225,780.48","40,742,522.16","40,566,303.32","41,052,464.10","40,641,428.55","43,806,820.49","44,310,477.38"
少数股东权益,,,,,,,,,,,,,,,
递延所得税资产,"2,606,139.08","10,216,235.74","14,839,273.09","14,717,400.73","14,629,565.22","14,121,069.02","13,816,441.18","14,641,335.54","14,594,581.98","13,928,792.01","13,932,267.82","13,904,910.76","13,647,945.56","13,404,251.14","13,785,754.70"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"42,388,260.00","12,024,586.60","5,375,861.60","12,386,120.86","11,570,373.00","907,550.00","2,169,050.00","8,499,850.69","16,016,755.11","5,980,615.70","11,572,597.84","13,819,302.83","19,098,899.51","15,951,133.16","13,666,008.02"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"395,384,818.85","518,165,140.20","583,433,318.70","598,002,554.62","589,008,166.54","583,081,081.86","574,934,737.42","582,106,822.21","586,203,305.23","596,361,845.54","602,565,198.93","620,398,222.69","625,141,351.98","677,091,549.50","683,891,324.15"
所有者权益(或股东权益)合计,"432,819,919.60","538,303,198.90","600,051,688.25","606,284,179.05","635,493,166.36","663,239,789.75","1,161,670,463.03","1,154,788,036.06","1,198,833,312.66","1,244,858,018.95","1,283,767,099.25","1,300,144,243.72","1,360,616,789.20","1,412,338,416.39","1,468,882,478.04"
资产总计,"964,440,409.67","1,114,289,310.85","1,101,196,073.64","1,099,378,615.92","1,095,989,037.94","1,149,983,713.84","1,576,654,283.73","1,539,090,621.96","1,602,444,794.70","1,673,456,246.64","1,636,856,144.91","1,665,671,782.51","1,704,332,454.44","1,786,451,631.48","1,767,145,242.19"
负债和所有者(或股东权益)合计,"964,440,409.67","1,114,289,310.85","1,101,196,073.64","1,099,378,615.92","1,095,989,037.94","1,149,983,713.84","1,576,654,283.73","1,539,090,621.96","1,602,444,794.70","1,673,456,246.64","1,636,856,144.91","1,665,671,782.51","1,704,332,454.44","1,786,451,631.48","1,767,145,242.19"
