科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"11,644,025.82","17,671,005.16","20,133,229.17","8,179,727.72","13,313,507.87","18,867,442.29","24,079,030.26","9,240,842.44","16,296,202.88","23,711,435.06","31,146,435.97","12,426,524.73","17,604,183.84","24,424,629.49","33,250,651.96","9,502,093.47","16,720,344.70","23,885,537.63","31,148,013.96","12,657,429.87","143,485,472.56","240,105,771.60","329,404,414.54","112,358,213.02","175,218,655.05","241,269,526.58","317,255,070.42","71,425,345.16","120,809,076.98","170,157,804.48","216,769,191.49","64,508,323.02","113,073,396.77"
取得借款收到的现金,"92,800,000.00",,"45,000,000.00",,,,,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,"200,000,000.00","500,000,000.00","190,000,000.00","481,000,000.00","681,000,000.00","781,000,000.00","140,000,000.00","140,000,000.00","470,000,000.00","470,000,000.00","130,000,000.00","130,000,000.00"
支付的各项税费,"14,892,480.89","16,524,074.89","19,123,047.19","4,531,368.39","10,705,701.22","15,898,783.35","22,543,555.38","5,936,187.29","12,475,590.56","23,172,070.50","32,927,642.80","5,562,420.32","13,012,565.88","19,842,550.66","24,869,664.57","5,270,226.74","12,262,158.14","20,221,755.83","26,863,087.08","5,870,167.53","420,298,112.25","525,942,584.15","636,800,554.00","57,357,327.33","96,363,870.87","136,989,155.94","143,187,108.86","61,553,563.89","158,697,265.28","205,303,075.81","217,409,979.42","52,763,285.90","117,933,205.28"
收到其他与筹资活动有关的现金,"18,558,575.92","24,557,381.21",,"50,000.00","50,000.00","1,716,926.91","8,315,999.60",,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"7,840,836.21","8,052,253.68","9,752,318.86","3,079,102.66","6,467,531.57","10,080,742.93","13,496,666.54","4,479,162.46","7,223,300.91","14,269,527.53","15,625,146.49","4,662,869.51","9,760,976.94","14,449,307.85","18,990,280.46","5,254,916.60","8,832,376.88","16,397,062.15","19,026,195.66","5,661,703.99","85,698,252.69","114,911,009.71","211,923,206.44","34,037,605.08","79,058,105.89","106,382,195.57","179,335,597.18","31,520,564.78","70,832,808.02","95,430,121.86","96,701,473.73","55,211,159.09","40,301,197.17"
筹资活动现金流入小计,"111,358,575.92","24,557,381.21","45,000,000.00","484,550,000.00","484,550,000.00","486,216,926.91","484,500,000.00",,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,"200,000,000.00","500,000,000.00","190,000,000.00","481,000,000.00","681,000,000.00","1,534,998,000.00","140,000,000.00","140,000,000.00","470,000,000.00","470,000,000.00","220,147,000.00","220,147,000.00"
经营活动现金流出小计,"70,122,493.73","73,310,601.56","81,573,061.94","23,644,994.93","49,018,504.88","74,609,425.95","99,233,883.63","29,860,755.39","64,729,642.33","98,684,152.68","130,833,121.29","30,892,653.21","58,610,939.76","87,976,592.89","117,459,907.15","30,975,433.04","63,680,473.30","96,213,198.51","126,706,748.96","35,690,588.17","1,696,811,080.24","2,284,569,626.74","2,968,951,201.39","442,736,097.79","740,831,149.27","1,038,221,193.17","1,461,361,515.05","322,234,288.44","636,405,993.64","911,311,213.17","1,311,481,727.10","384,334,505.83","661,068,864.89"
偿还债务支付的现金,"93,200,000.00","39,400,000.00",,,"45,000,000.00","45,000,000.00","45,000,000.00",,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00",,,,"100,000,000.00",,"100,000,000.00","200,000,000.00","641,000,000.00","490,000,000.00","490,000,000.00","820,000,000.00","830,000,000.00","130,000,000.00","290,000,000.00"
经营活动产生的现金流量净额,"30,860,151.15","44,206,326.94","39,360,489.86","5,846,020.28","15,493,981.15","21,583,082.26","36,671,064.88","11,878,769.33","31,165,494.31","59,583,419.81","78,684,845.03","4,117,188.58","20,070,710.25","40,967,445.97","56,193,658.05","17,862,099.54","22,487,898.71","45,036,353.95","58,686,141.34","16,942,537.02","683,999,712.01","638,620,711.30","383,295,303.49","-158,425,971.38","-255,198,010.38","-213,434,698.57","-263,263,111.03","62,325,100.63","83,205,416.34","133,180,343.07","244,919,326.56","-10,149,081.73","68,127,743.34"
分配股利、利润或偿还利息支付的现金,"10,828,813.02","1,077,898.18","30,339,541.40","579,032.10","749,469.60","32,749,469.60","32,749,469.60",,,"43,260,698.94","48,000,000.00",,,,"40,000,000.00",,"456,633.34","46,158,977.70","48,456,633.34",,,"448,552,000.00","451,032,541.67","4,289,208.34","10,438,736.12","18,580,618.35","26,976,819.32","4,436,006.94","6,260,034.72","8,288,875.00","10,249,791.67","1,789,638.89","2,249,469.91"
收回投资收到的现金,"50,000.00","850,100.00","792,618.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"14,224,562.35","54,141.60","3,149,727.40","4,233,181.00","8,106,281.00","8,627,987.96","4,201,881.00",,,"38,964.89",,,,,,,,"1,230,097.79",,,"10,042,461.06",,"10,042,461.06",,,,"3,710,431.45",,,,1.00,,1.00
取得投资收益收到的现金,"72,123.74","63,394.34","15,818.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"118,253,375.37","40,532,039.78","33,489,268.80","4,812,213.10","53,855,750.60","86,377,457.56","81,951,350.60",,,"43,299,663.83","48,000,000.00",,,,"40,000,000.00",,"30,456,633.34","77,389,075.49","78,456,633.34",,"10,042,461.06","448,552,000.00","561,075,002.73","4,289,208.34","110,438,736.12","218,580,618.35","671,687,250.77","494,436,006.94","496,260,034.72","828,288,875.00","840,249,792.67","131,789,638.89","292,249,470.91"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"2,300.00","19,100.00","26,000.00","26,000.00","79,000.00","77,480.76",,,"60,000.00","58,846.15","10,413.00","76,413.00","76,413.00","73,630.76",,,"-26,740.00",,,,,,"33,579.10","176,504.85","201,019.41","201,019.41",,"190,839.01","492,858.43","492,858.43",,
筹资活动产生的现金流量净额,"-6,894,799.45","-15,974,658.57","11,510,731.20","479,737,786.90","430,694,249.40","399,839,469.35","402,548,649.40",,,"-43,299,663.83","-48,000,000.00",,,,"-40,000,000.00","30,000,000.00","-456,633.34","-47,389,075.49","-48,456,633.34",,"-10,042,461.06","-248,552,000.00","-61,075,002.73","185,710,791.66","370,561,263.88","462,419,381.65","863,310,749.23","-354,436,006.94","-356,260,034.72","-358,288,875.00","-370,249,792.67","88,357,361.11","-72,102,470.91"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"30,580.71",,"7,935.61",,"-2,001.32",,"-48,690.72","54,391.96","33,791.15","65,512.81","84,019.79","119,411.26","15,657.05","43,064.47","288,994.44","321,916.03","-32,432.73","-40,768.92","5,671.11"
收到其他与投资活动有关的现金,,,,"15,000.00","15,000.00","1,255,003.36",,,,,,,,,"2,910,000.00",,,,,,"1,550,000.00","17,550,000.00","1,550,000.00",,,,"1,250,000.00",,,,"47,700,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"122,123.74","915,794.34","827,536.84","41,000.00","41,000.00","1,334,003.36","77,480.76",,,"60,000.00","58,846.15","10,413.00","76,413.00","76,413.00","2,983,630.76",,,"-26,740.00",,,"1,550,000.00","17,550,000.00","1,550,000.00","33,579.10","176,504.85","201,019.41","1,451,019.41",,"190,839.01","492,858.43","48,192,858.43",,
五、现金及现金等价物净增加额,"22,837,726.77","6,215,497.68","-25,550,929.00","485,278,974.20","445,168,188.91","415,810,823.03","429,855,663.73","1,070,381.10","14,560,793.41","-4,247,638.98","7,817,410.32","-5,233,767.07","-3,142,164.59","6,463,333.41","-26,131,008.43","42,659,070.54","4,117,633.12","-22,646,532.62","-10,944,132.52","16,324,093.52","494,784,576.10","36,093,848.00","-167,379,440.55","-64,665,552.03","-63,108,372.52","-6,706,093.91","295,530,849.70","-357,053,201.26","-359,033,041.43","-350,122,914.98","-263,350,985.40","49,342,266.99","-113,828,008.17"
购建固定资产、无形资产和其他长期资产支付的现金,"1,099,748.67","2,875,131.10","76,175,806.90","345,832.98","1,051,041.64","5,695,728.58","9,441,531.31","10,808,388.23","16,604,700.90","20,591,394.96","22,926,280.86","9,361,368.65","23,289,287.84","34,580,525.56","45,338,877.95","5,203,029.00","17,921,567.86","20,267,071.08","21,171,639.20","618,443.50","174,793,984.13","355,656,794.20","489,290,412.46","92,049,464.22","178,732,150.66","256,011,207.66","305,983,464.96","64,985,359.42","86,458,256.50","125,829,157.51","186,180,944.99","28,825,243.47","109,858,951.71"
期初现金及现金等价物余额,"16,067,715.18","38,905,441.95","45,120,939.63","19,570,010.63","19,570,010.63","19,570,010.63","19,570,010.63","449,425,674.36","449,425,674.36","449,425,674.36","449,425,674.36","457,243,084.68","457,243,084.68","457,243,084.68","457,243,084.68","431,112,076.25","431,112,076.25","431,112,076.25","431,112,076.25","420,167,943.73","747,312,289.40","747,312,289.40","747,312,289.40","580,892,848.85","580,892,848.85","580,892,848.85","579,932,848.85","876,423,698.55","875,463,698.55","875,463,698.55","875,463,698.55","612,112,713.15","612,112,713.15"
投资支付的现金,"150,000.00","1,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"38,905,441.95","45,120,939.63","19,570,010.63","504,848,984.83","464,738,199.54","435,380,833.66","449,425,674.36","450,496,055.46","463,986,467.77","445,178,035.38","457,243,084.68","452,009,317.61","454,100,920.09","463,706,418.09","431,112,076.25","473,771,146.79","435,229,709.37","408,465,543.63","420,167,943.73","436,492,037.25","1,242,096,865.50","783,406,137.40","579,932,848.85","516,227,296.82","517,784,476.33","574,186,754.94","875,463,698.55","519,370,497.29","516,430,657.12","525,340,783.57","612,112,713.15","661,454,980.14","498,284,704.98"
