科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"328,847,143.36","468,712,948.02","762,262,731.23","251,136,637.35","407,516,492.08","547,293,323.43","831,943,466.16","239,369,795.94","422,873,596.25","647,071,085.96","1,024,854,690.57","240,650,265.48","427,750,156.14","687,219,035.08","1,022,757,640.62","287,044,010.41","493,211,891.97","757,940,046.35","1,126,146,046.70","358,152,387.19","585,242,882.53","856,454,233.03","1,224,487,769.19","307,616,451.21","487,685,982.01","1,055,246,064.05","2,384,264,513.07","1,636,270,660.02","2,365,117,175.33","3,306,753,812.57","4,759,648,382.45","2,025,974,015.03"
取得子公司及其他营业单位支付的现金净额,"936,563.87",,,,,"28,769,255.63",,,,,,,,,,,,,,,,,,,,"73,347,505.14","80,447,505.14",,,,,
收到的税费返还,,"198,255.21",,,,,,,,,,,,,,,,,,,,,,,,"9,899,618.50","9,905,425.00",,,"46,049.57","1,707,075.05","16,249,400.00"
支付其他与投资活动有关的现金,,"101,696.90",,,,,,,,,,,,,,,"37,589.97","200,037,589.97","200,000,000.00",,,,,,,,"2,459,000.00","728,465.86","528,465.86","603,465.86","528,465.86","21,285.00"
收到其他与经营活动有关的现金,"30,648,434.59","37,526,772.91","33,584,022.92","8,002,279.73","22,841,848.51","78,323,973.82","43,497,618.82","11,852,844.21","20,935,616.04","30,010,306.22","17,623,716.63","8,160,346.80","18,706,656.69","136,671,919.66","19,663,231.32","12,052,200.04","28,382,604.86","56,574,922.05","37,098,413.72","38,450,188.17","24,891,889.66","37,032,854.04","51,899,912.76","34,879,080.94","50,115,132.26","49,939,041.52","222,215,166.17","88,107,460.04","58,443,130.21","90,238,929.06","37,225,172.55","38,430,997.74"
投资活动现金流出小计,"60,228,844.92","76,513,125.44","75,084,617.25","8,349,670.29","35,671,874.55","101,068,758.53","112,768,069.35","23,113,732.05","50,260,192.77","96,553,088.63","227,223,700.94","136,417,970.04","202,799,176.03","252,698,814.83","217,903,453.72","76,843,438.96","255,711,862.82","523,566,125.42","593,719,406.67","87,613,184.07","139,147,833.82","266,573,216.79","362,414,678.97","64,339,177.91","112,340,742.75","187,310,934.80","438,439,450.68","41,266,072.43","88,786,156.61","149,840,552.55","198,729,070.39","52,979,145.45"
经营活动现金流入小计,"359,495,577.95","506,437,976.14","795,846,754.15","259,138,917.08","430,358,340.59","625,617,297.25","875,441,084.98","251,222,640.15","443,809,212.29","677,081,392.18","1,042,478,407.20","248,810,612.28","446,456,812.83","823,890,954.74","1,042,420,871.94","299,096,210.45","521,594,496.83","814,514,968.40","1,163,244,460.42","396,602,575.36","610,134,772.19","893,487,087.07","1,276,387,681.95","342,495,532.15","537,801,114.27","1,115,084,724.07","2,616,385,104.24","1,724,378,120.06","2,423,560,305.54","3,397,038,791.20","4,798,580,630.05","2,080,654,412.77"
投资活动产生的现金流量净额,"-59,624,224.92","-76,016,285.84","-73,373,317.25","-8,349,670.29","-34,989,374.55","-96,366,404.31","-106,752,765.48","-22,829,695.72","-49,246,465.42","-95,539,361.28","-210,698,075.22","-136,267,970.04","-199,649,396.03","-197,610,193.28","-148,415,295.54","-53,693,054.96","-228,250,357.22","-496,104,619.82","-553,492,037.88","-86,503,184.07","-122,591,441.82","-220,166,802.79","-300,935,548.95","6,830,942.09","-25,967,472.87","81,005,933.59","-165,728,872.20","-19,626,512.60","-5,760,745.44","-61,013,659.38","-89,579,212.71","-52,947,672.62"
购买商品、接受劳务支付的现金,"279,889,007.49","417,871,949.66","687,234,409.57","118,248,801.40","183,945,028.38","277,966,944.53","605,379,600.81","140,656,708.40","167,817,491.74","215,587,227.48","729,532,575.23","102,817,013.93","133,841,385.89","175,615,089.64","479,030,985.69","108,675,206.42","197,178,058.25","267,918,379.84","751,550,894.66","64,815,850.99","91,513,638.20","148,293,019.61","537,776,974.83","120,321,259.25","193,221,374.96","668,907,028.25","1,986,157,908.40","696,252,738.10","1,090,935,922.72","1,740,360,126.38","3,241,375,185.53","1,081,296,605.99"
吸收投资收到的现金,"45,150,000.00","15,200,000.00",,,"814,780,000.00","814,780,000.00","823,790,000.00",,,,,"15,000,000.00","15,000,000.00","15,000,000.00",,,,,,,,"33,270,000.00",,,,"931,195,942.43","951,499,942.43","2,450,000.00","2,450,000.00","7,450,000.00","7,450,000.00",
