科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"15,997,600.55","43,142,178.61","57,563,162.25","12,415,084.14","444,484,438.78","388,666,614.30","268,365,147.07","190,226,339.12","186,603,082.22","260,395,263.29","181,681,123.51","133,910,030.80","121,851,744.11","81,763,341.65","78,708,279.41","77,041,823.59","74,077,893.09","120,419,215.81","28,201,597.98","1,922,444.16","6,808,227.87","10,150,925.67","9,456,088.56","7,462,509.91","4,543,182.46","47,783,404.92","46,413,301.94","41,184,610.78","60,975,094.55","98,156,212.10","188,541,174.58","150,103,272.76","137,418,754.52","122,569,126.46","135,933,821.87"
短期借款,"174,400,000.00","193,970,000.00","220,000,000.00","172,000,000.00","281,000,000.00","290,000,000.00","240,000,000.00","233,000,000.00","299,000,000.00","265,000,000.00","201,000,000.00","155,500,000.00","124,876,358.14","50,000,000.00","47,300,000.00","39,500,000.00","39,500,000.00","39,500,000.00","29,500,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,"166,905,919.28","259,330,649.56","351,206,508.32","529,449,403.64","482,159,604.31","356,764,755.09","274,345,642.60"
交易性金融资产,,,"7,783,481.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,"300,000.00",,"200,000.00","593,586.54","1,774,243.47","393,586.55",,,,,,,,,,,,,,,,,,,
应付票据,,,,,,"20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"7,716,265.72","5,783,767.39","8,093,368.24","11,102,617.97","7,357,616.63","19,201,564.32","48,727,704.00","4,124,490.13","26,035,963.49","16,357,598.30","14,689,636.81","7,794,702.37","9,997,013.70","11,122,649.10","6,256,594.70","6,632,517.21","6,654,342.95","3,817,300.78","2,383,585.76","2,269,932.37","1,780,472.76","1,676,140.26","197,514.27","172,514.27","147,514.27","592,086.05","494,391.20","431,106.40","116,147,478.89","113,352,542.34","199,486,219.22","144,834,123.33","140,548,001.76","269,210,434.46","148,069,618.31"
应付账款,"1,476,928.95","2,179,561.00","4,770,702.22","9,008,161.66","9,000,982.47","3,837,516.99","5,286,912.90","7,625,598.76","13,135,845.74","75,045,860.38","58,391,824.33","60,700,448.23","34,758,713.15","51,899,702.16","47,587,578.26","47,119,226.36","41,839,210.90","32,451,936.56","25,598,380.60","24,098,380.60","20,936,686.60","18,082,031.60","16,692,031.60","16,592,031.60","16,292,031.60","5,944,679.00","4,744,679.00","3,073,795.00","71,586,260.94","167,191,562.69","182,167,996.33","130,508,152.99",,"163,450,165.35",
预付款项,"31,817,774.90","15,644,348.76","21,727,227.92","28,446,744.25","72,631,734.75","12,792,897.05","122,977,768.25","101,007,181.02","52,165,317.05","7,333,826.71","13,008,317.01","21,737,257.92","16,985,311.92","1,989,120.80","2,166,522.09","1,485,555.76","523,968.71","343,291.86","293,220.22","313,989.31","9,867,697.29","318,400.64","292,756.78","358,891.64","281,874.43","294,970.36","278,687.74","284,777.34","8,181,698.66","46,221,722.37","99,498,405.38","88,566,520.77","110,020,210.43","71,473,819.43","90,286,936.21"
预收款项,"11,957,791.46","3,540,196.91","1,361,508.05","10,965,171.63","44,469,908.99","8,666,152.49","10,708,473.93","22,857,190.82","828,660.40","3,506,026.46","2,598,540.59","165,586.85","396,258.62","1,930,006.42","770,950.48","893,958.18","130,495.33","30,885.03","58,885.03","30,885.03","30,885.03","27,724.00","27,724.00","27,724.00","27,724.00",,,,"4,485,684.06","6,438,348.70","1,523,666.78","1,489,006.16","3,363,558.22","6,199,016.02","2,670,934.22"
