科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"2,236,596,925.00","7,201,474,763.90","5,663,440,971.00","5,039,491,385.00","5,439,230,361.00","4,314,142,629.21","4,661,618,664.00","4,139,956,374.00","4,826,448,844.00","5,482,303,522.93","5,016,441,742.00","4,651,209,600.00","5,570,832,767.12","8,290,241,479.27","7,661,784,777.57","6,180,009,655.00","5,497,124,629.93","7,220,946,043.46","7,276,360,714.29","7,473,400,807.00","9,066,296,251.20","5,924,598,444.07","4,243,267,431.77","4,491,737,212.00","5,501,646,028.00","5,371,722,325.00","4,599,771,565.00","4,139,672,768.00","4,065,729,940.00","5,136,834,249.00","6,118,353,075.00","5,498,295,305.00","12,011,091,558.00","7,236,590,168.00","5,682,475,782.00","5,022,502,044.00","6,268,001,780.00","8,597,925,019.00","7,258,297,686.00","5,936,066,673.00","7,092,976,852.00","8,726,193,451.00"
短期借款,"3,289,978,200.00","1,388,728,276.62","2,031,000,000.00","2,354,294,814.00","2,553,562,318.00","3,418,055,495.01","3,587,520,293.00","3,340,654,748.00","3,613,785,194.00","5,329,883,927.98","5,294,177,797.00","4,496,151,701.00","4,084,983,162.54","5,465,521,478.61","5,650,329,216.25","3,815,092,312.00","5,135,921,729.79","5,212,949,460.15","4,946,275,934.65","6,399,851,000.00","6,990,642,216.20","4,915,466,459.86","4,465,895,667.78","2,774,147,375.00","4,509,983,665.00","5,834,395,346.00","3,601,593,267.00","4,551,121,572.00","4,546,468,369.00","4,997,740,500.00","6,369,933,365.00","5,394,474,750.00","6,781,189,069.00","5,115,822,982.00","4,110,834,385.00","12,350,040,250.00","13,568,278,091.00","13,431,823,324.00","12,520,259,731.00","9,855,873,011.00","11,997,448,548.00","12,553,364,979.00"
交易性金融资产,"106,879,408.00","126,159,297.85","63,385,401.00","29,341,711.00","62,008,959.00","131,492,062.31","146,995,337.00","144,200,652.00","216,663,262.00","226,444,103.81","245,563,565.00","388,384,383.00","451,959,500.11","683,259,065.40","480,338,718.23","264,029,003.00","351,311,160.92","345,891,093.38","414,066,127.02","670,943,265.00","732,032,657.71","686,775,434.48","1,061,973,502.78","475,941,951.00","545,113,432.00","675,836,886.00","688,269,799.00","312,247,627.00","461,985,236.00","570,496,828.00","403,933,486.00","548,352,730.00","615,452,424.00","857,866,347.00","1,254,861,621.00","1,251,779,930.00","2,752,711,478.00","2,474,695,270.00","2,499,400,100.00","2,553,927,721.00","4,086,413,317.00","1,403,731,466.00"
交易性金融负债,,"7,208,178.12",,,,,,,,,,"2,321,910.00","6,046,708.28","600,027,491.91","764,443,387.87","4,005,648,200.00","4,668,952,296.08","5,697,727,002.43","7,206,332,797.37","6,521,435,369.00","7,594,738,413.68","7,013,311,552.05","7,218,162,621.60","6,746,734,855.00","7,685,084,502.00","8,957,342,854.00","8,919,886,518.00","8,597,538,500.00","8,450,400,319.00","9,137,335,752.00","8,075,463,993.00","6,804,872,854.00","7,979,441,270.00","7,247,957,030.00","6,477,119,977.00","93,140,487.00","85,017,680.00","163,608,178.00","2,368,739,000.00","2,314,244,937.00","2,266,833,824.00",
应收票据,"52,347,274.00","161,321,951.22","205,486,508.00","266,535,973.00","138,839,258.00","154,115,166.10","93,644,725.00","144,666,432.00","105,731,902.00","204,670,648.96","240,355,646.00","326,625,938.00","334,589,692.72","375,864,945.28","583,299,756.12","574,697,737.00","454,473,401.60","747,996,213.10","759,679,746.79","575,499,815.00","215,628,320.89","414,128,600.72","975,780,419.22","780,847,129.00","523,361,619.00","533,343,232.00","544,219,964.00","538,484,702.00","489,998,081.00","297,401,602.00","298,332,222.00","264,373,037.00","192,592,434.00","421,605,655.00","713,381,993.00","875,760,717.00","815,247,372.00","1,521,849,982.00","1,625,519,393.00","1,519,375,541.00","1,442,671,077.00",
应付票据,,"16,393,060.76","12,613,122.00",,,,,,,,,,,,,,,,,"313,152,032.00","368,878,736.08","98,957,980.59","274,479,901.41","281,648,206.00","269,693,646.00","206,227,763.00","253,955,740.00","282,976,147.00","393,468,675.00","354,715,828.00","270,638,036.00","231,175,265.00","225,825,504.00","269,273,521.00","638,141,777.00","252,074,617.00","219,076,278.00","128,446,184.00","236,393,439.00","179,417,453.00","154,803,547.00",
应收账款,"293,870,313.00","401,156,586.60","303,721,274.00","322,131,158.00","485,795,023.00","441,406,434.83","412,313,942.00","427,832,390.00","551,733,026.00","640,296,272.65","454,073,172.00","669,093,678.00","480,678,587.39","562,400,371.97","732,715,256.67","489,112,425.00","771,764,083.62","1,080,843,029.89","639,177,406.77","841,494,264.00","1,102,551,127.65","1,360,259,021.08","709,108,220.32","519,354,631.00","863,600,577.00","922,861,756.00","844,670,653.00","1,228,075,464.00","1,343,472,221.00","1,665,038,519.00","1,241,170,448.00","864,682,728.00","1,624,743,495.00","953,256,666.00","622,417,004.00","783,067,488.00","756,429,673.00","849,109,384.00","1,045,543,841.00","1,292,864,505.00","1,575,042,502.00","2,463,263,517.00"
应付账款,"590,261,911.00","855,523,390.86","913,170,994.00","727,712,876.00","688,030,015.00","790,093,541.59","989,222,134.00","978,186,421.00","1,078,210,799.00","1,192,689,916.48","1,231,557,140.00","1,024,790,051.00","979,966,026.18","1,438,400,216.43","1,770,089,496.76","3,232,112,911.00","3,722,741,462.81","4,144,921,826.34","5,153,695,251.11","4,174,006,563.00","3,460,103,902.42","2,846,831,292.18","3,691,088,366.62","4,593,524,531.00","4,463,551,043.00","4,928,252,251.00","4,715,179,634.00","4,011,412,543.00","3,938,280,478.00","4,247,063,643.00","3,773,750,261.00","4,442,840,507.00","4,329,646,056.00","4,069,282,963.00","4,126,789,145.00","4,727,394,558.00","5,194,080,920.00","3,897,129,937.00","4,059,002,952.00","4,216,836,578.00","3,569,936,380.00","4,308,589,078.00"
预付款项,"340,390,174.00","708,126,297.26","766,408,265.00","323,706,147.00","455,423,242.00","353,649,432.59","598,194,481.00","349,030,549.00","514,628,489.00","672,077,679.33","782,983,744.00","631,892,986.00","694,931,114.05","870,729,284.37","483,569,267.98","1,691,517,698.00","1,444,494,248.00","829,785,319.47","1,084,961,726.16","957,976,115.00","1,133,112,470.99","1,123,772,280.27","1,220,676,740.77","921,089,268.00","667,307,019.00","1,128,220,726.00","1,250,236,716.00","649,968,149.00","696,896,084.00","799,336,765.00","938,349,774.00","842,469,851.00","865,208,259.00","1,202,512,690.00","975,599,083.00","869,773,560.00","1,181,013,672.00","1,601,399,840.00","1,379,561,167.00","1,344,141,153.00","1,446,310,196.00","2,010,519,805.00"
预收款项,"107,588,615.00","269,922,275.92","476,552,891.00","127,380,070.00","278,221,507.00","273,593,425.69","300,124,824.00","310,275,422.00","375,098,486.00","598,166,019.12","708,314,812.00","430,106,172.00","853,542,751.03","944,973,933.01","1,281,870,885.99","1,012,751,443.00","1,064,502,417.02","1,389,050,581.97","1,946,402,671.94","937,554,916.00","1,493,446,772.99","1,067,009,702.93","1,079,041,462.19","577,062,261.00","630,606,480.00","682,186,136.00","644,469,927.00","1,005,215,386.00","1,226,322,163.00","1,546,456,738.00","1,747,939,811.00","1,918,146,839.00","2,274,574,252.00","2,515,892,741.00","2,886,266,490.00","2,086,548,542.00","1,841,420,507.00","2,572,617,478.00","2,775,451,692.00","2,143,111,140.00","2,260,155,023.00","2,239,434,392.00"
