科目,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"70,490,107.24","21,545,890.55","232,325,943.35","237,040,833.54","237,233,613.72","218,666,849.18","261,028,361.72","237,267,817.18","151,246,667.09","182,747,966.49","657,328,883.38","519,009,553.83","510,352,775.97","369,221,424.68","296,629,588.45","606,335,717.55","478,553,751.56","498,491,199.99","369,251,978.88","311,405,082.55","400,022,679.91","628,654,600.11","534,656,251.43","544,788,566.03","236,130,916.11","652,447,398.24","478,503,678.70","527,131,853.11","344,580,159.91","668,139,320.01","502,361,571.96","443,032,558.36","637,852,038.13","633,664,725.75","489,720,821.00","395,121,296.93","340,081,513.47","573,429,827.53","586,787,031.57","532,566,107.21","366,675,899.37","596,954,243.31","412,267,302.52","464,868,636.09"
短期借款,"64,500,000.00","45,500,000.00","110,000,000.00","61,350,000.00","40,000,000.00","40,000,000.00","125,000,000.00","35,000,000.00","62,000,000.00","100,000,000.00","149,000,000.00","30,000,000.00","30,000,000.00",,"230,000,000.00","350,000,000.00","210,000,000.00","150,000,000.00",,,,,,,"150,000,000.00","250,000,000.00","200,000,000.00","200,000,000.00","100,000,000.00","100,000,000.00","120,000,000.00","260,000,000.00","240,000,000.00",,"40,080,400.00","70,688,000.00","86,217,588.00","210,235,000.00","219,000,000.00","424,000,000.00","543,300,000.00","621,300,000.00","760,600,000.00","1,094,129,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,862,880.00","30,000.00","2,097,846.50","9,762,509.94","2,978,826.00","3,381,961.22","1,550,000.00","4,670,000.00","670,000.00","2,655,000.00","3,240,000.00","4,240,000.00","1,840,000.00","4,846,134.00","14,750,000.00","48,089,000.00","19,731,182.34","2,980,000.00","17,780,000.00","70,458,208.50","35,445,092.50","20,558,054.20","25,781,493.96","59,115,469.77","34,561,326.13","15,939,865.06","40,732,633.42","44,531,290.21","30,873,358.00","11,997,880.80","19,714,210.28","30,409,385.23","24,662,780.00","13,372,021.10","7,430,000.00","7,267,323.50","7,726,258.50","8,628,269.48","11,361,243.48","6,287,500.00","2,030,490.00","2,484,725.91","2,740,000.00","8,106,302.38"
应付票据,"4,500,000.00","29,500,000.00",,,,"2,000,000.00","78,000,000.00","99,800,000.00","21,800,000.00","9,900,000.00","128,734,941.50","17,737,148.67","7,802,148.67","26,000,000.00","9,126,000.00","41,979,144.40","36,342,504.76","79,858,875.17","102,362,840.91","59,903,867.00","78,840,367.00","193,998,360.00","239,464,423.37","159,478,750.89","147,100,508.52","233,555,052.51","337,839,579.75","307,806,841.39","194,614,209.81","224,931,732.90","311,739,490.45","299,030,964.29","242,876,649.42","183,951,884.52","313,874,002.04","324,099,469.94","289,337,046.85","305,834,212.38","389,385,481.13","280,011,700.00","463,512,690.00","626,341,690.00","388,054,750.00","246,157,000.00"
应收账款,"93,095,157.68","21,458,403.09","72,749,440.19","107,766,577.06","85,049,786.53","53,343,252.65","127,673,496.98","227,771,095.06","190,007,867.10","43,290,210.06","134,687,850.23","254,085,529.19","233,744,706.34","105,655,064.84","216,792,799.09","341,699,380.25","271,406,379.70","104,241,063.62","204,949,820.09","308,225,581.19","277,348,072.68","136,247,155.14","263,225,348.77","357,307,361.06","277,045,255.43","127,475,687.94","306,363,998.70","471,792,605.99","441,689,421.30","205,792,451.06","424,477,129.88","546,074,783.14","407,801,294.16","170,601,875.72","350,061,408.58","567,182,946.44","499,091,044.55","146,362,552.22","417,459,869.70","630,420,325.21","701,076,382.58","583,910,059.21","709,811,529.58","1,193,308,218.22"
应付账款,"91,905,312.53","47,630,134.88","92,709,191.92","102,046,638.24","66,608,024.09","43,123,415.19","161,683,115.58","102,941,822.82","51,942,167.85","64,488,146.52","159,208,640.72","162,234,093.73","89,460,034.41","85,830,751.23","222,107,734.99","154,172,426.43","75,726,976.51","87,359,505.13","113,181,321.26","121,821,394.39","73,178,987.58","66,492,564.31","126,831,823.07","114,546,679.86","66,293,208.67","87,124,562.94","232,472,296.66","176,506,499.53","134,349,050.92","145,057,910.01","257,826,247.09","172,566,888.07","116,652,372.53","201,255,247.77","364,047,897.59","309,379,506.06","361,952,246.70","165,334,889.17","277,113,433.72","218,115,843.83","212,421,212.95","312,284,425.10","329,324,210.19","485,593,930.82"
预付款项,"9,264,332.05","76,485,243.30","78,305,308.38","48,888,504.90","67,368,040.91","72,345,964.24","36,270,898.77","23,732,384.82","49,101,560.99","117,256,568.52","63,994,493.63","41,135,829.36","32,668,942.11","95,980,900.52","85,658,296.44","61,503,700.62","66,401,163.44","100,401,316.91","77,954,241.31","61,486,595.37","83,790,533.26","138,000,528.79","76,709,563.76","58,539,322.44","168,722,943.95","256,970,092.54","182,811,237.10","76,403,928.56","121,221,453.99","112,911,171.44","109,935,130.13","103,275,680.61","91,236,691.07","54,349,890.79","55,763,970.78","117,753,114.68","128,455,784.02","110,671,954.41","110,709,158.97","115,573,054.03","351,554,431.89","353,105,805.56","319,410,712.21","339,241,353.74"
预收款项,"14,333,024.29","41,112,051.72","35,772,510.06","38,900,741.08","19,880,289.06","52,463,176.50","55,812,203.73","48,187,543.80","36,115,708.74","82,070,305.80","85,030,330.35","51,731,621.84","43,320,664.64","137,002,025.73","70,541,082.19","36,110,466.38","25,583,302.00","183,090,315.17","105,487,314.80","57,255,595.34","48,998,100.51","227,518,124.18","94,788,740.93","48,155,537.00","31,416,124.60","339,239,987.79","154,287,871.12","37,115,028.32","24,532,322.18","294,609,978.15","126,877,272.98","53,021,524.57","200,099,408.35","591,295,994.41","326,425,382.66","124,498,233.48","97,679,176.48","496,731,549.52","242,755,874.43","121,378,684.00","157,965,014.74","426,829,458.99","215,548,543.78","122,353,344.96"
