科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"59,111,416.09","83,613,874.75","91,952,622.25","232,221,713.79","200,088,099.40","756,700,734.20","697,793,994.74","921,564,427.06","745,287,400.26","621,333,971.61","1,012,002,326.31","599,111,774.16"
短期借款,"114,122,489.38","88,756,627.00","178,500,000.00","180,000,000.00","180,000,000.00","139,100,000.00","139,100,000.00","572,401,953.62","471,625,489.00","449,865,692.37","386,405,077.37","351,588,097.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"64,426,766.70","12,707,018.70","90,708,070.62","109,565,038.78","92,056,290.17","87,312,835.96","133,269,596.79","126,202,152.02","129,289,939.64","153,594,072.77","108,897,749.90","49,805,500.93"
应付票据,,,"30,903,691.76","19,635,646.32","17,709,282.80","24,552,327.63","12,127,586.09","14,204,558.53","9,294,311.44",,,
应收账款,"73,301,368.07","106,613,820.63","143,707,496.43","136,650,320.75","182,594,725.18","168,456,376.08","175,243,618.65","194,742,697.75","216,635,666.12","202,970,660.46","285,420,557.85","301,996,326.06"
应付账款,"15,474,645.47","15,149,832.84","16,047,206.42","12,249,547.44","17,593,062.94","19,225,624.20","22,046,946.88","45,271,353.48","52,653,349.82","66,412,670.86","65,705,299.83","70,275,302.77"
预付款项,"900,217.20","977,903.25","5,683,145.92","3,645,953.67","4,920,725.68","2,054,028.76","6,446,208.89","6,842,302.19","10,566,589.36","10,363,017.65","11,420,818.46","8,784,967.32"
预收款项,"466,449.04","161,658.24","3,718,754.66","11,775,495.59","19,950,566.70","18,358,732.88","18,360,296.24","18,005,561.14","17,959,691.44","18,391,942.28","23,079,649.56","184,548.12"
其他应收款,"2,667,856.96","1,162,758.19","1,577,663.66","1,355,628.36","1,433,001.02","1,205,706.60","2,062,852.82","2,875,382.38","2,995,577.49","2,654,973.76","5,716,637.62","5,981,620.14"
应付职工薪酬,"11,719,877.28","11,917,227.92","18,599,491.21","9,375,671.27","17,435,120.57","22,388,762.23","5,582,679.16","6,313,576.44","6,280,692.16","13,775,718.71","8,131,527.60","6,262,811.97"
应收关联公司款,,,,,,,,,,,,
应交税费,"5,820,366.89","9,774,276.53","20,864,364.59","20,710,981.46","13,855,880.45","7,347,217.78","10,965,045.01","13,217,819.46","10,957,476.68","10,331,215.50","31,365,240.92","33,507,546.27"
应收利息,,,,,,,,,,,,"889,207.15"
应付利息,"228,414.76","420,219.40","340,707.98","558,657.97","757,159.89","979,487.29","1,530,617.47","3,270,653.50","4,422,385.12","640,789.25","904,851.11","1,847,382.05"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"29,957,811.79","28,766,668.91","29,341,619.81","34,277,282.76","32,523,256.67","43,986,956.58","35,728,953.73","42,321,208.08","42,621,236.11","55,739,636.06","65,498,361.70","81,185,326.39"
其他应付款,"54,653.10","434,948.23","537,781.06","464,185.26","888,596.59","909,624.74","707,657.34","719,982.27","3,133,874.16","11,303,629.12","1,205,076.25","5,946,337.90"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"86,500,000.00","65,492,000.00","27,500,000.00","27,500,000.00","27,500,000.00","27,500,000.00","27,500,000.00","27,500,000.00","27,500,000.00","80,500,000.00","64,000,000.00","77,000,000.00"
其他流动资产,"3,556,220.44","751,319.55","319,937.75","2,191,757.23","7,635,714.36","11,280,580.18","12,609,740.37","29,651,799.05","35,999,909.08","49,524,948.80","65,271,911.05","77,568,459.13"
其他流动负债,,,,,,,,,,,,
流动资产合计,"233,921,657.25","234,593,363.98","363,290,556.44","519,907,695.34","521,251,812.48","1,070,997,218.36","1,063,154,965.99","1,324,199,968.53","1,183,396,318.06","1,096,181,281.11","1,554,228,362.89","1,125,323,181.28"
流动负债合计,"234,386,895.92","192,106,790.16","297,011,997.68","282,270,185.31","295,689,669.94","260,361,776.75","237,920,828.19","700,905,458.44","603,827,269.82","651,221,658.09","580,796,722.64","546,612,026.08"
可供出售金融资产,,,,"5,000,000.00","2,390,000.00",,,"15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00"
长期借款,"65,440,000.00","79,000,000.00","68,750,000.00","55,000,000.00","48,125,000.00","41,250,000.00","84,375,000.00","132,500,000.00","145,625,000.00","118,750,000.00","110,875,000.00","91,000,000.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,"473,097,594.36","365,783,509.57"
长期应收款,,,,,,,,,,,,
长期应付款,,,,"210,643,066.67","221,293,200.00","242,193,000.00","250,645,000.00","250,730,999.33","251,383,166.00","241,606,666.00","242,251,666.00","240,336,792.23"
长期股权投资,,,,,,,,,,,,"8,000,000.00"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"367,652,274.69","504,429,440.45","504,956,591.24","485,659,596.72","482,696,176.43","473,958,576.46","462,201,858.00","489,974,264.50","706,664,140.04","860,560,431.67","842,275,165.30","832,346,092.68"
递延所得税负债,,,,,,,,,,,,
在建工程,"144,707,214.64","1,488,063.90",,"15,593,097.74","60,440,609.48","133,334,176.31","238,702,308.37","338,944,854.42","137,241,486.56","31,402,253.36","54,250,003.33","94,691,845.42"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,"109,664.94",,,,,,,
非流动负债合计,"108,055,732.67","124,417,244.88","120,404,620.97","323,060,581.70","329,673,109.10","347,715,719.37","421,360,362.23","479,530,621.36","490,414,660.17","437,934,997.58","904,988,229.36","789,367,814.04"
固定资产清理,,,,,,,,,,,,
