科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"86,710,830.75","199,789,914.68","348,261,537.01","490,617,972.65","100,373,253.51","147,663,753.01","354,264,014.21","440,838,166.21","60,651,085.00","318,589,579.11","735,165,529.31","1,171,617,904.78","204,299,827.00","405,483,442.93","594,645,098.93","920,972,519.20","312,104,241.80","540,352,431.80","776,780,100.96","1,008,739,671.94","188,812,194.55","431,169,205.57","806,241,410.26","1,356,695,008.10","746,719,714.57","1,503,433,377.84","2,268,702,800.11","2,443,290,990.93","691,077,492.49","1,067,832,334.70","1,356,168,592.71","1,705,533,820.77","345,794,341.62","873,207,410.30","1,612,198,614.31","2,381,093,212.13","732,109,714.92","1,815,166,957.89","2,993,895,065.28","4,319,919,223.93","672,445,426.86","1,703,782,498.72","2,607,492,073.86","3,330,527,184.24","788,502,539.34","2,113,488,177.68","3,477,394,057.17","4,431,485,995.75","1,163,466,945.50"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"7,000,000.00","7,000,000.00","7,000,000.00",,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,923,700.00",,,,"120,000,000.00",,"2,211.42","2,229.90","22,272,000.00",,,,,,,,,,,,"264,034,475.07",
收到其他与经营活动有关的现金,"22,075.00","59,180.00","515,993.34","29,180.00","3,377,063.79","4,173,832.01","12,734,711.73","19,190,761.97","6,245,486.95","16,448,236.67","1,629,010.60","12,545,863.20",,"5,300.00","55,300.00","4,284,513.56","20,000.00","818,700.00","818,700.00","2,651,094.00",,"69,100.00","365,467.00","21,769,000.14","31,100.00","4,226,280.00","4,554,880.00","10,609,126.42","53,000.00","567,900.00","502,397.00","18,619,457.00","100,125,346.33","100,143,347.04","110,093,802.93","154,755,948.86","77,239,592.17","43,705,530.66","44,290,140.55","83,123,283.67","34,071,397.43","44,843,067.09","59,274,724.70","69,176,233.51","13,506,693.94","44,029,671.42","68,706,561.34","72,920,195.41","37,160,263.47"
投资活动现金流出小计,,"21,800.00","660,742.00","2,317,796.00","63,547.00","609,324.00","890,686.18","10,893,486.18","805,029.00","986,436.00","1,056,534.00","19,073,504.00","9,630.00","780,281.00","1,164,704.31","1,185,408.00","17,335.00","909,500.00","991,350.00","1,234,130.00","8,018,600.00","8,407,319.00","8,422,399.00","8,457,789.00","8,264,571.00","8,562,571.00","8,562,571.00","151,199,971.00","31,400.00","79,580.00","85,180.00","120,538,380.00","1,437,214.14","1,858,018.42","1,864,336.90","32,267,106.00","38,000.00","155,950.00","749,028.12","762,173.43","3,396,258.94","4,575,815.15","4,695,264.23","4,905,756.88","125,521.02","170,137.94","183,500.00","388,249,483.05","89,984.63"
经营活动现金流入小计,"86,732,905.75","199,849,094.68","348,777,530.35","490,647,152.65","103,750,317.30","151,837,585.02","366,998,725.94","460,028,928.18","66,896,571.95","335,037,815.78","736,794,539.91","1,184,163,767.98","204,299,827.00","405,488,742.93","594,700,398.93","925,257,032.76","312,124,241.80","541,171,131.80","777,598,800.96","1,011,390,765.94","188,812,194.55","431,238,305.57","806,606,877.26","1,378,464,008.24","746,750,814.57","1,507,659,657.84","2,273,257,680.11","2,453,900,117.35","691,130,492.49","1,068,400,234.70","1,356,670,989.71","1,724,153,277.77","445,919,687.95","973,350,757.34","1,722,292,417.24","2,535,849,160.99","809,349,307.09","1,858,872,488.55","3,038,185,205.83","4,403,042,507.60","706,516,824.29","1,748,625,565.81","2,666,766,798.56","3,399,703,417.75","802,009,233.28","2,157,517,849.10","3,546,100,618.51","4,504,406,191.16","1,200,627,208.97"
投资活动产生的现金流量净额,"1,083,881.11","1,388,239.37","2,382,067.43","1,478,477.00","1,289,915.43","2,605,642.37","2,873,770.48","-3,194,096.18","-787,420.63","2,151,422.86","3,055,202.69","-13,867,036.80","776,161.07","1,384,157.92","1,017,698.05","2,087,411.58","517,871.72","491,442.56","878,351.75","3,062,312.53","-7,685,642.68","-7,296,195.46","-3,358,954.76","-1,822,672.35","-7,202,014.62","-5,836,291.02","-4,236,463.33","-108,369,079.30","247,319.13","3,422,945.96","4,469,588.49","6,346,968.59","233,617.94","28,694,436.75","30,878,502.74","63,462,010.29","1,563,358.66","3,589,003.58","4,997,459.25","7,294,739.57","-587,359.46","744,965.43","3,425,224.01","8,708,518.26","3,792,725.53","6,988,373.41","11,778,367.14","-372,715,621.37","3,636,330.10"
购买商品、接受劳务支付的现金,"113,140,891.12","161,573,604.32","413,662,237.50","509,958,215.15","66,478,459.67","188,075,638.73","342,154,184.86","482,483,888.45","81,959,869.30","317,987,957.96","525,749,169.13","901,271,057.09","345,501,388.63","1,108,447,486.10","1,212,393,609.92","1,633,571,561.49","218,235,144.31","351,680,985.65","556,527,470.65","712,387,594.71","270,018,324.89","407,097,446.72","769,883,733.21","1,136,258,091.86","470,623,026.20","888,898,733.25","1,476,232,339.06","1,770,448,752.45","702,148,713.58","873,789,960.28","1,154,195,318.11","1,761,903,662.49","696,088,804.91","1,060,776,049.00","1,507,324,940.64","1,676,577,436.49","326,819,909.42","2,005,970,058.28","3,134,963,952.75","4,146,102,263.51","2,029,530,844.20","2,317,580,532.57","2,644,639,964.70","2,944,033,443.30","1,899,244,945.05","2,130,655,125.02","2,417,390,793.53","2,702,732,909.74","422,134,286.65"
吸收投资收到的现金,,,"8,000,000.00","8,000,000.00","402,024,400.00","392,317,700.00","392,317,700.00","402,024,400.00",,,,,,,,"12,000,000.00",,,,,,,,,,,,,,,,,,"53,850,000.00","53,850,000.00","53,850,000.00",,,,,,,,,,,,,
