科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"51,646,679.87","52,479,925.92","59,055,003.87","40,562,963.47","244,301,693.45","128,956,506.66","108,011,748.46","70,309,569.92","70,397,025.54","76,361,201.33","40,615,845.31","28,529,813.90","91,875,683.14","56,978,925.65","79,757,291.76","67,604,380.53"
短期借款,"77,000,000.00","73,500,000.00","101,500,000.00","121,500,000.00","131,500,000.00","61,500,000.00","50,000,000.00","50,000,000.00","90,000,000.00","110,000,000.00","100,498,584.00","120,000,000.00","160,000,000.00","200,000,000.00","216,000,000.00","231,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"450,000.00","9,332,421.09","5,187,681.80","2,684,947.22","5,788,439.78","11,604,427.45","9,748,158.83","12,998,163.60","12,840,912.59","8,256,480.42","9,205,067.67","8,901,438.46","8,043,079.37","7,889,986.31","4,159,689.61","7,897,710.58"
应付票据,"3,659,594.21","36,209,761.08","47,737,702.59","25,713,516.50","32,652,696.97","47,086,090.04","46,450,230.51","36,856,323.80","55,404,941.15","74,655,889.08","62,061,147.17","51,550,587.94","50,405,145.91","68,291,283.12","74,079,128.13","54,175,954.45"
应收账款,"71,649,554.35","81,310,054.59","96,698,341.63","89,207,177.83","91,717,273.28","103,249,954.19","117,069,209.74","101,595,905.55","118,636,441.04","122,529,687.27","102,279,549.59","101,816,130.53","123,888,035.23","125,724,314.12","137,928,317.40","131,273,098.98"
应付账款,"49,361,429.42","31,623,414.16","48,503,191.75","48,286,118.27","47,623,561.57","49,814,775.98","57,737,386.71","62,576,514.43","62,672,193.34","61,380,937.70","68,439,587.01","69,251,933.07","119,613,760.75","72,233,909.49","85,758,819.05","110,896,122.25"
预付款项,"629,058.27","5,712,559.72","11,205,127.39","14,437,025.22","20,086,467.74","34,794,352.63","3,842,754.52","23,216,578.78","4,379,258.07","11,715,540.74","1,083,651.99","20,902,695.84","14,346,724.23","9,389,739.64","8,617,174.95","19,048,408.10"
预收款项,"3,104,415.08","2,859,876.13","3,949,023.53","3,435,153.53","3,386,882.80","4,781,802.53","6,688,732.20","7,488,974.04","8,552,105.21","5,016,593.48","9,883,525.90","9,828,295.16","7,767,746.83","11,114,715.90","9,548,197.88","7,468,124.03"
其他应收款,"1,161,453.67","2,140,492.62","2,642,122.91","3,946,487.93","1,772,601.37","1,924,931.42","2,161,431.98","2,455,836.91","9,039,112.79","3,915,436.00","4,563,990.28","5,327,751.79","9,049,536.09","6,324,226.84","2,560,114.04","4,938,673.35"
应付职工薪酬,"4,966,201.43","4,740,776.47","5,572,561.38","4,269,919.49","4,938,762.35","4,559,232.34","6,364,948.84","5,918,713.20","5,844,094.66","5,378,418.44","6,518,861.05","6,646,398.96","7,636,220.24","7,077,513.15","7,163,361.03","6,440,783.93"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"-149,432.11","2,992,092.31","8,640,899.93","3,983,313.33","4,531,842.98","4,302,100.81","1,923,571.45","3,258,497.85","771,908.52","3,853,477.45","5,469,895.81","663,390.07","2,215,416.97","3,717,153.78","9,657,914.27","1,063,014.10"
应收利息,,,,,,,,,,,,,,,,
应付利息,"126,493.89","180,458.39","247,131.98","317,104.14","336,931.86","183,789.57","29,633.32","29,633.31","85,999.14","195,554.15","467,642.29","726,717.38","1,160,891.21","833,962.80","948,782.99","1,040,763.07"
应收股利,,,,,,,,,,,,,,,,
应付股利,,"2,400,000.00","1,356,000.00","1,356,000.00",,,,,"8,421,500.00","4,000.00",,,"5,944,302.51",,,
存货,"46,041,159.27","48,089,431.41","72,604,650.86","88,571,192.48","78,709,418.61","91,150,897.77","80,859,067.95","87,689,140.91","115,107,287.35","117,818,640.36","101,470,509.82","133,898,430.27","169,201,766.76","163,485,732.24","141,274,796.53","158,768,725.90"
其他应付款,"108,954.51","58,900.00","138,184.53","1,794,322.18","5,813,895.09","929,324.32","26,945,075.20","26,419,125.91","26,562,176.04","25,325,155.75","24,812,923.98","32,971,076.84","40,168,283.95","12,326,362.22","12,485,066.40","8,341,611.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"2,246,547.47","2,780,566.03","4,736,022.09","7,627,612.54","3,309,853.47","2,105,885.04","2,648,831.41","7,776,401.85","5,491,138.80","4,541,028.79","66,016,804.55","42,716,837.91","34,665,379.22","36,992,327.36","52,033,820.49","33,138,270.30"
其他流动负债,,"2,078,029.20","3,541,541.35","3,473,916.39","4,692,860.19","30,132,943.92","3,559,674.90","1,965,021.06","1,972,204.53","2,629,609.72","4,957,046.46","2,773,441.64","4,432,758.32","4,573,583.26","3,427,059.90","3,603,366.61"
流动资产合计,"173,824,452.90","201,845,451.38","252,128,950.55","247,037,406.69","445,685,747.70","373,786,955.16","324,341,202.89","306,041,597.52","335,891,176.18","345,138,014.91","325,235,419.21","342,093,098.70","451,070,204.04","406,785,252.16","426,331,204.78","422,669,267.74"
流动负债合计,"138,177,656.43","156,643,307.74","221,186,237.04","214,129,363.83","235,477,433.81","203,290,059.51","199,699,253.13","194,512,803.60","260,287,122.59","288,439,635.77","283,109,213.67","294,411,841.06","399,344,526.69","380,168,483.72","419,068,329.65","424,029,739.92"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,"30,000,000.00","35,000,000.00","35,000,000.00","34,300,000.00",,,,,"6,668,612.48","37,480,543.17","71,422,011.86","100,208,181.28","97,971,716.70","95,267,556.55","92,975,930.40"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"2,000,000.00","2,090,865.77","2,990,865.77","2,990,865.77","5,180,746.21","17,510,764.49","17,192,645.83"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"102,389,812.55","131,269,643.70","212,975,371.09","213,864,494.04","215,043,274.76","218,735,146.33","247,673,567.16","247,230,612.24","257,455,148.37","261,641,144.16","344,233,643.69","349,559,125.77","352,978,540.53","352,857,504.81","427,673,850.55","415,299,266.41"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"24,060,549.50","47,039,891.46","7,618,596.25","7,829,691.63","11,887,554.22","24,951,672.37","37,948,162.98","57,050,224.94","79,267,333.21","105,136,885.18","90,540,340.34","91,030,511.61","112,135,531.34","134,721,375.26","66,866,232.12","63,896,639.26"
其他非流动负债,"700,000.00","675,000.00","931,792.43",,,,,"3,062,869.67",,,,"5,997,731.52",,,,
工程物资,"676,600.55","321,146.58","410,690.00","1,843,783.60","2,495,483.68","1,013,849.53","430,998.59","630,981.94","1,240,652.09","2,080,070.93","501,291.43","500,451.90","919,345.43","164,315.98","479,141.85","850,388.79"
非流动负债合计,"700,000.00","30,675,000.00","35,931,792.43","35,931,792.43","35,937,963.32","1,593,371.96","2,731,591.60","3,062,869.67","3,443,501.77","10,028,450.42","42,225,691.35","77,419,743.38","106,801,452.95","104,416,223.85","100,724,727.88","101,489,062.13"
固定资产清理,,,,,,,,"-200,000.00",,,,,,,,
负债合计,"138,877,656.43","187,318,307.74","257,118,029.47","250,061,156.26","271,415,397.13","204,883,431.47","202,430,844.73","197,575,673.27","263,730,624.36","298,468,086.19","325,334,905.02","371,831,584.44","506,145,979.64","484,584,707.57","519,793,057.53","525,518,802.05"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"62,000,000.00","62,000,000.00","62,000,000.00","62,000,000.00","82,670,000.00","84,215,000.00","84,215,000.00","84,215,000.00","84,215,000.00","209,308,750.00","209,753,750.00","209,753,750.00","209,753,750.00","208,002,500.00","208,002,500.00","208,002,500.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"71,308,015.71","71,308,015.71","71,308,015.71","71,308,015.71","227,120,465.22","226,154,865.22","253,676,154.77","254,920,242.77","256,281,598.22","124,147,837.22","126,354,043.68","127,039,252.68","127,724,461.68","117,276,145.68","111,560,015.22","111,560,015.22"
无形资产,"43,804,445.55","43,055,725.60","39,658,274.88","39,583,741.16","39,546,039.61","39,237,359.18","46,194,489.02","45,752,110.42","45,361,459.76","45,010,002.07","47,158,946.15","46,763,011.28","46,329,809.22","45,913,549.01","47,548,703.39","47,151,732.17"
盈余公积,"9,065,511.20","13,425,559.13","17,808,878.99","17,808,878.99","17,808,878.99","17,808,878.99","21,693,626.57","21,693,626.57","21,693,626.57","21,693,626.57","25,825,858.56","25,825,858.56","25,825,858.56","25,825,858.56","26,928,612.04","26,928,612.04"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,"25,878,750.00","25,878,750.00","25,878,750.00","17,646,125.00","22,656,825.00","22,656,825.00","22,656,825.00","9,772,050.00","9,772,050.00","9,772,050.00"
商誉,,,,,,,,,,,,,,,,
未分配利润,"65,441,927.14","91,520,025.66","107,624,689.83","112,726,365.61","119,423,193.16","128,334,197.79","139,755,351.27","147,226,986.89","148,525,427.04","159,916,750.68","169,199,818.18","173,698,669.90","171,134,628.32","178,254,294.99","171,816,850.26","163,783,312.82"
长期待摊费用,"427,785.77","249,293.33","115,610.91","93,341.61","76,322.31","59,303.01","42,283.71","25,264.41","8,245.11",857.07,,,,,,
少数股东权益,,,,,,,,,,,,"1,806,198.98","1,372,939.73",,,
递延所得税资产,"1,509,463.66","1,790,756.19","2,952,120.32","3,651,957.84","3,703,512.22","3,612,087.89","4,091,267.37","4,086,891.77","4,102,618.42","4,234,522.73","4,287,608.43","3,645,643.52","3,331,784.01","2,778,051.95","2,679,793.41","6,941,780.40"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"15,170,255.62","19,135,096.26","25,240,893.05","30,647,428.61","19,763,435.42","50,715,781.01","49,544,712.59","55,770,661.42","39,239,294.46","52,019,471.53"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"172,868,657.58","223,726,456.86","263,730,663.45","266,867,009.88","272,752,186.80","287,609,418.31","351,551,024.45","373,711,181.98","412,676,350.01","450,750,910.75","508,576,131.23","545,205,390.86","568,230,588.89","597,386,204.64","601,997,780.27","603,351,924.39"
所有者权益(或股东权益)合计,"207,815,454.05","238,253,600.50","258,741,584.53","263,843,260.31","447,022,537.37","456,512,942.00","473,461,382.61","482,177,106.23","484,836,901.83","497,420,839.47","508,476,645.42","515,466,905.12","513,154,813.29","519,586,749.23","508,535,927.52","500,502,390.08"
资产总计,"346,693,110.48","425,571,908.24","515,859,614.00","513,904,416.57","718,437,934.50","661,396,373.47","675,892,227.34","679,752,779.50","748,567,526.19","795,888,925.66","833,811,550.44","887,298,489.56","1,019,300,792.93","1,004,171,456.80","1,028,328,985.05","1,026,021,192.13"
