科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"28,106,883.67","6,878,920.86","18,238,846.09","361,945,782.91","318,493,338.07","292,687,052.17","315,637,634.48","224,330,920.12","261,989,687.68","237,596,449.84","236,635,934.22","250,054,762.84","262,699,335.13","158,610,120.46","160,348,637.91","172,319,535.59","216,245,282.44","285,068,969.35","298,179,745.53","307,234,264.17","354,613,026.09","383,980,174.04","454,028,022.76","436,978,398.38","439,564,731.95","396,464,424.40","315,954,186.88","394,492,507.68","368,421,021.09","423,650,027.02","491,878,210.59","379,262,431.90","290,323,948.84","475,465,019.63","508,588,617.34","490,819,486.64","517,101,221.85","396,405,808.64","286,986,808.12","381,272,693.74"
短期借款,"35,000,000.00","35,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,"70,000,000.00","105,000,000.00","105,000,000.00","105,000,000.00","110,000,000.00","110,150,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00",,"110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00",,,"110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00",,,"110,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,807,691.50","1,326,000.00","8,762,782.50","4,851,116.50","5,030,000.00","17,280,125.00","2,107,000.00","10,698,000.00","12,604,000.00","25,291,750.00","25,744,426.86","11,126,100.00","22,815,690.00","27,078,290.00","30,058,367.53","18,771,139.00","11,181,987.78","19,859,119.48","48,155,820.00","37,591,609.76","19,210,653.29","8,219,851.94","13,671,340.10","12,079,920.00","4,962,000.00","10,912,577.89","13,067,535.03","6,784,998.55","12,928,623.00","8,704,052.43","5,805,160.00","10,963,000.00","6,440,000.50","10,017,266.30","23,605,740.19","15,710,943.10","11,352,824.00","20,126,560.00","37,372,809.50","25,382,200.00"
应付票据,,,,,,,,,,,,,,,,,,,,"300,000.00","300,000.00","300,000.00",,,,"10,000,000.00","30,000,000.00","20,000,000.00",,"2,500,000.00","19,200,000.00","17,319,960.00","6,619,960.00","17,700,000.00","26,600,000.00","11,600,000.00","8,000,000.00",,"28,517,454.00",
应收账款,"22,537,394.24","18,109,837.58","20,260,429.24","26,150,460.20","22,843,211.16","29,734,257.42","31,104,991.18","32,754,969.82","36,549,724.10","38,872,759.23","25,174,797.98","38,777,592.29","26,209,994.43","49,085,995.22","36,819,399.85","49,554,314.18","52,727,429.48","76,787,068.30","55,123,807.86","69,526,220.46","73,330,984.13","91,226,465.89","59,125,802.44","67,809,369.66","67,246,935.64","71,725,101.26","71,016,655.75","79,753,721.76","85,084,409.88","85,941,549.11","67,239,217.88","90,657,733.93","77,029,352.51","81,220,786.01","72,301,231.95","78,621,128.53","89,691,009.06","102,726,808.35","81,249,373.33","86,473,401.32"
应付账款,"32,328,931.12","29,478,604.77","21,336,318.26","19,145,334.72","18,687,027.39","21,745,948.63","18,694,934.39","17,599,504.19","32,632,940.80","37,912,911.27","25,950,930.93","24,962,809.36","31,368,723.65","28,243,345.37","38,493,867.36","28,395,127.64","41,608,322.64","62,283,514.68","57,507,415.14","44,275,151.43","52,749,088.76","37,806,131.46","40,642,553.57","29,228,516.23","37,650,132.75","38,922,502.32","53,447,216.10","51,261,073.03","43,209,348.35","39,322,925.21","46,138,389.17","37,552,984.06","47,407,485.04","56,381,502.24","69,595,426.04","69,122,155.89","88,596,967.66",,"76,482,194.48",
预付款项,"19,195,273.23","9,348,987.04","14,657,638.00","14,344,478.79","16,926,772.39","22,034,825.25","34,300,111.32","26,025,849.57","31,638,798.09","42,180,143.04","45,938,316.77","48,790,315.82","64,916,786.65","66,494,749.29","11,204,187.15","38,762,228.16","41,047,973.66","39,046,572.10","26,636,704.28","74,048,409.12","32,452,153.95","37,145,083.51","10,323,568.58","15,407,037.16","10,718,981.16","14,893,528.33","13,337,183.05","14,150,844.72","15,013,157.50","13,624,560.15","9,061,260.81","9,091,476.87","10,898,669.34","15,602,918.14","10,391,520.67","8,328,496.08","28,340,345.40","26,144,998.21","5,721,988.71","12,524,234.80"
预收款项,"6,430,338.67","6,044,962.24","1,128,077.52","1,111,962.60","1,253,770.69","1,241,775.45","4,875,874.98","4,387,790.69","12,515,801.35","13,983,786.37","15,414,416.39","14,629,056.55","17,337,639.79","40,178,597.02","23,874,104.13","18,623,950.49","5,435,943.00","21,040,580.41","32,205,877.77","33,960,456.24","45,369,083.32","53,325,274.77","40,791,295.21","32,131,727.64","26,539,929.34","27,536,427.23","26,159,573.01","12,412,415.93","20,670,431.26","28,930,956.23","15,355,175.84","21,991,975.96","18,428,040.51","24,375,318.82","29,063,476.72","20,980,211.14","31,702,255.65","33,928,950.09","14,135,849.32","16,287,605.35"
其他应收款,"2,244,137.67","4,232,596.67","12,739,330.06","3,442,583.91","6,187,950.45","12,734,002.35","5,031,184.37","5,671,047.36","7,251,169.79","13,434,846.31","2,918,930.09","9,512,057.65","5,020,016.21","3,784,694.40","4,576,883.87","8,708,972.47","7,525,435.49","10,704,573.85","69,333,918.00","12,430,508.62","10,110,335.86","14,126,125.25","9,638,049.14","10,985,641.15","9,815,901.47","11,613,225.36","3,974,409.44","7,036,453.12","7,174,586.95","7,259,855.89","2,839,102.92","4,578,098.44","15,507,371.83","4,359,100.47","5,519,378.65","7,181,768.28","6,320,675.37","35,211,138.09","10,633,848.88","10,152,180.08"
应付职工薪酬,"2,565,733.84","1,022,655.67","3,654,679.55","3,976,135.11","4,949,174.60","4,630,834.31","4,061,585.11","6,172,133.52","7,801,106.59","8,239,819.30","4,864,669.09","6,361,462.93","7,427,911.68","8,040,506.88","8,639,932.59","5,931,514.54","8,071,922.28","14,305,453.54","8,677,266.11","11,462,361.55","16,219,744.77","14,487,342.49","10,438,100.78","8,652,594.40","13,323,329.79","17,889,549.01","9,328,441.07","13,247,861.97","14,737,497.79","17,638,999.27","13,360,899.97","24,527,429.42","22,904,864.62","19,838,561.58","13,424,223.81","17,514,288.12","19,757,366.59","19,525,956.81","11,724,631.19","9,873,781.78"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,536,083.33","8,201,627.86","7,234,226.15","8,742,772.88","9,905,068.15","9,330,308.25","5,573,144.30","6,052,124.24","7,590,324.40","5,861,922.18","3,767,005.07","4,050,001.58","5,463,585.85","11,053,359.06","8,866,077.41","4,566,281.25","12,056,692.40","28,417,640.15","35,367,578.59","12,606,239.64","19,664,791.52","14,552,098.84","44,573,420.10","29,712,921.23","17,779,467.64","15,386,274.42","20,423,827.33","9,011,733.92","13,988,359.36","19,243,552.94","19,308,469.76","14,177,515.67","7,538,463.32","16,113,718.71","21,669,310.68","14,526,697.87","21,635,072.87","19,654,863.37","26,257,993.35","20,288,755.68"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,"45,890.68","59,315.37",,,,,,,,,,,"128,333.33",,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"29,165,535.83","42,022,332.41","31,362,750.42","31,380,276.73","34,794,766.00","37,576,462.83","45,724,361.17","44,533,386.17","50,695,963.25","67,707,378.06","65,554,511.16","62,107,520.75","65,424,192.33","59,220,134.09","76,088,413.33","80,859,039.99","66,458,108.04","76,535,580.26","82,568,586.45","77,633,945.97","87,023,749.86","74,577,649.88","82,810,802.39","67,064,225.38","61,285,126.68","60,395,085.00","63,823,854.09","47,111,313.63","46,191,292.65","42,267,917.63","54,550,556.62","42,000,277.50","55,812,744.64","54,456,910.24","50,854,166.12","60,423,301.10","55,995,441.09","48,523,717.89","56,202,087.09","48,300,351.38"
其他应付款,"26,545,186.51","16,779,090.79","10,232,772.13","10,691,231.37","5,726,300.54","5,487,073.69","4,894,597.65","3,870,601.42","4,347,688.06","7,140,036.14","4,714,517.18","4,725,467.46","4,327,787.03","8,735,281.97","18,878,286.54","19,843,542.43","14,632,706.25","19,025,126.71","16,425,624.29","18,888,127.00","23,537,492.43","27,643,168.49","17,145,426.39","23,249,139.95","15,626,767.35","18,778,231.02","14,492,915.18","11,681,304.74","14,271,877.37","14,905,797.65","11,915,388.35","10,835,122.06","65,858,294.29","63,814,398.88","60,718,420.65","44,313,349.75","41,310,595.76","42,536,224.86","7,403,244.32","6,645,034.54"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,"612,870.72",,,,"2,948,954.03","2,489,997.81","4,489,630.89","4,489,630.89",,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"15,025.81",,,,,,,,,,,,,,"1,439,454.58","1,658,618.41","470,227.04",,"701,415.16","249,237.18","503,985.00","467,479.96","292,791.07","163,049.86","3,456,485.16","1,047,132.38","2,164,979.20","1,087,272.61","38,189.82","40,984.80","5,378,756.46","6,010,534.29","6,581,513.30","7,331,409.45","13,300,632.42","10,867,886.13","11,305,058.35","12,175,800.23","57,486,175.52","16,720,474.56"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,410.00","12,410.00"
